page,code,name,req,score,语数之和,语数最高,外语,物理,再选最高,再选次高,志愿号,备注,row
2,A02205,北京林业大学第05组,不限,592,227,121,100,87,90,88,28,,A02205 | 北京林业大学第05组 | 不限 | 592 | 227 | 121 | 100 | 87 | 90 | 88 | 28
2,A02206,北京林业大学第06组,不限,593,226,127,127,71,88,81,5,,A02206 | 北京林业大学第06组 | 不限 | 593 | 226 | 127 | 127 | 71 | 88 | 81 | 5
2,A02207,北京林业大学第07组,不限,595,226,114,124,74,90,81,6,国家专项计划,A02207 | 北京林业大学第07组 | 不限 | 595 | 226 | 114 | 124 | 74 | 90 | 81 | 6 | 国家专项计划
2,A02208,北京林业大学第08组,化,605,229,118,120,83,87,86,4,,A02208 | 北京林业大学第08组 | 化 | 605 | 229 | 118 | 120 | 83 | 87 | 86 | 4
2,A02209,北京林业大学第09组,化,596,219,115,121,83,89,84,7,,A02209 | 北京林业大学第09组 | 化 | 596 | 219 | 115 | 121 | 83 | 89 | 84 | 7
2,A02210,北京林业大学第10组,化,595,210,109,121,83,91,90,22,,A02210 | 北京林业大学第10组 | 化 | 595 | 210 | 109 | 121 | 83 | 91 | 90 | 22
2,A02211,北京林业大学第11组,化,593,227,122,123,76,84,83,1,,A02211 | 北京林业大学第11组 | 化 | 593 | 227 | 122 | 123 | 76 | 84 | 83 | 1
2,A02212,北京林业大学第12组,化,582,224,113,107,79,92,80,13,,A02212 | 北京林业大学第12组 | 化 | 582 | 224 | 113 | 107 | 79 | 92 | 80 | 13
2,A02213,北京林业大学第13组,化,591,234,120,93,89,92,83,13,】国家专项计划,A02213 | 北京林业大学第13组 | 化 | 591 | 234 | 120 | 93 | 89 | 92 | 83 | 13 | 】国家专项计划
2,A02214,北京林业大学第14组,生,598,213,108,135,81,86,83,B5,,A02214 | 北京林业大学第14组 | 生 | 598 | 213 | 108 | 135 | 81 | 86 | 83 | B5
2,A02215,北京林业大学第15组,地,606,225,125,130,73,92,S86,1,,A02215 | 北京林业大学第15组 | 地 | 606 | 225 | 125 | 130 | 73 | 92 | S86 | 1
2,A02301,北京协和医学院第01组,化,596,221,128,120,77,90,Z88,1,护理类,A02301 | 北京协和医学院第01组 | 化 | 596 | 221 | 128 | 120 | 77 | 90 | Z88 | 1 | 护理类
2,A02602,北京中医药大学第02组,不限,595,221,113,室119,77,S90,88,12,,A02602 | 北京中医药大学第02组 | 不限 | 595 | 221 | 113 | 室119 | 77 | S90 | 88 | 12
2,A02603,北京中医药大学第03组,不限,578,207,公114,131,61,B87,82,8,国家专项计划,A02603 | 北京中医药大学第03组 | 不限 | 578 | 207 | 公114 | 131 | 61 | B87 | 82 | 8 | 国家专项计划
2,A02604,北京中医药大学第04组,化,599,209,110,135,H77,91,87,6,,A02604 | 北京中医药大学第04组 | 化 | 599 | 209 | 110 | 135 | H77 | 91 | 87 | 6
2,A02605,北京中医药大学第05组,化,588,办221,122,【124,77,87,79,2,国家专项计划,A02605 | 北京中医药大学第05组 | 化 | 588 | 办221 | 122 | 【124 | 77 | 87 | 79 | 2 | 国家专项计划
2,A02707,北京师范大学第07组,不限,618,233,】130,129,72,89,85,13,国家专项计划,A02707 | 北京师范大学第07组 | 不限 | 618 | 233 | 】130 | 129 | 72 | 89 | 85 | 13 | 国家专项计划
2,A02708,北京师范大学第08组,招化,637,办235,124,127,93,94,88,5,,A02708 | 北京师范大学第08组 | 招化 | 637 | 办235 | 124 | 127 | 93 | 94 | 88 | 5
2,A02709,北京师范大学第09组,厅化,619,221,125,140,77,87,84,9,国家专项计划,A02709 | 北京师范大学第09组 | 厅化 | 619 | 221 | 125 | 140 | 77 | 87 | 84 | 9 | 国家专项计划
2,A03006,教北京外国语大学第06组,化,609,215,111,130,91,86,77,6,国家专项计划,A03006 | 教北京外国语大学第06组 | 化 | 609 | 215 | 111 | 130 | 91 | 86 | 77 | 6 | 国家专项计划
2,A03007,北京外国语大学第07组,北政,610,217,112,136,85,87,85,1,,A03007 | 北京外国语大学第07组 | 北政 | 610 | 217 | 112 | 136 | 85 | 87 | 85 | 1
2,A03205,省湖北京语言大学第05组,不限,584,206,110,125,79,87,87,19,,A03205 | 省湖北京语言大学第05组 | 不限 | 584 | 206 | 110 | 125 | 79 | 87 | 87 | 19
2,A03206,北京语言大学第06组,化,590,231,129,133,72,81,73,1,,A03206 | 北京语言大学第06组 | 化 | 590 | 231 | 129 | 133 | 72 | 81 | 73 | 1
2,A03207,北【北京语言大学第07组,化,597,224,114,108,86,93,86,19,国家专项计划,A03207 | 北【北京语言大学第07组 | 化 | 597 | 224 | 114 | 108 | 86 | 93 | 86 | 19 | 国家专项计划
2,A03208,湖号北京语言大学第08组,政,581,221,127,127,71,89,73,6,,A03208 | 湖号北京语言大学第08组 | 政 | 581 | 221 | 127 | 127 | 71 | 89 | 73 | 6
2,A03306,中国传媒大学第06组,不限,603,222,118,138,76,87,80,1,,A03306 | 中国传媒大学第06组 | 不限 | 603 | 222 | 118 | 138 | 76 | 87 | 80 | 1
2,A03307,众中国传媒大学第07组,化,611,238,124,120,80,88,85,4,,A03307 | 众中国传媒大学第07组 | 化 | 611 | 238 | 124 | 120 | 80 | 88 | 85 | 4
2,A03308,中国传媒大学第08组,化,591,223,119,126,83,88,71,9,,A03308 | 中国传媒大学第08组 | 化 | 591 | 223 | 119 | 126 | 83 | 88 | 71 | 9
2,A03309,公中国传媒大学第09组,化,605,230,115,144,67,82,82,4,国家专项计划,A03309 | 公中国传媒大学第09组 | 化 | 605 | 230 | 115 | 144 | 67 | 82 | 82 | 4 | 国家专项计划
2,A03403,信中央财经大学第03组,不限,626,227,114,132,93,89,85,3,,A03403 | 信中央财经大学第03组 | 不限 | 626 | 227 | 114 | 132 | 93 | 89 | 85 | 3
2,A03404,中央财经大学第04组,不限,613,213,116,131,83,95,91,17,,A03404 | 中央财经大学第04组 | 不限 | 613 | 213 | 116 | 131 | 83 | 95 | 91 | 17
2,A03405,微中央财经大学第05组,不限,609,233,117,120,87,89,80,4,国家专项计划,A03405 | 微中央财经大学第05组 | 不限 | 609 | 233 | 117 | 120 | 87 | 89 | 80 | 4 | 国家专项计划
2,A03406,中央财经大学第06组,化,628,233,120,133,82,90,90,12,,A03406 | 中央财经大学第06组 | 化 | 628 | 233 | 120 | 133 | 82 | 90 | 90 | 12
2,A03407,中央财经大学第07组,化,613,234,126,115,85,91,88,1,国家专项计划,A03407 | 中央财经大学第07组 | 化 | 613 | 234 | 126 | 115 | 85 | 91 | 88 | 1 | 国家专项计划
2,A03606,对外经济贸易大学第06组,不限,599,211,108,122,88,92,76,1,少数民族预科班,A03606 | 对外经济贸易大学第06组 | 不限 | 599 | 211 | 108 | 122 | 88 | 92 | 76 | 1 | 少数民族预科班
2,A03607,对外经济贸易大学第07组,不限,619,231,122,132,83,90,83,1,,A03607 | 对外经济贸易大学第07组 | 不限 | 619 | 231 | 122 | 132 | 83 | 90 | 83 | 1
2,A03608,对外经济贸易大学第08组,不限,601,216,115,135,82,87,81,2,国家专项计划,A03608 | 对外经济贸易大学第08组 | 不限 | 601 | 216 | 115 | 135 | 82 | 87 | 81 | 2 | 国家专项计划
2,A03609,对外经济贸易大学第09组,化,612,222,114,125,87,89,79,7,国家专项计划,A03609 | 对外经济贸易大学第09组 | 化 | 612 | 222 | 114 | 125 | 87 | 89 | 79 | 7 | 国家专项计划
2,A04307,北京体育大学第07组,不限,587,228,120,99,89,87,84,2,,A04307 | 北京体育大学第07组 | 不限 | 587 | 228 | 120 | 99 | 89 | 87 | 84 | 2
2,A04308,北京体育大学第08组,不限,553,197,103,130,74,77,75,4,,A04308 | 北京体育大学第08组 | 不限 | 553 | 197 | 103 | 130 | 74 | 77 | 75 | 4
2,A04309,北京体育大学第09组,不限,589,228,120,130,73,89,69,2,,A04309 | 北京体育大学第09组 | 不限 | 589 | 228 | 120 | 130 | 73 | 89 | 69 | 2
2,A04310,北京体育大学第10组,不限,586,218,117,128,68,87,85,35,,A04310 | 北京体育大学第10组 | 不限 | 586 | 218 | 117 | 128 | 68 | 87 | 85 | 35
3,A04311,北京体育大学第11组,不限,566,213,127,129,56,91,77,4,国家专项计划,A04311 | 北京体育大学第11组 | 不限 | 566 | 213 | 127 | 129 | 56 | 91 | 77 | 4 | 国家专项计划
3,A04312,北京体育大学第12组,不限,580,208,109,128,68,86,80,12,国家专项计划,A04312 | 北京体育大学第12组 | 不限 | 580 | 208 | 109 | 128 | 68 | 86 | 80 | 12 | 国家专项计划
3,A04313,北京体育大学第13组,不限,583,221,118,119,72,81,80,9,国家专项计划,A04313 | 北京体育大学第13组 | 不限 | 583 | 221 | 118 | 119 | 72 | 81 | 80 | 9 | 国家专项计划
3,A04314,北京体育大学第14组,化,600,221,111,127,82,85,85,9,,A04314 | 北京体育大学第14组 | 化 | 600 | 221 | 111 | 127 | 82 | 85 | 85 | 9
3,A04315,北京体育大学第15组,化,590,243,124,129,72,78,68,12,,A04315 | 北京体育大学第15组 | 化 | 590 | 243 | 124 | 129 | 72 | 78 | 68 | 12
3,A04703,中央美术学院第03组,不限,543,210,113,128,67,77,61,7,,A04703 | 中央美术学院第03组 | 不限 | 543 | 210 | 113 | 128 | 67 | 77 | 61 | 7
3,A05203,中央民族大学第03组,不限,604,225,118,116,87,86,80,10,少数民族预科班,A05203 | 中央民族大学第03组 | 不限 | 604 | 225 | 118 | 116 | 87 | 86 | 80 | 10 | 少数民族预科班
3,A05204,中央民族大学第04组,不限,608,237,122,121,81,89,80,5,,A05204 | 中央民族大学第04组 | 不限 | 608 | 237 | 122 | 121 | 81 | 89 | 80 | 5
3,A05205,中央民族大学第05组,化,611,247,130,129,77,83,75,3,,A05205 | 中央民族大学第05组 | 化 | 611 | 247 | 130 | 129 | 77 | 83 | 75 | 3
3,A05206,中央民族大学第06组,化,596,225,118,137,81,78,75,9,】,A05206 | 中央民族大学第06组 | 化 | 596 | 225 | 118 | 137 | 81 | 78 | 75 | 9 | 】
3,A05207,中央民族大学第07组,化,602,212,109,132,84,87,87,B2,,A05207 | 中央民族大学第07组 | 化 | 602 | 212 | 109 | 132 | 84 | 87 | 87 | B2
3,A05208,中央民族大学第08组,化,607,218,116,140,74,87,S78,3,国家专项计划,A05208 | 中央民族大学第08组 | 化 | 607 | 218 | 116 | 140 | 74 | 87 | S78 | 3 | 国家专项计划
3,A05303,中国政法大学第03组,不限,624,228,119,135,85,89,Z87,4,,A05303 | 中国政法大学第03组 | 不限 | 624 | 228 | 119 | 135 | 85 | 89 | Z87 | 4
3,A05304,中国政法大学第04组,不限,618,215,110,室115,97,S94,87,1,国家专项计划,A05304 | 中国政法大学第04组 | 不限 | 618 | 215 | 110 | 室115 | 97 | S94 | 87 | 1 | 国家专项计划
3,A05402,华北电力大学(北京)第02组,不限,592,227,公123,124,81,B81,79,9,,A05402 | 华北电力大学(北京)第02组 | 不限 | 592 | 227 | 公123 | 124 | 81 | B81 | 79 | 9
3,A05403,华北电力大学(北京)第03组,不限,593,212,112,133,H79,87,82,16,国家专项计划,A05403 | 华北电力大学(北京)第03组 | 不限 | 593 | 212 | 112 | 133 | H79 | 87 | 82 | 16 | 国家专项计划
3,A05404,华北电力大学(北京)第04组,化,619,办224,116,【127,93,89,86,2,,A05404 | 华北电力大学(北京)第04组 | 化 | 619 | 办224 | 116 | 【127 | 93 | 89 | 86 | 2
3,A05503,南开大学第03组,不限,640,236,】124,138,85,93,88,4,,A05503 | 南开大学第03组 | 不限 | 640 | 236 | 】124 | 138 | 85 | 93 | 88 | 4
3,A05504,南开大学第04组,招化,640,办246,131,136,86,92,80,5,,A05504 | 南开大学第04组 | 招化 | 640 | 办246 | 131 | 136 | 86 | 92 | 80 | 5
3,A05505,南开大学第05组,厅化,624,245,127,122,76,87,84,2,国家专项计划,A05505 | 南开大学第05组 | 厅化 | 624 | 245 | 127 | 122 | 76 | 87 | 84 | 2 | 国家专项计划
3,A05903,教中国民航大学第03组,不限,570,215,117,120,59,91,85,2,,A05903 | 教中国民航大学第03组 | 不限 | 570 | 215 | 117 | 120 | 59 | 91 | 85 | 2
3,A05904,中国民航大学第04组,北不限,563,202,115,107,78,90,86,2,国家专项计划,A05904 | 中国民航大学第04组 | 北不限 | 563 | 202 | 115 | 107 | 78 | 90 | 86 | 2 | 国家专项计划
3,A05905,省湖中国民航大学第05组,化,567,223,116,112,59,89,84,1,,A05905 | 省湖中国民航大学第05组 | 化 | 567 | 223 | 116 | 112 | 59 | 89 | 84 | 1
3,A05906,中国民航大学第06组,化,563,212,111,108,82,87,74,3,国家专项计划,A05906 | 中国民航大学第06组 | 化 | 563 | 212 | 111 | 108 | 82 | 87 | 74 | 3 | 国家专项计划
3,A06902,北【华北电力大学(保定)第02组,不限,592,217,112,117,81,89,88,5,,A06902 | 北【华北电力大学(保定)第02组 | 不限 | 592 | 217 | 112 | 117 | 81 | 89 | 88 | 5
3,A06903,湖号华北电力大学(保定)第03组,不限,600,218,117,127,79,91,85,3,国家专项计划,A06903 | 湖号华北电力大学(保定)第03组 | 不限 | 600 | 218 | 117 | 127 | 79 | 91 | 85 | 3 | 国家专项计划
3,A06904,华北电力大学(保定)第04组,化,608,208,118,132,84,95,89,4,,A06904 | 华北电力大学(保定)第04组 | 化 | 608 | 208 | 118 | 132 | 84 | 95 | 89 | 4
3,A06905,众华北电力大学(保定)第05组,化,607,232,117,105,86,94,90,2,国家专项计划,A06905 | 众华北电力大学(保定)第05组 | 化 | 607 | 232 | 117 | 105 | 86 | 94 | 90 | 2 | 国家专项计划
3,A07102,大连理工大学第02组,不限,616,230,116,123,84,87,82,14,国家专项计划,A07102 | 大连理工大学第02组 | 不限 | 616 | 230 | 116 | 123 | 84 | 87 | 82 | 14 | 国家专项计划
3,A07103,公大连理工大学第03组,化,637,241,126,141,82,87,86,1,,A07103 | 公大连理工大学第03组 | 化 | 637 | 241 | 126 | 141 | 82 | 87 | 86 | 1
3,A07104,信大连理工大学第04组,化,626,242,125,135,82,85,82,2,,A07104 | 信大连理工大学第04组 | 化 | 626 | 242 | 125 | 135 | 82 | 85 | 82 | 2
3,A07105,大连理工大学第05组,化,622,241,123,125,82,89,85,1,,A07105 | 大连理工大学第05组 | 化 | 622 | 241 | 123 | 125 | 82 | 89 | 85 | 1
3,A07106,微大连理工大学第06组,化,614,225,121,127,81,91,90,19,国家专项计划,A07106 | 微大连理工大学第06组 | 化 | 614 | 225 | 121 | 127 | 81 | 91 | 90 | 19 | 国家专项计划
3,A07302,东北大学第02组,不限,615,227,126,122,92,95,79,12,,A07302 | 东北大学第02组 | 不限 | 615 | 227 | 126 | 122 | 92 | 95 | 79 | 12
3,A07303,东北大学第03组,化,627,232,116,133,90,90,82,4,,A07303 | 东北大学第03组 | 化 | 627 | 232 | 116 | 133 | 90 | 90 | 82 | 4
3,A07304,东北大学第04组,化,606,216,114,127,85,93,85,30,,A07304 | 东北大学第04组 | 化 | 606 | 216 | 114 | 127 | 85 | 93 | 85 | 30
3,A07305,东北大学第05组,化,605,236,118,122,75,88,84,7,国家专项计划,A07305 | 东北大学第05组 | 化 | 605 | 236 | 118 | 122 | 75 | 88 | 84 | 7 | 国家专项计划
3,A07504,大连海事大学第04组,不限,593,208,105,138,82,83,82,11,,A07504 | 大连海事大学第04组 | 不限 | 593 | 208 | 105 | 138 | 82 | 83 | 82 | 11
3,A07505,大连海事大学第05组,不限,595,225,116,137,78,80,75,1,,A07505 | 大连海事大学第05组 | 不限 | 595 | 225 | 116 | 137 | 78 | 80 | 75 | 1
3,A07506,大连海事大学第06组,不限,588,232,117,116,74,85,81,8,国家专项计划,A07506 | 大连海事大学第06组 | 不限 | 588 | 232 | 117 | 116 | 74 | 85 | 81 | 8 | 国家专项计划
3,A07507,大连海事大学第07组,化,601,228,116,119,80,88,86,20,,A07507 | 大连海事大学第07组 | 化 | 601 | 228 | 116 | 119 | 80 | 88 | 86 | 20
3,A07508,大连海事大学第08组,化,589,194,106,128,89,90,88,14,,A07508 | 大连海事大学第08组 | 化 | 589 | 194 | 106 | 128 | 89 | 90 | 88 | 14
3,A07509,大连海事大学第09组,化,584,224,113,127,71,83,79,12,国家专项计划,A07509 | 大连海事大学第09组 | 化 | 584 | 224 | 113 | 127 | 71 | 83 | 79 | 12 | 国家专项计划
4,A07906,吉林大学第06组,不限,628,230,119,134,85,93,86,2,,A07906 | 吉林大学第06组 | 不限 | 628 | 230 | 119 | 134 | 85 | 93 | 86 | 2
4,A07907,吉林大学第07组,不限,621,230,118,140,85,88,78,14,,A07907 | 吉林大学第07组 | 不限 | 621 | 230 | 118 | 140 | 85 | 88 | 78 | 14
4,A07908,吉林大学第08组,不限,609,226,113,126,79,90,88,3,国家专项计划,A07908 | 吉林大学第08组 | 不限 | 609 | 226 | 113 | 126 | 79 | 90 | 88 | 3 | 国家专项计划
4,A07909,吉林大学第09组,化,613,233,126,129,84,89,78,4,,A07909 | 吉林大学第09组 | 化 | 613 | 233 | 126 | 129 | 84 | 89 | 78 | 4
4,A07910,吉林大学第10组,化,633,251,136,122,90,88,82,1,,A07910 | 吉林大学第10组 | 化 | 633 | 251 | 136 | 122 | 90 | 88 | 82 | 1
4,A07911,吉林大学第11组,化,623,247,127,120,86,88,82,3,,A07911 | 吉林大学第11组 | 化 | 623 | 247 | 127 | 120 | 86 | 88 | 82 | 3
4,A07912,吉林大学第12组,化,631,239,132,133,85,91,83,21,,A07912 | 吉林大学第12组 | 化 | 631 | 239 | 132 | 133 | 85 | 91 | 83 | 21
4,A07913,吉林大学第13组,化,630,235,122,136,92,87,80,12,,A07913 | 吉林大学第13组 | 化 | 630 | 235 | 122 | 136 | 92 | 87 | 80 | 12
4,A07914,吉林大学第14组,化,601,227,119,119,84,92,79,4,国家专项计划,A07914 | 吉林大学第14组 | 化 | 601 | 227 | 119 | 119 | 84 | 92 | 79 | 4 | 国家专项计划
4,A08111,东北师范大学第11组,不限,597,229,121,129,72,84,83,2,】,A08111 | 东北师范大学第11组 | 不限 | 597 | 229 | 121 | 129 | 72 | 84 | 83 | 2 | 】
4,A08112,东北师范大学第12组,不限,591,222,119,137,61,93,78,B1,国家专项计划,A08112 | 东北师范大学第12组 | 不限 | 591 | 222 | 119 | 137 | 61 | 93 | 78 | B1 | 国家专项计划
4,A08113,东北师范大学第13组,化,612,232,125,126,82,89,S83,2,,A08113 | 东北师范大学第13组 | 化 | 612 | 232 | 125 | 126 | 82 | 89 | S83 | 2
4,A08114,东北师范大学第14组,化,600,220,121,129,80,87,Z84,3,,A08114 | 东北师范大学第14组 | 化 | 600 | 220 | 121 | 129 | 80 | 87 | Z84 | 3
4,A08115,东北师范大学第15组,化,598,207,106,室124,85,S92,90,7,国家专项计划,A08115 | 东北师范大学第15组 | 化 | 598 | 207 | 106 | 室124 | 85 | S92 | 90 | 7 | 国家专项计划
4,A08302,哈尔滨工业大学第02组,不限,632,245,公125,136,74,B90,87,12,,A08302 | 哈尔滨工业大学第02组 | 不限 | 632 | 245 | 公125 | 136 | 74 | B90 | 87 | 12
4,A08303,哈尔滨工业大学第03组,不限,615,232,119,137,H84,89,73,3,,A08303 | 哈尔滨工业大学第03组 | 不限 | 615 | 232 | 119 | 137 | H84 | 89 | 73 | 3
