第一闭环人工核验页列包ID,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,人工核验包序号,来源页码,版面列,页码版面键,执行泳道,页列任务数,字段核验行数,涉及专业行数,涉及院校代码数,待核字段分布,任务结果桶分布,PDF原页证据状态分布,OCR提示状态分布,机器坐标提示状态分布,高校辅证证据状态分布,冲突状态分布,需要双人复核任务数,需要人工直接看图任务数,建议人工核验小包类型,建议每包任务上限,建议核验顺序,PDF原页核验操作,湖北官方侧核验操作,高校官网辅证操作,完成条件,公开填写边界,关联任务集合SHA16,关联字段集合SHA16,公开安全策略
FCMV-PAGE-9453ddd744d297c5,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,11,53,right,053-right,E0-冲突异常双人优先核验,1,1,1,1,学费×1,R2-机器坐标辅助核PDF原页×1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,C4-无可比候选，需人工看图或随页列闭环×1,1,0,P3-机器坐标辅助核页包,10,先做双人回看PDF原页，再核湖北官方侧；冲突字段不得由OCR或高校源直接定案。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,本页列当前无高校字段线索，先以PDF原页和湖北官方侧为准。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,d50f1d6657cd1231,cd19925f3f4afa3b,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-49dfd962eacfb463,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,12,56,left,056-left,E0-冲突异常双人优先核验,16,30,9,2,专业计划数×15；再选科目×7；学费×8,R0-冲突优先双人核PDF原页和湖北官方侧×1；R1-高校补缺线索回PDF原页×6；R2-机器坐标辅助核PDF原页×5；R3-无稳定候选需人工看图×3；R4-PDFOCR候选人工确认×1,P0-有冲突线索，PDF原页优先人工核验×1；P1-有机器坐标提示，仍待PDF原页人工核验×5；P2-有PDFOCR提示，仍待PDF原页人工确认×7；P3-无稳定OCR提示，需人工看PDF原页×3,O0-PDFOCR与高校辅证冲突×1；O2-高校有线索但PDFOCR缺候选×6；O3-仅PDFOCR候选待人工核页×1；O4-无PDFOCR但有机器坐标提示×5；O5-无公开OCR候选提示×3,M0-无机器坐标提示×11；M1-有机器坐标提示可辅助定位×5,S0-无高校字段线索，本任务高校辅证不适用×1；S1-有高校辅证线索或自动官网任务，待私有辅证记录×15,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×1；C1-高校补缺线索，PDF原页缺候选需人工看图×6；C3-仅PDFOCR候选，需人工核页×1；C4-无可比候选，需人工看图或随页列闭环×8,3,4,P0-冲突双人核页包,10,先做双人回看PDF原页，再核湖北官方侧；冲突字段不得由OCR或高校源直接定案。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,高校官网只作double check：记录来源是否能解释差异，但不能替代湖北官方计划或PDF原页。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,ba8efc01022de607,a23f7758fc6ff6e2,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-f96632d08a87c463,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,13,57,left,057-left,E2-官网未匹配专业名归属核验,1,2,1,1,专业计划数×1；学费×1,R4-PDFOCR候选人工确认×1,P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,C3-仅PDFOCR候选，需人工核页×1,0,0,P4-PDFOCR候选确认包,10,先核专业名、专业组边界和备注归属，再决定是否需要逐字段复核。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,高校官网只作double check：记录来源是否能解释差异，但不能替代湖北官方计划或PDF原页。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,caa6b829247f35e8,0a3324764947d5bb,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-e6bb7a68cf2f9948,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,14,70,left,070-left,E0-冲突异常双人优先核验,2,2,2,1,专业计划数×1；再选科目×1,R2-机器坐标辅助核PDF原页×1；R4-PDFOCR候选人工确认×1,P1-有机器坐标提示，仍待PDF原页人工核验×1；P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1；O4-无PDFOCR但有机器坐标提示×1,M0-无机器坐标提示×1；M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1；S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,C3-仅PDFOCR候选，需人工核页×1；C4-无可比候选，需人工看图或随页列闭环×1,1,0,P3-机器坐标辅助核页包,10,先做双人回看PDF原页，再核湖北官方侧；冲突字段不得由OCR或高校源直接定案。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,高校官网只作double check：记录来源是否能解释差异，但不能替代湖北官方计划或PDF原页。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,4d3edfee1e74ceda,80b858fd059c1c68,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-f8f6bd246859ef8f,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,15,70,right,070-right,E2-官网未匹配专业名归属核验,11,19,11,1,专业计划数×7；再选科目×1；学费×11,R4-PDFOCR候选人工确认×11,P2-有PDFOCR提示，仍待PDF原页人工确认×11,O3-仅PDFOCR候选待人工核页×11,M0-无机器坐标提示×11,S1-有高校辅证线索或自动官网任务，待私有辅证记录×11,C3-仅PDFOCR候选，需人工核页×11,0,0,P4-PDFOCR候选确认包,10,先核专业名、专业组边界和备注归属，再决定是否需要逐字段复核。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,高校官网只作double check：记录来源是否能解释差异，但不能替代湖北官方计划或PDF原页。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,361dcd0eb0b9fc64,947363a8f2f846e1,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-436561705643ed1d,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,16,80,right,080-right,E2-官网未匹配专业名归属核验,18,19,18,1,专业计划数×1；再选科目×17；学费×1,R3-无稳定候选需人工看图×17；R4-PDFOCR候选人工确认×1,P2-有PDFOCR提示，仍待PDF原页人工确认×1；P3-无稳定OCR提示，需人工看PDF原页×17,O3-仅PDFOCR候选待人工核页×1；O5-无公开OCR候选提示×17,M0-无机器坐标提示×18,S1-有高校辅证线索或自动官网任务，待私有辅证记录×18,C3-仅PDFOCR候选，需人工核页×1；C4-无可比候选，需人工看图或随页列闭环×17,17,17,P1-人工看图补候选包,10,先核专业名、专业组边界和备注归属，再决定是否需要逐字段复核。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,高校官网只作double check：记录来源是否能解释差异，但不能替代湖北官方计划或PDF原页。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,b88cbc7c0a804165,a03a6de83985bfe6,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-566910e5591006db,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,17,81,left,081-left,E2-官网未匹配专业名归属核验,1,2,1,1,专业计划数×1；学费×1,R4-PDFOCR候选人工确认×1,P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,C3-仅PDFOCR候选，需人工核页×1,0,0,P4-PDFOCR候选确认包,10,先核专业名、专业组边界和备注归属，再决定是否需要逐字段复核。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,高校官网只作double check：记录来源是否能解释差异，但不能替代湖北官方计划或PDF原页。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,e98fe92f2fbf49df,aa8bec243196c943,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-ccac3d29a794177b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,18,82,right,082-right,E1-计划数补缺或偏大优先核验,2,2,2,1,专业计划数×2,R2-机器坐标辅助核PDF原页×2,P1-有机器坐标提示，仍待PDF原页人工核验×2,O4-无PDFOCR但有机器坐标提示×2,M1-有机器坐标提示可辅助定位×2,S0-无高校字段线索，本任务高校辅证不适用×2,C4-无可比候选，需人工看图或随页列闭环×2,2,0,P3-机器坐标辅助核页包,10,先补计划数、学费或选科缺口，再用高校源作定位提示，最后核湖北官方侧。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,本页列当前无高校字段线索，先以PDF原页和湖北官方侧为准。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,e3ac0d0fd3ef2f0f,6275ca1b508bb2d1,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-440cbfb88696a9b3,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,19,93,left,093-left,E0-冲突异常双人优先核验,1,1,1,1,学费×1,R2-机器坐标辅助核PDF原页×1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,C4-无可比候选，需人工看图或随页列闭环×1,1,0,P3-机器坐标辅助核页包,10,先做双人回看PDF原页，再核湖北官方侧；冲突字段不得由OCR或高校源直接定案。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,本页列当前无高校字段线索，先以PDF原页和湖北官方侧为准。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,ae2df87d63bcf9d1,fbcefe6deb5ebb22,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-d6be3fcb12ff43f9,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,20,96,right,096-right,E2-官网未匹配专业名归属核验,1,1,1,1,学费×1,R4-PDFOCR候选人工确认×1,P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,C3-仅PDFOCR候选，需人工核页×1,0,0,P4-PDFOCR候选确认包,10,先核专业名、专业组边界和备注归属，再决定是否需要逐字段复核。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,高校官网只作double check：记录来源是否能解释差异，但不能替代湖北官方计划或PDF原页。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,952f2610c4fdd1ef,37d1c508f53520f6,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-7a49e3a90213d8a4,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,21,102,left,102-left,E1-计划数补缺或偏大优先核验,1,1,1,1,专业计划数×1,R2-机器坐标辅助核PDF原页×1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,C4-无可比候选，需人工看图或随页列闭环×1,1,0,P3-机器坐标辅助核页包,10,先补计划数、学费或选科缺口，再用高校源作定位提示，最后核湖北官方侧。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,本页列当前无高校字段线索，先以PDF原页和湖北官方侧为准。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,8ae05f0f2e1cac11,e94ce83ae1d72201,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-22d38f2cb9b80476,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,22,109,left,109-left,E1-计划数补缺或偏大优先核验,8,14,4,1,专业计划数×8；再选科目×2；学费×4,R3-无稳定候选需人工看图×4；R5-多源一致线索仍待湖北官方侧×4,P2-有PDFOCR提示，仍待PDF原页人工确认×4；P3-无稳定OCR提示，需人工看PDF原页×4,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环×4；O5-无公开OCR候选提示×4,M0-无机器坐标提示×8,S1-有高校辅证线索或自动官网任务，待私有辅证记录×8,C2-多源有一致线索，仍待湖北官方侧闭环×4；C4-无可比候选，需人工看图或随页列闭环×4,2,4,P1-人工看图补候选包,10,先补计划数、学费或选科缺口，再用高校源作定位提示，最后核湖北官方侧。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,高校官网只作double check：记录来源是否能解释差异，但不能替代湖北官方计划或PDF原页。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,3bb933eefdfbe31d,7ed88626686055fb,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-2fe31f8f7c0833de,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,23,135,left,135-left,E0-冲突异常双人优先核验,10,21,10,1,专业计划数×10；再选科目×1；学费×10,R0-冲突优先双人核PDF原页和湖北官方侧×10,P0-有冲突线索，PDF原页优先人工核验×10,O0-PDFOCR与高校辅证冲突×10,M0-无机器坐标提示×10,S1-有高校辅证线索或自动官网任务，待私有辅证记录×10,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×10,10,10,P0-冲突双人核页包,10,先做双人回看PDF原页，再核湖北官方侧；冲突字段不得由OCR或高校源直接定案。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,高校官网只作double check：记录来源是否能解释差异，但不能替代湖北官方计划或PDF原页。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,4b5c932e832ca2fe,72b274468d1056a0,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-4a81791738da8a88,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,24,135,right,135-right,E2-官网未匹配专业名归属核验,3,4,3,1,专业计划数×1；学费×1；待人工判定字段×2,R3-无稳定候选需人工看图×2；R4-PDFOCR候选人工确认×1,P2-有PDFOCR提示，仍待PDF原页人工确认×1；P3-无稳定OCR提示，需人工看PDF原页×2,O3-仅PDFOCR候选待人工核页×1；O5-无公开OCR候选提示×2,M0-无机器坐标提示×3,S1-有高校辅证线索或自动官网任务，待私有辅证记录×3,C3-仅PDFOCR候选，需人工核页×1；C4-无可比候选，需人工看图或随页列闭环×2,0,2,P1-人工看图补候选包,10,先核专业名、专业组边界和备注归属，再决定是否需要逐字段复核。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,高校官网只作double check：记录来源是否能解释差异，但不能替代湖北官方计划或PDF原页。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,d5b1dfe8be2afe4d,5ae20e82bcdd8795,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-870959cd38210971,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,25,137,left,137-left,E1-计划数补缺或偏大优先核验,2,4,1,1,专业计划数×2；再选科目×1；学费×1,R1-高校补缺线索回PDF原页×1；R3-无稳定候选需人工看图×1,P2-有PDFOCR提示，仍待PDF原页人工确认×1；P3-无稳定OCR提示，需人工看PDF原页×1,O2-高校有线索但PDFOCR缺候选×1；O5-无公开OCR候选提示×1,M0-无机器坐标提示×2,S1-有高校辅证线索或自动官网任务，待私有辅证记录×2,C1-高校补缺线索，PDF原页缺候选需人工看图×1；C4-无可比候选，需人工看图或随页列闭环×1,1,1,P1-人工看图补候选包,10,先补计划数、学费或选科缺口，再用高校源作定位提示，最后核湖北官方侧。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,高校官网只作double check：记录来源是否能解释差异，但不能替代湖北官方计划或PDF原页。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,af4d5f2b44d41379,fc3ec19ecec9ee0a,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-14b8d8af7e604892,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,26,137,right,137-right,E0-冲突异常双人优先核验,1,3,1,1,专业计划数×1；再选科目×1；学费×1,R0-冲突优先双人核PDF原页和湖北官方侧×1,P0-有冲突线索，PDF原页优先人工核验×1,O0-PDFOCR与高校辅证冲突×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×1,1,1,P0-冲突双人核页包,10,先做双人回看PDF原页，再核湖北官方侧；冲突字段不得由OCR或高校源直接定案。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,高校官网只作double check：记录来源是否能解释差异，但不能替代湖北官方计划或PDF原页。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,5ca8c98107449f25,ac1d5e30ed5d52d6,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-eadd6c09a4933f3e,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,27,141,left,141-left,E0-冲突异常双人优先核验,1,1,1,1,学费×1,R2-机器坐标辅助核PDF原页×1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,C4-无可比候选，需人工看图或随页列闭环×1,1,0,P3-机器坐标辅助核页包,10,先做双人回看PDF原页，再核湖北官方侧；冲突字段不得由OCR或高校源直接定案。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,本页列当前无高校字段线索，先以PDF原页和湖北官方侧为准。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,8456ebe59668b16d,916daceeb1a5e6a5,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-PAGE-670dd8fd3630cdb9,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环页列人工核验包,PDF页码×版面列,false,false,false,false,false,false,false,false,28,169,right,169-right,E0-冲突异常双人优先核验,22,35,12,1,专业计划数×22；再选科目×1；学费×12,R0-冲突优先双人核PDF原页和湖北官方侧×1；R1-高校补缺线索回PDF原页×10；R3-无稳定候选需人工看图×10；R4-PDFOCR候选人工确认×1,P0-有冲突线索，PDF原页优先人工核验×1；P2-有PDFOCR提示，仍待PDF原页人工确认×11；P3-无稳定OCR提示，需人工看PDF原页×10,O0-PDFOCR与高校辅证冲突×1；O2-高校有线索但PDFOCR缺候选×10；O3-仅PDFOCR候选待人工核页×1；O5-无公开OCR候选提示×10,M0-无机器坐标提示×22,S1-有高校辅证线索或自动官网任务，待私有辅证记录×22,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧×1；C1-高校补缺线索，PDF原页缺候选需人工看图×10；C3-仅PDFOCR候选，需人工核页×1；C4-无可比候选，需人工看图或随页列闭环×10,10,11,P0-冲突双人核页包,10,先做双人回看PDF原页，再核湖北官方侧；冲突字段不得由OCR或高校源直接定案。,按页码和版面列打开第19期原页，逐字段核专业组边界、专业行归属、计划数、学费和选科。,在湖北官方系统或省招办计划可用时逐项核同一专业组和专业行；未核前保持pending。,高校官网只作double check：记录来源是否能解释差异，但不能替代湖北官方计划或PDF原页。,页列内所有任务完成PDF原页、湖北官方侧、必要高校辅证和双人复核记录后，仍不自动写回。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,f450896d976d918f,563f4f8f3707bef2,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
