Round4家庭说明ID,来源Round4重点55组,来源Round4暂缓65组,来源Round4优先120组,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,家庭阅读排序,入选状态,是否进入40到60重点核验,为什么入选,为什么暂缓,暂缓主因,同梯度入选线,距同梯度入选线分差,高分暂缓标记,梯度配额标签,梯度内排序,压缩综合分,院校专业组,院校代码,院校名称,院校专业组代码,专业组号,城市,城市来源,城市口径提醒,省份,冲稳保,历史稳定性等级,与515关系,同代码命中年份数,等位分差摘要,专业匹配等级,专业方向命中摘要,完整组内专业数,接受专业数,勉强调剂专业数,待核后判断专业数,不能接受提示专业数,完整组内专业接受度摘要,调剂接受风险等级,调剂风险说明,费用限制风险,高收费或超预算专业数,公办民办机器线索,家庭底线属性动作,结构字段阻断等级,字段缺口专业行数,结构或归属未闭环专业行数,PDF原页待核专业行数,湖北官方系统待核专业行数,官网辅证命中专业行数,第一闭环明细任务数,第一闭环双人复核任务数,高校侧刷新任务数,主要阻断原因,家庭最小决策动作,核验最小动作,下一步核验动作,来源页码,版面列,第四轮候选ID,专业组出现ID,公开安全策略
R4FAMILYEXPLAIN-777e18b0ebf83a6b,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓11,暂缓保留,false,,P2-调剂或特殊限制风险较高；同梯度入选线62.75，本组52.00，差值-10.75；计算机/软件/AI2；计算机类2；机械自动化2；T1-特殊限制待核，先核章程/原页；V0-高核验成本，先核页和组边界；特殊限制待核3个,P2-调剂或特殊限制风险较高,62.75,-10.75,false,冲刺观察配额12,21,52.00,H449 山东交通学院 H44903 03,H449,山东交通学院,H44903,03,济南市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,山东省,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；488-481=+7；512-497=+15；510-494=+16；历史最高等位分差=16。,3,488-481=+7；512-497=+15；510-494=+16,P1-命中计算机/软件/AI,计算机/软件/AI2；计算机类2；机械自动化2,16,2,11,3,0,接受2；勉强调剂11；待核3；不能0,T1-特殊限制待核，先核章程/原页,有体检、语种、单科、专项或章程限制待核，先看限制再谈调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环10行,15,10,16,16,0,0,0,0,存在结构或专业组归属未闭环专业行。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,169,left,R4GROUP-ee80d94a81ac6a12,G-94a2fc1a936145ee,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-6a7e87e341140d77,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓12,暂缓保留,false,,P2-调剂或特殊限制风险较高；同梯度入选线62.75，本组50.25，差值-12.50；计算机/软件/AI1；计算机类1；工商旅游管理7；T1-特殊限制待核，先核章程/原页；V0-高核验成本，先核页和组边界；特殊限制待核2个；已进入第一闭环任务18条,P2-调剂或特殊限制风险较高,62.75,-12.50,false,冲刺观察配额12,22,50.25,C150 武汉商学院 C15003 03,C150,武汉商学院,C15003,03,武汉市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖北省,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；501-481=+20；512-497=+15；500-494=+6；历史最高等位分差=20。,3,501-481=+20；512-497=+15；500-494=+6,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1,22,1,19,2,0,接受1；勉强调剂19；待核2；不能0,T1-特殊限制待核，先核章程/原页,有体检、语种、单科、专项或章程限制待核，先看限制再谈调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环18行,21,18,22,22,22,18,17,3,已进入第一闭环批次，需按页列核PDF原页、湖北官方侧和高校辅证。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,80,left,R4GROUP-2148323d1e3394a3,G-43eaec6deac85123,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-e925f408b96e70a4,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓13,暂缓保留,false,,P1-专业匹配弱于当前优先方向；同梯度入选线62.75，本组47.25，差值-15.50；机械自动化3；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P1-专业匹配弱于当前优先方向,62.75,-15.50,false,冲刺观察配额12,23,47.25,F582 长春工业大学 F58202 02,F582,长春工业大学,F58202,02,长春市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,吉林省,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；518-494=+24；历史最高等位分差=24。,1,518-494=+24,P3-命中备选方向,机械自动化3,6,0,6,0,0,接受0；勉强调剂6；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口5行,5,0,6,6,6,0,0,1,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,119,left,R4GROUP-33626aae7c65a509,G-059b47816c7db51f,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-c938ea6368d556bd,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓14,暂缓保留,false,,P0-存在不能接受专业提示，先暂缓；组内有1个不能接受提示；同梯度入选线62.75，本组46.88，差值-15.87；计算机/软件/AI2；计算机类2；电子信息/网络1；师范1；机械自动化1；T0-有1条不能接受提示，服从调剂高风险；V0-高核验成本，先核页和组边界,P0-存在不能接受专业提示，先暂缓,62.75,-15.87,false,冲刺观察配额12,,46.88,H658 吉首大学 H65803 03,H658,吉首大学,H65803,03,湘西土家族苗族自治州,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖南省,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；506-497=+9；523-494=+29；历史最高等位分差=29。,2,506-497=+9；523-494=+29,P1-命中计算机/软件/AI,计算机/软件/AI2；计算机类2；电子信息/网络1；师范1；机械自动化1,7,3,3,0,1,接受3；勉强调剂3；待核0；不能1,T0-有1条不能接受提示，服从调剂高风险,存在不能接受专业提示，默认不适合无条件服从调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环1行,7,1,7,7,0,0,0,0,存在结构或专业组归属未闭环专业行。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,178,right,R4GROUP-74851b9f4bbbfa53,G-c8b493dc6a7ab76e,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-23887eb9b69fad18,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓15,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线62.75，本组46.75，差值-16.00；计算机/软件/AI1；计算机类1；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P4-同梯度配额外，作为备选保留,62.75,-16.00,false,冲刺观察配额12,24,46.75,H681 湖南工学院 H68101 01,H681,湖南工学院,H68101,01,衡阳市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖南省,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；508-481=+27；522-497=+25；513-494=+19；历史最高等位分差=27。,3,508-481=+27；522-497=+25；513-494=+19,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1,4,1,3,0,0,接受1；勉强调剂3；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口3行,3,0,4,4,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,183,left,R4GROUP-1108fe6e0268a9fb,G-74028c03c3b32cd5,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-4afcb89b0d1ff914,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓16,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线62.75，本组44.50，差值-18.25；电子信息/网络1；机械自动化1；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P4-同梯度配额外，作为备选保留,62.75,-18.25,false,冲刺观察配额12,25,44.50,F386 内蒙古工业大学 F38606 06,F386,内蒙古工业大学,F38606,06,呼和浩特市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,内蒙古自治区,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；511-494=+17；历史最高等位分差=17。,1,511-494=+17,P2-命中电子信息/网络或师范,电子信息/网络1；机械自动化1,2,0,2,0,0,接受0；勉强调剂2；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口2行,2,0,2,2,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,111,right,R4GROUP-a4b72ffb35b1d5cc,G-0d7f158c377d066b,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-bdc3a94ac520f913,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓17,暂缓保留,false,,P4-同梯度配额外，作为备选保留；同梯度入选线62.75，本组42.25，差值-20.50；师范1；工商旅游管理1；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P4-同梯度配额外，作为备选保留,62.75,-20.50,false,冲刺观察配额12,26,42.25,K073 长江师范学院 K07303 03,K073,长江师范学院,K07303,03,重庆市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,重庆市,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；518-497=+21；511-494=+17；历史最高等位分差=21。,2,518-497=+21；511-494=+17,P2-命中电子信息/网络或师范,师范1,4,1,3,0,0,接受1；勉强调剂3；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口3行,3,0,4,4,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,205,left,R4GROUP-ca04ebeb00a5599d,G-b1e8a601a5a787a0,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-6a60b0639b346f7e,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓18,暂缓保留,false,,P3-核验成本高，先留给更高收益组；同梯度入选线62.75，本组41.62，差值-21.13；电子信息/网络1；机械自动化1；农业不含动物1；T4-暂未见硬阻断，仍需人工接受度判断；V1-中高核验成本，需集中核字段,P3-核验成本高，先留给更高收益组,62.75,-21.13,false,冲刺观察配额12,27,41.62,C139 荆楚理工学院 C13907 07,C139,荆楚理工学院,C13907,07,荆门市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖北省,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；485-481=+4；517-497=+20；478-494=-16；历史最高等位分差=20。,3,485-481=+4；517-497=+20；478-494=-16,P2-命中电子信息/网络或师范,电子信息/网络1；机械自动化1；农业不含动物1,11,0,11,0,0,接受0；勉强调剂11；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口10行,10,0,11,11,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,80,left,R4GROUP-be43c9c5f4140acc,G-4d0d7094ac86c53f,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-7091eaab5d05b820,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓19,暂缓保留,false,,P1-专业匹配弱于当前优先方向；同梯度入选线62.75，本组40.88，差值-21.87；机械自动化2；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,P1-专业匹配弱于当前优先方向,62.75,-21.87,false,冲刺观察配额12,28,40.88,H892 桂林电子科技大学 H89205 05,H892,桂林电子科技大学,H89205,05,桂林市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,广西壮族自治区,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；521-494=+27；历史最高等位分差=27。,1,521-494=+27,P3-命中备选方向,机械自动化2,3,0,3,0,0,接受0；勉强调剂3；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口3行,3,0,3,3,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,195,right,R4GROUP-6347c44ad6cb8f8d,G-2ec2cbd9150c7f8f,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-d2ac9d22ea53c381,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓20,暂缓保留,false,,P1-专业匹配弱于当前优先方向；同梯度入选线62.75，本组37.62，差值-25.13；工商旅游管理4；T4-暂未见硬阻断，仍需人工接受度判断；V1-中高核验成本，需集中核字段,P1-专业匹配弱于当前优先方向,62.75,-25.13,false,冲刺观察配额12,29,37.62,K580 兰州财经大学 K58005 05,K580,兰州财经大学,K58005,05,兰州市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,甘肃省,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；518-497=+21；515-494=+21；历史最高等位分差=21。,2,518-497=+21；515-494=+21,P4-专业匹配弱,未明显命中当前优先方向,9,0,9,0,0,接受0；勉强调剂9；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口9行,9,0,9,9,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,230,left,R4GROUP-629e5851465352ec,G-0f92272b6a653bd7,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-2dbc3befa09cae9f,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓21,暂缓保留,false,,P1-专业匹配弱于当前优先方向；同梯度入选线62.75，本组36.88，差值-25.87；工商旅游管理5；T4-暂未见硬阻断，仍需人工接受度判断；V0-高核验成本，先核页和组边界,P1-专业匹配弱于当前优先方向,62.75,-25.87,false,冲刺观察配额12,30,36.88,A207 北方民族大学 A20706 06,A207,北方民族大学,A20706,06,银川市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,宁夏回族自治区,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；503-497=+6；510-494=+16；历史最高等位分差=16。,2,503-497=+6；510-494=+16,P4-专业匹配弱,未明显命中当前优先方向,9,0,9,0,0,接受0；勉强调剂9；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环6行,9,6,9,9,0,0,0,0,存在结构或专业组归属未闭环专业行。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,57,right,R4GROUP-4460b5bd501a5d2c,G-962e9bcfe24306a0,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-0e3a2f8e5a524cff,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓22,暂缓保留,false,,P1-专业匹配弱于当前优先方向；同梯度入选线62.75，本组36.75，差值-26.00；工商旅游管理4；T3-组内专业较多，需逐条确认；V1-中高核验成本，需集中核字段,P1-专业匹配弱于当前优先方向,62.75,-26.00,false,冲刺观察配额12,31,36.75,H450 山东工商学院 H45003 03,H450,山东工商学院,H45003,03,烟台市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,山东省,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；503-481=+22；514-497=+17；490-494=-4；历史最高等位分差=22。,3,503-481=+22；514-497=+17；490-494=-4,P4-专业匹配弱,未明显命中当前优先方向,14,0,14,0,0,接受0；勉强调剂14；待核0；不能0,T3-组内专业较多，需逐条确认,组内专业较多，必须逐条判断能否接受调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口14行,14,0,14,14,14,0,0,5,仍有计划数、学费或再选科目字段缺口。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,169,right,R4GROUP-9ddfea865af31a20,G-a6e950b77986b176,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-00fe70751275b542,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,暂缓23,暂缓保留,false,,P0-存在不能接受专业提示，先暂缓；组内有3个不能接受提示；同梯度入选线62.75，本组-27.62，差值-90.37；计算机/软件/AI1；计算机类1；师范1；机械自动化1；T0-有3条不能接受提示，服从调剂高风险；V0-高核验成本，先核页和组边界,P0-存在不能接受专业提示，先暂缓,62.75,-90.37,false,冲刺观察配额12,,-27.62,H435 临沂大学 H43504 04,H435,临沂大学,H43504,04,临沂市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,山东省,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；504-481=+23；524-497=+27；历史最高等位分差=27。,2,504-481=+23；524-497=+27,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1；师范1；机械自动化1,7,2,2,0,3,接受2；勉强调剂2；待核0；不能3,T0-有3条不能接受提示，服从调剂高风险,存在不能接受专业提示，默认不适合无条件服从调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环2行,7,2,7,7,0,0,0,0,存在结构或专业组归属未闭环专业行。,暂不投入人工核验时间；家庭点名喜欢时再拉回。,暂缓；若后续回捞，先核完整专业组和调剂风险。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,168,left,R4GROUP-a5b7a9b1e031a995,G-f3078ec47aca2055,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
