Round4家庭说明ID,来源Round4重点55组,来源Round4暂缓65组,来源Round4优先120组,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,家庭阅读排序,入选状态,是否进入40到60重点核验,为什么入选,为什么暂缓,暂缓主因,同梯度入选线,距同梯度入选线分差,高分暂缓标记,梯度配额标签,梯度内排序,压缩综合分,院校专业组,院校代码,院校名称,院校专业组代码,专业组号,城市,城市来源,城市口径提醒,省份,冲稳保,历史稳定性等级,与515关系,同代码命中年份数,等位分差摘要,专业匹配等级,专业方向命中摘要,完整组内专业数,接受专业数,勉强调剂专业数,待核后判断专业数,不能接受提示专业数,完整组内专业接受度摘要,调剂接受风险等级,调剂风险说明,费用限制风险,高收费或超预算专业数,公办民办机器线索,家庭底线属性动作,结构字段阻断等级,字段缺口专业行数,结构或归属未闭环专业行数,PDF原页待核专业行数,湖北官方系统待核专业行数,官网辅证命中专业行数,第一闭环明细任务数,第一闭环双人复核任务数,高校侧刷新任务数,主要阻断原因,家庭最小决策动作,核验最小动作,下一步核验动作,来源页码,版面列,第四轮候选ID,专业组出现ID,公开安全策略
R4FAMILYEXPLAIN-b6d8acb79dc0c55e,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,11,重点核验,true,冲刺观察；H4-冲刺历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI2；计算机类2；电子信息/网络2；机械自动化1；T2-结构异常，先核完整组内专业；V0-高核验成本，先核页和组边界,,,62.75,1.75,false,冲刺观察配额12,10,64.50,F204 北华航天工业学院 F20403 03,F204,北华航天工业学院,F20403,03,廊坊市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,河北省,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；521-497=+24；520-494=+26；历史最高等位分差=26。,2,521-497=+24；520-494=+26,P1-命中计算机/软件/AI,计算机/软件/AI2；计算机类2；电子信息/网络2；机械自动化1,8,2,6,0,0,接受2；勉强调剂6；待核0；不能0,T2-结构异常，先核完整组内专业,组内结构或专业归属未闭环，先核完整组内专业。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环1行,7,1,8,8,0,0,0,0,存在结构或专业组归属未闭环专业行。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先核PDF原页中的专业组边界、专业归属和完整组内专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,103,right,R4GROUP-6aa8562015aec5e9,G-3a5a8b41d895a4d0,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-72615a3d8569ec1d,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,12,重点核验,true,冲刺观察；H4-冲刺历史线索；P1-命中计算机/软件/AI；C0-初始优先城市：武汉市；计算机/软件/AI1；计算机类1；工商旅游管理2；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,,,62.75,0.13,false,冲刺观察配额12,11,62.88,C128 湖北经济学院 C12811 11,C128,湖北经济学院,C12811,11,武汉市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖北省,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；498-481=+17；515-497=+18；505-494=+11；历史最高等位分差=18。,3,498-481=+17；515-497=+18；505-494=+11,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1,5,1,4,0,0,接受1；勉强调剂4；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口5行,5,0,5,5,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,进入下一轮候选后，按完整组内专业做100%原页和湖北官方侧核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,75,left,R4GROUP-5b9aa4eff45875ef,G-b182864b40284ac6,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-d1ce358f1af6a6af,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,13,重点核验,true,冲刺观察；H4-冲刺历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI1；计算机类1；电子信息/网络1；机械自动化2；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,,,62.75,0.00,false,冲刺观察配额12,12,62.75,F687 佳木斯大学 F68704 04,F687,佳木斯大学,F68704,04,佳木斯市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,黑龙江省,冲刺观察,H4-冲刺历史线索,515对应等位分：2025=494、2024=497、2023=481；504-481=+23；516-497=+19；508-494=+14；历史最高等位分差=23。,3,504-481=+23；516-497=+19；508-494=+14,P1-命中计算机/软件/AI,计算机/软件/AI1；计算机类1；电子信息/网络1；机械自动化2,4,1,3,0,0,接受1；勉强调剂3；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口3行,3,0,4,4,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,进入下一轮候选后，按完整组内专业做100%原页和湖北官方侧核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,125,left,R4GROUP-84ce5a4a71359659,G-fce34d3b2f811bad,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-7d29644147ae09c4,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,14,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI4；计算机类4；电子信息/网络4；师范6；工商旅游管理1；T1-特殊限制待核，先核章程/原页；V0-高核验成本，先核页和组边界；特殊限制待核2个,,,76.00,90.50,false,稳冲观察配额18,1,166.50,H135 淮南师范学院 H13502 02,H135,淮南师范学院,H13502,02,淮南市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,安徽省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；482-481=+1；502-497=+5；485-494=-9；历史最高等位分差=5。,3,482-481=+1；502-497=+5；485-494=-9,P1-命中计算机/软件/AI,计算机/软件/AI4；计算机类4；电子信息/网络4；师范6,18,9,7,2,0,接受9；勉强调剂7；待核2；不能0,T1-特殊限制待核，先核章程/原页,有体检、语种、单科、专项或章程限制待核，先看限制再谈调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环1行,15,1,18,18,0,0,0,0,存在结构或专业组归属未闭环专业行。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先核PDF原页中的专业组边界、专业归属和完整组内专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,146,left,R4GROUP-50a8956cdf247800,G-94a0d9f67cd17d37,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-e2befd7e250b06d3,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,15,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI4；计算机类4；电子信息/网络3；机械自动化4；T4-暂未见硬阻断，仍需人工接受度判断；V1-中高核验成本，需集中核字段,,,76.00,80.25,false,稳冲观察配额18,2,156.25,A207 北方民族大学 A20711 11,A207,北方民族大学,A20711,11,银川市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,宁夏回族自治区,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；478-481=-3；500-497=+3；499-494=+5；历史最高等位分差=5。,3,478-481=-3；500-497=+3；499-494=+5,P1-命中计算机/软件/AI,计算机/软件/AI4；计算机类4；电子信息/网络3；机械自动化4,12,4,8,0,0,接受4；勉强调剂8；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口11行,11,0,12,12,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,进入下一轮候选后，按完整组内专业做100%原页和湖北官方侧核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,58,left,R4GROUP-85aaddf9b2320037,G-dc7eeee5a09ec904,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-f045b0ead9848aa4,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,16,重点核验,true,稳冲观察；H3-稳冲历史线索；P0-命中数字媒体技术；C3-非当前优先城市，作为梯度和专业匹配讨论；数字媒体技术1；计算机/软件/AI3；计算机类3；电子信息/网络4；机械自动化2；T2-结构异常，先核完整组内专业；V0-高核验成本，先核页和组边界；高校辅证冲突/补缺任务11条；已进入第一闭环任务22条,,,76.00,55.50,false,稳冲观察配额18,3,131.50,H450 山东工商学院 H45004 04,H450,山东工商学院,H45004,04,烟台市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,山东省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；487-481=+6；502-497=+5；504-494=+10；历史最高等位分差=10。,3,487-481=+6；502-497=+5；504-494=+10,P0-命中数字媒体技术,数字媒体技术1；计算机/软件/AI3；计算机类3；电子信息/网络4；机械自动化2,16,4,12,0,0,接受4；勉强调剂12；待核0；不能0,T2-结构异常，先核完整组内专业,组内结构或专业归属未闭环，先核完整组内专业。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环1行,16,1,16,16,16,22,10,5,已进入第一闭环批次，需按页列核PDF原页、湖北官方侧和高校辅证。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先处理已排入第一闭环的页列和字段，再核湖北官方侧。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,169,right,R4GROUP-c391e381654f3d11,G-69a8112ee16cf2ba,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-ce8dab5d5669cdc3,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,17,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI3；计算机类3；电子信息/网络1；机械自动化4；T4-暂未见硬阻断，仍需人工接受度判断；V0-高核验成本，先核页和组边界,,,76.00,47.25,false,稳冲观察配额18,4,123.25,F311 太原工业学院 F31102 02,F311,太原工业学院,F31102,02,太原市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,山西省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；491-481=+10；488-497=-9；495-494=+1；历史最高等位分差=10。,3,491-481=+10；488-497=-9；495-494=+1,P1-命中计算机/软件/AI,计算机/软件/AI3；计算机类3；电子信息/网络1；机械自动化4,10,3,7,0,0,接受3；勉强调剂7；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环9行,10,9,10,10,0,0,0,0,存在结构或专业组归属未闭环专业行。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先核PDF原页中的专业组边界、专业归属和完整组内专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,109,right,R4GROUP-c98d65af99b45fd0,G-9d5ccd6576a2150a,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-23018ed66dda86b3,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,18,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C2-湖北省内或近距离可讨论：黄石市；计算机/软件/AI4；计算机类4；电子信息/网络1；T4-暂未见硬阻断，仍需人工接受度判断；V2-中等核验成本，保留字段缺口,,,76.00,43.88,false,稳冲观察配额18,5,119.88,C138 湖北理工学院 C13810 10,C138,湖北理工学院,C13810,10,黄石市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖北省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；483-481=+2；497-497=+0；484-494=-10；历史最高等位分差=2。,3,483-481=+2；497-497=+0；484-494=-10,P1-命中计算机/软件/AI,计算机/软件/AI4；计算机类4；电子信息/网络1,5,4,1,0,0,接受4；勉强调剂1；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口4行,4,0,5,5,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,进入下一轮候选后，按完整组内专业做100%原页和湖北官方侧核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,79,right,R4GROUP-7fec5ee7830590ef,G-a289e7d54bd0da07,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-bf83eb92872bdd64,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,19,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI4；计算机类4；机械自动化3；T2-结构异常，先核完整组内专业；V0-高核验成本，先核页和组边界,,,76.00,34.12,false,稳冲观察配额18,6,110.12,H907 广西科技师范学院 H90703 03,H907,广西科技师范学院,H90703,03,来宾市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,广西壮族自治区,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；484-481=+3；497-497=+0；489-494=-5；历史最高等位分差=3。,3,484-481=+3；497-497=+0；489-494=-5,P1-命中计算机/软件/AI,计算机/软件/AI4；计算机类4；机械自动化3,9,4,5,0,0,接受4；勉强调剂5；待核0；不能0,T2-结构异常，先核完整组内专业,组内结构或专业归属未闭环，先核完整组内专业。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环8行,9,8,9,9,0,0,0,0,存在结构或专业组归属未闭环专业行。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先核PDF原页中的专业组边界、专业归属和完整组内专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,197,right,R4GROUP-eede6d3bd827d9cf,G-15959a491546a66c,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-3317fa448f7c1489,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,20,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI3；计算机类3；电子信息/网络3；机械自动化2；T2-结构异常，先核完整组内专业；V0-高核验成本，先核页和组边界,,,76.00,30.75,false,稳冲观察配额18,7,106.75,H330 新余学院 H33005 05,H330,新余学院,H33005,05,新余市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,江西省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；502-497=+5；493-494=-1；历史最高等位分差=5。,2,502-497=+5；493-494=-1,P1-命中计算机/软件/AI,计算机/软件/AI3；计算机类3；电子信息/网络3；机械自动化2,8,3,5,0,0,接受3；勉强调剂5；待核0；不能0,T2-结构异常，先核完整组内专业,组内结构或专业归属未闭环，先核完整组内专业。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S0-结构或归属未闭环3行,7,3,8,8,0,0,0,0,存在结构或专业组归属未闭环专业行。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先核PDF原页中的专业组边界、专业归属和完整组内专业。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,160,left,R4GROUP-a2ef7f7237d26697,G-85925ffa88fd8ce1,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-93e78720f3e71f72,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,21,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C3-非当前优先城市，作为梯度和专业匹配讨论；计算机/软件/AI2；计算机类2；电子信息/网络2；机械自动化2；T4-暂未见硬阻断，仍需人工接受度判断；V1-中高核验成本，需集中核字段,,,76.00,30.62,false,稳冲观察配额18,8,106.62,C129 湖北民族大学 C12903 03,C129,湖北民族大学,C12903,03,恩施土家族苗族自治州,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖北省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；495-494=+1；历史最高等位分差=1。,1,495-494=+1,P1-命中计算机/软件/AI,计算机/软件/AI2；计算机类2；电子信息/网络2；机械自动化2,9,2,7,0,0,接受2；勉强调剂7；待核0；不能0,T4-暂未见硬阻断，仍需人工接受度判断,暂未见硬阻断，但仍需家里逐专业确认接受度。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口8行,8,0,9,9,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,进入下一轮候选后，按完整组内专业做100%原页和湖北官方侧核验。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,75,right,R4GROUP-9a85c12ab527e559,G-941db55ee939c751,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
R4FAMILYEXPLAIN-577e152aa2f30ae0,data/exports/issue19-round4-priority-focus55-groups.csv,data/exports/issue19-round4-priority-focus55-paused65-groups.csv,data/exports/issue19-round4-city-gradient-priority120-groups.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_round4_family_explanation_board,Round4优先120组家庭阅读说明,院校专业组×入选或暂缓理由×调剂风险摘要,false,false,false,false,false,false,false,false,22,重点核验,true,稳冲观察；H3-稳冲历史线索；P1-命中计算机/软件/AI；C2-湖北省内或近距离可讨论：黄石市；计算机/软件/AI4；计算机类4；电子信息/网络1；T1-特殊限制待核，先核章程/原页；V2-中等核验成本，保留字段缺口；特殊限制待核1个,,,76.00,28.75,false,稳冲观察配额18,9,104.75,C138 湖北理工学院 C13813 13,C138,湖北理工学院,C13813,13,黄石市,教育部所在地,城市只是学校所在地或机器线索；实际校区必须核第19期原页、湖北官方计划和招生章程。,湖北省,稳冲观察,H3-稳冲历史线索,515对应等位分：2025=494、2024=497、2023=481；488-481=+7；493-497=-4；486-494=-8；历史最高等位分差=7。,3,488-481=+7；493-497=-4；486-494=-8,P1-命中计算机/软件/AI,计算机/软件/AI4；计算机类4；电子信息/网络1,4,3,0,1,0,接受3；勉强调剂0；待核1；不能0,T1-特殊限制待核，先核章程/原页,有体检、语种、单科、专项或章程限制待核，先看限制再谈调剂。,F1-暂未见高收费或超预算线索,0,非民办线索-教育部名单未备注民办,继续核公办普通学费-非民办线索,S1-字段事实缺口3行,3,0,4,4,0,0,0,0,仍有计划数、学费或再选科目字段缺口。,先看完整组内专业，逐条标可接受/勉强接受/不能接受；保留后再做PDF原页、湖北官方侧和章程核验。,先核章程、体检、语种、单科、校区和调剂限制。,核第19期原页和完整专业组；核湖北官方系统/省招办计划；核高校招生章程、学费、计划数、选科、校区、语种/单科/体检限制和调剂范围。,79,right,R4GROUP-d4a5ed50b354968c,G-09d01ff8dec8280c,该说明表只用于家庭阅读和核验排序；所有组仍需PDF原页、湖北官方侧、高校章程和完整组内专业闭环。
