第一闭环人工核验字段ID,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,人工核验包序号,稳定基座第一闭环明细任务ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,字段名,字段映射状态,字段事实状态,字段核验优先级,字段PDF核验状态,字段湖北官方核验状态,字段事实闭环等级,字段事实阻断等级,字段事实缺口类型,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,冲突状态,核验动作层级,执行泳道,当前阻断原因,下一步核验动作,公开人工记录栏,公开填写边界,公开安全策略
FCMV-FIELD-e4e60cc0a6275974,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,12,FIRSTDETAIL-ea384950294b8432,56,left,056-left,M-928c8c7935f8e9d2,G-399026bbf2fbbc18,A195,专业计划数,M1-已映射字段事实核验任务,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C4-无可比候选，需人工看图或随页列闭环,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-fda0a1478aae526d,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,12,FIRSTDETAIL-f7da998b19762486,56,left,056-left,M-f7d6787fb6918e72,G-399026bbf2fbbc18,A195,专业计划数,M1-已映射字段事实核验任务,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C1-高校补缺线索，PDF原页缺候选需人工看图,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-718bc2820add0db0,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,12,FIRSTDETAIL-f7da998b19762486,56,left,056-left,M-f7d6787fb6918e72,G-399026bbf2fbbc18,A195,再选科目,M1-已映射字段事实核验任务,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C1-高校补缺线索，PDF原页缺候选需人工看图,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-a2a22ce0772433cd,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,12,FIRSTDETAIL-f7da998b19762486,56,left,056-left,M-f7d6787fb6918e72,G-399026bbf2fbbc18,A195,学费,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C1-高校补缺线索，PDF原页缺候选需人工看图,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-cdac33509b380b08,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,12,FIRSTDETAIL-ff27b52817e165bb,56,left,056-left,M-f7d6787fb6918e72,G-399026bbf2fbbc18,A195,专业计划数,M1-已映射字段事实核验任务,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C4-无可比候选，需人工看图或随页列闭环,N3-无稳定候选人工看图,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-5c35bd2d5475f3a4,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,13,FIRSTDETAIL-5d809871adac9548,57,left,057-left,M-89b74b497cad2e7f,G-3e1e79ed3becc5d0,A197,专业计划数,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,再选科目,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E2-官网未匹配专业名归属核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-744c918877f60522,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,13,FIRSTDETAIL-5d809871adac9548,57,left,057-left,M-89b74b497cad2e7f,G-3e1e79ed3becc5d0,A197,学费,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,再选科目,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E2-官网未匹配专业名归属核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-364cc6fa57daf163,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,14,FIRSTDETAIL-29fccc884dede6ea,70,left,070-left,M-6f45e0358062a335,G-06d6761ecafe9d62,C108,再选科目,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q0-字段缺口无候选阻断,专业计划数；学费,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-07bb6999e3e2c432,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,14,FIRSTDETAIL-9eac4f6af5d6cae4,70,left,070-left,M-33fd60126319d2e3,G-ac06627d5c6676be,C108,专业计划数,M1-已映射字段事实核验任务,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,C4-无可比候选，需人工看图或随页列闭环,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-f238fcbe8b4497fa,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,15,FIRSTDETAIL-0179bfd42b7b1ca7,70,right,070-right,M-ec0d83fb4e950a93,G-facec610841ca140,C108,学费,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q0-字段缺口无候选阻断,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E2-官网未匹配专业名归属核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-a51715a14719b42c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,15,FIRSTDETAIL-41a7cf56d34c7bb6,70,right,070-right,M-6e01e1645d19ebfd,G-facec610841ca140,C108,专业计划数,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,再选科目,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E2-官网未匹配专业名归属核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-6678c51044119f5c,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,15,FIRSTDETAIL-41a7cf56d34c7bb6,70,right,070-right,M-6e01e1645d19ebfd,G-facec610841ca140,C108,学费,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,再选科目,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E2-官网未匹配专业名归属核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-00e29f3e7b4566b7,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,15,FIRSTDETAIL-4643d67c0c0e950d,70,right,070-right,M-f9c56d652fbb33cd,G-facec610841ca140,C108,专业计划数,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,再选科目,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E2-官网未匹配专业名归属核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-18747b433c8ebd61,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,15,FIRSTDETAIL-4643d67c0c0e950d,70,right,070-right,M-f9c56d652fbb33cd,G-facec610841ca140,C108,学费,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,再选科目,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E2-官网未匹配专业名归属核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-63b99aa7be071176,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,15,FIRSTDETAIL-71febc53a57d7ba0,70,right,070-right,M-d5bfdfacbf80256f,G-facec610841ca140,C108,专业计划数,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,再选科目,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E2-官网未匹配专业名归属核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-77b8106f60d9fdea,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,15,FIRSTDETAIL-71febc53a57d7ba0,70,right,070-right,M-d5bfdfacbf80256f,G-facec610841ca140,C108,学费,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,再选科目,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E2-官网未匹配专业名归属核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-0e7b0eb8f8cc852b,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,15,FIRSTDETAIL-8b5219caa414373a,70,right,070-right,M-916f5239ec5a0593,G-facec610841ca140,C108,专业计划数,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,再选科目,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E2-官网未匹配专业名归属核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-d2c8f6cba27c6292,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,15,FIRSTDETAIL-8b5219caa414373a,70,right,070-right,M-916f5239ec5a0593,G-facec610841ca140,C108,学费,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,再选科目,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E2-官网未匹配专业名归属核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-bd4d0157bdf5507d,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,15,FIRSTDETAIL-9ccbf3429e4a8193,70,right,070-right,M-0892ad4e5c518719,G-facec610841ca140,C108,学费,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q0-字段缺口无候选阻断,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E2-官网未匹配专业名归属核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
FCMV-FIELD-5c876b0fc57aed69,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_manual_verification_workbook,第一闭环字段人工核验项,第一闭环明细任务×待核字段,false,false,false,false,false,false,false,false,15,FIRSTDETAIL-a0265b0156170fad,70,right,070-right,M-97356b83d76caabd,G-facec610841ca140,C108,专业计划数,M1-已映射字段事实核验任务,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,再选科目,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C3-仅PDFOCR候选，需人工核页,N4-PDFOCR候选人工确认,E2-官网未匹配专业名归属核验,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,留空；字段具体内容只允许写入私有复核表，不写入公开仓库。,公开表只保留状态、计数、ID和SHA；具体核验内容、字段内容、OCR原文和截图路径不得填入公开仓库。,not_final；for_manual_execution_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
