第一闭环事实范围缺口公开账本ID,来源第一闭环字段事实公开账本,来源第一闭环下一步动作矩阵,来源第一闭环页列下一步动作汇总,来源第一闭环证据状态账本,来源第一闭环页列证据汇总,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,事实序号,事实域,事实类型,事实粒度,事实闭环状态,稳定基座第一闭环明细任务ID,第一闭环字段事实公开账本ID,第一闭环下一步动作ID,第一闭环页列下一步动作ID,第一闭环证据状态公开账本ID,第一闭环页列证据状态汇总ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,核验动作层级,页列主阻断,事实缺口桶,PDF原页记录状态,湖北官方侧记录状态,高校辅证记录状态,双人复核状态,三方一致性状态,人工最小核验动作,完成条件,涉及任务数,涉及专业行数,涉及院校代码数,事实对象集合SHA256,页列任务集合SHA256,专业行集合SHA256,院校代码集合SHA256,是否字段事实,是否专业名归属事实,是否专业组边界事实,是否需要人工看图,是否需要双人复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
FIRSTSCOPE-b2ab08bf4fdeadda,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,90,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-51b2b8463ec925df,FIRSTFACT-9ef3794b486dfc56,FIRSTNEXT-38692a676ec0bf84,,FIRSTEVID-b4e73c17588a7d00,,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-4a71a2765412ac2a,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,1f4e16e1e43e528c5f2866110abfde173076b748efef6f7d9bd79f78c7ad5e06,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-8d5d5c807f2bf8be,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,91,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-655cc4d71fe13207,FIRSTFACT-6e4e5ebe3f71fa50,FIRSTNEXT-ab9b331d138b25fc,,FIRSTEVID-96e0d460d030b412,,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-d7ad035436e7d0f7,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,1f35d4bd9a58d83dd9c3b2e289beddc20d462dadcb6bfab0d65781125341ab2c,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-361d804274f42c02,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,92,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-80ab74779f516adb,FIRSTFACT-9285ef284a038f1e,FIRSTNEXT-8ef9652b563b3cf6,,FIRSTEVID-a7e743e1228444e1,,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-b4b8560bd289f9b5,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,b6a551d781dc33ddc6e65e309f64317beec91d5ee12abc9cc44d55e6bf1dc256,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-45db0744d31c4038,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,93,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-9085a434404761c6,FIRSTFACT-6f2aea287e10ddf8,FIRSTNEXT-c1216327491b5a0a,,FIRSTEVID-90f8c0f5cf486ef7,,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-9710c4b647b66507,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,b271d49b066b80116be5e7ad4c1118f3fbcc032720bb6a9462e52afb1641f6d2,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-9c6df31366d0e82b,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,94,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-e796394270d8dbd9,FIRSTFACT-7b3695b452dab85f,FIRSTNEXT-5b0c3a651f715f57,,FIRSTEVID-5301e9a4cf05c939,,FIRSTPAGE-815b76bed7962001,169,right,169-right,M-cdfe659d6ddbb7d7,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,N3-无稳定候选人工看图,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,7d065dce3d4dde691533d12c02991bd17ada3b60d18a3f8aa9410b9394511cfe,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-d1fa53a49e6555c6,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,95,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-0a008f059b306a64,FIRSTFACT-4b5b60a8920eef51,FIRSTNEXT-a9159d1aa92823f3,,FIRSTEVID-f841a32701e6db43,,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-f588b8040b4edb64,G-2432826275c85956,A033,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,33b393f062582d6a57c3d4abe5f96619a8bbdc74817b13f12fc82e195702fa9f,,,,true,false,false,true,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-5b6f6c1d55978676,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,96,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-0a008f059b306a64,FIRSTFACT-d7184b81690c695d,FIRSTNEXT-a9159d1aa92823f3,,FIRSTEVID-f841a32701e6db43,,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-f588b8040b4edb64,G-2432826275c85956,A033,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,8b57e9c945813e3f59328107fc11f6080a70bf65d586b4ff362746a970775fe4,,,,true,false,false,true,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-b0bd625edcb32076,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,97,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-0a008f059b306a64,FIRSTFACT-5a6ababf37cc2dcd,FIRSTNEXT-a9159d1aa92823f3,,FIRSTEVID-f841a32701e6db43,,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-f588b8040b4edb64,G-2432826275c85956,A033,自动官网辅证任务,再选科目,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,10cf7454da8f7753fc174e449d8a6076ac5b98bfcb06dd634dbc893f8d367300,,,,true,false,false,true,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-3b1d59c3184b4139,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,98,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-6e2d3b4c7f4c6ceb,FIRSTFACT-f4521d23bb9fc30f,FIRSTNEXT-1a521500255b438c,,FIRSTEVID-bc7fd325eb5f4852,,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,a1e1e5a2b22aa84fe6eb119c0bae3d9d28fb48d94799ce0231bc6a185c12b7d4,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-a611ef86b4894675,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,99,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-6e2d3b4c7f4c6ceb,FIRSTFACT-a956bb241116644e,FIRSTNEXT-1a521500255b438c,,FIRSTEVID-bc7fd325eb5f4852,,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,82daa5d2d0f31daf0dc8cb4d2b902fde8b472b512664b733be5e17cff01a6c31,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-f2757af9ab482a10,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,100,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-6e2d3b4c7f4c6ceb,FIRSTFACT-1dafb1ef5907de4c,FIRSTNEXT-1a521500255b438c,,FIRSTEVID-bc7fd325eb5f4852,,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,自动官网辅证任务,再选科目,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_double_review,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,e0ef8f438ca1216a0de890e8760c64ed806d1b33c4ae0e85f59e5a330f0f3fe8,,,,true,false,false,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-e56423360a12c9d9,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,101,字段事实,字段事实-专业计划数,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-8bf313b58dad8c1d,FIRSTFACT-45c9396c88349f1c,FIRSTNEXT-b7d8920048a359ce,,FIRSTEVID-f02342c9d3b50f94,,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-93d6111287b31e95,G-2432826275c85956,A033,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,cf43f74d3aa64f900a9b3168a8bb5e1a523c55afdd936ab4c06c7a009a4bb6d8,,,,true,false,false,true,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-5d2473d678a8af05,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,102,字段事实,字段事实-学费,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-8bf313b58dad8c1d,FIRSTFACT-61273d4f0304ef03,FIRSTNEXT-b7d8920048a359ce,,FIRSTEVID-f02342c9d3b50f94,,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-93d6111287b31e95,G-2432826275c85956,A033,自动官网辅证任务,学费,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,e57a464d54599d9cc8fa14f4bb0e64050bdb4680317d7a280ba874d37f0863fa,,,,true,false,false,true,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
FIRSTSCOPE-177434c3f6ebcd46,data/working/issue19-stable-foundation-first-closure-field-fact-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-next-action-page-summary.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_fact_scope_gap_public_ledger,第一闭环事实范围缺口,第一闭环任务×字段,false,false,false,false,false,false,false,false,103,字段事实,字段事实-再选科目,第一闭环任务×字段,F0-待原页与湖北官方侧闭环,FIRSTDETAIL-8bf313b58dad8c1d,FIRSTFACT-68389f4550873cb7,FIRSTNEXT-b7d8920048a359ce,,FIRSTEVID-f02342c9d3b50f94,,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-93d6111287b31e95,G-2432826275c85956,A033,自动官网辅证任务,再选科目,E0-冲突异常双人优先核验,N0-先双人核PDF原页冲突,B0-PDFOCR与高校辅证冲突,G0-关键字段待闭环,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,double_review_not_required,pending_private_three_way_field_confirmation,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,PDF原页、湖北官方侧、必要高校辅证和双人复核均闭环后，才可评估字段写回。,1,1,1,283e9f68cd07d57c8c520bb27205600d0691d3ef7217dc44261f0dfccd429cbb,,,,true,false,false,true,false,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存ID、页列、状态桶、计数和SHA；不保存学校专业明细、字段明细值、识别正文或私有材料。
