第一闭环页列候选看板ID,来源第一闭环执行队列,来源第一闭环PDFOCR候选公开审计,来源第一闭环PDFOCR候选摘要,来源第一闭环PDFOCR候选私有工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行顺序,执行泳道,第一闭环页列优先级,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,第一闭环私有预填公开审计ID,来源页码,版面列,页码版面键,页列总任务数,PDFOCR候选任务数,无PDFOCR需看图任务数,PDFOCR与高校辅证冲突任务数,PDFOCR与高校辅证一致任务数,仅PDFOCR候选任务数,高校有线索但PDFOCR缺候选任务数,无任何候选需看图任务数,P0候选冲突任务数,P1缺PDFOCR人工看图任务数,P2一致仍需官方闭环任务数,P3有候选需人工确认任务数,PDFOCR候选字段数,高校辅证候选字段数,可比字段数,一致字段数,冲突字段数,缺PDFOCR但有高校线索字段数,PDFOCR计划数候选任务数,PDFOCR学费候选任务数,PDFOCR选科候选任务数,高校计划数线索任务数,高校学费线索任务数,高校选科线索任务数,需要人工直接看图任务数,需要双人复核任务数,PDF原页必核任务数,湖北官方侧必核任务数,高校辅证需复核任务数,第一闭环PDF原页完成任务数,第一闭环湖北官方完成任务数,第一闭环高校辅证完成任务数,第一闭环字段事实写回可进入任务数,候选记录状态摘要,候选审阅桶摘要,候选关系桶摘要,页列候选核验动作,PDFOCR候选私有工作台_SHA256,官方公开计划页可定稿,数智平台可定稿,完成条件,当前阻断原因,字段事实写回状态,公开安全策略,下一步
FIRSTPAGECAND-d6c25bfbf7838eed,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,11,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTPAGE-6877343afbe11307,FIRSTREVIEW-6877343afbe11307,FIRSTPREFILLAUDIT-6877343afbe11307,40,right,040-right,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:1,P1-缺PDFOCR候选需人工看图:1,R5-无候选需人工看图:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-d5c22e054a46950f,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,12,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTPAGE-cc413d4ed28b64a8,FIRSTREVIEW-cc413d4ed28b64a8,FIRSTPREFILLAUDIT-cc413d4ed28b64a8,43,left,043-left,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:1,P1-缺PDFOCR候选需人工看图:1,R5-无候选需人工看图:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-9453ddd744d297c5,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,13,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTPAGE-b1715d7e0fecab9a,FIRSTREVIEW-b1715d7e0fecab9a,FIRSTPREFILLAUDIT-b1715d7e0fecab9a,53,right,053-right,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:1,P1-缺PDFOCR候选需人工看图:1,R5-无候选需人工看图:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-440cbfb88696a9b3,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,14,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTPAGE-b07fea137a292b98,FIRSTREVIEW-b07fea137a292b98,FIRSTPREFILLAUDIT-b07fea137a292b98,93,left,093-left,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:1,P1-缺PDFOCR候选需人工看图:1,R5-无候选需人工看图:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-eadd6c09a4933f3e,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,15,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTPAGE-a766473a37caa4de,FIRSTREVIEW-a766473a37caa4de,FIRSTPREFILLAUDIT-a766473a37caa4de,141,left,141-left,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:1,P1-缺PDFOCR候选需人工看图:1,R5-无候选需人工看图:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-36e4a9241ca624bf,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,16,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTPAGE-44afa6d6e4d84e5a,FIRSTREVIEW-44afa6d6e4d84e5a,FIRSTPREFILLAUDIT-44afa6d6e4d84e5a,205,left,205-left,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:1,P1-缺PDFOCR候选需人工看图:1,R5-无候选需人工看图:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-a12ffa466fd37c93,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,17,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTPAGE-878b34b3141f5010,FIRSTREVIEW-878b34b3141f5010,FIRSTPREFILLAUDIT-878b34b3141f5010,235,right,235-right,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:1,P1-缺PDFOCR候选需人工看图:1,R5-无候选需人工看图:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=1；湖北官方侧记录完成=1或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-73b0a25fb79c3ba0,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,18,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTPAGE-b55961124bc8610b,FIRSTREVIEW-b55961124bc8610b,FIRSTPREFILLAUDIT-b55961124bc8610b,226,left,226-left,39,20,19,1,0,1,18,19,1,37,0,1,22,38,1,0,1,37,0,20,2,19,0,19,20,5,39,39,39,0,0,0,0,private_pdf_ocr_candidate_seeded:20；private_pdf_ocr_candidate_unavailable_needs_manual_image_review:19,P1-缺PDFOCR候选需人工看图:37；P0-候选冲突优先核PDF原页:1；P3-有候选但需人工确认:1,R5-无候选需人工看图:19；R2-高校有线索但PDFOCR缺候选:18；R0-PDFOCR与高校辅证存在冲突:1；R3-仅PDFOCR候选待人工核页:1,先核PDFOCR与高校辅证冲突任务，再做双人复核,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=39；湖北官方侧记录完成=39或记录官方系统不可得状态；高校辅证记录完成=39；双人复核完成=5；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-22d38f2cb9b80476,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,19,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTPAGE-551d0b213dbd2529,FIRSTREVIEW-551d0b213dbd2529,FIRSTPREFILLAUDIT-551d0b213dbd2529,109,left,109-left,8,4,4,0,4,0,0,4,0,4,4,0,6,8,4,4,0,4,0,4,2,4,4,0,4,2,8,8,8,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:4；private_pdf_ocr_candidate_seeded:4,P1-缺PDFOCR候选需人工看图:4；P2-候选一致仍需官方闭环:4,R5-无候选需人工看图:4；R1-PDFOCR与高校辅证存在一致字段:4,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=8；湖北官方侧记录完成=8或记录官方系统不可得状态；高校辅证记录完成=8；双人复核完成=2；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-9458745b1415558a,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,20,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTPAGE-ed94df7696953cc5,FIRSTREVIEW-ed94df7696953cc5,FIRSTPREFILLAUDIT-ed94df7696953cc5,226,right,226-right,4,2,2,2,2,0,0,2,2,2,0,0,4,6,4,2,2,2,0,2,2,2,2,2,4,2,4,4,4,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:2；private_pdf_ocr_candidate_seeded:2,P1-缺PDFOCR候选需人工看图:2；P0-候选冲突优先核PDF原页:2,R5-无候选需人工看图:2；R0-PDFOCR与高校辅证存在冲突:2,先核PDFOCR与高校辅证冲突任务，再做双人复核,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=4；湖北官方侧记录完成=4或记录官方系统不可得状态；高校辅证记录完成=4；双人复核完成=2；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-15418e56c9b437c0,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,21,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTPAGE-38a317f5bf72d0ce,FIRSTREVIEW-38a317f5bf72d0ce,FIRSTPREFILLAUDIT-38a317f5bf72d0ce,38,right,038-right,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:2,P1-缺PDFOCR候选需人工看图:2,R5-无候选需人工看图:2,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=2；湖北官方侧记录完成=2或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=2；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-ccac3d29a794177b,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,22,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTPAGE-cfa201a8f79e7d0e,FIRSTREVIEW-cfa201a8f79e7d0e,FIRSTPREFILLAUDIT-cfa201a8f79e7d0e,82,right,082-right,2,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review:2,P1-缺PDFOCR候选需人工看图:2,R5-无候选需人工看图:2,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=2；湖北官方侧记录完成=2或记录官方系统不可得状态；高校辅证记录完成=0；双人复核完成=2；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
FIRSTPAGECAND-870959cd38210971,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit-summary.json,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_page_side_candidate_dashboard,PDF页码×版面列,PDF页码×版面列×第一闭环PDFOCR候选状态,false,false,false,false,false,false,false,false,23,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,FIRSTPAGE-15ba87f70c7f53a2,FIRSTREVIEW-15ba87f70c7f53a2,FIRSTPREFILLAUDIT-15ba87f70c7f53a2,137,left,137-left,2,1,1,0,0,0,1,1,0,2,0,0,1,2,0,0,0,2,0,1,0,1,0,1,1,1,2,2,2,0,0,0,0,private_pdf_ocr_candidate_seeded:1；private_pdf_ocr_candidate_unavailable_needs_manual_image_review:1,P1-缺PDFOCR候选需人工看图:2,R2-高校有线索但PDFOCR缺候选:1；R5-无候选需人工看图:1,先人工看图补PDF原页读数，再核湖北官方侧,ebe9a929aa5327d814cf6c1fbf177f8dfd41fb51f57f1642ffdd773a22548525,false,false,PDF原页记录完成=2；湖北官方侧记录完成=2或记录官方系统不可得状态；高校辅证记录完成=2；双人复核完成=1；字段事实写回复查通过后才可进入下一层,PDF原页记录未完成；湖北官方侧记录未完成或不可得状态未确认；高校辅证记录未完成；双人复核未完成；字段事实写回仍阻断,blocked_until_first_closure_private_review_confirms_values,公开层只保存页列候选状态桶、计数、证据编号、SHA和门禁；不公开候选明细、学校专业明细、识别正文或私有路径,按执行顺序和页列候选核验动作回看PDF原页；再核湖北官方侧；必要时复核高校官网或招生章程；仍不得自动写回字段事实
