页列底座Overlay公开账本ID,来源页列底座字段线索公开审计,来源私有字段线索模板,来源私有人工复核Overlay,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,页列底座字段线索公开审计ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内字段任务数,Overlay字段记录数,Overlay字段记录缺失数,私有字段线索模板CSV_SHA256,私有Overlay批次证据编号,私有OverlayCSV_SHA256,私有Overlay页列记录数,私有Overlay批次记录数,PDF原页记录已填字段数,PDF原页状态完成字段数,湖北官方记录已填字段数,湖北官方状态完成字段数,高校辅证记录已填字段数,高校辅证状态完成字段数,字段最终记录已填字段数,三方一致性可评估字段数,首轮复核已填字段数,次轮复核已填字段数,复查结论已填字段数,字段事实写回复查可进入字段数,Overlay进度桶,字段事实写回状态,Overlay合并策略,公开安全策略,下一步
PSOVERLAYPROG-4f1d37d7c835908b,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,12,37,PSFOUNDATIONBATCHROW-25334bc5df3b963f,PSFIELDCLUE-4f1d37d7c835908b,185,left,185-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,123,123,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,123,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-f162d46bd055cf68,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,13,38,PSFOUNDATIONBATCHROW-3d3f8462ae6713d5,PSFIELDCLUE-f162d46bd055cf68,134,right,134-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,105,105,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,105,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-dec813934fba46c4,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,14,39,PSFOUNDATIONBATCHROW-dc5706aa5ea3b11c,PSFIELDCLUE-dec813934fba46c4,88,right,088-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,153,153,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,153,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-41a1d415c357212f,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,15,40,PSFOUNDATIONBATCHROW-dbfd4f1d0b9c60dd,PSFIELDCLUE-41a1d415c357212f,93,right,093-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,75,75,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,75,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-63697a848b2fabf5,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,16,41,PSFOUNDATIONBATCHROW-913895300d0da3d7,PSFIELDCLUE-63697a848b2fabf5,128,left,128-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,87,87,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,87,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-2f8c5690399c1fdb,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,17,42,PSFOUNDATIONBATCHROW-c66a2fc774de06cd,PSFIELDCLUE-2f8c5690399c1fdb,237,right,237-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,132,132,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,132,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-01c672ae65aabd4f,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,18,43,PSFOUNDATIONBATCHROW-93126b4bdcdb630d,PSFIELDCLUE-01c672ae65aabd4f,92,left,092-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,123,123,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,123,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-e9047116e709e800,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,19,44,PSFOUNDATIONBATCHROW-442bb3871e76fd70,PSFIELDCLUE-e9047116e709e800,40,left,040-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,63,63,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,63,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-25d34db9987f60a6,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,20,45,PSFOUNDATIONBATCHROW-2604197ea74f7993,PSFIELDCLUE-25d34db9987f60a6,89,left,089-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,153,153,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,153,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-8c6090b82e57a779,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,21,46,PSFOUNDATIONBATCHROW-ba8df79d108db417,PSFIELDCLUE-8c6090b82e57a779,39,right,039-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,60,60,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,60,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-90b9bfe8d51596d9,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,22,47,PSFOUNDATIONBATCHROW-5a3997ee992671a1,PSFIELDCLUE-90b9bfe8d51596d9,54,left,054-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,54,54,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,54,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-1888d0ca2745d484,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,23,48,PSFOUNDATIONBATCHROW-35b04fcb4169d4d3,PSFIELDCLUE-1888d0ca2745d484,22,left,022-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,60,60,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,60,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-821b6732496367ea,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,24,49,PSFOUNDATIONBATCHROW-1e779d25a877e82e,PSFIELDCLUE-821b6732496367ea,161,right,161-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,84,84,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,84,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-58b6fb6a1bc2db38,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,25,50,PSFOUNDATIONBATCHROW-704e23341da332d1,PSFIELDCLUE-58b6fb6a1bc2db38,127,right,127-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,93,93,0,8cd1c04731049ec56205bc423cb61810fbb80125dc23d1435c080812fe509593,ps-human-review-overlay-batch-02-csv,98f7a32671c8f86d4adb20984e115f5c367e3972257f0ae28ad3dcb895c38ec4,93,2289,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-45c466a8f3e11a7f,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,1,51,PSFOUNDATIONBATCHROW-4a682553d718883f,PSFIELDCLUE-45c466a8f3e11a7f,22,right,022-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,66,66,0,1a18b600205294db946f572dee1d68fb069f8cada960bfdf8753fe1c33d3a5e3,ps-human-review-overlay-batch-03-csv,497572b1d89639dce175a3458266824dec2d7d761054daef0ceb5b61d91778ab,66,2571,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-1c5d1e1bcdae2b4f,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,2,52,PSFOUNDATIONBATCHROW-cf8b9861e6f0a8f3,PSFIELDCLUE-1c5d1e1bcdae2b4f,88,left,088-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,129,129,0,1a18b600205294db946f572dee1d68fb069f8cada960bfdf8753fe1c33d3a5e3,ps-human-review-overlay-batch-03-csv,497572b1d89639dce175a3458266824dec2d7d761054daef0ceb5b61d91778ab,129,2571,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-e30e2c5a4f529e1f,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,3,53,PSFOUNDATIONBATCHROW-70c1ff02d73e1b56,PSFIELDCLUE-e30e2c5a4f529e1f,117,right,117-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,102,102,0,1a18b600205294db946f572dee1d68fb069f8cada960bfdf8753fe1c33d3a5e3,ps-human-review-overlay-batch-03-csv,497572b1d89639dce175a3458266824dec2d7d761054daef0ceb5b61d91778ab,102,2571,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
PSOVERLAYPROG-d6a485634db68ae3,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_human_review_overlay_public_ledger,PDF页码×版面列,PDF页码×版面列×人工复核Overlay进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,4,54,PSFOUNDATIONBATCHROW-601f7bbd3f9c4446,PSFIELDCLUE-d6a485634db68ae3,94,right,094-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,120,120,0,1a18b600205294db946f572dee1d68fb069f8cada960bfdf8753fe1c33d3a5e3,ps-human-review-overlay-batch-03-csv,497572b1d89639dce175a3458266824dec2d7d761054daef0ceb5b61d91778ab,120,2571,0,0,0,0,0,0,0,0,0,0,0,0,R0-Overlay已生成未填写,blocked_until_overlay_pdf_hubei_review_closed,机器重跑只刷新来源键和SHA；按字段事实核验任务ID保留既有人工填写列；孤立旧记录写入本地私有orphan文件。,公开表只保存Overlay记录计数、完成状态计数、证据编号和SHA；不公开具体字段读数、官方值、学校专业明细、人员字段或备注正文。,在本地Overlay逐字段录入PDF原页、湖北官方侧和必要高校辅证；完成双人复查后再进入字段事实写回复查。
