高校源AdapterD0D1逐项准出门禁ID,来源D0D1逐项证据路由公开账本,来源D0D1逐项证据路由摘要,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否可进入私有写回评审,执行序号,来源页码,版面列,页码版面键SHA16,高校源AdapterD0D1逐项证据路由ID,高校源AdapterD0D1人工核验项ID,高校源AdapterD0D1页列核验包ID,高校源AdapterD0D1页列进度公开账本ID,高校源AdapterD0D1页列PDF视觉核验审计ID,人工核验优先级,冲突核验桶,准出门禁状态,准出动作组,PDF原页证据缺口,湖北官方侧证据缺口,高校辅证验证缺口,冲突处理缺口,双人复核缺口,三方闭环缺口,字段写回缺口,必要缺口数,缺口组合桶,PDF视觉素材状态,私有页图证据编号,私有页图SHA256,私有栏图证据编号,私有栏图SHA256,私有审阅HTML证据编号,私有审阅HTML_SHA256,私有页列CSV证据编号,私有页列CSV_SHA256,私有页列HTML证据编号,私有页列HTML_SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网结构化源状态,字段事实写回状态,公开安全策略,下一步
SSITEMGATE-9fdb2995a938fa1f,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,37,169,right,42860fdaf6232183,SSITEMROUTE-800c5be176ebe18a,SSREVIEWITEM-8d2db0c38f478ebe,SSPAGE-1ddb5c7671dcae87,SSPAGEPROG-7cd098123d94e256,SSPAGEVIS-bd7faa3927e5c696,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-169,68154a8768710ed161ae9744da6f34c0186a97e0ea1823cd0bea01436a70a3f1,local_d0_d1_page_side_visual_crop_007,a57c7e852d66c3a70e2e2bb4d4ce062e7fe5b6b2491f5e9ff79a07a1bbb39067,local_d0_d1_page_side_visual_html_007,6a89a67933e48722b1f10d59f66faf46508bff2898890ca829a891a9b73bb72b,local_school_source_adapter_d0_d1_page_side_csv_007_not_public,3cb3f2e4d97b14b782baf3225301e98860c1358e89fd6f620b31234119cc07bc,local_school_source_adapter_d0_d1_page_side_html_007_not_public,3513c5992970fe5dbd229bcbf500ef50214c7d4269f2f5e3586d7c6c8ee35e70,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-4e8671b96a03cc91,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,38,169,right,42860fdaf6232183,SSITEMROUTE-750e01ade79055c0,SSREVIEWITEM-fd54fc3665cc6aed,SSPAGE-1ddb5c7671dcae87,SSPAGEPROG-7cd098123d94e256,SSPAGEVIS-bd7faa3927e5c696,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-169,68154a8768710ed161ae9744da6f34c0186a97e0ea1823cd0bea01436a70a3f1,local_d0_d1_page_side_visual_crop_007,a57c7e852d66c3a70e2e2bb4d4ce062e7fe5b6b2491f5e9ff79a07a1bbb39067,local_d0_d1_page_side_visual_html_007,6a89a67933e48722b1f10d59f66faf46508bff2898890ca829a891a9b73bb72b,local_school_source_adapter_d0_d1_page_side_csv_007_not_public,3cb3f2e4d97b14b782baf3225301e98860c1358e89fd6f620b31234119cc07bc,local_school_source_adapter_d0_d1_page_side_html_007_not_public,3513c5992970fe5dbd229bcbf500ef50214c7d4269f2f5e3586d7c6c8ee35e70,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-20b938cd644a24b7,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,39,169,right,42860fdaf6232183,SSITEMROUTE-8da93dedd24599d6,SSREVIEWITEM-002577eb35ac3a07,SSPAGE-1ddb5c7671dcae87,SSPAGEPROG-7cd098123d94e256,SSPAGEVIS-bd7faa3927e5c696,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-169,68154a8768710ed161ae9744da6f34c0186a97e0ea1823cd0bea01436a70a3f1,local_d0_d1_page_side_visual_crop_007,a57c7e852d66c3a70e2e2bb4d4ce062e7fe5b6b2491f5e9ff79a07a1bbb39067,local_d0_d1_page_side_visual_html_007,6a89a67933e48722b1f10d59f66faf46508bff2898890ca829a891a9b73bb72b,local_school_source_adapter_d0_d1_page_side_csv_007_not_public,3cb3f2e4d97b14b782baf3225301e98860c1358e89fd6f620b31234119cc07bc,local_school_source_adapter_d0_d1_page_side_html_007_not_public,3513c5992970fe5dbd229bcbf500ef50214c7d4269f2f5e3586d7c6c8ee35e70,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-74ab2ddf1f5e5bf5,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,40,169,right,42860fdaf6232183,SSITEMROUTE-15d6a6d34912a3a8,SSREVIEWITEM-0d92c1653625c722,SSPAGE-1ddb5c7671dcae87,SSPAGEPROG-7cd098123d94e256,SSPAGEVIS-bd7faa3927e5c696,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-169,68154a8768710ed161ae9744da6f34c0186a97e0ea1823cd0bea01436a70a3f1,local_d0_d1_page_side_visual_crop_007,a57c7e852d66c3a70e2e2bb4d4ce062e7fe5b6b2491f5e9ff79a07a1bbb39067,local_d0_d1_page_side_visual_html_007,6a89a67933e48722b1f10d59f66faf46508bff2898890ca829a891a9b73bb72b,local_school_source_adapter_d0_d1_page_side_csv_007_not_public,3cb3f2e4d97b14b782baf3225301e98860c1358e89fd6f620b31234119cc07bc,local_school_source_adapter_d0_d1_page_side_html_007_not_public,3513c5992970fe5dbd229bcbf500ef50214c7d4269f2f5e3586d7c6c8ee35e70,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-1d2e5b5b7b102e53,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,41,169,right,42860fdaf6232183,SSITEMROUTE-56825249b45a66f3,SSREVIEWITEM-da49d9e1cedff5e4,SSPAGE-1ddb5c7671dcae87,SSPAGEPROG-7cd098123d94e256,SSPAGEVIS-bd7faa3927e5c696,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-169,68154a8768710ed161ae9744da6f34c0186a97e0ea1823cd0bea01436a70a3f1,local_d0_d1_page_side_visual_crop_007,a57c7e852d66c3a70e2e2bb4d4ce062e7fe5b6b2491f5e9ff79a07a1bbb39067,local_d0_d1_page_side_visual_html_007,6a89a67933e48722b1f10d59f66faf46508bff2898890ca829a891a9b73bb72b,local_school_source_adapter_d0_d1_page_side_csv_007_not_public,3cb3f2e4d97b14b782baf3225301e98860c1358e89fd6f620b31234119cc07bc,local_school_source_adapter_d0_d1_page_side_html_007_not_public,3513c5992970fe5dbd229bcbf500ef50214c7d4269f2f5e3586d7c6c8ee35e70,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-e18b5035092f601b,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,42,169,right,42860fdaf6232183,SSITEMROUTE-deda73acac0c65b2,SSREVIEWITEM-d2c6ddea9521c053,SSPAGE-1ddb5c7671dcae87,SSPAGEPROG-7cd098123d94e256,SSPAGEVIS-bd7faa3927e5c696,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-169,68154a8768710ed161ae9744da6f34c0186a97e0ea1823cd0bea01436a70a3f1,local_d0_d1_page_side_visual_crop_007,a57c7e852d66c3a70e2e2bb4d4ce062e7fe5b6b2491f5e9ff79a07a1bbb39067,local_d0_d1_page_side_visual_html_007,6a89a67933e48722b1f10d59f66faf46508bff2898890ca829a891a9b73bb72b,local_school_source_adapter_d0_d1_page_side_csv_007_not_public,3cb3f2e4d97b14b782baf3225301e98860c1358e89fd6f620b31234119cc07bc,local_school_source_adapter_d0_d1_page_side_html_007_not_public,3513c5992970fe5dbd229bcbf500ef50214c7d4269f2f5e3586d7c6c8ee35e70,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-9cb86f4fb255f98a,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,43,169,right,42860fdaf6232183,SSITEMROUTE-338709833033f6c2,SSREVIEWITEM-66484dcb23f715d2,SSPAGE-1ddb5c7671dcae87,SSPAGEPROG-7cd098123d94e256,SSPAGEVIS-bd7faa3927e5c696,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-169,68154a8768710ed161ae9744da6f34c0186a97e0ea1823cd0bea01436a70a3f1,local_d0_d1_page_side_visual_crop_007,a57c7e852d66c3a70e2e2bb4d4ce062e7fe5b6b2491f5e9ff79a07a1bbb39067,local_d0_d1_page_side_visual_html_007,6a89a67933e48722b1f10d59f66faf46508bff2898890ca829a891a9b73bb72b,local_school_source_adapter_d0_d1_page_side_csv_007_not_public,3cb3f2e4d97b14b782baf3225301e98860c1358e89fd6f620b31234119cc07bc,local_school_source_adapter_d0_d1_page_side_html_007_not_public,3513c5992970fe5dbd229bcbf500ef50214c7d4269f2f5e3586d7c6c8ee35e70,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-575c2bc51e9edf25,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,44,169,right,42860fdaf6232183,SSITEMROUTE-9f466d73127b07da,SSREVIEWITEM-18715b734e83a493,SSPAGE-1ddb5c7671dcae87,SSPAGEPROG-7cd098123d94e256,SSPAGEVIS-bd7faa3927e5c696,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-169,68154a8768710ed161ae9744da6f34c0186a97e0ea1823cd0bea01436a70a3f1,local_d0_d1_page_side_visual_crop_007,a57c7e852d66c3a70e2e2bb4d4ce062e7fe5b6b2491f5e9ff79a07a1bbb39067,local_d0_d1_page_side_visual_html_007,6a89a67933e48722b1f10d59f66faf46508bff2898890ca829a891a9b73bb72b,local_school_source_adapter_d0_d1_page_side_csv_007_not_public,3cb3f2e4d97b14b782baf3225301e98860c1358e89fd6f620b31234119cc07bc,local_school_source_adapter_d0_d1_page_side_html_007_not_public,3513c5992970fe5dbd229bcbf500ef50214c7d4269f2f5e3586d7c6c8ee35e70,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-837d3172476ba2eb,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,45,169,right,42860fdaf6232183,SSITEMROUTE-0c2283cda5ecc78e,SSREVIEWITEM-6bbd2af1c4d293a1,SSPAGE-1ddb5c7671dcae87,SSPAGEPROG-7cd098123d94e256,SSPAGEVIS-bd7faa3927e5c696,R3-计划数一致候选抽检,C3-计划一致抽检,blocked_missing_required_evidence,G3-一致抽检三方确认,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-169,68154a8768710ed161ae9744da6f34c0186a97e0ea1823cd0bea01436a70a3f1,local_d0_d1_page_side_visual_crop_007,a57c7e852d66c3a70e2e2bb4d4ce062e7fe5b6b2491f5e9ff79a07a1bbb39067,local_d0_d1_page_side_visual_html_007,6a89a67933e48722b1f10d59f66faf46508bff2898890ca829a891a9b73bb72b,local_school_source_adapter_d0_d1_page_side_csv_007_not_public,3cb3f2e4d97b14b782baf3225301e98860c1358e89fd6f620b31234119cc07bc,local_school_source_adapter_d0_d1_page_side_html_007_not_public,3513c5992970fe5dbd229bcbf500ef50214c7d4269f2f5e3586d7c6c8ee35e70,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-e4326286f1b0dffd,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,46,169,right,42860fdaf6232183,SSITEMROUTE-5ba0aa6e59a9fa73,SSREVIEWITEM-01874a62203a797d,SSPAGE-1ddb5c7671dcae87,SSPAGEPROG-7cd098123d94e256,SSPAGEVIS-bd7faa3927e5c696,R3-计划数一致候选抽检,C3-计划一致抽检,blocked_missing_required_evidence,G3-一致抽检三方确认,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-169,68154a8768710ed161ae9744da6f34c0186a97e0ea1823cd0bea01436a70a3f1,local_d0_d1_page_side_visual_crop_007,a57c7e852d66c3a70e2e2bb4d4ce062e7fe5b6b2491f5e9ff79a07a1bbb39067,local_d0_d1_page_side_visual_html_007,6a89a67933e48722b1f10d59f66faf46508bff2898890ca829a891a9b73bb72b,local_school_source_adapter_d0_d1_page_side_csv_007_not_public,3cb3f2e4d97b14b782baf3225301e98860c1358e89fd6f620b31234119cc07bc,local_school_source_adapter_d0_d1_page_side_html_007_not_public,3513c5992970fe5dbd229bcbf500ef50214c7d4269f2f5e3586d7c6c8ee35e70,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-29b84f470d9081b1,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,47,223,left,7e78d7a2488b5242,SSITEMROUTE-fa96215ea47e0eaa,SSREVIEWITEM-e3f268971ad93a4a,SSPAGE-5bcd5c0cd611302e,SSPAGEPROG-0e1a9b4d8a563db2,SSPAGEVIS-a905006c1bf2c7f1,R0-计划数冲突优先核PDF原页,C0-计划数冲突,blocked_missing_required_evidence,G0-计划数冲突双核,true,true,true,true,true,true,true,7,缺PDF原页+缺湖北官方侧+高校辅证未验证+冲突未处理+双人复核未完成+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-223,17ea866603fb0e29e03f4594305262428f5633eec80da642e21ffa8d5ce65d3d,local_d0_d1_page_side_visual_crop_008,8f4eafed3fc9b163ddf0f8e7d278e338b1e76e7db185399017955df1ead44f11,local_d0_d1_page_side_visual_html_008,d627a0268587a7a3edbbd39dcddd823d0b8f0667933ed7193009e0dee90101d3,local_school_source_adapter_d0_d1_page_side_csv_008_not_public,bb3e5d73540e148d683c79746a1da187b3d48b28830ce807af84154d4ba47e6d,local_school_source_adapter_d0_d1_page_side_html_008_not_public,e60c0585186b248ce353ef270d1dfaff740e83c4751ff4adb1b37dcf48510e78,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-a34dfe04ff845286,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,48,223,left,7e78d7a2488b5242,SSITEMROUTE-0f3f2b62644c6d63,SSREVIEWITEM-f3c8d503986551a6,SSPAGE-5bcd5c0cd611302e,SSPAGEPROG-0e1a9b4d8a563db2,SSPAGEVIS-a905006c1bf2c7f1,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-223,17ea866603fb0e29e03f4594305262428f5633eec80da642e21ffa8d5ce65d3d,local_d0_d1_page_side_visual_crop_008,8f4eafed3fc9b163ddf0f8e7d278e338b1e76e7db185399017955df1ead44f11,local_d0_d1_page_side_visual_html_008,d627a0268587a7a3edbbd39dcddd823d0b8f0667933ed7193009e0dee90101d3,local_school_source_adapter_d0_d1_page_side_csv_008_not_public,bb3e5d73540e148d683c79746a1da187b3d48b28830ce807af84154d4ba47e6d,local_school_source_adapter_d0_d1_page_side_html_008_not_public,e60c0585186b248ce353ef270d1dfaff740e83c4751ff4adb1b37dcf48510e78,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
SSITEMGATE-613aaa38003dd01f,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-public-ledger.csv,data/working/issue19-school-source-adapter-d0-d1-item-evidence-route-v1-summary.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_adapter_d0_d1_item_resolution_gate_v1,高校源Adapter D0/D1逐项证据路由,逐项准出门禁,false,false,false,false,false,false,false,false,false,49,223,left,7e78d7a2488b5242,SSITEMROUTE-f96960479c967d37,SSREVIEWITEM-5130d733cdfda03e,SSPAGE-5bcd5c0cd611302e,SSPAGEPROG-0e1a9b4d8a563db2,SSPAGEVIS-a905006c1bf2c7f1,R1-OCR计划数缺失但高校源可补,C1-OCR计划缺失可补,blocked_missing_required_evidence,G1-OCR缺口补读,true,true,true,false,false,true,true,5,缺PDF原页+缺湖北官方侧+高校辅证未验证+三方闭环未完成+字段写回阻断,local_pdf_visual_ready_sha_recorded,page-223,17ea866603fb0e29e03f4594305262428f5633eec80da642e21ffa8d5ce65d3d,local_d0_d1_page_side_visual_crop_008,8f4eafed3fc9b163ddf0f8e7d278e338b1e76e7db185399017955df1ead44f11,local_d0_d1_page_side_visual_html_008,d627a0268587a7a3edbbd39dcddd823d0b8f0667933ed7193009e0dee90101d3,local_school_source_adapter_d0_d1_page_side_csv_008_not_public,bb3e5d73540e148d683c79746a1da187b3d48b28830ce807af84154d4ba47e6d,local_school_source_adapter_d0_d1_page_side_html_008_not_public,e60c0585186b248ce353ef270d1dfaff740e83c4751ff4adb1b37dcf48510e78,pending_manual_pdf_review,pending_hubei_official_plan_review,structured_school_source_candidate_not_verified,blocked_until_pdf_hubei_official_review,公开层只保存准出门禁、缺口桶、证据编号和SHA；学校、专业、代码、OCR线索、字段内容、人工记录和本地材料路径均留在本地。,逐条补齐PDF原页、湖北官方侧、高校辅证、冲突处理和必要双人复核；全部完成后才允许进入私有写回评审。
