G0冲突字段W0W1候选分层ID,来源G0冲突字段W0W1开核执行清单,来源G0冲突字段W0W1开核执行页列汇总,来源G0冲突字段W0W1开核执行摘要,来源G0冲突字段补证缺口任务公开账本,来源私有G0字段复核Overlay,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,候选分层序号,开核执行清单ID,页码版面键,来源页码,版面列,证据通道序号,证据通道,开核动作组,开核优先级,缺口任务数,涉及字段事实数,涉及任务数,涉及专业行数,涉及院校代码数,字段名分布,私有Overlay候选字段数,PDFOCR有候选字段数,高校辅证有候选字段数,双侧候选字段数,候选一致字段数,候选冲突字段数,仅PDFOCR候选字段数,仅高校辅证候选字段数,候选缺失字段数,高校官网或招生章程线索已填字段数,PDF原页人工记录已填字段数,湖北官方记录已填字段数,高校辅证人工核验已填字段数,字段确认已填字段数,候选分层分布,候选分层主桶,PDFOCR与高校辅证关系桶分布,开核候选提示状态,下一步候选核验动作,来源缺口任务集合SHA256,来源私有Overlay记录集合SHA256,来源私有Overlay文件SHA256,公开安全策略
G0W0W1CANDTRIAGE-3805ba1374d96101,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,11,G0W0W1LAUNCH-3805ba1374d96101,056-left,56,left,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,2,2,1,0,1,1,1,0,2,0,0,0,0,C0-双侧候选冲突优先核:1；C2-仅PDFOCR候选需补辅证:1；C3-仅高校辅证候选需核原页:1,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:3,candidate_conflict_ready_for_human_review_not_fact,核高校辅证线索作为double check；不得替代湖北官方计划。,2df2deb58fb69221b4efcda186088082eb72383201c65a35a53aa47fb6c3eefe,954c46faf95cb01c43127cd7582bd75becd53a0cc5b13b63f3cf1e9285f1a9cb,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-1661034d497fe999,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,12,G0W0W1LAUNCH-1661034d497fe999,135-left,135,left,01,PDF原页记录,A01-PDF原页人工核页,P0-PDF原页先核,21,21,10,10,1,专业计划数:10；再选科目:1；学费:10,21,15,20,14,4,10,1,6,0,20,0,0,0,0,C0-双侧候选冲突优先核:10；C1-双侧候选一致但仍待核:4；C2-仅PDFOCR候选需补辅证:1；C3-仅高校辅证候选需核原页:6,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:21,candidate_conflict_ready_for_human_review_not_fact,优先核PDF原页，判定双侧线索差异来源；不得直接确认字段事实。,1e7f896ae15a2261c5ffbfbadb2b05a434c873cd9cdad86f8b6cda28b11a6a7b,fb200b6e6945246be13d40a2c4ed0bd1e287aa7507f07544104e1dfdaa0fc29d,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-7441c8a50af7e4da,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,13,G0W0W1LAUNCH-7441c8a50af7e4da,135-left,135,left,02,湖北官方侧记录,A02-湖北官方侧核验,P1-湖北官方侧并行核,21,21,10,10,1,专业计划数:10；再选科目:1；学费:10,21,15,20,14,4,10,1,6,0,20,0,0,0,0,C0-双侧候选冲突优先核:10；C1-双侧候选一致但仍待核:4；C2-仅PDFOCR候选需补辅证:1；C3-仅高校辅证候选需核原页:6,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:21,candidate_conflict_ready_for_human_review_not_fact,核湖北官方系统或省招办计划记录；官方侧不可用时继续保留阻断。,681ce69fc728936b515ec7c51270f00e9610ffa9e653043831f5cd3f991a044d,fb200b6e6945246be13d40a2c4ed0bd1e287aa7507f07544104e1dfdaa0fc29d,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-d6cbab38818750f1,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,14,G0W0W1LAUNCH-d6cbab38818750f1,135-left,135,left,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,21,21,10,10,1,专业计划数:10；再选科目:1；学费:10,21,15,20,14,4,10,1,6,0,20,0,0,0,0,C0-双侧候选冲突优先核:10；C1-双侧候选一致但仍待核:4；C2-仅PDFOCR候选需补辅证:1；C3-仅高校辅证候选需核原页:6,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:21,candidate_conflict_ready_for_human_review_not_fact,核高校辅证线索作为double check；不得替代湖北官方计划。,b4a6613aa2e50c2b8b658d6241dd1ece6101385b3890449f5f8de51b6533ab96,fb200b6e6945246be13d40a2c4ed0bd1e287aa7507f07544104e1dfdaa0fc29d,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-8a108a97c8ea05ef,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,15,G0W0W1LAUNCH-8a108a97c8ea05ef,135-left,135,left,05,双人复核,A05-双人核页复核,P0-双人复核先核,21,21,10,10,1,专业计划数:10；再选科目:1；学费:10,21,15,20,14,4,10,1,6,0,20,0,0,0,0,C0-双侧候选冲突优先核:10；C1-双侧候选一致但仍待核:4；C2-仅PDFOCR候选需补辅证:1；C3-仅高校辅证候选需核原页:6,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:21,candidate_conflict_ready_for_human_review_not_fact,安排A/B双人复核冲突字段并记录一致性；未完成前不得定案。,6f26af18d5c065fe4ff54dedd906f3467250018b7b267b03ff52d322281ffb87,fb200b6e6945246be13d40a2c4ed0bd1e287aa7507f07544104e1dfdaa0fc29d,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-5d8843b86bf7b6ee,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,16,G0W0W1LAUNCH-5d8843b86bf7b6ee,137-right,137,right,01,PDF原页记录,A01-PDF原页人工核页,P0-PDF原页先核,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,3,1,1,0,1,2,0,0,1,0,0,0,0,C0-双侧候选冲突优先核:1；C2-仅PDFOCR候选需补辅证:2,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:3,candidate_conflict_ready_for_human_review_not_fact,优先核PDF原页，判定双侧线索差异来源；不得直接确认字段事实。,1cd684e79014e656c07cd8fcccf5aafd8763f94ccf2d9fc9da5c209c3f8fcdf9,4ef96167469b80aee257e6afc9678c8ce4b205ea23f01f869bb49b049b303ad9,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-39052975359422a8,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,17,G0W0W1LAUNCH-39052975359422a8,137-right,137,right,02,湖北官方侧记录,A02-湖北官方侧核验,P1-湖北官方侧并行核,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,3,1,1,0,1,2,0,0,1,0,0,0,0,C0-双侧候选冲突优先核:1；C2-仅PDFOCR候选需补辅证:2,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:3,candidate_conflict_ready_for_human_review_not_fact,核湖北官方系统或省招办计划记录；官方侧不可用时继续保留阻断。,954b9e999107cf4f491b38702506265c409db8ef795f3426a3fa043e96fd5b00,4ef96167469b80aee257e6afc9678c8ce4b205ea23f01f869bb49b049b303ad9,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-79e9bf6d2a1e046e,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,18,G0W0W1LAUNCH-79e9bf6d2a1e046e,137-right,137,right,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,3,1,1,0,1,2,0,0,1,0,0,0,0,C0-双侧候选冲突优先核:1；C2-仅PDFOCR候选需补辅证:2,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:3,candidate_conflict_ready_for_human_review_not_fact,核高校辅证线索作为double check；不得替代湖北官方计划。,d5b2bc0bb025640b37c7f02798554de09f9e69f0835df796021afaad1e01195b,4ef96167469b80aee257e6afc9678c8ce4b205ea23f01f869bb49b049b303ad9,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-5d88cdbde60cf8e6,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,19,G0W0W1LAUNCH-5d88cdbde60cf8e6,137-right,137,right,05,双人复核,A05-双人核页复核,P0-双人复核先核,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,3,3,1,1,0,1,2,0,0,1,0,0,0,0,C0-双侧候选冲突优先核:1；C2-仅PDFOCR候选需补辅证:2,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:3,candidate_conflict_ready_for_human_review_not_fact,安排A/B双人复核冲突字段并记录一致性；未完成前不得定案。,13aca4c963804999fca56726e03b9e61d0279b38618ac5d3142f3576f598a394,4ef96167469b80aee257e6afc9678c8ce4b205ea23f01f869bb49b049b303ad9,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-9433463dd45adce7,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,20,G0W0W1LAUNCH-9433463dd45adce7,169-right,169,right,01,PDF原页记录,A01-PDF原页人工核页,P0-PDF原页先核,2,2,1,1,1,专业计划数:1；学费:1,2,2,1,1,0,1,1,0,0,1,0,0,0,0,C0-双侧候选冲突优先核:1；C2-仅PDFOCR候选需补辅证:1,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:2,candidate_conflict_ready_for_human_review_not_fact,优先核PDF原页，判定双侧线索差异来源；不得直接确认字段事实。,894f6009c29d7e2afa7e6a941b80b0855a8cb782b68780b189b752f8ee059501,04200a3501afdaaf5cd464e355f3b2ae538f68c47972ded7e1245ae3b4ca0827,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-51446b2f1591a466,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,21,G0W0W1LAUNCH-51446b2f1591a466,169-right,169,right,02,湖北官方侧记录,A02-湖北官方侧核验,P1-湖北官方侧并行核,2,2,1,1,1,专业计划数:1；学费:1,2,2,1,1,0,1,1,0,0,1,0,0,0,0,C0-双侧候选冲突优先核:1；C2-仅PDFOCR候选需补辅证:1,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:2,candidate_conflict_ready_for_human_review_not_fact,核湖北官方系统或省招办计划记录；官方侧不可用时继续保留阻断。,2dde23b561185619ed92b6e0786414b7352ffa62c9ad655c82ac1f955b1c9362,04200a3501afdaaf5cd464e355f3b2ae538f68c47972ded7e1245ae3b4ca0827,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-ce51cd9eeb61b9c0,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,22,G0W0W1LAUNCH-ce51cd9eeb61b9c0,169-right,169,right,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,2,2,1,1,1,专业计划数:1；学费:1,2,2,1,1,0,1,1,0,0,1,0,0,0,0,C0-双侧候选冲突优先核:1；C2-仅PDFOCR候选需补辅证:1,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:2,candidate_conflict_ready_for_human_review_not_fact,核高校辅证线索作为double check；不得替代湖北官方计划。,9d4862fdd5b8a33e5e5d967b853c2eb0b18e19f105cfa87fea8d4e9f5b7fc865,04200a3501afdaaf5cd464e355f3b2ae538f68c47972ded7e1245ae3b4ca0827,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-80c5597298e94ba9,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,23,G0W0W1LAUNCH-80c5597298e94ba9,169-right,169,right,05,双人复核,A05-双人核页复核,P0-双人复核先核,2,2,1,1,1,专业计划数:1；学费:1,2,2,1,1,0,1,1,0,0,1,0,0,0,0,C0-双侧候选冲突优先核:1；C2-仅PDFOCR候选需补辅证:1,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:2,candidate_conflict_ready_for_human_review_not_fact,安排A/B双人复核冲突字段并记录一致性；未完成前不得定案。,956e2293b4aba46f36415dc142e1fdaa8f91bd94dd074a7d42b2daf48dfe977a,04200a3501afdaaf5cd464e355f3b2ae538f68c47972ded7e1245ae3b4ca0827,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-1223c55aea90ae6f,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,24,G0W0W1LAUNCH-1223c55aea90ae6f,199-left,199,left,01,PDF原页记录,A01-PDF原页人工核页,P0-PDF原页先核,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,9,4,9,4,0,4,0,5,0,9,0,0,0,0,C0-双侧候选冲突优先核:4；C3-仅高校辅证候选需核原页:5,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:9,candidate_conflict_ready_for_human_review_not_fact,优先核PDF原页，判定双侧线索差异来源；不得直接确认字段事实。,4a807c7436d83294ab40b5242df6060e50cc67742a402d585629046f5130a9da,e4ace84548432dbfbda822ef1d05904f881ee418c48fde402845d7faee1dd9bb,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-bae40c6f072ab47f,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,25,G0W0W1LAUNCH-bae40c6f072ab47f,199-left,199,left,02,湖北官方侧记录,A02-湖北官方侧核验,P1-湖北官方侧并行核,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,9,4,9,4,0,4,0,5,0,9,0,0,0,0,C0-双侧候选冲突优先核:4；C3-仅高校辅证候选需核原页:5,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:9,candidate_conflict_ready_for_human_review_not_fact,核湖北官方系统或省招办计划记录；官方侧不可用时继续保留阻断。,f917bdf7622ec1c17a4aabdf0a6e53b37690c44469318efed6d5ef9270c1412c,e4ace84548432dbfbda822ef1d05904f881ee418c48fde402845d7faee1dd9bb,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
G0W0W1CANDTRIAGE-002381781d01b4d1,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,g0_conflict_field_review_private_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_candidate_triage_v1,G0冲突字段W0/W1候选分层,页列×证据通道,false,false,false,false,false,false,false,false,false,26,G0W0W1LAUNCH-002381781d01b4d1,199-left,199,left,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,9,9,3,3,1,专业计划数:3；再选科目:3；学费:3,9,4,9,4,0,4,0,5,0,9,0,0,0,0,C0-双侧候选冲突优先核:4；C3-仅高校辅证候选需核原页:5,T0-候选冲突优先核PDF原页与湖北官方,R0-PDFOCR与高校辅证存在冲突:9,candidate_conflict_ready_for_human_review_not_fact,核高校辅证线索作为double check；不得替代湖北官方计划。,2af09cf681fc402e3693c4c69ad8b0d21a3803d2ec3efc18913bafeb8d4464f1,e4ace84548432dbfbda822ef1d05904f881ee418c48fde402845d7faee1dd9bb,749d242338c905662993abae16006adfd53a3a8535dcc689051a850987d6820e,公开层只保存候选分层、计数、ID和SHA；不公开私有内容、具体线索、字段记录或学校专业明细。
