事实动作包ID,来源事实证据通道工作台,来源准出执行叠加表,来源高校官网辅证进度看板,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,事实动作包序号,来源执行顺序,页码版面键,来源页码,版面列,准出闭环波次,执行泳道,第一闭环页列优先级,事实核验动作组,动作组排序,包执行优先级,页列事实总数,动作包事实数,动作包字段事实数,动作包专业名归属事实数,动作包专业组边界事实数,专业计划数字段事实数,学费字段事实数,再选科目字段事实数,待人工判定字段事实数,涉及任务数,涉及字段状态数,涉及专业行数,涉及专业组出现数,涉及院校代码数,PDF原页通道状态分布,OCR提示通道状态分布,机器坐标通道状态分布,高校官网辅证通道状态分布,湖北官方侧通道状态分布,冲突处理通道状态分布,双人复核通道状态分布,三方闭环通道状态分布,专业名归属通道状态分布,专业组边界通道状态分布,仍需PDF原页事实数,仍需湖北官方侧事实数,仍需高校辅证事实数,仍需冲突处理事实数,仍需双人复核事实数,仍需三方闭环事实数,仍需专业名归属事实数,仍需专业组边界事实数,同校高校源任务去重数,同校高校源最高证据层级分布,同校高校源下一批优先级分布,同校高校源留存状态分布,同校高校源候选diff去重数,同校高校源冲突候选去重数,同校高校源补缺候选去重数,事实集合SHA16,任务集合SHA16,字段状态集合SHA16,院校代码集合SHA16,包级完成证据要求,包级主阻断原因,包级下一步最小核验动作,公开安全策略
FCFACTPACK-cdcd6f1475c14ec8,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,11,10,070-left,70,left,R1-专业名归属事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A1-专业名归属事实先核,1,010-01,4,1,0,1,0,0,0,0,0,1,0,1,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,pending_hubei_official_review×1,C3-仅PDFOCR候选，需人工核页×1,not_required_or_task_level_pending×1,pending_private_three_way_field_confirmation×1,pending_pdf_hubei_closure×1,not_applicable×1,1,1,0,0,0,1,1,0,3,L3-已有湖北物理结构化或候选diff线索×3,P0-冲突优先回PDF原页和湖北官方侧×3,R0-已有公开来源文件或URL留存×3,123,3,0,47c27c31e8c2d3bc,8bbcf61e2964c72d,,9fd3efd1c6e4aa5c,PDF原页；湖北官方侧；三方闭环；专业名归属×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,先核专业名、备注和限定词归属，确认属于哪个专业行或专业组，再继续字段闭环。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-704d609286df1d16,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,12,10,070-left,70,left,R1-专业名归属事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A2-专业组边界事实随页先核,2,010-02,4,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,b75835a018a43a53,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-5753ec91ac8dd0c1,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,13,10,070-left,70,left,R1-专业名归属事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A3-双人复核事实先核,3,010-03,4,1,1,0,0,1,0,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,3,L3-已有湖北物理结构化或候选diff线索×3,P0-冲突优先回PDF原页和湖北官方侧×3,R0-已有公开来源文件或URL留存×3,123,3,0,4e8730243452b6c8,f7e4eaa8b63a0176,8158cad2a56f3501,9fd3efd1c6e4aa5c,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-235f1acf5b158dad,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,14,10,070-left,70,left,R1-专业名归属事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A7-常规PDF湖北官方闭环,7,010-07,4,1,1,0,0,0,0,1,0,1,1,1,1,1,P2-有PDFOCR提示，仍待PDF原页人工确认×1,O3-仅PDFOCR候选待人工核页×1,M0-无机器坐标提示×1,S1-有高校辅证线索或自动官网任务，待私有辅证记录×1,pending_hubei_official_review×1,C3-仅PDFOCR候选，需人工核页×1,not_required_or_task_level_pending×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,0,1,0,0,3,L3-已有湖北物理结构化或候选diff线索×3,P0-冲突优先回PDF原页和湖北官方侧×3,R0-已有公开来源文件或URL留存×3,123,3,0,e8235c99f34de79b,8bbcf61e2964c72d,8932ccd5d5e69be2,9fd3efd1c6e4aa5c,PDF原页；湖北官方侧；三方闭环×1,常规事实仍缺PDF原页与湖北官方侧闭环×1,按常规 PDF 原页和湖北官方侧闭环；完成前不得写回字段事实或进入推荐。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-dca1c56883451d95,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,15,11,023-left,23,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A2-专业组边界事实随页先核,2,011-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,37237e67e90087dd,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-ccedcdfc9d7b5cd5,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,16,11,023-left,23,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A3-双人复核事实先核,3,011-03,2,1,1,0,0,1,0,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,0,,,,0,0,0,344cd5d19496a8e9,4c7aead077eb4e85,191f6dc8951ff1dc,88e612b40aa08044,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-b823f6563fbcbda8,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,17,12,040-right,40,right,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A2-专业组边界事实随页先核,2,012-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,ee484f14216f5f55,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-27a614ef4e908187,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,18,12,040-right,40,right,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A3-双人复核事实先核,3,012-03,2,1,1,0,0,1,0,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,0,,,,0,0,0,180a58c1d51927a4,f64746a5c4cf0a5c,6ebdb589c7fc1ef5,09b3429c6f3f27c6,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-99ab77f671ef1adc,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,19,13,043-left,43,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A2-专业组边界事实随页先核,2,013-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,2c7e5dea240307d5,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-a32995ef588bfe58,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,20,13,043-left,43,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A3-双人复核事实先核,3,013-03,2,1,1,0,0,1,0,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,0,,,,0,0,0,f3fa1e6a10803664,eb2d08e51be33bc3,f8f414d54090b919,c39bd26cf469f511,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-b53c6f5de62756af,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,21,14,053-right,53,right,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A2-专业组边界事实随页先核,2,014-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,531468e3d4ecf434,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-19d1029e1f9c7896,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,22,14,053-right,53,right,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A3-双人复核事实先核,3,014-03,2,1,1,0,0,0,1,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,0,,,,0,0,0,a0c93018da0bf5a8,d50f1d6657cd1231,cd19925f3f4afa3b,1b9997d0d2b2ce31,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-b6da8e97d4bb1f7e,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,23,15,093-left,93,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A2-专业组边界事实随页先核,2,015-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,3d430393968fc3cf,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-a1ca721320df20aa,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,24,15,093-left,93,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A3-双人复核事实先核,3,015-03,2,1,1,0,0,0,1,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,0,,,,0,0,0,d6303a93db14e07e,ae2df87d63bcf9d1,fbcefe6deb5ebb22,f4e5570aeafff0fa,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-883736d135951edb,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,25,16,141-left,141,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A2-专业组边界事实随页先核,2,016-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,7e2991547ee40cf2,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-ead258a5bd1e1a31,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,26,16,141-left,141,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A3-双人复核事实先核,3,016-03,2,1,1,0,0,0,1,0,0,1,1,1,1,1,P1-有机器坐标提示，仍待PDF原页人工核验×1,O4-无PDFOCR但有机器坐标提示×1,M1-有机器坐标提示可辅助定位×1,S0-无高校字段线索，本任务高校辅证不适用×1,pending_hubei_official_review×1,C4-无可比候选，需人工看图或随页列闭环×1,blocked_pending_double_review×1,pending_private_three_way_field_confirmation×1,not_applicable×1,not_applicable×1,1,1,0,0,1,1,0,0,0,,,,0,0,0,d8021c07f00afb7f,8456ebe59668b16d,916daceeb1a5e6a5,81d0516c6aeec304,PDF原页；湖北官方侧；双人复核；三方闭环×1,双人复核事实仍缺复核、PDF原页与湖北官方侧闭环×1,先完成双人复核，再回补 PDF 原页、湖北官方侧和必要高校辅证状态。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
FCFACTPACK-454511d61992bc85,data/working/issue19-first-closure-fact-evidence-channel-workbench-v1-public-ledger.csv,data/working/issue19-first-closure-resolution-execution-overlay-v1.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_fact_action_packets_v1,第一闭环页列×事实核验动作组,同页列同动作组事实包,false,false,false,false,false,false,false,false,false,27,17,205-left,205,left,R2-双人复核事实先闭环,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,A2-专业组边界事实随页先核,2,017-02,2,1,0,0,1,0,0,0,0,0,0,0,0,0,blocked_pending_pdf_page_review×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_structure_fact_pdf_hubei_first×1,not_applicable_or_sidecar_only×1,blocked_pending_hubei_official_plan_review×1,blocked_conflict_review_not_closed_or_not_required×1,not_required_or_task_level_pending×1,blocked_pending_three_way_closure×1,not_applicable×1,pending_pdf_hubei_closure×1,1,1,0,0,0,1,0,1,0,,,,0,0,0,3da49bc641d462e4,,,,PDF原页；湖北官方侧；三方闭环；专业组边界×1,结构事实仍缺PDF原页与湖北官方侧闭环×1,随页核专业组边界、左右列和组内专业范围，防止后续字段串组。,not_final；fact_action_packet_only；no_field_values；no_school_names；no_major_names；dedup_school_source_context；no_private_paths；no_ocr_text；no_recommendation
