P0即时三方闭环公开账本ID,来源P0字段即时复核包,来源P0裁图证据索引,来源B0B1高校官网辅证旁挂表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,闭环公开账本总序,即时复核总序,执行总序,执行批次,即时复核阶段,语义多源优先桶,字段名,专业行ID,专业组出现ID,院校代码,来源页码,版面列,P0字段即时复核任务ID,来源P0字段三方核验任务ID,来源P0字段三方核验执行包ID,专业行原页证据锚点ID,P0即时复核裁图证据索引ID,裁图证据编号,裁图文件SHA256,裁图规格SHA256,裁图bbox归一化,裁图bbox像素,私有页图证据编号,私有页图SHA256,私有OCR文本证据编号,私有OCR文本SHA256,私有窗口证据编号,窗口文本SHA256,机器候选状态,机器候选置信等级,机器候选与高校辅证关系,高校官网辅证覆盖状态,高校官网证据旁挂ID,高校官网证据强度,高校官网证据匹配状态,高校官网来源状态,高校官网来源文件,高校官网是否可替代湖北官方计划,高校线索复核批次,高校线索复核批次序号,是否有机器规范候选,是否有高校字段线索,是否机器高校可比对,是否机器高校一致,是否机器高校冲突,是否高校补缺线索,是否需要双人复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,PDF原页私有核验记录状态,湖北官方私有核验记录状态,高校辅证私有对照状态,三方闭环私有记录状态,人工字段确认表生成状态,闭环公开状态,闭环阻断原因,公开安全策略,下一步
P0CLOSURE-f352eb5221d73869,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,45,45,45,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,S3-机器与高校辅证一致优先核PDF和湖北官方,专业计划数,M-b55b42a0731954d9,G-01338c1d774310d5,K486,226,left,P0IMMEDIATE-3c4d343e4910a2a7,P0TRIAGE-6dba3e72110ffe98,P0TRIAGEPACK-20f3d9ce2c1fe02d,PDFANCHOR-9df1332821257fc8,P0CROPINDEX-ee91c569d057b8be,P0CROP-bff7ce5bb26dcd35,737fd2e6636a40b27ac969d395cd9df0040c31fa17d2ac46a733a97f30f398a7,392ec75b17007d9bf6b74fa6c3a2269c25bf0b5878702c91c685299349a82697,x=0.043000-0.552000;y_bottom_origin=0.338186-0.558256,x=72-920;y=1082-1621,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-9df1332821257fc8,a016c41eeff390afff081059aabf6e53fc88b0a46dfd2b4c4674924e068e0f94,P0C1-单一坐标候选待人工核验,medium,R4-机器候选与高校辅证字段一致,has_b0b1_school_sidecar,B0B1SIDE-0a2527b05fc5acb7,fill_candidate,matched,has_reusable_2026_hubei_plan_source,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,false,H1-机器高校一致仍需核PDF和湖北官方,2,true,true,true,true,false,false,false,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,pending_private_school_sidecar_value_review,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-a3fe4a6db8b5975e,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,46,46,46,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,S3-机器与高校辅证一致优先核PDF和湖北官方,专业计划数,M-ba5cee9e156ea062,G-01338c1d774310d5,K486,226,left,P0IMMEDIATE-7760167ae26d838b,P0TRIAGE-04b619c7d064be53,P0TRIAGEPACK-20f3d9ce2c1fe02d,PDFANCHOR-d0a774364facb00d,P0CROPINDEX-a97a29a34afcdf1e,P0CROP-ae1d9a2a66c50c55,e725a74b75d0dba1e6bcaf67fbeac52db971661f13812fa8f817fdc5f8581f70,5630a9373dfb8d877c23cb1dac97cd224790b05291fd5827eb818f9acf6b5c39,x=0.043000-0.552000;y_bottom_origin=0.284184-0.558256,x=72-920;y=1082-1753,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-d0a774364facb00d,9f9b122c617746d85847720738162631269370cc04d3452114abf8d92605ed4d,P0C1-单一坐标候选待人工核验,medium,R4-机器候选与高校辅证字段一致,has_b0b1_school_sidecar,B0B1SIDE-5979f1b29594d977,fill_candidate,matched,has_reusable_2026_hubei_plan_source,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,false,H1-机器高校一致仍需核PDF和湖北官方,2,true,true,true,true,false,false,false,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,pending_private_school_sidecar_value_review,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-e450a4c2cd4505c8,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,47,47,47,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,S3-机器与高校辅证一致优先核PDF和湖北官方,专业计划数,M-c1f8f0fd7414b38f,G-01338c1d774310d5,K486,226,left,P0IMMEDIATE-cbf54b4de3ee6c9b,P0TRIAGE-d7e7f166ad0858ce,P0TRIAGEPACK-20f3d9ce2c1fe02d,PDFANCHOR-d883dcddaa36147d,P0CROPINDEX-1539549378f8891a,P0CROP-c815fe433b1678e6,156e85b61abbc98c4d87c639ecb1bcc487248483057491f291ca40075bc287c7,b72cdd1af340ac1ecc0d1fac7441ce6b4831ddd22143ce82ede407a58846abf7,x=0.043000-0.552000;y_bottom_origin=0.357271-0.558256,x=72-920;y=1082-1574,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-d883dcddaa36147d,807101ed51c14e32b207ab35f38aa07b619526c8df15e9aa90c21c0ebae2a9d6,P0C1-单一坐标候选待人工核验,medium,R4-机器候选与高校辅证字段一致,has_b0b1_school_sidecar,B0B1SIDE-8395e79f1c8ab215,fill_candidate,matched,has_reusable_2026_hubei_plan_source,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,false,H1-机器高校一致仍需核PDF和湖北官方,2,true,true,true,true,false,false,false,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,pending_private_school_sidecar_value_review,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-b77f256501e592a3,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,48,48,48,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,S3-机器与高校辅证一致优先核PDF和湖北官方,专业计划数,M-c3ff06ecc81ab136,G-01338c1d774310d5,K486,226,left,P0IMMEDIATE-182582b835109d79,P0TRIAGE-5a85af556ce4dc3c,P0TRIAGEPACK-20f3d9ce2c1fe02d,PDFANCHOR-69a2a93ee8ae9d60,P0CROPINDEX-55a858aef0524268,P0CROP-cb5d353a0ea31753,8f5f106338b06a695e027b7063e8ca113d76c4938a1dddc4a5b806bfabb41639,b8eed736d64765709d57903c0d17785305de273b4b0d426f68bf8c4c7540747d,x=0.043000-0.552000;y_bottom_origin=0.374523-0.558256,x=72-920;y=1082-1532,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-69a2a93ee8ae9d60,666d80944263153ac8678c2f88a9542d77c1011357ec324764ec29c051c8bbb9,P0C1-单一坐标候选待人工核验,medium,R4-机器候选与高校辅证字段一致,has_b0b1_school_sidecar,B0B1SIDE-c925bcfeeb0c0276,fill_candidate,matched,has_reusable_2026_hubei_plan_source,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,false,H1-机器高校一致仍需核PDF和湖北官方,2,true,true,true,true,false,false,false,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,pending_private_school_sidecar_value_review,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-b623b404f2bb58ee,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,49,49,49,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,S3-机器与高校辅证一致优先核PDF和湖北官方,专业计划数,M-da1f5a87edef49c2,G-01338c1d774310d5,K486,226,left,P0IMMEDIATE-ced865c0b619fc7e,P0TRIAGE-aa32209ff19e1131,P0TRIAGEPACK-20f3d9ce2c1fe02d,PDFANCHOR-51f971a8ca8cd952,P0CROPINDEX-3f6fe9abe3840a95,P0CROP-9d87e650eaafe401,70331e020eb1dd467ef37f2080ac472d05ec26e2a238c9a5b2787725469c5433,64445c7886752f3c7df7f9579a7a16a722823e367996da3cf6ed54fdb1f0d00d,x=0.043000-0.552000;y_bottom_origin=0.314930-0.558256,x=72-920;y=1082-1678,page-226,73ef360e7be622ca02a9ca899f1258fa97cafa1f495d4fe787929a8a75f042ab,226_page-226,45fefb3ba866c44d30fb0a050453d4a27945f5cff66e1a3f0bb336155eb42a97,PDFANCHOR-51f971a8ca8cd952,9a22fdf9c1c37a9712e60dbac7bfec81397854162eb8f61624892c9b9fc014fb,P0C1-单一坐标候选待人工核验,medium,R4-机器候选与高校辅证字段一致,has_b0b1_school_sidecar,B0B1SIDE-873128c0784fe62f,fill_candidate,matched,has_reusable_2026_hubei_plan_source,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,false,H1-机器高校一致仍需核PDF和湖北官方,2,true,true,true,true,false,false,false,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,pending_private_school_sidecar_value_review,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-3205557fddd768b8,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,50,50,50,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,S4-高校辅证补缺线索优先核PDF,专业计划数,M-03be14d5008a95f0,G-2432826275c85956,A033,18,left,P0IMMEDIATE-fe68776dce752287,P0TRIAGE-de7955d60a2246cc,P0TRIAGEPACK-98e6836f4383d920,PDFANCHOR-1ec3a01a5cf5882b,P0CROPINDEX-59e628a860a59877,P0CROP-ca7df16e047ff48b,461b795e71733bfbce24d3fa2393c65e4b1878ef95a8ef58a1bfa2a654173908,cd06c1d5f41057ab65bab8d081016f853278bc2e296ca9924005d40439df6cff,x=0.043000-0.552000;y_bottom_origin=0.634796-0.745612,x=72-920;y=623-894,page-018,2e91f8dd3ddf578f1c137e511205ccfa4349e914cc6897563e39219ad2331f1c,018_page-018,14f4ea716ab5b84c083b7b1a282fd39062c23426ccdcbc8b72b3b5d3f0d27279,PDFANCHOR-1ec3a01a5cf5882b,b8a60e09891230a5981b836c112f7ac9ca9219d33e65d995d88e4ba6f0a34403,P0C0-未找到坐标候选仍需人工原页重读,none,R3-高校辅证有字段值但机器无规范候选,has_b0b1_school_sidecar,B0B1SIDE-708a815b7cb8e997,fill_candidate,matched,has_reusable_2026_hubei_plan_source,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,false,H2-高校补缺线索回看PDF,3,false,true,false,false,false,true,false,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,pending_private_school_sidecar_value_review,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-269fe74afeba61ee,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,51,51,51,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,S4-高校辅证补缺线索优先核PDF,专业计划数,M-1fb605576ebe5318,G-df1242f8618d3971,A033,18,left,P0IMMEDIATE-66a07c279618175a,P0TRIAGE-54e2ebaa5e534228,P0TRIAGEPACK-98e6836f4383d920,PDFANCHOR-c5161ac73a6edf3a,P0CROPINDEX-ffd1cdf352d9e478,P0CROP-f20ec62be24d081f,79effd9b9a65d4275b254a16fc891ec2abb573d6022899804e7daf7113ecaab4,da386dff226b898777a7f53b2cccdcb346de0155739d3bfe3b8314b8f858113f,x=0.043000-0.552000;y_bottom_origin=0.684402-0.809694,x=72-920;y=466-773,page-018,2e91f8dd3ddf578f1c137e511205ccfa4349e914cc6897563e39219ad2331f1c,018_page-018,14f4ea716ab5b84c083b7b1a282fd39062c23426ccdcbc8b72b3b5d3f0d27279,PDFANCHOR-c5161ac73a6edf3a,a9c3f2c378fe56d5bb8f563a6bb1a130dc4392ccaf89ff3965373e67fb851d07,P0C0-未找到坐标候选仍需人工原页重读,none,R3-高校辅证有字段值但机器无规范候选,has_b0b1_school_sidecar,B0B1SIDE-f48f88089c63bbab,fill_candidate,matched,has_reusable_2026_hubei_plan_source,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,false,H2-高校补缺线索回看PDF,3,false,true,false,false,false,true,false,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,pending_private_school_sidecar_value_review,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-003ee168575ab41c,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,52,52,52,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,S4-高校辅证补缺线索优先核PDF,专业计划数,M-83af574ae53d478b,G-df1242f8618d3971,A033,18,left,P0IMMEDIATE-b7f4eafc06bbe7e1,P0TRIAGE-9d11c0f563ec27e9,P0TRIAGEPACK-98e6836f4383d920,PDFANCHOR-893c36fcb21a867d,P0CROPINDEX-bccc8564981658ee,P0CROP-5d1485265fbc4bcb,6f3b6bd61616c52ef945413c2bbfb77f4c54fbb9d1d26f0d15dc2ea67f775900,eb161d98a0e133363b6e1fa6a78b9a7564916ea9c01ed1c7e28d85b7b6668520,x=0.043000-0.552000;y_bottom_origin=0.697504-0.809694,x=72-920;y=466-741,page-018,2e91f8dd3ddf578f1c137e511205ccfa4349e914cc6897563e39219ad2331f1c,018_page-018,14f4ea716ab5b84c083b7b1a282fd39062c23426ccdcbc8b72b3b5d3f0d27279,PDFANCHOR-893c36fcb21a867d,77be39cb685f69ead9b374bcb11dd6862e6173df219635201b67fcf66b64d4da,P0C0-未找到坐标候选仍需人工原页重读,none,R3-高校辅证有字段值但机器无规范候选,has_b0b1_school_sidecar,B0B1SIDE-5c3d8a6bc303f7e6,fill_candidate,matched,has_reusable_2026_hubei_plan_source,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,false,H2-高校补缺线索回看PDF,3,false,true,false,false,false,true,false,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,pending_private_school_sidecar_value_review,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-7c65f05c3de8cf68,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,53,53,53,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,S4-高校辅证补缺线索优先核PDF,再选科目,M-4cd6e063565dd7c0,G-9fca3ce8b2adbf9c,A135,37,left,P0IMMEDIATE-c5cd48810e98eb1a,P0TRIAGE-a3fde5cfbaf2e55c,P0TRIAGEPACK-c36d4fe6e5683f1a,PDFANCHOR-7f5e249b196e4881,P0CROPINDEX-e22d0e08318121e5,P0CROP-b12b0450f3e5be41,610a67eb423aa5c1f3d50ba36e2404b4bee8e47aa1b26b2f892e25141a541989,2d49565ef3ce4ba759be23869c9d4bdf04bb4bb197bc2b89c63a30d5eafaeee8,x=0.043000-0.552000;y_bottom_origin=0.567521-0.653600,x=72-920;y=852-1063,page-037,0f71485e0cc4cbe486a173fab6d3297d5f95051a59147d56aa098be032713dff,037_page-037,15166656bdbaad58678026a88161e252db2e9bce912ead6631331d738f676ce9,PDFANCHOR-7f5e249b196e4881,d86b7a24c84bcb2eff14530c608edb3715f8f83447f7292294b9b75fcd6f6945,P0C0-未找到坐标候选仍需人工原页重读,none,R3-高校辅证有字段值但机器无规范候选,has_b0b1_school_sidecar,B0B1SIDE-0031e18be5b2b5f4,strong_support,matched,has_reusable_2026_hubei_plan_source,data/external/issue19-b0-b1-official-sources/sdu-2026-hubei-physics-normal-zsjh.json,false,H2-高校补缺线索回看PDF,3,false,true,false,false,false,true,false,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,pending_private_school_sidecar_value_review,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
P0CLOSURE-f6caefb9440c4833,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-b0-b1-official-evidence-by-major-line.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_three_way_closure_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×三方闭环公开状态,false,false,false,false,false,false,false,54,54,54,EXEC-03-高校辅证线索三方核验,IR-02-高校辅证线索先核,S4-高校辅证补缺线索优先核PDF,再选科目,M-ef0c23965ac5fa81,G-9fca3ce8b2adbf9c,A135,37,left,P0IMMEDIATE-2b88405c982f9699,P0TRIAGE-aac5a89cffea5015,P0TRIAGEPACK-c36d4fe6e5683f1a,PDFANCHOR-4e424f3684a37834,P0CROPINDEX-2ed31aaf67425786,P0CROP-0583e9e6ac7d7e78,cb556ea98357e43c90bad08ffef192927fc7367edf6b4f4cd7fedfde43bbfdd1,8e7571762d21a38316e4b8a98bfa34febc89d9abd7ff06b12b2ed04901979b00,x=0.043000-0.552000;y_bottom_origin=0.576789-0.687256,x=72-920;y=769-1041,page-037,0f71485e0cc4cbe486a173fab6d3297d5f95051a59147d56aa098be032713dff,037_page-037,15166656bdbaad58678026a88161e252db2e9bce912ead6631331d738f676ce9,PDFANCHOR-4e424f3684a37834,aafeac89a48f9ffa8e36fd3d5d343934b843804ce97218ce970840e2d173d867,P0C0-未找到坐标候选仍需人工原页重读,none,R3-高校辅证有字段值但机器无规范候选,has_b0b1_school_sidecar,B0B1SIDE-364e36ccaf2ed45d,strong_support,matched,has_reusable_2026_hubei_plan_source,data/external/issue19-b0-b1-official-sources/sdu-2026-hubei-physics-normal-zsjh.json,false,H2-高校补缺线索回看PDF,3,false,true,false,false,false,true,false,pending_pdf_manual_review,pending_hubei_official_plan_review,school_sidecar_field_value_available_pending_pdf_and_hubei_review,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,pending_private_pdf_page_review,pending_private_hubei_official_review,pending_private_school_sidecar_value_review,pending_private_three_way_closure,blocked_until_private_three_way_closure,pending_private_three_way_review_not_final,PDF原页、湖北官方系统或省招办计划、高校官网或章程尚未在私有记录中三方闭环；公开账本不保存具体字段内容，不能写回主表或进入推荐。,公开账本只保存任务ID、证据编号、SHA、bbox、状态和门禁；具体字段内容、本地裁图路径和复核备注只在本地私有模板。,按闭环公开账本总序回看裁图和PDF原页；再录入私有三方核验记录；闭环后另建人工确认表。
