页列底座核验批次行ID,来源页列底座综合风险登记表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批次容量上限,批内页列序号,页列全局风险总序,来源页码,版面列,页码版面键,页列底座综合风险登记ID,综合风险优先级桶,综合风险优先级数值,页列首要核验动作,批次执行线,批次页列数,批次专业行数,批次字段任务数,批次Z0页列数,批次Z1页列数,批次Z2页列数,批次Z3页列数,批次结构R0专业行数,批次源证据X1专业行数,批次源证据X2专业行数,批次官方查询键碰撞行数,批次字段Q0任务数,包内专业行数,包内字段任务数,字段Q0无候选阻断任务数,字段Q1有候选待人工核验任务数,字段Q2待三方闭环任务数,结构R0专业行数,结构R1专业行数,结构R2专业行数,结构R3专业行数,结构风险事件数,版面风险事件数,专业代号风险事件数,官方查询键碰撞行数,教育部未匹配校名专业行数,官网辅证线索行数,官网计划数冲突行数,决策G0结构或归属未闭环行数,决策G1家庭底线风险待确认行数,决策G2字段缺口未闭环行数,源证据X1专业窗口P0行数,源证据X2起始行P0_QC行数,源证据X3优先复核行数,源证据X4低风险抽检行数,专业行ID集合SHA256,字段任务集合SHA256,风险登记ID集合SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,结构和官方消歧状态,高校官网或招生章程辅证状态,字段事实写回状态,批次完成状态,公开安全策略,下一步
PSFOUNDATIONBATCHROW-d9eab80ce5f2a1aa,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,7,132,183,left,183-left,PSFOUNDATIONRISK-50d212e1a608d3b1,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,44,132,12,108,12,0,7,11,26,8,7,0,0,0,0,0,7,3,31,0,19,17,8,b15bbbb0cdce7289caa04b265a68725c1ae4d74c19ba652de5c998f8c20eb491,d115b22b01d4872deb217a19af2a2cce395f2b91ecaf8b5293a5e7a1552c602c,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-32b719bcb3dc1d0b,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,8,133,178,right,178-right,PSFOUNDATIONRISK-81d3c51b67387349,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,49,147,9,126,12,0,4,11,34,0,0,4,0,0,0,0,4,0,43,0,19,27,3,9b912e6eed7e1a9541b9db27ff5ea57265ce7654acffa725aad5c6ec4d39515b,6f63fefecec2516b17c312107253c1b169d870ca9747264ddb6f8c2e2cc3840a,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-c1c0c77d4a85b89c,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,9,134,167,left,167-left,PSFOUNDATIONRISK-ee9d7c3cc1a317da,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,34,102,9,90,3,0,24,0,10,0,0,0,0,0,0,0,24,6,4,0,19,14,1,ea1c4cdbf8b39bc72d350750a574c4119b9584aaa0f2614acf77cb3214d665b8,3493a265692c6aa372ecfd3f66eea051ffeb2a5a1b1c5eedb8ae05c6a447c3b0,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-5a76b388bfbd44ca,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,10,135,75,right,075-right,PSFOUNDATIONRISK-bf165ba2eb3e74d2,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,40,120,6,93,21,0,1,16,23,8,1,2,0,0,0,0,1,4,32,0,19,21,0,c1499886b3bb3eb64497cc9409f17acef46c9ce1cb55dc37ff1c73fc64d277f1,12b16a5fc20adf572e42fab04b61643c53c2cffb9b45a30c97e20c86261c7b86,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-abf73025fd6c9bbe,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,11,136,173,left,173-left,PSFOUNDATIONRISK-522143ba2bcfa037,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,38,114,0,111,3,0,0,3,35,0,0,0,0,0,0,0,0,1,36,0,19,18,1,870970d7606796725795fa70a352c76fd3cdfbc8654f651ffe0bd5a5829d3faf,ccd983866c9c3be663c45cf3f452694c7ced3b823aa0c21d115a3a09347c5050,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-e835e71acb767eaf,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,12,137,165,right,165-right,PSFOUNDATIONRISK-f9485575ab0a7789,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,51,153,111,42,0,0,15,11,25,1,3,1,0,0,0,0,15,1,35,0,18,28,5,ffed7b401f3a63793df0018f8327252bd270da189c4f6260bab17b624e69267e,207310afe051e90122b87177ed0fa5c0556716dc5c387a4d66478c376a033a7f,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-347de0a2e638e2b3,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,13,138,140,right,140-right,PSFOUNDATIONRISK-cf87d31ec52477b2,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,34,102,96,6,0,0,15,1,18,11,3,0,0,0,0,0,15,9,10,0,18,14,2,bc90572ee864f9cfb7b34f1ad7a75bbcfe8eb3b40ba547adf6086cbd7569a704,5f7b63a68255e0a715c251600519990d3e81f39cad80afed60c614402d0157f6,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-0a2110500a17e123,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,14,139,194,right,194-right,PSFOUNDATIONRISK-7baaea28ebfb4d8d,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,30,90,81,9,0,0,9,4,17,0,0,0,0,0,0,0,9,1,20,0,18,11,1,8a6ffea1cf7b49158ab9219697695688eb50c8329a42705ce2c83620c6fe352b,4a4e42fb15d1a615f91844b06f6c3becb4b7828638d5185eeeb83dc52e3df0c4,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-3948c0c8325f6b87,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,15,140,153,right,153-right,PSFOUNDATIONRISK-9b79fff870be5c9f,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,29,87,63,21,3,0,19,1,9,18,3,0,0,0,0,0,19,2,7,0,18,9,2,6f67d6b4a68daafb147575fa6a400fac846cd7cc588d30962320ed7a3a6c16fb,94b0fb19441feb56c777983cd55831cc5a5f10a890c10e74353b189a46aff8c7,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-b783f80fd63cd0a4,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,16,141,225,left,225-left,PSFOUNDATIONRISK-f6ab1d2bbeeb04c3,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,35,105,45,54,6,0,2,11,22,0,0,0,0,0,0,0,2,4,27,0,18,16,1,b17c6f833ec4089c551ea16a9f62b9d008e94c0998f616acb0cc4963d3f2b269,ce4c84fd2aeb471b1ffdd356104ab9b013c34d0f44391d8ff7c1d518ebc92e66,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-2906676e822f091d,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,17,142,122,left,122-left,PSFOUNDATIONRISK-79e60e3dba67e656,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,34,102,39,57,6,0,10,3,21,4,2,0,0,0,0,0,10,0,22,0,18,14,2,62360fb7fa0799ac1f55c48913cc377c2c821a37f6a1be7604cd08f80eb09506,f604a5d998a6df25d0dbf7e7533777b0abb8cf5a42339703c7bd7a8aaf90d160,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-a57947503eb564e9,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,18,143,121,left,121-left,PSFOUNDATIONRISK-c79ec0c709fa46c9,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,28,84,33,36,15,0,5,2,21,2,5,0,0,0,0,0,5,7,12,0,18,6,4,c08ef3969b304caf3a5a20080409866d8319047ac58f95a01cd2327bffd2f41c,8fe7880cb18fc077350a50f4ad91406d39001f1d4b834f2d3becee7747b2d394,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-d6d243e43c86988d,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,19,144,59,left,059-left,PSFOUNDATIONRISK-4faf76426f4d9974,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,32,96,30,57,9,0,9,3,20,8,11,0,0,0,0,0,9,2,20,0,18,14,0,73603a026c8e99da360e25b9f086fd33388a0ad9f190d1d5d8c1e8e0de9d9e8b,92cfe4f9405325c599bbfa903ad66b5bf97726a2df957695f8f3abeb3285cedb,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-b09a4b1fa0c029fc,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,20,145,169,right,169-right,PSFOUNDATIONRISK-1f90f43191c4949e,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,45,135,27,102,6,0,8,10,27,6,4,1,0,0,35,1,8,2,35,0,18,24,3,b861c6dc9450f315e8c2c735a658f7ea29e417d90c003770a043ef54615cfad4,40e4b341d2a0235fcc9d34c1123e2f5fc6862c6fc3728861a0b81ed6b1067c22,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-c34055e65fd9c288,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,21,146,119,right,119-right,PSFOUNDATIONRISK-d44f6884c34a0e54,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,30,90,12,60,18,0,4,2,24,3,3,2,0,0,8,0,4,4,20,0,18,10,2,4c398b70760a8f307935e9915f24341f10a591bfc36fa8cba4b5b139c20d3c64,9328df6a06953d5887840a1c3147cf3fc627fc3c996161ac15c39a0e4c0a4998,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-83761849f360d7a4,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,22,147,199,left,199-left,PSFOUNDATIONRISK-5518c90abaed2e66,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,42,126,12,114,0,0,30,2,10,1,4,2,0,0,12,3,30,0,12,0,18,24,0,3c1692e73c232d58c78eda9a265f852d143bbf439f8cbf2b4286c41cfcabf5a6,9598954f8a4d2e2a0089c1e0481657c3897094786ecd21f45a4913e7da19c0d0,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-a39df23931414f2c,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,23,148,95,left,095-left,PSFOUNDATIONRISK-4b001aaeeb68e7f2,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,43,129,9,114,6,0,29,2,12,3,6,0,0,0,0,0,29,1,11,0,18,21,4,bcf5eb4571c4a9f374105c7e60feb691cecbaa8ed3c1e98088fd1690237d3256,f28e451ffffa78c2123941f0626dae57b8ebe82a532906e402c5957bfc48462d,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
PSFOUNDATIONBATCHROW-3e0d8551228b03a5,data/working/issue19-page-side-foundation-risk-register.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_verification_batches,PDF页码×版面列,PDF页码×版面列×底座核验批次,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,25,24,149,42,left,042-left,PSFOUNDATIONRISK-f29cacd78eeda5fa,Z0-结构源证据或官方消歧阻断页列先核,0,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,L0-结构源证据官方消歧先核,25,892,2676,25,0,0,0,0,0,461,0,813,38,114,6,99,9,0,1,4,33,0,0,0,0,0,0,0,1,2,32,0,18,19,1,7dca7dc9361d07dd851f6132c6b730c227abbd41c741f56f5c1e72bd88c1e6d8,5d6d92aaf1332f47f6c6784c88beadd80cbc5883ff74745debab5e5a2b204eb3,f65831f9747d17bda1ba40e1ecdcc0b080a46287300ac37fd71570ab2d3e368b,pending_manual_pdf_review,pending_hubei_official_review,pending_structure_and_official_key_review,pending_if_school_clue_present,blocked_until_batch_evidence_closed,R0-未开始页列底座核验,只公开批次、页列、风险计数、集合SHA和非最终门禁；不公开学校专业明细、字段读数、人工记录、图片路径或私有识别材料。,第06批-页列底座核验 内先按页列风险顺序核 PDF 原页、湖北官方侧和必要高校辅证；完成前不得写回字段事实或进入志愿推荐。
