第一闭环准出执行叠加ID,来源第一闭环执行队列,来源第一闭环事实准出门禁账本,来源第一闭环事实准出页列汇总,来源第一闭环核验结果页列汇总,来源第一闭环公开证据地图,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,是否可以自动闭环,叠加序号,来源执行顺序,页码版面键,来源页码,版面列,执行泳道,第一闭环页列优先级,准出闭环波次,准出闭环优先级,页列主阻断,执行队列首要动作,准出主动作,准出完成条件,页列任务数,事实范围数,字段事实数,专业名归属事实数,专业组边界事实数,涉及任务数,涉及院校代码数,PDF原页待核任务数,湖北官方侧待核任务数,高校辅证线索任务数,PDFOCR提示任务数,PDFOCR无候选任务数,机器坐标提示任务数,PDFOCR与高校辅证冲突任务数,需要人工直接看图任务数,需要双人复核任务数,PDF待补事实数,湖北官方待补事实数,高校辅证待补事实数,冲突待处理事实数,双人复核待完成事实数,三方闭环待完成事实数,专业名归属待闭环事实数,专业组边界待闭环事实数,可进入私有写回评审事实数,W0B0核心阻断事实数,B0同页伴生阻断事实数,结构事实阻断事实数,双人复核阻断事实数,人工看图阻断事实数,常规阻断事实数,是否仍需PDF原页,是否仍需湖北官方侧,是否仍需高校辅证,是否仍需冲突处理,是否仍需双人复核,是否仍需专业名归属,是否仍需专业组边界,事实准出状态分布,事实准出阻断等级分布,事实类型分布,事实集合SHA16,任务集合SHA16,院校代码集合SHA16,公开安全策略,下一步
FCRESEXEC-5204e3839b5946b3,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,11,11,023-left,23,left,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,R2-双人复核事实先闭环,00052-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=2；湖北官方侧事实补齐=2；三方闭环补齐=2；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,1,0,0,0,1,1,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业组边界事实×1；字段事实-专业计划数×1,57d328a18ea596ce,4c7aead077eb4e85,88e612b40aa08044,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-d6c25bfbf7838eed,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,12,12,040-right,40,right,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,R2-双人复核事实先闭环,00052-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=2；湖北官方侧事实补齐=2；三方闭环补齐=2；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,1,0,0,0,1,1,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业组边界事实×1；字段事实-专业计划数×1,12b5b3764ab161b2,f64746a5c4cf0a5c,09b3429c6f3f27c6,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-d5c22e054a46950f,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,13,13,043-left,43,left,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,R2-双人复核事实先闭环,00052-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=2；湖北官方侧事实补齐=2；三方闭环补齐=2；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,1,0,0,0,1,1,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业组边界事实×1；字段事实-专业计划数×1,c38225f7f5d80150,eb2d08e51be33bc3,c39bd26cf469f511,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-9453ddd744d297c5,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,14,14,053-right,53,right,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,R2-双人复核事实先闭环,00052-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=2；湖北官方侧事实补齐=2；三方闭环补齐=2；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,1,0,0,0,1,1,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业组边界事实×1；字段事实-学费×1,a2963e9e29b15256,d50f1d6657cd1231,1b9997d0d2b2ce31,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-440cbfb88696a9b3,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,15,15,093-left,93,left,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,R2-双人复核事实先闭环,00052-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=2；湖北官方侧事实补齐=2；三方闭环补齐=2；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,1,0,0,0,1,1,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业组边界事实×1；字段事实-学费×1,4a0784f6eff27a7f,ae2df87d63bcf9d1,f4e5570aeafff0fa,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-eadd6c09a4933f3e,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,16,16,141-left,141,left,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,R2-双人复核事实先闭环,00052-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=2；湖北官方侧事实补齐=2；三方闭环补齐=2；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,1,0,0,0,1,1,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业组边界事实×1；字段事实-学费×1,6d000962804a7b23,8456ebe59668b16d,81d0516c6aeec304,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-36e4a9241ca624bf,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,17,17,205-left,205,left,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,R2-双人复核事实先闭环,00052-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=2；湖北官方侧事实补齐=2；三方闭环补齐=2；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,1,0,0,0,1,1,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业组边界事实×1；字段事实-学费×1,8f9a26ce251bcf1e,eed634392a7f10ce,ffbb1621e8910f25,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-a12ffa466fd37c93,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,18,18,235-right,235,right,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,R2-双人复核事实先闭环,00052-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=2；湖北官方侧事实补齐=2；三方闭环补齐=2；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,1,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,0,0,1,2,0,1,0,0,0,1,1,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1,专业组边界事实×1；字段事实-专业计划数×1,1c6ad2db39cdd1c3,9bd3bff993132c7d,e266f95730db6cb1,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-73b0a25fb79c3ba0,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,19,19,226-left,226,left,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,R0-W0B0冲突事实先闭环,08700-沿执行顺序核页,B0-PDFOCR与高校辅证冲突,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先核PDF原页和湖北官方侧；冲突事实必须完成双人复核和三方闭环后才可进入写回评审。,PDF原页事实补齐=80；湖北官方侧事实补齐=80；三方闭环补齐=80；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,39,80,78,1,1,39,2,39,39,19,20,19,13,1,7,5,80,80,57,80,6,80,1,1,0,5,75,0,0,0,0,true,true,true,true,true,true,true,blocked_b0_companion_pdf_hubei×75；blocked_w0_b0_core_pdf_hubei×5,G0-W0B0核心事实优先阻断×5；G1-B0同页伴生事实阻断×75,专业名归属事实×1；专业组边界事实×1；字段事实-专业计划数×38；字段事实-再选科目×20；字段事实-学费×20,23a8c690fb8f2c1b,00ee5b0b21524c73,d1c755ba46cca36f,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-22d38f2cb9b80476,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,20,20,109-left,109,left,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,R2-双人复核事实先闭环,00095-沿执行顺序核页,B1-缺PDFOCR候选需人工看图,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=15；湖北官方侧事实补齐=15；三方闭环补齐=15；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,8,15,14,0,1,8,1,8,8,4,4,4,0,0,4,2,15,15,10,0,2,15,0,1,0,0,0,1,2,2,10,true,true,true,false,true,false,true,blocked_double_review_pdf_hubei×2；blocked_manual_image_pdf_hubei×2；blocked_regular_pdf_hubei×10；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×2；G4-人工看图待完成×2；G6-常规PDF湖北官方闭环待完成×10,专业组边界事实×1；字段事实-专业计划数×8；字段事实-再选科目×2；字段事实-学费×4,ca9ee928e43a2526,3bb933eefdfbe31d,53ebdedba422190c,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-9458745b1415558a,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,21,21,226-right,226,right,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,R0-W0B0冲突事实先闭环,01579-沿执行顺序核页,B0-PDFOCR与高校辅证冲突,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先核PDF原页和湖北官方侧；冲突事实必须完成双人复核和三方闭环后才可进入写回评审。,PDF原页事实补齐=9；湖北官方侧事实补齐=9；三方闭环补齐=9；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,4,9,8,0,1,4,1,4,4,2,2,2,0,2,4,2,9,9,6,9,3,9,0,1,0,7,2,0,0,0,0,true,true,true,true,true,false,true,blocked_b0_companion_pdf_hubei×2；blocked_w0_b0_core_pdf_hubei×7,G0-W0B0核心事实优先阻断×7；G1-B0同页伴生事实阻断×2,专业组边界事实×1；字段事实-专业计划数×4；字段事实-再选科目×2；字段事实-学费×2,8eb66ea92673a2ee,03906792757ef5d9,640082c04be96da9,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-15418e56c9b437c0,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,22,22,038-right,38,right,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,R2-双人复核事实先闭环,00083-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=3；湖北官方侧事实补齐=3；三方闭环补齐=3；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,2,3,2,0,1,2,1,2,2,0,0,2,2,0,0,2,3,3,0,0,2,3,0,1,0,0,0,1,2,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×2；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×2,专业组边界事实×1；字段事实-专业计划数×2,3e17d4a39452a833,5076c550f887ad56,b3fab222db08be81,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-ccac3d29a794177b,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,23,23,082-right,82,right,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,R2-双人复核事实先闭环,00083-沿执行顺序核页,B2-机器坐标候选辅助核页,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=3；湖北官方侧事实补齐=3；三方闭环补齐=3；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,2,3,2,0,1,2,1,2,2,0,0,2,2,0,0,2,3,3,0,0,2,3,0,1,0,0,0,1,2,0,0,true,true,false,false,true,false,true,blocked_double_review_pdf_hubei×2；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×2,专业组边界事实×1；字段事实-专业计划数×2,9d2f3f2040968e21,e3ac0d0fd3ef2f0f,1ce846951063accf,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
FCRESEXEC-870959cd38210971,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-public-ledger.csv,data/working/issue19-first-closure-fact-resolution-gate-v1-page-summary.csv,data/working/issue19-first-closure-verification-result-page-summary.csv,data/working/issue19-stable-foundation-first-closure-public-evidence-map.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_resolution_execution_overlay_v1,PDF页码×版面列×事实准出执行叠加,页列执行队列×事实准出缺口×核验结果页列汇总,false,false,false,false,false,false,false,false,false,false,24,24,137-left,137,left,E1-计划数补缺或偏大优先核验,Q1-补缺或计划数偏大页列先核,R2-双人复核事实先闭环,00055-沿执行顺序核页,B1-缺PDFOCR候选需人工看图,先核结构边界、源证据和官方查询键消歧，再处理字段明细值。,先完成双人复核，再补PDF原页、湖北官方侧和必要高校辅证记录。,PDF原页事实补齐=5；湖北官方侧事实补齐=5；三方闭环补齐=5；冲突、双人复核、专业名归属和专业组边界全部清零后，才可进入私有写回评审；仍不得直接生成推荐。,2,5,4,0,1,2,1,2,2,1,1,1,0,0,1,1,5,5,3,0,1,5,0,1,0,0,0,1,1,0,3,true,true,true,false,true,false,true,blocked_double_review_pdf_hubei×1；blocked_regular_pdf_hubei×3；blocked_structure_pdf_hubei×1,G2-结构事实PDF湖北官方先行×1；G3-双人复核待完成×1；G6-常规PDF湖北官方闭环待完成×3,专业组边界事实×1；字段事实-专业计划数×2；字段事实-再选科目×1；字段事实-学费×1,27622eab2374d378,af4d5f2b44d41379,573261a7e560eca8,not_final；execution_overlay_only；no_field_values；no_school_names；no_major_names；no_private_paths；no_ocr_text；no_recommendation,按来源执行顺序回到私有核页材料，补PDF原页、湖北官方侧、必要高校辅证和双人复核记录；公开层只同步状态和计数。
