稳定基座第一闭环明细任务ID,来源稳定基座自动官网辅证交叉核验工作台,来源稳定基座最小人工闭环工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,第一闭环批次,第一闭环纳入原因,任务来源类型,来源自动交叉核验任务ID,来源最小人工闭环任务ID,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,页码版面键,专业组内专业序号,专业代号OCR,专业名称及备注短摘,字段名,官网辅证自动动作,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,最佳官网来源文件,OCR专业计划数候选,最佳官网计划数,OCR学费候选,最佳官网学费,OCR再选科目候选,最佳官网选科,人工升级原因,P0字段即时复核任务ID,P0即时字段确认公开账本ID,执行批次,人工核验泳道,人工核验方式,页列执行进度桶,裁图证据编号,裁图文件SHA256,裁图bbox归一化,是否需要双人复核,是否有高校字段线索,是否裁图OCR与机器候选冲突,是否裁图OCR与高校辅证冲突,是否机器高校冲突,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,公开安全策略,下一步
FIRSTDETAIL-2f3d5f6bcb8b8c58,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-c357837a03bd5ccc,,false,false,false,false,false,false,false,false,M-13b19a3991c8159a,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,right,169-right,10,48,数字媒体技术,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,,2,5500,,,,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-2fc55fcaedc06c57,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-65fd416855014ef0,,false,false,false,false,false,false,false,false,M-4a71a2765412ac2a,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,right,169-right,12,50,应急技术与管理,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,,4,5500,,,,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-03ffc5cb476ac461,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-324234116c837d6e,,false,false,false,false,false,false,false,false,M-7489ddca4dfd3dd8,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,right,169-right,14,52,集成电路设计与集成系统,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,,3,5500,,,,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-5bf24e503db69e71,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-4da5345f4ed80a0b,,false,false,false,false,false,false,false,false,M-7a3695c82b5953d6,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,right,169-right,13,51,数据计算及应用,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,,2,5500,,,,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-4a3b29ecc48bcddc,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-ca9b54aef69fa3a4,,false,false,false,false,false,false,false,false,M-8ba195c86a925e83,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,right,169-right,1,39,统计学,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,,2,5500,,化学,,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-1e13c2dc5bcd6811,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-ce3b600c80da0192,,false,false,false,false,false,false,false,false,M-90b2fc54c5bc2e5c,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,right,169-right,2,40,人工智能,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,,3,5500,,,,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-32bdf82346802bf7,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-1dfd7f6901ea2f5d,,false,false,false,false,false,false,false,false,M-9710c4b647b66507,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,right,169-right,3,41,数学与应用数学,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,,2,6325,,,,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-8991edc6731114ee,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网计划数与OCR候选冲突，第一批必须回页核,自动官网辅证任务,STABLEAUTO-49ca5a4c0177dc31,,false,false,false,false,false,false,false,false,M-a8b31c9114605c03,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,right,169-right,8,46,通信工程,,C0-冲突先核PDF原页和湖北官方系统,conflict_review,has_partial_source_needs_followup,matched,mismatch,计划数冲突,false,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,2,1,5500,,,,官网计划数与OCR候选冲突,,,,,,,,,,true,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-391717603ff99852,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-b69d5a6cfdbca723,,false,false,false,false,false,false,false,false,M-b0e700912fffe743,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,right,169-right,16,54,电子科学与技术H451 山东女子学院（公办）（山东）不限,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,9,,5500,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-55c641ecf7db1022,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-c607f7e031c0e044,,false,false,false,false,false,false,false,false,M-b4b8560bd289f9b5,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,right,169-right,11,49,安全工程,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,,3,5500,,,,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-2805b5347b8e40ae,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-200335ca33aebe17,,false,false,false,false,false,false,false,false,M-cdfe659d6ddbb7d7,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,right,169-right,9,47,计算机科学与技术,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,,3,6600,,,,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-d865ed334f79ac8b,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-38f63edb551f4fe5,,false,false,false,false,false,false,false,false,M-d7ad035436e7d0f7,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,right,169-right,15,53,数据科学与大数据技术,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,,1,5500,,,,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-b0445279f2648fcb,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-7f7320c0bbec3d95,,false,false,false,false,false,false,false,false,M-0e8881b7e05a4ea3,G-37268c0379be16ef,H945,南宁学院,H94505,199,left,199-left,5,26,智能科学与技术H948柳州工学院（民办）（广西）,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,2,,,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-93e1c6f08abff549,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网计划数与OCR候选冲突，第一批必须回页核,自动官网辅证任务,STABLEAUTO-1f9a23176a66ecc2,,false,false,false,false,false,false,false,false,M-428c631bc321e966,G-37268c0379be16ef,H945,南宁学院,H94505,199,left,199-left,3,24,数字媒体技术,,C0-冲突先核PDF原页和湖北官方系统,conflict_review,has_partial_source_needs_followup,matched,mismatch,计划数冲突,true,data/external/issue19-b0-b1-official-sources/unn-2026-undergraduate-plan-page.html,22500.,3,,22500,,物理+化学,官网计划数与OCR候选冲突；疑似把学费读成计划数,,,,,,,,,,true,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-393dba8354b77b5e,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网计划数与OCR候选冲突，第一批必须回页核,自动官网辅证任务,STABLEAUTO-d00ac480059180d7,,false,false,false,false,false,false,false,false,M-c0e205bf9e212204,G-37268c0379be16ef,H945,南宁学院,H94505,199,left,199-left,1,22,物联网工程,,C0-冲突先核PDF原页和湖北官方系统,conflict_review,has_partial_source_needs_followup,matched,mismatch,计划数冲突,true,data/external/issue19-b0-b1-official-sources/unn-2026-undergraduate-plan-page.html,22500,2,,22500,化学,物理+化学,官网计划数与OCR候选冲突；疑似把学费读成计划数,,,,,,,,,,true,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-a54f685382d6b1c6,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网计划数与OCR候选冲突，第一批必须回页核,自动官网辅证任务,STABLEAUTO-189e993307a7dcae,,false,false,false,false,false,false,false,false,M-dc718284a7b7340c,G-37268c0379be16ef,H945,南宁学院,H94505,199,left,199-left,4,25,计算机科学与技术（不招单色不能识别考生）,,C0-冲突先核PDF原页和湖北官方系统,conflict_review,has_partial_source_needs_followup,matched,mismatch,计划数冲突,true,data/external/issue19-b0-b1-official-sources/unn-2026-undergraduate-plan-page.html,22500,2,,22500,,物理+化学,官网计划数与OCR候选冲突；疑似把学费读成计划数,,,,,,,,,,true,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-b23680d0e33b54fd,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,自动官网辅证任务,STABLEAUTO-fc45aad1eb77ca07,,false,false,false,false,false,false,false,false,M-026664ca0517a54d,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,209-right,18,30,婆产与应用数学（办学地点：航空港校,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,,,6240,,,,官网专业名称未能稳定匹配,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-1c3252c859c2d2ea,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网计划数与OCR候选冲突，第一批必须回页核,自动官网辅证任务,STABLEAUTO-5cd020535d7fc67f,,false,false,false,false,false,false,false,false,M-0aea883663b5fb39,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,209-right,12,24,机器人工程（办学地点：航空港校区）,,C0-冲突先核PDF原页和湖北官方系统,conflict_review,has_partial_source_needs_followup,matched,mismatch,计划数冲突,false,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,2,1,6240,6240,,物理+化学,官网计划数与OCR候选冲突,,,,,,,,,,true,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
FIRSTDETAIL-efa0717525e49d43,data/working/issue19-stable-foundation-auto-official-crosscheck-workbench.csv,,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_detail_packet,逐专业招生明细,逐专业招生明细×第一闭环自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,自动官网辅证任务,STABLEAUTO-160b7f8991f62752,,false,false,false,false,false,false,false,false,M-4d07d36dc438349c,G-e377a7e078e92213,K153,成都信息工程大学,K15306,209,right,209-right,2,14,应用气象学（办学地点：航空港校区）,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/cuit-2026-undergraduate-plan.html,,2,6240,6240,,物理+化学,OCR计划数字段缺口但官网有补缺线索,,,,,,,,,,false,true,,,,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,公开表只保存任务、页列、OCR候选和官网辅证相对来源；不保存私有OCR原文、图片路径、人工读数或登录态。,第一批回到PDF原页核同专业行，再用湖北官方系统或省招办计划确认；官网只作辅证。
