来源期号,来源PDF_SHA256,数据阶段,候选池学校专业组,候选专业组代码,机器初判,组内序号,院校代码,院校名称OCR,来源页码,专业代号OCR,专业名称及备注OCR,再选科目OCR候选,专业计划数OCR候选,学费OCR候选,学费OCR数字候选,偏好和风险标签,字段完整性标记,核验状态,最终可用
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,6,C150,武汉商学院,80,26,南务经济学（大一在马影河校区就读，大二起在后官湖校区就读）,,19,5200,5200,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,7,C150,武汉商学院,80,27,经济统计学（大一在马影河校区就读，大二起在后官湖校区就读）,,61,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,8,C150,武汉商学院,80,28,税收学（大一在马影河校区就读，大三起在后官湖校区就读）,,18,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,9,C150,武汉商学院,80,29,酒店管理（大一在马影河校区就读，大二起在后官湖校区就读）,,20,5200,5200,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,10,C150,武汉商学院,80,30,会展经济与管理（大一在马影河校E就读，大二起在后官湖校区就读,,12,4000,4000,,missing_subject_candidate;low_ocr_confidence,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,11,C150,武汉商学院,80,31,旅游管理与服务教育（大一在马影河校区就读，大二起在后官湖校区就读）,,14,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,12,C150,武汉商学院,80,32,商务英语（要求高考英语成绩不低于,,21,5200,5200,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,13,C150,武汉商学院,80,90,分（满分以150分计）：大一在马漿河校区就读，大二起在后官湖校区房读：外语语种：英语）,,21,5200,5200,language_or_single_subject,missing_subject_candidate;low_ocr_confidence,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,14,C150,武汉商学院,80,33,國译（国际传損方向：要求高考英语成绩不低于90分（满分以150分计）：大在当影河校区就读，大二起在后官湖校区就读：外语语种：英语）,,,4000,4000,language_or_single_subject,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,15,C150,武汉商学院,80,34,财务管理（大一在马影河校区就读，大二起在后官湖校区就读）,,12,5200,5200,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,16,C150,武汉商学院,80,35,审计学（大一在马影河校区就读，大二起在后官湖校区就读）,,25,5200,5200,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,17,C150,武汉商学院,80,36,会计学（大一在马影河校区就读，大二起在后官湖校区就读）,,24,5200,5200,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,18,C150,武汉商学院,80,37,物流管理（大一在马影河校区就读，大二起在后官湖校区就读）,,18,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,19,C150,武汉商学院,80,38,日语（商务方向：大一在马影河校区就读，大二起在后官湖校区就读）,,7,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,20,C150,武汉商学院,80,39,人力资源管理（大一在马影河校区就读，大二起在后官湖校区就读）,,18,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,21,C150,武汉商学院,80,40,电子商务（大一在马影河校区就读，大三起在后官湖校区就读）,,9,5200,5200,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15003 第03组,C15003,高风险暂缓,22,C150,武汉商学院,80,41,供应链管理（大一在马影河校区就读，大二起在后官湖校区就读）,,17,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15005 第05组,C15005,可复核但字段不完整,1,C150,武汉商学院,80,46,机器人工程（大一在马影河校区就读，大二起在后官湖校区就读）,化学257,98,5200,5200,,,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15005 第05组,C15005,可复核但字段不完整,2,C150,武汉商学院,80,47,建筑环境与能源应用工程（大一在马影河校区就读，大二起在后官湖校区就读）,,45,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15005 第05组,C15005,可复核但字段不完整,3,C150,武汉商学院,80,48,车辆工程（大一在马影河校区就读，大二起在后官湖校区就读）,,36,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15005 第05组,C15005,可复核但字段不完整,4,C150,武汉商学院,80,49,新能源汽车工程（大一在马影河校区就读，大二起在后官湖校区就读）,,78,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15004 第04组,C15004,可复核但字段不完整,1,C150,武汉商学院,80,42,软件工程（大一在马影河校区就读，大起在后官湖校区就读）,化学,58,5200,5200,priority_2_computer,,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15004 第04组,C15004,可复核但字段不完整,2,C150,武汉商学院,80,13,物联网工程（智能系统方向：大一在三影河校区就读，大二起在后官湖校区,,60,5200,5200,priority_2_computer,missing_subject_candidate;low_ocr_confidence,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15004 第04组,C15004,可复核但字段不完整,3,C150,武汉商学院,80,44,数据科学与大数据技术（大一在马影河校区就读，大二起在后官湖校区就,,67,5200,5200,priority_2_computer,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉商学院 C15004 第04组,C15004,可复核但字段不完整,4,C150,武汉商学院,80,45,人工智能（大一在马影河校区就读，大二起在后官湖校区就读）,,57,4000,4000,priority_2_computer,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,1,C125,武汉轻工大学,74,46,化学工程与工艺,,77,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,2,C125,武汉轻工大学,74,47,功能材料,,43,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,3,C125,武汉轻工大学,74,48,机械类（含机械设计制造及其自动化、智能制造工程专业）,,312,5200,5200,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,4,C125,武汉轻工大学,74,49,食品科学与工程类（含食品科学与工得、食品质量与安全、粮食工程、食品营养与健康专业）,,343,5200,5200,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,5,C125,武汉轻工大学,74,50,康复治疗学,,37,4000,4000,rejected_medical,missing_subject_candidate;low_ocr_confidence,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,6,C125,武汉轻工大学,74,51,药学,,70,4000,4000,rejected_medical,missing_subject_candidate;low_ocr_confidence,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,7,C125,武汉轻工大学,74,52,生物技术,,75,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,8,C125,武汉轻工大学,74,53,生物工程类（含生物工程、合成生物学专业）,,74,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,9,C125,武汉轻工大学,74,54,制药工程,,80,4000,4000,rejected_medical,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,10,C125,武汉轻工大学,74,55,生物信息学,,80,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,11,C125,武汉轻工大学,74,56,动物科学,,51,3000,3000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,12,C125,武汉轻工大学,74,57,动物药学,,24,3000,3000,rejected_medical,missing_subject_candidate;low_ocr_confidence,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,13,C125,武汉轻工大学,74,58,水产养殖学,,31,3000,3000,,missing_subject_candidate;low_ocr_confidence,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,14,C125,武汉轻工大学,74,59,应用生物科学,,35,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,15,C125,武汉轻工大学,74,60,护理学,,50,4000,4000,rejected_medical,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,16,C125,武汉轻工大学,74,61,环境工程,,49,4000,4000,,missing_subject_candidate;low_ocr_confidence,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,17,C125,武汉轻工大学,74,62,包装工程,,40,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,18,C125,武汉轻工大学,74,63,士木类（含土木工程、智能建造专业）,,80,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,19,C125,武汉轻工大学,74,64,机器人工程,,55,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,20,C125,武汉轻工大学,74,65,动物科学（伴侣动物方向）,,26,3000,3000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉轻工大学 C12508 第08组,C12508,高风险暂缓,21,C125,武汉轻工大学,74,66,饲料工程,,22,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉体育学院 C10703 第03组,C10703,高风险暂缓,1,C107,武汉体育学院,69,05,运动康复,不限,10,5200,5200,rejected_medical,low_ocr_confidence,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉体育学院 C10703 第03组,C10703,高风险暂缓,2,C107,武汉体育学院,69,06,应用心理学,,6,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉体育学院 C10703 第03组,C10703,高风险暂缓,3,C107,武汉体育学院,69,07,智能体育工程,,8,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉体育学院 C10703 第03组,C10703,高风险暂缓,4,C107,武汉体育学院,69,08,教育技术学,,12,4000,4000,priority_3_teacher,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉体育学院 C10703 第03组,C10703,高风险暂缓,5,C107,武汉体育学院,69,09,信息管理与信息系统,,12,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉体育学院 C10703 第03组,C10703,高风险暂缓,6,C107,武汉体育学院,69,10,体育经济与管理,,9,4000,4000,,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉体育学院 C10703 第03组,C10703,高风险暂缓,7,C107,武汉体育学院,69,1,新闻学,化学,20,5200,5200,,low_ocr_confidence,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉体育学院 C10703 第03组,C10703,高风险暂缓,8,C107,武汉体育学院,69,12,中医骨伤科学（学制：五年）,化学,6,5200,5200,rejected_medical,,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉体育学院 C10703 第03组,C10703,高风险暂缓,9,C107,武汉体育学院,69,13,康复治疗学,,7,5200,5200,rejected_medical,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,武汉体育学院 C10703 第03组,C10703,高风险暂缓,10,C107,武汉体育学院,69,14,数据科学与大数据技术,,7,4000,4000,priority_2_computer,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,西安航空学院 K48703 第03组,K48703,默认排除,1,K487,西安航空学院,226,04,计算机科学与技术（中外合作办学）（属于高收费项目；办学地点：阎良,,,50000,50000,priority_2_computer;high_fee_or_coop,missing_subject_candidate;missing_plan_count_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,西安航空学院 K48704 第04组,K48704,默认排除,1,K487,西安航空学院,226,05,机械设计制造及其自动化（中外合作办学〉（属于高收费项目；办学地点：阎,,,［50000,50000,high_fee_or_coop,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,西安航空学院 K48704 第04组,K48704,默认排除,2,K487,西安航空学院,226,06,直动化（中外合作办学）（属于高收费项自：办学地点：阎良校区）K488 西安医学院（公办）（陕西）,,,50000,50000,rejected_medical;high_fee_or_coop,missing_subject_candidate;missing_plan_count_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,西安医学院 K48805 第05组,K48805,默认排除,1,K488,西安医学院,226,05,预防医学（办学地点：未央校区；学制：五年）,［化学,,6500,6500,rejected_medical,missing_plan_count_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,西安医学院 K48804 第04组,K48804,默认排除,1,K488,西安医学院,226,04,英语（外语语种：英语：办学地点：未央校区）,不限,,5000,5000,language_or_single_subject,missing_plan_count_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,成都医学院 K17802 第02组,K17802,默认排除,1,K178,成都医学院,212,02,药学（色真、色弱及单眼失明考生不予录取；办学地点：新都校区）K179成都师范学院（公办）（四川）,,8,6670,6670,priority_3_teacher;rejected_medical;body_or_exam_limit,missing_subject_candidate,needs_manual_pdf_review,false
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,candidate_review_workbench_ocr_draft,成都医学院 K17801 第01组,K17801,默认排除,1,K178,成都医学院,212,01,医学检验技术（色盲、色弱及单眼失明考生不予录取；办学地点：新都校区）,,,6670,6670,rejected_medical;body_or_exam_limit,missing_subject_candidate;missing_plan_count_candidate,needs_manual_pdf_review,false
