第一闭环下一步动作ID,来源第一闭环证据状态账本,来源第一闭环页列证据汇总,来源高校源最新证据对齐账本,来源第一闭环64小包,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,动作矩阵序号,稳定基座第一闭环明细任务ID,第一闭环证据状态公开账本ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,执行泳道,第一闭环页列优先级,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,湖北官方侧状态,冲突状态,三方闭环状态,字段写回门禁,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,候选提示综合桶,官网辅证自动动作,官网证据强度,官网来源状态,计划数核验状态,同校高校源任务数,同校高校源最新证据层级集合,同校高校源最高证据层级,同校高校源推进状态集合,同校L3结构化或diff任务数,同校L1入口探针任务数,同校L0无源任务数,同校高校源可用性,同校高校源最新证据SHA16集合,核验动作层级,人工最小核验动作,自动可继续推进动作,页列主阻断,页列建议下一步动作,关联64小包数量,关联64小包类型分布,完成条件,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
FIRSTNEXT-0f90723e1d8235e2,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,61,FIRSTDETAIL-400b9fb6c1658bc2,FIRSTEVID-0b654cdca88174aa,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-03be14d5008a95f0,G-2432826275c85956,A033,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,3,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,3,0,0,S3-同校已有结构化或diff线索可作核页提示,b0830e7ae227d08b,N5-多源一致仍待湖北官方侧,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,3,P0候选冲突×1；P1缺候选或需看图×1；P2候选一致但未闭环×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-93f60a343afbbe82,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,62,FIRSTDETAIL-4a2ece3f20087581,FIRSTEVID-44742cd0581eb163,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-fddc2e8a1a4582a1,G-2432826275c85956,A033,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,3,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,3,0,0,S3-同校已有结构化或diff线索可作核页提示,b0830e7ae227d08b,N5-多源一致仍待湖北官方侧,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,3,P0候选冲突×1；P1缺候选或需看图×1；P2候选一致但未闭环×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-f4e5fd851d9993d1,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,63,FIRSTDETAIL-c44867e8ce0e0774,FIRSTEVID-1dd4dd92b00e8231,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-d52b9b951aa3b3b1,G-2432826275c85956,A033,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,3,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,3,0,0,S3-同校已有结构化或diff线索可作核页提示,b0830e7ae227d08b,N5-多源一致仍待湖北官方侧,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,3,P0候选冲突×1；P1缺候选或需看图×1；P2候选一致但未闭环×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-73f80e87a471bcc6,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,64,FIRSTDETAIL-d3d836a7f7b9fd39,FIRSTEVID-32dc3fa4e64dc88f,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-1fb605576ebe5318,G-df1242f8618d3971,A033,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P2-有PDFOCR提示，仍待PDF原页人工确认,O1-PDFOCR与高校辅证有一致字段但仍待官方闭环,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C2-多源有一致线索，仍待湖北官方侧闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,false,false,false,H2-已有PDFOCR候选,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,ocr_plan_missing_official_available,3,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,3,0,0,S3-同校已有结构化或diff线索可作核页提示,b0830e7ae227d08b,N5-多源一致仍待湖北官方侧,保留多源一致线索，但必须等湖北官方侧确认后才能评估写回。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,3,P0候选冲突×1；P1缺候选或需看图×1；P2候选一致但未闭环×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-6206968b9e6d8d65,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,65,FIRSTDETAIL-449c8df99faf6a51,FIRSTEVID-a05156f629fe265a,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-83af574ae53d478b,G-df1242f8618d3971,A033,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,H4-无候选需人工看图,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,,3,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,3,0,0,S3-同校已有结构化或diff线索可作核页提示,b0830e7ae227d08b,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,3,P0候选冲突×1；P1缺候选或需看图×1；P2候选一致但未闭环×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-45cc7aa15e480169,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,66,FIRSTDETAIL-86668a1fef0683e3,FIRSTEVID-c2c44ab4d71bc82e,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-03be14d5008a95f0,G-2432826275c85956,A033,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,H4-无候选需人工看图,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,,3,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,3,0,0,S3-同校已有结构化或diff线索可作核页提示,b0830e7ae227d08b,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,3,P0候选冲突×1；P1缺候选或需看图×1；P2候选一致但未闭环×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-90c9b96326d28b08,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,67,FIRSTDETAIL-c3ce91b769f888ee,FIRSTEVID-8375e4adb2d2f11f,FIRSTPAGE-ffc90431edf15154,18,left,018-left,M-1fb605576ebe5318,G-df1242f8618d3971,A033,P0人工字段任务,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,H4-无候选需人工看图,C1-官网补缺候选但禁止自动写回,fill_candidate,has_reusable_2026_hubei_plan_source,,3,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,3,0,0,S3-同校已有结构化或diff线索可作核页提示,b0830e7ae227d08b,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,3,P0候选冲突×1；P1缺候选或需看图×1；P2候选一致但未闭环×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-a4df618add4d4e23,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,68,FIRSTDETAIL-a19646da8920400b,FIRSTEVID-f14b6041d618be5e,FIRSTPAGE-f58ca9d1af902d1a,37,left,037-left,M-a85b56dac30243b2,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,专业计划数；学费；再选科目,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,true,true,true,true,H0-PDFOCR与高校辅证冲突,C0-冲突先核PDF原页和湖北官方系统,conflict_review,has_reusable_2026_hubei_plan_source,mismatch,4,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,4,0,0,S3-同校已有结构化或diff线索可作核页提示,56a73fe94c5eb95a,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,3,P0候选冲突×1；P1缺候选或需看图×1；P3候选需人工确认×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-7d87bcaa00b64343,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,69,FIRSTDETAIL-f6c5e0b8b2a20f9b,FIRSTEVID-e1dab0a56c97e5d7,FIRSTPAGE-f58ca9d1af902d1a,37,left,037-left,M-f7fc1e53365bb4e8,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,专业计划数,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C3-仅PDFOCR候选，需人工核页,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,false,false,false,false,H2-已有PDFOCR候选,C7-官网源未匹配专业需人工确认专业名,unmatched,has_reusable_2026_hubei_plan_source,not_covered,4,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,4,0,0,S3-同校已有结构化或diff线索可作核页提示,56a73fe94c5eb95a,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,3,P0候选冲突×1；P1缺候选或需看图×1；P3候选需人工确认×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-4745fb7aa29c4a1a,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,70,FIRSTDETAIL-fd40ac2674b02354,FIRSTEVID-d22643f6a5763291,FIRSTPAGE-f58ca9d1af902d1a,37,left,037-left,M-8364fe2b149b7735,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,专业计划数；学费,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C3-仅PDFOCR候选，需人工核页,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,true,false,false,false,false,false,H2-已有PDFOCR候选,C7-官网源未匹配专业需人工确认专业名,unmatched,has_reusable_2026_hubei_plan_source,not_covered,4,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,4,0,0,S3-同校已有结构化或diff线索可作核页提示,56a73fe94c5eb95a,N4-PDFOCR候选人工确认,按PDFOCR候选逐项人工确认，不能自动写回。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,3,P0候选冲突×1；P1缺候选或需看图×1；P3候选需人工确认×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
FIRSTNEXT-58031fc97d2bff18,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-page-side-summary.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/exports/issue19-next-closure-family-review-v1-first-closure-action-pack.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_next_action_matrix,第一闭环明细任务,逐任务×下一步核验动作×同校高校源状态,false,false,false,false,false,false,false,false,71,FIRSTDETAIL-221bcc4dcd21e125,FIRSTEVID-34fd9547ba0494c8,FIRSTPAGE-f58ca9d1af902d1a,37,left,037-left,M-4cd6e063565dd7c0,G-9fca3ce8b2adbf9c,A135,P0人工字段任务,再选科目,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,false,false,false,false,true,true,H4-无候选需人工看图,C2-强辅证抽检并等待湖北官方闭环,strong_support,has_reusable_2026_hubei_plan_source,,4,L3-已有湖北物理结构化或候选diff线索,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页；P3-A3已有diff或湖北物理结构化线索,4,0,0,S3-同校已有结构化或diff线索可作核页提示,56a73fe94c5eb95a,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,可把同校结构化或diff线索接入核页提示，不允许替代湖北官方计划。,B0-PDFOCR与高校辅证冲突,先按私有页列材料核PDF原页；冲突字段必须双人复核，并等待湖北官方侧记录后再判定。,3,P0候选冲突×1；P1缺候选或需看图×1；P3候选需人工确认×1,PDF原页、湖北官方侧、必要高校辅证和双人复核记录完成后，仍需人工评估是否可写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存公开状态桶、计数、ID和SHA，不保存学校专业明细、字段明细值、识别正文、人工记录或私有路径。
