教育部名单行ID,来源教育部页面URL,来源教育部附件URL,教育部名单发布日期,教育部名单截至日期,序号,省份分组,学校名称,学校标识码,主管部门,所在地,办学层次,备注,名单层级,学校名称规范键
MOESCHOOL-3664bcbd899d7dad,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1346,江西省,江西洪州职业学院,4136014505,江西省教育厅,宜春市,专科,民办,全国普通高等学校名单,江西洪州职业学院
MOESCHOOL-1e04f4bbec71db33,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1347,江西省,江西师范高等专科学校,4136014537,江西省,鹰潭市,专科,,全国普通高等学校名单,江西师范高等专科学校
MOESCHOOL-5e7d520f3af2cc16,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1348,江西省,南昌影视传播职业学院,4136014544,江西省教育厅,南昌市,专科,民办,全国普通高等学校名单,南昌影视传播职业学院
MOESCHOOL-6371d91529b31681,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1349,江西省,赣南卫生健康职业学院,4136014569,江西省,赣州市,专科,,全国普通高等学校名单,赣南卫生健康职业学院
MOESCHOOL-773cf2f271ca702b,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1350,江西省,萍乡卫生职业学院,4136014656,江西省,萍乡市,专科,,全国普通高等学校名单,萍乡卫生职业学院
MOESCHOOL-0e208456d916d8e9,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1351,江西省,江西婺源茶业职业学院,4136014657,江西省,上饶市,专科,,全国普通高等学校名单,江西婺源茶业职业学院
MOESCHOOL-a192a0c2cab61368,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1352,江西省,赣州职业技术学院,4136014665,江西省,赣州市,专科,,全国普通高等学校名单,赣州职业技术学院
MOESCHOOL-e17eb7dfaf50df3a,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1353,江西省,南昌健康职业技术学院,4136014705,江西省,南昌市,专科,,全国普通高等学校名单,南昌健康职业技术学院
MOESCHOOL-e0f3764314d9e517,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1354,江西省,九江理工职业学院,4136014706,江西省教育厅,九江市,专科,民办,全国普通高等学校名单,九江理工职业学院
MOESCHOOL-1a7e7bee96815ae4,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1355,江西省,和君职业学院,4136014748,江西省教育厅,赣州市,专科,民办,全国普通高等学校名单,和君职业学院
MOESCHOOL-c29e976c95378885,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1356,江西省,吉安幼儿师范高等专科学校,4136014807,江西省,吉安市,专科,,全国普通高等学校名单,吉安幼儿师范高等专科学校
MOESCHOOL-eef48e9fe2f563bd,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1357,江西省,上饶卫生健康职业学院,4136014808,江西省,上饶市,专科,,全国普通高等学校名单,上饶卫生健康职业学院
MOESCHOOL-a2ac766993ca34d4,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1358,江西省,江西樟树中医药职业学院,4136014837,江西省教育厅,宜春市,专科,民办,全国普通高等学校名单,江西樟树中医药职业学院
MOESCHOOL-45fb928f45a6bc40,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1359,江西省,赣东职业技术学院,4136014856,江西省教育厅,抚州市,专科,民办,全国普通高等学校名单,赣东职业技术学院
MOESCHOOL-b3cdfce31fc37144,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1360,江西省,江西电子信息职业技术学院,4136014906,江西省,南昌市,专科,,全国普通高等学校名单,江西电子信息职业技术学院
MOESCHOOL-4104e04a7b705d6d,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1361,江西省,鹰潭卫生职业学院,4136014907,江西省教育厅,鹰潭市,专科,民办,全国普通高等学校名单,鹰潭卫生职业学院
MOESCHOOL-d5d447d32a0c4820,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1362,江西省,九江卫生健康职业学院,4136014919,江西省,九江市,专科,,全国普通高等学校名单,九江卫生健康职业学院
MOESCHOOL-40c49b7859e1b16b,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1363,江西省,新余职业技术学院,4136014920,江西省,新余市,专科,,全国普通高等学校名单,新余职业技术学院
MOESCHOOL-987c6c3b1b305f5f,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1364,江西省,赣州起元职业学院,4136014921,江西省教育厅,赣州市,专科,民办,全国普通高等学校名单,赣州起元职业学院
MOESCHOOL-2a2c5f723228a73e,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1365,江西省,赣州远恒佳职业学院,4136014922,江西省教育厅,赣州市,专科,民办,全国普通高等学校名单,赣州远恒佳职业学院
MOESCHOOL-0baa544394d5e77e,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1366,山东省,山东大学,4137010422,教育部,济南市,本科,,全国普通高等学校名单,山东大学
MOESCHOOL-b9e591915eeef525,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1367,山东省,中国海洋大学,4137010423,教育部,青岛市,本科,,全国普通高等学校名单,中国海洋大学
MOESCHOOL-8141ec22b236a039,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1368,山东省,山东科技大学,4137010424,山东省,青岛市,本科,,全国普通高等学校名单,山东科技大学
MOESCHOOL-6c02014e3ad32230,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1369,山东省,中国石油大学（华东）,4137010425,教育部,青岛市,本科,,全国普通高等学校名单,中国石油大学（华东）
MOESCHOOL-4229a1c0f32e5497,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1370,山东省,青岛科技大学,4137010426,山东省,青岛市,本科,,全国普通高等学校名单,青岛科技大学
MOESCHOOL-d5e516137a1f7fcf,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1371,山东省,济南大学,4137010427,山东省,济南市,本科,,全国普通高等学校名单,济南大学
MOESCHOOL-63ecb5ab151f8e21,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1372,山东省,青岛理工大学,4137010429,山东省,青岛市,本科,,全国普通高等学校名单,青岛理工大学
MOESCHOOL-6a59f09e57f7114b,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1373,山东省,山东建筑大学,4137010430,山东省,济南市,本科,,全国普通高等学校名单,山东建筑大学
MOESCHOOL-1c00ac8a80c41411,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1374,山东省,齐鲁工业大学,4137010431,山东省,济南市,本科,,全国普通高等学校名单,齐鲁工业大学
MOESCHOOL-2c293e5b5a90c1d2,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1375,山东省,山东理工大学,4137010433,山东省,淄博市,本科,,全国普通高等学校名单,山东理工大学
MOESCHOOL-e9209bfdd3ad3f26,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1376,山东省,山东农业大学,4137010434,山东省,泰安市,本科,,全国普通高等学校名单,山东农业大学
MOESCHOOL-9af10de15fdc8c49,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1377,山东省,青岛农业大学,4137010435,山东省,青岛市,本科,,全国普通高等学校名单,青岛农业大学
MOESCHOOL-687c0cfaebf2b556,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1378,山东省,山东第二医科大学,4137010438,山东省,潍坊市,本科,,全国普通高等学校名单,山东第二医科大学
MOESCHOOL-3d5f18b1fec12de0,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1379,山东省,山东第一医科大学,4137010439,山东省,济南市,本科,,全国普通高等学校名单,山东第一医科大学
MOESCHOOL-8227a555d2c94ec7,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1380,山东省,滨州医学院,4137010440,山东省,滨州市,本科,,全国普通高等学校名单,滨州医学院
MOESCHOOL-d3e7a6c9075844cd,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1381,山东省,山东中医药大学,4137010441,山东省,济南市,本科,,全国普通高等学校名单,山东中医药大学
MOESCHOOL-411d26f65aa3ebb8,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1382,山东省,济宁医学院,4137010443,山东省,济宁市,本科,,全国普通高等学校名单,济宁医学院
MOESCHOOL-ae36b5626f93a11b,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1383,山东省,山东师范大学,4137010445,山东省,济南市,本科,,全国普通高等学校名单,山东师范大学
MOESCHOOL-6ee08400e809af22,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1384,山东省,曲阜师范大学,4137010446,山东省,济宁市,本科,,全国普通高等学校名单,曲阜师范大学
MOESCHOOL-b753181adf521ca8,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1385,山东省,聊城大学,4137010447,山东省,聊城市,本科,,全国普通高等学校名单,聊城大学
MOESCHOOL-cb7f85006055c879,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1386,山东省,德州学院,4137010448,山东省,德州市,本科,,全国普通高等学校名单,德州学院
MOESCHOOL-a4a4932c387e0c1a,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1387,山东省,山东航空学院,4137010449,山东省,滨州市,本科,,全国普通高等学校名单,山东航空学院
MOESCHOOL-2080070ce28d165b,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1388,山东省,鲁东大学,4137010451,山东省,烟台市,本科,,全国普通高等学校名单,鲁东大学
MOESCHOOL-ff4fdbacac0c0d87,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1389,山东省,临沂大学,4137010452,山东省,临沂市,本科,,全国普通高等学校名单,临沂大学
MOESCHOOL-389a308e3c46e697,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1390,山东省,泰山学院,4137010453,山东省,泰安市,本科,,全国普通高等学校名单,泰山学院
MOESCHOOL-58626f24130e298b,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1391,山东省,济宁学院,4137010454,山东省,济宁市,本科,,全国普通高等学校名单,济宁学院
MOESCHOOL-88463ef896e67d7e,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1392,山东省,菏泽学院,4137010455,山东省,菏泽市,本科,,全国普通高等学校名单,菏泽学院
MOESCHOOL-5c005eb467f7afc7,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1393,山东省,山东财经大学,4137010456,山东省,济南市,本科,,全国普通高等学校名单,山东财经大学
MOESCHOOL-6bb029afc7489ee5,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1394,山东省,山东体育学院,4137010457,山东省,济南市,本科,,全国普通高等学校名单,山东体育学院
MOESCHOOL-892844b4e653fdd4,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1395,山东省,山东艺术学院,4137010458,山东省,济南市,本科,,全国普通高等学校名单,山东艺术学院
MOESCHOOL-b4c1ca79049ed3d2,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1396,山东省,齐鲁医药学院,4137010825,山东省教育厅,淄博市,本科,民办,全国普通高等学校名单,齐鲁医药学院
MOESCHOOL-263bf8784f075db9,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1397,山东省,青岛滨海学院,4137010868,山东省教育厅,青岛市,本科,民办,全国普通高等学校名单,青岛滨海学院
MOESCHOOL-c66323d7fb0112d0,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1398,山东省,枣庄学院,4137010904,山东省,枣庄市,本科,,全国普通高等学校名单,枣庄学院
MOESCHOOL-d76e959d935e4657,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1399,山东省,山东工艺美术学院,4137010908,山东省,济南市,本科,,全国普通高等学校名单,山东工艺美术学院
MOESCHOOL-713ee99a315bb75e,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1400,山东省,青岛大学,4137011065,山东省,青岛市,本科,,全国普通高等学校名单,青岛大学
MOESCHOOL-48d96bd3c696aac1,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1401,山东省,烟台大学,4137011066,山东省,烟台市,本科,,全国普通高等学校名单,烟台大学
MOESCHOOL-0cf44c7c09cc13c2,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1402,山东省,潍坊学院,4137011067,山东省,潍坊市,本科,,全国普通高等学校名单,潍坊学院
MOESCHOOL-c7a98744392405cc,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1403,山东省,山东警察学院,4137011324,山东省,济南市,本科,,全国普通高等学校名单,山东警察学院
MOESCHOOL-1cd728719f991144,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1404,山东省,山东交通学院,4137011510,山东省,济南市,本科,,全国普通高等学校名单,山东交通学院
MOESCHOOL-c88dae58a9058e34,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1405,山东省,山东工商学院,4137011688,山东省,烟台市,本科,,全国普通高等学校名单,山东工商学院
MOESCHOOL-3460c3b0cc116f04,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1406,山东省,山东女子学院,4137012331,山东省,济南市,本科,,全国普通高等学校名单,山东女子学院
MOESCHOOL-3576d3390a0362e2,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1407,山东省,烟台南山学院,4137012332,山东省教育厅,烟台市,本科,民办,全国普通高等学校名单,烟台南山学院
MOESCHOOL-b7cccfe0704bb650,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1408,山东省,潍坊科技学院,4137012843,山东省教育厅,潍坊市,本科,民办,全国普通高等学校名单,潍坊科技学院
MOESCHOOL-97ff71dcb7b263f7,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1409,山东省,山东英才学院,4137013006,山东省教育厅,济南市,本科,民办,全国普通高等学校名单,山东英才学院
MOESCHOOL-7ce8853b86f7b0a0,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1410,山东省,青岛恒星科技学院,4137013015,山东省教育厅,青岛市,本科,民办,全国普通高等学校名单,青岛恒星科技学院
MOESCHOOL-00b117e4d9e6b155,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1411,山东省,青岛黄海学院,4137013320,山东省教育厅,青岛市,本科,民办,全国普通高等学校名单,青岛黄海学院
MOESCHOOL-25eded5db2b66170,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1412,山东省,山东现代学院,4137013322,山东省教育厅,济南市,本科,民办,全国普通高等学校名单,山东现代学院
MOESCHOOL-081675eac42d9815,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1413,山东省,山东协和学院,4137013324,山东省教育厅,济南市,本科,民办,全国普通高等学校名单,山东协和学院
MOESCHOOL-48045d26ac1c1c03,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1414,山东省,山东工程职业技术大学,4137013356,山东省教育厅,济南市,本科,民办,全国普通高等学校名单,山东工程职业技术大学
MOESCHOOL-de28c21156ea0747,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1415,山东省,烟台理工学院,4137013359,山东省教育厅,烟台市,本科,民办,全国普通高等学校名单,烟台理工学院
MOESCHOOL-b1ac4e0ae808e96c,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1416,山东省,聊城大学东昌学院,4137013373,山东省教育厅,聊城市,本科,民办,全国普通高等学校名单,聊城大学东昌学院
MOESCHOOL-70adf6810551cbac,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1417,山东省,青岛城市学院,4137013378,山东省教育厅,青岛市,本科,民办,全国普通高等学校名单,青岛城市学院
MOESCHOOL-b585216908b73152,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1418,山东省,潍坊理工学院,4137013379,山东省教育厅,潍坊市,本科,民办,全国普通高等学校名单,潍坊理工学院
MOESCHOOL-c70bd364666f6d59,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1419,山东省,山东财经大学燕山学院,4137013383,山东省教育厅,济南市,本科,民办,全国普通高等学校名单,山东财经大学燕山学院
MOESCHOOL-058f84852d076648,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1420,山东省,山东石油化工学院,4137013386,山东省,东营市,本科,,全国普通高等学校名单,山东石油化工学院
MOESCHOOL-3991e3e367562c78,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1421,山东省,山东外国语职业技术大学,4137013387,山东省教育厅,日照市,本科,民办,全国普通高等学校名单,山东外国语职业技术大学
MOESCHOOL-5aff00232d2f91d4,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1422,山东省,泰山科技学院,4137013624,山东省教育厅,泰安市,本科,民办,全国普通高等学校名单,泰山科技学院
