P0Top3字段公开账本ID,来源P0Top3公开复核包台账,来源P0Top3私有字段核验表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,是否允许字段写回,字段总序,P0Top3公开复核包ID,核验包编号,页码版面,来源页码,版面列,字段名,字段候选关系桶,PDFOCR字段候选状态,高校辅证字段候选状态,是否需要双人复核,是否需要人工看图,PDF原页待记录状态,湖北官方待记录状态,高校辅证待记录状态,三方一致性状态,字段事实写回状态,来源任务ID_SHA256,来源专业行ID_SHA256,来源院校代码_SHA256,来源专业组代码_SHA256,来源专业代号_SHA256,私有字段核验表证据编号,私有字段核验表_SHA256,私有字段线索_SHA256,下一步,公开安全边界
P0TOP3FPUB-54f6b6ffe38a7ee1,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,11,P0TOP3PACK-32e62d3ca104776a,FCACT-21bf5d03c4063f0e,135-left,135,left,学费,R1-候选一致,has_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,735610b28bfbcb87bd2f520fcc416d72c7845f708bb869e1cddc930e693996ae,0eee230accca443035b37165e0814f27c9d0b9125a4b478669c487c6965bce49,8920ff86c3af081e4efcebbb38909382d0dd51e833119e5677b29bc48903ce2e,d5ebc778cebfc14a7c34f24792f2c9f798b9234d77080606bf24cd902e71626c,19b100ab7725c612f3d80ff203ca53cea5cadaafae3bf0f88f0fb4089fe08815,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,624a11761483402ca804617d206e3905e38fe35b67683cc6f534b97d663fbc21,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-93ebb4ab05054f00,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,12,P0TOP3PACK-32e62d3ca104776a,FCACT-21bf5d03c4063f0e,135-left,135,left,专业计划数,R0-候选冲突,has_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,b8767ff2c8fb8760b90d46f9abd0086c7a7138fdaec8a63b660a623c01e4c1d0,e7d444aee6c1a241ef8ab94223daa7ad7f6ecd813df36842619e9601fdaa6b64,8920ff86c3af081e4efcebbb38909382d0dd51e833119e5677b29bc48903ce2e,d5ebc778cebfc14a7c34f24792f2c9f798b9234d77080606bf24cd902e71626c,323783be9a53a31e158ec9600626a4703e99f4e183bc1acb8772cbdf5c3a1ece,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,d5bc60b36d6114a569409893213dcdc00cc21dfcaceca50711b003f7a47b89d7,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-cad144f8fea4395e,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,13,P0TOP3PACK-32e62d3ca104776a,FCACT-21bf5d03c4063f0e,135-left,135,left,学费,R3-仅高校辅证候选,missing_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,b8767ff2c8fb8760b90d46f9abd0086c7a7138fdaec8a63b660a623c01e4c1d0,e7d444aee6c1a241ef8ab94223daa7ad7f6ecd813df36842619e9601fdaa6b64,8920ff86c3af081e4efcebbb38909382d0dd51e833119e5677b29bc48903ce2e,d5ebc778cebfc14a7c34f24792f2c9f798b9234d77080606bf24cd902e71626c,323783be9a53a31e158ec9600626a4703e99f4e183bc1acb8772cbdf5c3a1ece,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,80d73bb16c2befdbf3b2a4a7216d98209848934e5f184d896871bef255495545,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-c93b74bdee47c71d,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,14,P0TOP3PACK-32e62d3ca104776a,FCACT-21bf5d03c4063f0e,135-left,135,left,专业计划数,R0-候选冲突,has_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,34f5085c95ff9570c5fd20c5e2a5a3e58dde3656f85b1b606e3717abe334a307,422cf4042968d5c3257be1a5808121cab38aba611a357a71c6624c57f88e04ca,8920ff86c3af081e4efcebbb38909382d0dd51e833119e5677b29bc48903ce2e,d5ebc778cebfc14a7c34f24792f2c9f798b9234d77080606bf24cd902e71626c,3514acf61732f662da19625f7fe781c3e483f2dce8506012f3bb393f5003e105,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,4628253791623ba31f7b5dd3b8adea3ff193c4fbb7c22f434f17d9d825fd6be5,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-4b7af986997fb2c0,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,15,P0TOP3PACK-32e62d3ca104776a,FCACT-21bf5d03c4063f0e,135-left,135,left,学费,R3-仅高校辅证候选,missing_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,34f5085c95ff9570c5fd20c5e2a5a3e58dde3656f85b1b606e3717abe334a307,422cf4042968d5c3257be1a5808121cab38aba611a357a71c6624c57f88e04ca,8920ff86c3af081e4efcebbb38909382d0dd51e833119e5677b29bc48903ce2e,d5ebc778cebfc14a7c34f24792f2c9f798b9234d77080606bf24cd902e71626c,3514acf61732f662da19625f7fe781c3e483f2dce8506012f3bb393f5003e105,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,1c717f605c88cc253e5ee1ebfc6b18e23e1c9efc91704fe960209fe8785a5169,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-ef324054795293f1,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,16,P0TOP3PACK-32e62d3ca104776a,FCACT-21bf5d03c4063f0e,135-left,135,left,专业计划数,R0-候选冲突,has_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,be249e0ca1fd78b2f606c5acbbb3f0b887155152a3c5b59f0a3acd7d6937383c,367e208ed72bacb48c47b2e129bf49d281578db08f10515a294452318d508c99,8920ff86c3af081e4efcebbb38909382d0dd51e833119e5677b29bc48903ce2e,d5ebc778cebfc14a7c34f24792f2c9f798b9234d77080606bf24cd902e71626c,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,01afcd042b5c08cecdee3aedc2d3e9a5a172615f8e360fe17acac7c5c85d1ce7,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-551b844d5be56598,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,17,P0TOP3PACK-32e62d3ca104776a,FCACT-21bf5d03c4063f0e,135-left,135,left,学费,R3-仅高校辅证候选,missing_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,be249e0ca1fd78b2f606c5acbbb3f0b887155152a3c5b59f0a3acd7d6937383c,367e208ed72bacb48c47b2e129bf49d281578db08f10515a294452318d508c99,8920ff86c3af081e4efcebbb38909382d0dd51e833119e5677b29bc48903ce2e,d5ebc778cebfc14a7c34f24792f2c9f798b9234d77080606bf24cd902e71626c,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,b9b6078eccd55a2ac93e68adce8f08e77a9d8a73a7e8c5a4f5d1dc6c1561a696,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-2f87996a9445be81,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,18,P0TOP3PACK-32e62d3ca104776a,FCACT-21bf5d03c4063f0e,135-left,135,left,专业计划数,R0-候选冲突,has_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,0990afbd463193fde1abcaddc918b56d5c2ef33d3115a295b19115fe252c6741,92413bb1929d8a2cdb083facce95f524d5c037f390281a0a4ee46ac612f1226f,8920ff86c3af081e4efcebbb38909382d0dd51e833119e5677b29bc48903ce2e,d5ebc778cebfc14a7c34f24792f2c9f798b9234d77080606bf24cd902e71626c,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,78a01d5472aea0b57ffa213713843aebbc3bd595d9b014d7ea8d15500c3d1d15,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-60475da3d37f754d,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,19,P0TOP3PACK-32e62d3ca104776a,FCACT-21bf5d03c4063f0e,135-left,135,left,学费,R3-仅高校辅证候选,missing_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,0990afbd463193fde1abcaddc918b56d5c2ef33d3115a295b19115fe252c6741,92413bb1929d8a2cdb083facce95f524d5c037f390281a0a4ee46ac612f1226f,8920ff86c3af081e4efcebbb38909382d0dd51e833119e5677b29bc48903ce2e,d5ebc778cebfc14a7c34f24792f2c9f798b9234d77080606bf24cd902e71626c,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,0e076bc50a997057857887ce2a8b2dec497ff0b939c305880da305fd8f8eeb86,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-927daf0b99a1ae16,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,20,P0TOP3PACK-32e62d3ca104776a,FCACT-21bf5d03c4063f0e,135-left,135,left,专业计划数,R0-候选冲突,has_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,4c8fd315061d4e7ecd4a97cc3218b7afab2eaefe06f1bf846206047e905629da,4d37100d01389c5bd9777e19c324dc5d6efcaf0ce093cea857ba07943c779e30,8920ff86c3af081e4efcebbb38909382d0dd51e833119e5677b29bc48903ce2e,d5ebc778cebfc14a7c34f24792f2c9f798b9234d77080606bf24cd902e71626c,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,6e5d46047c1f42a4cb1be653d4dc8a66544be0dac00c172cb866de184576d2e8,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-b12d1df7623a2619,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,21,P0TOP3PACK-32e62d3ca104776a,FCACT-21bf5d03c4063f0e,135-left,135,left,学费,R3-仅高校辅证候选,missing_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,4c8fd315061d4e7ecd4a97cc3218b7afab2eaefe06f1bf846206047e905629da,4d37100d01389c5bd9777e19c324dc5d6efcaf0ce093cea857ba07943c779e30,8920ff86c3af081e4efcebbb38909382d0dd51e833119e5677b29bc48903ce2e,d5ebc778cebfc14a7c34f24792f2c9f798b9234d77080606bf24cd902e71626c,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,a6015fc810bcde0305c699160cd34e3202201f97089a8ed33898a981d68d5c61,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-d2a9b110dd2f730c,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,22,P0TOP3PACK-23545f17fe4ed28d,FCACT-56baf683f0f6fdff,199-left,199,left,专业计划数,R0-候选冲突,has_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,9e00266a6a98ba04ca2bfcee0dbf2c9fae514043f4e8cae88b8f4ca2caf5f52f,16589ed8320c98f0a6cb481428e05405c4811e6f21fca12d84bc092d1d8a55e5,fb61c7c1175189cf58cff97de9b41e013e6e9e75552b765dfb96eaed28d98fb2,942a556b672e8edebdd6d599b4a1eff4481b05e941af4e65b839b2c741f2659f,785f3ec7eb32f30b90cd0fcf3657d388b5ff4297f2f9716ff66e9b69c05ddd09,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,b8e6d4ecf5bcddb052385e17533d95e35c4acb9b2dc64c934c3442a538726dd3,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-8a9bbf8096ba00cd,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,23,P0TOP3PACK-23545f17fe4ed28d,FCACT-56baf683f0f6fdff,199-left,199,left,学费,R3-仅高校辅证候选,missing_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,9e00266a6a98ba04ca2bfcee0dbf2c9fae514043f4e8cae88b8f4ca2caf5f52f,16589ed8320c98f0a6cb481428e05405c4811e6f21fca12d84bc092d1d8a55e5,fb61c7c1175189cf58cff97de9b41e013e6e9e75552b765dfb96eaed28d98fb2,942a556b672e8edebdd6d599b4a1eff4481b05e941af4e65b839b2c741f2659f,785f3ec7eb32f30b90cd0fcf3657d388b5ff4297f2f9716ff66e9b69c05ddd09,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,c7ff3b5da6cf5b63a66270f205080742323c55a53b4f255578a25d28c99ca184,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-29e07c882346c729,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,24,P0TOP3PACK-23545f17fe4ed28d,FCACT-56baf683f0f6fdff,199-left,199,left,再选科目,R0-候选冲突,has_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,9e00266a6a98ba04ca2bfcee0dbf2c9fae514043f4e8cae88b8f4ca2caf5f52f,16589ed8320c98f0a6cb481428e05405c4811e6f21fca12d84bc092d1d8a55e5,fb61c7c1175189cf58cff97de9b41e013e6e9e75552b765dfb96eaed28d98fb2,942a556b672e8edebdd6d599b4a1eff4481b05e941af4e65b839b2c741f2659f,785f3ec7eb32f30b90cd0fcf3657d388b5ff4297f2f9716ff66e9b69c05ddd09,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,115589a0b4fb45ca3fb67bad1ec4d37d67bb8ff908d725c05f5e62cc6ad8c9c2,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-5dd8b2686d06e48e,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,25,P0TOP3PACK-23545f17fe4ed28d,FCACT-56baf683f0f6fdff,199-left,199,left,专业计划数,R0-候选冲突,has_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,db8789a27789821b174cb29536e318c541b1f584b128e2f786970c622d8b4b1c,92957a4a7b63bc66dd1024f5e2234ba402b41bf3c3d0bd79d6e062e9354becef,fb61c7c1175189cf58cff97de9b41e013e6e9e75552b765dfb96eaed28d98fb2,942a556b672e8edebdd6d599b4a1eff4481b05e941af4e65b839b2c741f2659f,c2356069e9d1e79ca924378153cfbbfb4d4416b1f99d41a2940bfdb66c5319db,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,83282c961be74791e41c3f236dc650e3ae8ba749948634967d74d6efdbeb7523,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-e5f436f48f838067,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,26,P0TOP3PACK-23545f17fe4ed28d,FCACT-56baf683f0f6fdff,199-left,199,left,学费,R3-仅高校辅证候选,missing_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,db8789a27789821b174cb29536e318c541b1f584b128e2f786970c622d8b4b1c,92957a4a7b63bc66dd1024f5e2234ba402b41bf3c3d0bd79d6e062e9354becef,fb61c7c1175189cf58cff97de9b41e013e6e9e75552b765dfb96eaed28d98fb2,942a556b672e8edebdd6d599b4a1eff4481b05e941af4e65b839b2c741f2659f,c2356069e9d1e79ca924378153cfbbfb4d4416b1f99d41a2940bfdb66c5319db,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,3e622a049cc26e78a3916dad1f734844ec915d8d9bde34c8fadcab10733baf15,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
P0TOP3FPUB-4e32f5e28c7c2c46,data/working/issue19-p0-top3-review-packet-public-ledger.csv,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_top3_field_review_public_ledger,逐字段,P0冲突top3×专业行×字段,false,false,false,false,false,27,P0TOP3PACK-23545f17fe4ed28d,FCACT-56baf683f0f6fdff,199-left,199,left,再选科目,R3-仅高校辅证候选,missing_pdfocr_candidate,has_school_evidence_candidate,true,true,pending_private_pdf_field_reading,pending_private_hubei_field_reading,pending_private_school_field_reading,pending_private_three_way_field_confirmation,blocked_until_private_field_readings_complete,db8789a27789821b174cb29536e318c541b1f584b128e2f786970c622d8b4b1c,92957a4a7b63bc66dd1024f5e2234ba402b41bf3c3d0bd79d6e062e9354becef,fb61c7c1175189cf58cff97de9b41e013e6e9e75552b765dfb96eaed28d98fb2,942a556b672e8edebdd6d599b4a1eff4481b05e941af4e65b839b2c741f2659f,c2356069e9d1e79ca924378153cfbbfb4d4416b1f99d41a2940bfdb66c5319db,P0TOP3-PRIVATE-FIELD-REVIEW-CSV,37b6a2e7d08b51c78e33e3168373071a8f3e407169c0fc712851387c4b8f463d,55a91379562c27be12c4b9933b89a1920b2d3763bc61886908e8b7accd57f16e,在私有字段核验表逐字段补PDF原页、湖北官方侧和高校辅证字段值；三方闭环前不得写回。,公开层只保存字段名、状态、关系桶、证据编号和SHA；不保存候选值、人工读数、院校专业明细或复核备注。
