高校源字段回接队列ID,来源W0B0高校源桥接账本,来源第一闭环字段级公开状态,来源第一闭环事实进度公开账本,来源第一闭环核验结果看板,来源高校源进度看板,来源高校源最新对齐账本,来源高校源结构化接入候选账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,回接序号,回接泳道,回接批次,回接动作,W0B0高校源桥接ID,第一闭环字段核验状态ID,第一闭环事实进度公开账本ID,第一闭环核验结果ID,第一闭环事实范围缺口公开账本ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,院校代码,院校名称公开,事实域,事实类型,事实粒度,字段名,字段事实状态,字段核验优先级,字段事实闭环等级,字段事实阻断等级,字段事实缺口类型,核验动作层级,候选提示综合桶,PDFOCR与高校辅证关系桶,OCR提示状态,高校辅证证据状态,冲突状态,三方闭环状态,是否有PDFOCR提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,高校源桥接桶,高校源可作double_check提示,高校源进度任务数,高校源最新对齐任务数,结构化接入候选数,最新高校侧证据层级集合,最新证据来源族集合,来源类型桶集合,建议来源形态集合,来源留存状态集合,下一批推进优先级集合,下一批推进动作集合,最新公开证据集合SHA16集合,结构化接入候选来源类型集合,结构化适配器状态集合,候选diff优先级集合,本地公开证据文件集合SHA16集合,next20结构化湖北物理行数合计,live结构化输出记录数合计,C4C6综合结构化官网证据行数合计,C4C6可生成候选diff明细数合计,C4C6计划数一致候选数合计,C4C6官网可补OCR计划数候选数合计,C4C6计划数冲突候选数合计,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
W0B0FIELDLINK-2d5c0e3ad4b58c7d,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,18,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-30246027dd1acd71,FIRSTFIELDSTATUS-82b80d681a0d78e6,FCFACTPROG-2d5c0e3ad4b58c7d,FIRSTRESULT-b4e6efe55d1d20da,FIRSTSCOPE-474aa99203156821,FIRSTDETAIL-28da3744d1bbd3b1,135-left,135,left,F902,江苏理工学院,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；live；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,0ea58c7176b523bf,,,,,60,0,60,8,0,4,4,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-5e8e3778fb68ee51,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,19,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-ed3d0d8abb7fa2c5,FIRSTFIELDSTATUS-8a06e533823429aa,FCFACTPROG-5e8e3778fb68ee51,FIRSTRESULT-b4e6efe55d1d20da,FIRSTSCOPE-e421b5e74982f10d,FIRSTDETAIL-28da3744d1bbd3b1,135-left,135,left,F902,江苏理工学院,字段事实,字段事实-学费,第一闭环任务×字段,学费,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；live；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,0ea58c7176b523bf,,,,,60,0,60,8,0,4,4,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-a069bc9de910448c,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,20,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-f686562c5aa3482a,FIRSTFIELDSTATUS-76e0e402f88516af,FCFACTPROG-a069bc9de910448c,FIRSTRESULT-be2fd427ba97d27d,FIRSTSCOPE-7318dcdb8cb04b0f,FIRSTDETAIL-726fddd63013332a,135-left,135,left,F902,江苏理工学院,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；live；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,0ea58c7176b523bf,,,,,60,0,60,8,0,4,4,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-63ddf5afcd156068,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,21,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-ee87e26c90c25c5d,FIRSTFIELDSTATUS-86374d79f2894a41,FCFACTPROG-63ddf5afcd156068,FIRSTRESULT-be2fd427ba97d27d,FIRSTSCOPE-19bf840a793e0d77,FIRSTDETAIL-726fddd63013332a,135-left,135,left,F902,江苏理工学院,字段事实,字段事实-学费,第一闭环任务×字段,学费,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；live；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,0ea58c7176b523bf,,,,,60,0,60,8,0,4,4,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-1aaa32d3bfacd3cf,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,22,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-cdc95967b50426bc,FIRSTFIELDSTATUS-dbc7c678f05868f1,FCFACTPROG-1aaa32d3bfacd3cf,FIRSTRESULT-4ce22d006e3a8c89,FIRSTSCOPE-4c83bf09deca4cca,FIRSTDETAIL-9008da4b792e2d9c,135-left,135,left,F902,江苏理工学院,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；live；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,0ea58c7176b523bf,,,,,60,0,60,8,0,4,4,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-89ab308eb1fea7ac,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,23,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-da7c4ac92cf33fed,FIRSTFIELDSTATUS-1cdd1e2e0718932d,FCFACTPROG-89ab308eb1fea7ac,FIRSTRESULT-4ce22d006e3a8c89,FIRSTSCOPE-d0d93c06a3d045c2,FIRSTDETAIL-9008da4b792e2d9c,135-left,135,left,F902,江苏理工学院,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；live；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,0ea58c7176b523bf,,,,,60,0,60,8,0,4,4,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-bce0c5fc2be13622,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,24,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-f231b5ed7ea86008,FIRSTFIELDSTATUS-df63d94b8b1fdf42,FCFACTPROG-bce0c5fc2be13622,FIRSTRESULT-4ce22d006e3a8c89,FIRSTSCOPE-6131c40aa17e5a22,FIRSTDETAIL-9008da4b792e2d9c,135-left,135,left,F902,江苏理工学院,字段事实,字段事实-学费,第一闭环任务×字段,学费,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；live；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,0ea58c7176b523bf,,,,,60,0,60,8,0,4,4,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-2b8cf931aa709fbd,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,25,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-e4bf7352de0cbd29,FIRSTFIELDSTATUS-dce0332a82c06c0a,FCFACTPROG-2b8cf931aa709fbd,FIRSTRESULT-46866228d0600f77,FIRSTSCOPE-5041b716ac6906b8,FIRSTDETAIL-98835066fcfb9b8c,135-left,135,left,F902,江苏理工学院,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；live；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,0ea58c7176b523bf,,,,,60,0,60,8,0,4,4,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-dbed3ee2e87354d4,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,26,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-00339b7dfb374498,FIRSTFIELDSTATUS-88037f85f828f8bc,FCFACTPROG-dbed3ee2e87354d4,FIRSTRESULT-46866228d0600f77,FIRSTSCOPE-f269f651675afee5,FIRSTDETAIL-98835066fcfb9b8c,135-left,135,left,F902,江苏理工学院,字段事实,字段事实-学费,第一闭环任务×字段,学费,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；live；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,0ea58c7176b523bf,,,,,60,0,60,8,0,4,4,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
W0B0FIELDLINK-3799603108b2772a,data/working/issue19-w0-b0-school-source-bridge-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-first-closure-fact-progress-public-ledger.csv,data/working/issue19-first-closure-verification-result-public-ledger.csv,data/working/issue19-school-source-progress-board-public-ledger.csv,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-structured-ingestion-candidates-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_w0_b0_school_source_field_backlink_queue,W0/B0字段事实×高校源double check回接队列,字段事实×院校代码×高校侧证据层级,false,false,false,false,false,false,false,false,27,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,把高校侧结构化或diff线索接到字段事实项，供双人回看PDF原页和湖北官方侧时定位冲突。,W0B0SCHOOL-75cfcf8f201513c3,FIRSTFIELDSTATUS-75ebbb2b36758590,FCFACTPROG-3799603108b2772a,FIRSTRESULT-b46425077713868f,FIRSTSCOPE-feaf4f2b9ff9a501,FIRSTDETAIL-9d2efbd617a42fa2,135-left,135,left,F902,江苏理工学院,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,N0-先双人核PDF原页冲突,H0-PDFOCR与高校辅证冲突,R0-PDFOCR与高校辅证存在冲突,O0-PDFOCR与高校辅证冲突,S1-有高校辅证线索或自动官网任务，待私有辅证记录,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,true,4,4,0,L3-已有湖北物理结构化或候选diff线索,next20；live；c4c6_reuse；c4c6_diff,F0-已有结构化或候选diff线索,公开来源待判定,R0-已有公开来源文件或URL留存,P0-冲突优先回PDF原页和湖北官方侧,整理计划数冲突线索，回第19期PDF原页和湖北官方侧逐项核验。,0ea58c7176b523bf,,,,,60,0,60,8,0,4,4,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,not_final；field_backlink_queue_only；no_field_values；no_private_paths；no_ocr_text；no_recommendation
