G0字段W0W1可执行通道项ID,来源G0字段闭环进度表,来源G0字段补证缺口任务,来源G0字段W0W1开核执行清单,来源G0字段W0W1主动工作板,来源第一闭环证据仲裁总视图,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,执行项序号,证据通道序号,证据通道,证据通道类型,证据通道执行层级,当前执行波次,当前证据动作组,通道执行优先级,G0冲突字段补证缺口任务公开账本ID,G0字段闭环进度ID,G0冲突字段W0W1开核执行清单ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,第一闭环字段核验状态ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,事实域,事实类型,字段名,字段事实状态,候选分层桶,闭环准出阶段,证据缺口任务状态,是否当前可并行执行,当前通道状态,当前阻断桶,PDF原页记录状态,湖北官方记录状态,高校辅证人工核验状态,冲突处理状态,双人复核状态,三方一致性闭环状态,字段确认状态,写回评审状态,必要证据缺口数,字段剩余缺口通道数,高校源可DoubleCheck提示,结构化接入候选数,通道回填状态,解除阻断条件,下一步执行动作,来源缺口任务记录SHA256,来源字段进度记录SHA256,来源开核执行包SHA256,公开安全策略
G0-W0W1-ACTION-ITEM-667dd7a996539e8f,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,74,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,W0-一手证据与辅证采集,A0-补PDF原页记录,01-PDF原页优先,G0FIELDGAPTASK-3f15aa154795a37a,G0-FIELD-PROGRESS-94b8e2a6e9b68efd,G0W0W1LAUNCH-1661034d497fe999,FIRSTSCOPE-5041b716ac6906b8,FIRSTFACT-52c25588f157bbec,FIRSTFIELDSTATUS-dce0332a82c06c0a,FIRSTDETAIL-98835066fcfb9b8c,135-left,135,left,M-4c1c9015c9d9aef3,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_primary_evidence_collection,true,pending_pdf_page_review,G0-缺PDF原页记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,补齐PDF原页记录并保留证据编号和SHA。,打开对应页列私有核页材料，逐字段补PDF原页记录。,e2c3f956a0c210fb7dd64deb81f82265e5c9c15a80f2e8920691312702986292,2a5a3c17609afc9b4f237e9516f19f4d80dc8a4b162e30b11cc50c7db0207def,0f1e06f7943c64a9f12c2026083a5529ef2aae43b9c1213822551a753654f997,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-4f21949cb5bfd49e,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,75,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,W0-一手证据与辅证采集,A0-补PDF原页记录,01-PDF原页优先,G0FIELDGAPTASK-5128c3109bea0c17,G0-FIELD-PROGRESS-93cef95d95eb78ec,G0W0W1LAUNCH-1661034d497fe999,FIRSTSCOPE-f269f651675afee5,FIRSTFACT-8308e13f1a259240,FIRSTFIELDSTATUS-88037f85f828f8bc,FIRSTDETAIL-98835066fcfb9b8c,135-left,135,left,M-4c1c9015c9d9aef3,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,K1-字段缺口有候选待PDF原页和官方核验,C3-仅高校辅证候选需核原页,F1-高校线索回PDF原页,pending_primary_evidence_collection,true,pending_pdf_page_review,G0-缺PDF原页记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,补齐PDF原页记录并保留证据编号和SHA。,打开对应页列私有核页材料，逐字段补PDF原页记录。,9bbf68208b16916ef68c854f84f9bbf23b2cf2330c0c52a2962063ea8426b15c,943cada6b66fc16417ffa07474b42a054943aa2ba1416706700c6fa2f9a4f914,0f1e06f7943c64a9f12c2026083a5529ef2aae43b9c1213822551a753654f997,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-25941f1caf247037,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,76,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,W0-一手证据与辅证采集,A0-补PDF原页记录,01-PDF原页优先,G0FIELDGAPTASK-3263f27cb3214ba0,G0-FIELD-PROGRESS-04e2db694ec106df,G0W0W1LAUNCH-1661034d497fe999,FIRSTSCOPE-feaf4f2b9ff9a501,FIRSTFACT-ffe0ef3f2c7a8f33,FIRSTFIELDSTATUS-75ebbb2b36758590,FIRSTDETAIL-9d2efbd617a42fa2,135-left,135,left,M-e169ec05a319416b,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_primary_evidence_collection,true,pending_pdf_page_review,G0-缺PDF原页记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,补齐PDF原页记录并保留证据编号和SHA。,打开对应页列私有核页材料，逐字段补PDF原页记录。,3dac82cf8695362b0a71b8f2ce1faf736337bad5d8e901850d36f45ee7bf140d,3869e06d79a98446ad17c02a1b12910b8df66ab95126937b222637eefd57805d,0f1e06f7943c64a9f12c2026083a5529ef2aae43b9c1213822551a753654f997,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-87e3838db8bce7bf,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,77,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,W0-一手证据与辅证采集,A0-补PDF原页记录,01-PDF原页优先,G0FIELDGAPTASK-72bb474864f5ca08,G0-FIELD-PROGRESS-e75b9fc52b85ca1c,G0W0W1LAUNCH-1661034d497fe999,FIRSTSCOPE-9f48862bd32fdb9e,FIRSTFACT-1f4225f66f5bd3b5,FIRSTFIELDSTATUS-3c873c6c05e566ff,FIRSTDETAIL-9d2efbd617a42fa2,135-left,135,left,M-e169ec05a319416b,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,K2-OCR候选存在但三方核验未闭环,C1-双侧候选一致但仍待核,F3-补PDF原页基础记录,pending_primary_evidence_collection,true,pending_pdf_page_review,G0-缺PDF原页记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,补齐PDF原页记录并保留证据编号和SHA。,打开对应页列私有核页材料，逐字段补PDF原页记录。,f94a1d2b24002eeca2292103290f206ada0de384d6b9dba8fc2fec4b6685f125,f97111d9c2d055910c82f5134bdec010ec9cf0a5fc9b7441bd2a189bce7a5493,0f1e06f7943c64a9f12c2026083a5529ef2aae43b9c1213822551a753654f997,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-3e6d9c75c66804d3,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,78,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,W0-一手证据与辅证采集,A0-补PDF原页记录,01-PDF原页优先,G0FIELDGAPTASK-7a2a4c326b6e6a9d,G0-FIELD-PROGRESS-1d1f5cd2ff0be8ff,G0W0W1LAUNCH-1661034d497fe999,FIRSTSCOPE-ba2400c007be00aa,FIRSTFACT-4b504c4890acee9b,FIRSTFIELDSTATUS-6ac69d1d05f73a28,FIRSTDETAIL-c38ee9bcbc39ce19,135-left,135,left,M-bf093921a5df7b57,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_primary_evidence_collection,true,pending_pdf_page_review,G0-缺PDF原页记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,补齐PDF原页记录并保留证据编号和SHA。,打开对应页列私有核页材料，逐字段补PDF原页记录。,b4fa8a5495c1b2e89dad6e3737450c3a3ba2c2bf4b56831b03c395a71af8d991,85d16e2c6589a54ca5524a09991b8ed649a396df308ace791707b95166aa2a6e,0f1e06f7943c64a9f12c2026083a5529ef2aae43b9c1213822551a753654f997,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-9fe9fbad1225518c,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,79,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,W0-一手证据与辅证采集,A0-补PDF原页记录,01-PDF原页优先,G0FIELDGAPTASK-28b57722e6a472f5,G0-FIELD-PROGRESS-bf9c36c4c3f2a7e9,G0W0W1LAUNCH-1661034d497fe999,FIRSTSCOPE-6377ffd91f525824,FIRSTFACT-59391cef19af67bc,FIRSTFIELDSTATUS-8e0a9458c5360907,FIRSTDETAIL-c38ee9bcbc39ce19,135-left,135,left,M-bf093921a5df7b57,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,K1-字段缺口有候选待PDF原页和官方核验,C3-仅高校辅证候选需核原页,F1-高校线索回PDF原页,pending_primary_evidence_collection,true,pending_pdf_page_review,G0-缺PDF原页记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,补齐PDF原页记录并保留证据编号和SHA。,打开对应页列私有核页材料，逐字段补PDF原页记录。,76e5e09232f1b9aff63931fe73ff2c0ed74bdfde67b071f39b1aa4b05589d186,f27cbd8ef79ef194ebbdb66f1fca981b9d96f6936f48635d1c66420f1327aa77,0f1e06f7943c64a9f12c2026083a5529ef2aae43b9c1213822551a753654f997,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-424355402243d2cf,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,80,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,W0-一手证据与辅证采集,A0-补PDF原页记录,01-PDF原页优先,G0FIELDGAPTASK-43491f16f29b4a78,G0-FIELD-PROGRESS-950e1ccca112d824,G0W0W1LAUNCH-1661034d497fe999,FIRSTSCOPE-60cb4958ec90cb93,FIRSTFACT-5d1818dc3669f204,FIRSTFIELDSTATUS-6c80a7e09c918d86,FIRSTDETAIL-d3b4542d9cf04623,135-left,135,left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_primary_evidence_collection,true,pending_pdf_page_review,G0-缺PDF原页记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,补齐PDF原页记录并保留证据编号和SHA。,打开对应页列私有核页材料，逐字段补PDF原页记录。,0213a48c1c5266c71375a7989e663b0f21d3458db8930f65434459776bdc7e45,538f58ef7285eb00cb6d62b542adac71d04fd7d9fc137318d6d7508063d817e5,0f1e06f7943c64a9f12c2026083a5529ef2aae43b9c1213822551a753654f997,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-f62a2062421785eb,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,81,01,PDF原页记录,PDF原页核页,E0-PDF原页核页先行,W0-一手证据与辅证采集,A0-补PDF原页记录,01-PDF原页优先,G0FIELDGAPTASK-192eb473a12ea6ca,G0-FIELD-PROGRESS-cef68fe333882b53,G0W0W1LAUNCH-1661034d497fe999,FIRSTSCOPE-2f98d06dc6ca0cbb,FIRSTFACT-3e6d1c4b1133b772,FIRSTFIELDSTATUS-37211c400a23c292,FIRSTDETAIL-d3b4542d9cf04623,135-left,135,left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,K1-字段缺口有候选待PDF原页和官方核验,C3-仅高校辅证候选需核原页,F1-高校线索回PDF原页,pending_primary_evidence_collection,true,pending_pdf_page_review,G0-缺PDF原页记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,补齐PDF原页记录并保留证据编号和SHA。,打开对应页列私有核页材料，逐字段补PDF原页记录。,3363f6c75071792678682ab8b8de6213c6aa14201f1c63932507d687a6700bb7,5188fbf670aefe87475a6b048a14b0fb0227505c947cc0fa0e08f2f7529640bd,0f1e06f7943c64a9f12c2026083a5529ef2aae43b9c1213822551a753654f997,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-424f8987493855a9,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,82,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,W0-一手证据与辅证采集,A1-补湖北官方侧记录,02-湖北官方侧优先,G0FIELDGAPTASK-2625529b3456db86,G0-FIELD-PROGRESS-d5f251542fe43e31,G0W0W1LAUNCH-7441c8a50af7e4da,FIRSTSCOPE-8ab312cd14027fc8,FIRSTFACT-f029e715a7cc7f9b,FIRSTFIELDSTATUS-835295bfa9620449,FIRSTDETAIL-0dada9bf9ecaa6e1,135-left,135,left,M-4b0ca5231b5e0dda,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_primary_evidence_collection,true,pending_hubei_official_plan_review,G1-缺湖北官方记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,补齐湖北官方系统或省招办计划记录并保留证据编号。,按字段事实回查湖北官方侧记录，保留证据编号。,278f558d00b9cf0e179c6984efb1d4d1221afb2e4d29f6754a08112d24e26c83,67ed8ebdb6d5796a0d19955ed4612c739ce42e795301bafe1e2baae8a858ebc2,24dbdb410c48952e0a243a8b2b4399e1a6ebed7c1d5907a0293306df0a5bb438,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-4b5f8f948d17fcc4,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,83,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,W0-一手证据与辅证采集,A1-补湖北官方侧记录,02-湖北官方侧优先,G0FIELDGAPTASK-2a4cc73799b94604,G0-FIELD-PROGRESS-d4f165f2804921c9,G0W0W1LAUNCH-7441c8a50af7e4da,FIRSTSCOPE-18753b9ad3a0efe8,FIRSTFACT-dbc499dac580df72,FIRSTFIELDSTATUS-79b43b92e2ac51c9,FIRSTDETAIL-0dada9bf9ecaa6e1,135-left,135,left,M-4b0ca5231b5e0dda,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,K2-OCR候选存在但三方核验未闭环,C1-双侧候选一致但仍待核,F3-补PDF原页基础记录,pending_primary_evidence_collection,true,pending_hubei_official_plan_review,G1-缺湖北官方记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,补齐湖北官方系统或省招办计划记录并保留证据编号。,按字段事实回查湖北官方侧记录，保留证据编号。,063d958ace1d08257981d6fab4334a26fbb2c87aecd0a4fa8f686e67519e6348,4d869793b8a723e7e2d2c02bc6df0a17ff58208aabfdd6fe9babaca1ec2118bb,24dbdb410c48952e0a243a8b2b4399e1a6ebed7c1d5907a0293306df0a5bb438,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
G0-W0W1-ACTION-ITEM-9dcdfed18985b44a,data/working/issue19-first-closure-g0-field-closure-progress-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-review-launch-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-evidence-adjudication-board-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_field_w0_w1_action_items_v1,G0字段事实×W0W1证据通道,当前可并行执行证据通道项,false,false,false,false,false,false,false,false,false,84,02,湖北官方侧记录,湖北官方或省招办计划核验,E1-湖北官方侧核验,W0-一手证据与辅证采集,A1-补湖北官方侧记录,02-湖北官方侧优先,G0FIELDGAPTASK-bafd8dd16574b317,G0-FIELD-PROGRESS-2c5d243f9a8ebcda,G0W0W1LAUNCH-7441c8a50af7e4da,FIRSTSCOPE-e4964e5da2943b52,FIRSTFACT-bf41213f26357d30,FIRSTFIELDSTATUS-57de7c8b566ea8f1,FIRSTDETAIL-0e930ca33ab1b3b9,135-left,135,left,M-af973281700f5eb7,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,K1-字段缺口有候选待PDF原页和官方核验,C0-双侧候选冲突优先核,F0-先补PDF原页并处理冲突,pending_primary_evidence_collection,true,pending_hubei_official_plan_review,G1-缺湖北官方记录,pending_pdf_page_review,pending_hubei_official_plan_review,school_source_seed_present_pending_manual_review,pending_conflict_resolution,pending_double_review,blocked_missing_pdf,blocked,blocked_until_required_evidence_closed,8,8,true,0,pending_private_evidence_record,补齐湖北官方系统或省招办计划记录并保留证据编号。,按字段事实回查湖北官方侧记录，保留证据编号。,6d4493ffb0d86a2ef37c6f1c8bad98f4d2c5eac57ce67dc15fc39e0f70a05512,b7bf2d56c51045fcca584d907beebc29a37ceac67a9acbd0390b35c2db9649ca,24dbdb410c48952e0a243a8b2b4399e1a6ebed7c1d5907a0293306df0a5bb438,只公开可执行通道、状态、ID和SHA；不公开敏感明细、字段记录或最终志愿建议。
