W0B0执行预填明细公开审计ID,来源W0B0最小人工复核明细,来源第一闭环下一步动作矩阵,来源第一闭环字段确认公开账本,来源第一闭环PDFOCR候选公开审计,来源第一闭环机器坐标候选公开审计,来源W0B0私有预填材料,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,执行预填明细序号,W0B0执行预填包公开审计ID,W0B0最小人工复核包ID,W0B0最小人工复核明细ID,第一闭环事实核验包明细ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,稳定基座第一闭环明细任务ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,事实域,事实类型,事实粒度,字段名,最小复核类型,复核优先级,页列主阻断,核验动作层级,第一闭环下一步动作ID,第一闭环字段确认公开账本ID,第一闭环PDFOCR候选公开审计ID,第一闭环机器坐标候选公开审计ID,PDFOCR提示状态,PDFOCR审阅桶,PDFOCR与高校辅证关系桶,机器坐标提示状态,机器坐标审阅桶,机器坐标关系桶,候选提示综合桶,高校辅证线索状态,湖北官方侧状态,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,私有预填记录状态,私有预填记录证据编号,私有预填记录SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,三方字段一致性状态,字段事实写回状态,最小执行动作,公开安全策略
W0B0EXEITEM-b5194eded268a94c,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,22,W0B0EXEPKT-3d7fe3650f399533,W0B0MANPKT-4377877606819f0d,W0B0MANITEM-007659279ad95516,FIRSTFACTITEM-6456ddf04aa925cd,FIRSTSCOPE-2f98d06dc6ca0cbb,FIRSTFACT-3e6d1c4b1133b772,FIRSTDETAIL-d3b4542d9cf04623,135,left,135-left,M-e61c577465bca697,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-d63b97f3198ab49c,FIRSTFCONF-4e54ace09d0fdb74,FIRSTPDFOCR-4e54ace09d0fdb74,FIRSTMCOORD-4e54ace09d0fdb74,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-b5194eded268a94c,2a06fc20aaba61a7bba11917a9ac6fc21aaf44044e629e61092616135b7164ef,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-f1bf33b82fff4e64,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,23,W0B0EXEPKT-f379853908bcd329,W0B0MANPKT-100fa6274e1d03ed,W0B0MANITEM-0b0911d4e415a833,FIRSTFACTITEM-21aa46d90c687fce,FIRSTSCOPE-3befb66f5f6a788c,,,18,left,018-left,,,,专业组边界,专业组边界事实,PDF页码×版面列×专业组边界,,M0-先核专业组边界,P0,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突×4；N2-机器坐标辅助核PDF原页×5；N3-无稳定候选人工看图×3；N5-多源一致仍待湖北官方侧×5,,,,,page_side_review,,,,,,,page_side_has_school_side_evidence,pending_hubei_official_plan_review,true,true,true,false,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-f1bf33b82fff4e64,2dbe00b6e0290f83937c680495fe4ca9adc1677ca33d5fc10cf6ae84fa7efd50,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核专业组标题、起止、跨页延续和左右栏边界，再处理同页字段事实。,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-65e850c672f43e85,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,24,W0B0EXEPKT-f379853908bcd329,W0B0MANPKT-100fa6274e1d03ed,W0B0MANITEM-5d03094be3f24703,FIRSTFACTITEM-03d8bed3bb335f48,FIRSTSCOPE-d1fa53a49e6555c6,FIRSTFACT-4b5b60a8920eef51,FIRSTDETAIL-0a008f059b306a64,18,left,018-left,M-f588b8040b4edb64,G-2432826275c85956,A033,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-a9159d1aa92823f3,FIRSTFCONF-17761d3776eedd60,FIRSTPDFOCR-17761d3776eedd60,FIRSTMCOORD-17761d3776eedd60,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,false,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-65e850c672f43e85,41586018bd4449bc1c666fccd187ac491ef363b6df85c565922626d67ed52bb4,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-362b2412bda3f464,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,25,W0B0EXEPKT-f379853908bcd329,W0B0MANPKT-100fa6274e1d03ed,W0B0MANITEM-fa72c5589f895910,FIRSTFACTITEM-0ee6a4e144bddcda,FIRSTSCOPE-3b1d59c3184b4139,FIRSTFACT-f4521d23bb9fc30f,FIRSTDETAIL-6e2d3b4c7f4c6ceb,18,left,018-left,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-1a521500255b438c,FIRSTFCONF-83cb8d3b6e656ecc,FIRSTPDFOCR-83cb8d3b6e656ecc,FIRSTMCOORD-83cb8d3b6e656ecc,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-362b2412bda3f464,609a62dc9294e059fadaf94c81626bb67582f968fdf237450ce9b461238392da,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-d5dda92122ffc1d1,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,26,W0B0EXEPKT-f379853908bcd329,W0B0MANPKT-100fa6274e1d03ed,W0B0MANITEM-9db422a8e37dc1b7,FIRSTFACTITEM-6cbf616a91f639f1,FIRSTSCOPE-e56423360a12c9d9,FIRSTFACT-45c9396c88349f1c,FIRSTDETAIL-8bf313b58dad8c1d,18,left,018-left,M-93d6111287b31e95,G-2432826275c85956,A033,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-b7d8920048a359ce,FIRSTFCONF-3942aec82a357e63,FIRSTPDFOCR-3942aec82a357e63,FIRSTMCOORD-3942aec82a357e63,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,false,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-d5dda92122ffc1d1,11433aa497250c5ce81bad96be2708c299483559955d64bfba03bf318809219c,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-d2c7ce41c8919e0a,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,27,W0B0EXEPKT-f379853908bcd329,W0B0MANPKT-100fa6274e1d03ed,W0B0MANITEM-6baa60980993e3d0,FIRSTFACTITEM-4c126d92239bddd7,FIRSTSCOPE-155c4e4beafdecac,FIRSTFACT-e8c001845f65d0cd,FIRSTDETAIL-ab6063ed0b37268b,18,left,018-left,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,字段事实,字段事实-专业计划数,第一闭环任务×字段,专业计划数,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-6c0ad8a0ed7b6459,FIRSTFCONF-bcb1e24de45ad9fc,FIRSTPDFOCR-bcb1e24de45ad9fc,FIRSTMCOORD-bcb1e24de45ad9fc,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,false,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-d2c7ce41c8919e0a,efbee9366685da82847832c49d3ead6fc8fd4b37d895874cc871bf7639bf6409,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-508817a699352827,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,28,W0B0EXEPKT-f379853908bcd329,W0B0MANPKT-100fa6274e1d03ed,W0B0MANITEM-e78d0505f5f5a6ae,FIRSTFACTITEM-e8216e6b08ff4fcf,FIRSTSCOPE-b0bd625edcb32076,FIRSTFACT-5a6ababf37cc2dcd,FIRSTDETAIL-0a008f059b306a64,18,left,018-left,M-f588b8040b4edb64,G-2432826275c85956,A033,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-a9159d1aa92823f3,FIRSTFCONF-17761d3776eedd60,FIRSTPDFOCR-17761d3776eedd60,FIRSTMCOORD-17761d3776eedd60,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,false,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-508817a699352827,a9509e87b23b43b71870b7a42afb785f07c60e15cd34f396bb373e08897d49f3,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-c94b1397b719ba99,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,29,W0B0EXEPKT-f379853908bcd329,W0B0MANPKT-100fa6274e1d03ed,W0B0MANITEM-cb41e46b63f686ed,FIRSTFACTITEM-283db053da24bd40,FIRSTSCOPE-f2757af9ab482a10,FIRSTFACT-1dafb1ef5907de4c,FIRSTDETAIL-6e2d3b4c7f4c6ceb,18,left,018-left,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-1a521500255b438c,FIRSTFCONF-83cb8d3b6e656ecc,FIRSTPDFOCR-83cb8d3b6e656ecc,FIRSTMCOORD-83cb8d3b6e656ecc,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,true,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-c94b1397b719ba99,a0ccf9ecd669f3ff172b02355c3ac2fa3a916b031dc60c933f5f8b3c91c1cbf8,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-f93f398ccc79007b,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,30,W0B0EXEPKT-f379853908bcd329,W0B0MANPKT-100fa6274e1d03ed,W0B0MANITEM-b8cb503d7d11f181,FIRSTFACTITEM-cb505b0c914a20b0,FIRSTSCOPE-177434c3f6ebcd46,FIRSTFACT-68389f4550873cb7,FIRSTDETAIL-8bf313b58dad8c1d,18,left,018-left,M-93d6111287b31e95,G-2432826275c85956,A033,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-b7d8920048a359ce,FIRSTFCONF-3942aec82a357e63,FIRSTPDFOCR-3942aec82a357e63,FIRSTMCOORD-3942aec82a357e63,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,false,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-f93f398ccc79007b,7e487cca180654b17c781c3d195a93fa6abc930f9f6239afb8a0caab50385ed0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-751c4ee3c7f66257,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,31,W0B0EXEPKT-f379853908bcd329,W0B0MANPKT-100fa6274e1d03ed,W0B0MANITEM-c6ed5da6dd05bdb1,FIRSTFACTITEM-a0c6efdd53cd1b00,FIRSTSCOPE-5cf991aa5235b28c,FIRSTFACT-42fb1634a702c4d3,FIRSTDETAIL-ab6063ed0b37268b,18,left,018-left,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,字段事实,字段事实-再选科目,第一闭环任务×字段,再选科目,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-6c0ad8a0ed7b6459,FIRSTFCONF-bcb1e24de45ad9fc,FIRSTPDFOCR-bcb1e24de45ad9fc,FIRSTMCOORD-bcb1e24de45ad9fc,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,false,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-751c4ee3c7f66257,78f6217b69297390ff8819db9833830852343c3275f528d0755f957c5ac845c0,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
W0B0EXEITEM-258c7ffadd066458,data/working/issue19-stable-foundation-first-closure-w0-b0-minimal-manual-items-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,w0_b0_minimal_private_prefill_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_w0_b0_execution_prefill_audit_items,W0-B0最小人工复核事实,最小事实×执行预填状态,false,false,false,false,false,false,false,false,32,W0B0EXEPKT-f379853908bcd329,W0B0MANPKT-100fa6274e1d03ed,W0B0MANITEM-7308f7619f6c83ca,FIRSTFACTITEM-b94122d50485def9,FIRSTSCOPE-5b6f6c1d55978676,FIRSTFACT-d7184b81690c695d,FIRSTDETAIL-0a008f059b306a64,18,left,018-left,M-f588b8040b4edb64,G-2432826275c85956,A033,字段事实,字段事实-学费,第一闭环任务×字段,学费,M1-双人核明确冲突字段,P1,B0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,FIRSTNEXT-a9159d1aa92823f3,FIRSTFCONF-17761d3776eedd60,FIRSTPDFOCR-17761d3776eedd60,FIRSTMCOORD-17761d3776eedd60,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,H0-PDFOCR与高校辅证冲突,has_school_side_evidence,pending_hubei_official_review,true,false,true,true,true,false,private_prefill_seeded_pending_manual_review,W0B0-PRIV-W0B0PRIV-258c7ffadd066458,7572d14a20de1eda4cb31825d67fa39282da748fef31b1c0cb9d0caf9782ecd8,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,pending_three_way_closure,blocked_until_pdf_hubei_school_three_way_closure,先核PDF原页，再核湖北官方侧，最后对照高校辅证,公开层只保存状态、ID、计数和私有记录SHA；学校专业明细、字段读数、OCR正文和人工备注只在private目录。
