第一闭环字段核验状态ID,来源第一闭环下一步动作矩阵,来源字段事实核验任务,来源高校源E0人工回页队列,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,字段状态序号,第一闭环下一步动作ID,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,字段映射状态,字段事实核验任务ID,字段事实状态,字段核验优先级,字段PDF核验状态,字段湖北官方核验状态,字段事实闭环等级,字段事实阻断等级,字段事实缺口类型,PDF原页证据状态,OCR提示状态,机器坐标提示状态,高校辅证证据状态,湖北官方侧状态,冲突状态,三方闭环状态,核验动作层级,执行泳道,同校高校源可用性,同校高校源最高证据层级,同校E0人工回页任务数,同校E0风险桶分布,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,当前阻断原因,下一步核验动作,公开安全策略
FIRSTFIELDSTATUS-ebe2b1abdbbf9dfe,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,49,FIRSTNEXT-4745fb7aa29c4a1a,FIRSTDETAIL-fd40ac2674b02354,FIRSTPAGE-f58ca9d1af902d1a,37,left,037-left,M-8364fe2b149b7735,G-9fca3ce8b2adbf9c,A135,自动官网辅证任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-0a6610bae88c6f38,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,再选科目,P2-有PDFOCR提示，仍待PDF原页人工确认,O3-仅PDFOCR候选待人工核页,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C3-仅PDFOCR候选，需人工核页,pending_private_three_way_field_confirmation,N4-PDFOCR候选人工确认,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M0-计划数冲突或高校侧差异先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,按PDFOCR候选逐项人工确认，不能自动写回。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-6016b8d14b91fbbb,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,50,FIRSTNEXT-7ef007f0ba1c0474,FIRSTDETAIL-134083d40026d857,FIRSTPAGE-38a317f5bf72d0ce,38,right,038-right,M-441e148dafdb4204,G-18a4afd29f398c8c,A141,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-f6a714d5a826b8bd,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q0-字段缺口无候选阻断,再选科目；专业计划数,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N2-机器坐标辅助核PDF原页,E1-计划数补缺或偏大优先核验,SNA-同校不在80条高校源任务内,LX-同校暂无高校源对齐任务,0,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-89d3f31946a069fd,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,51,FIRSTNEXT-976163a85caa764b,FIRSTDETAIL-d98431b572fa7397,FIRSTPAGE-38a317f5bf72d0ce,38,right,038-right,M-6c6bbe1c67c63c2d,G-18a4afd29f398c8c,A141,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-8827a40cc11315cb,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q0-字段缺口无候选阻断,再选科目；专业计划数,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N2-机器坐标辅助核PDF原页,E1-计划数补缺或偏大优先核验,SNA-同校不在80条高校源任务内,LX-同校暂无高校源对齐任务,0,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-02e29eb17c697c01,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,52,FIRSTNEXT-e57cc655e351ba86,FIRSTDETAIL-f4f81445f1154c09,FIRSTPAGE-6877343afbe11307,40,right,040-right,M-bd5236570ff0b18a,G-0982c5e9e2f76632,A145,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-0140aa3ee448ed67,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,SNA-同校不在80条高校源任务内,LX-同校暂无高校源对齐任务,0,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-d3039e6b293a2193,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,53,FIRSTNEXT-37ce754ae0cf5212,FIRSTDETAIL-1c8bc4f8c1ddedbe,FIRSTPAGE-cc413d4ed28b64a8,43,left,043-left,M-a3b3fb4cce94a6b1,G-9eb5729c6ba5bb05,A151,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-9de444685f9f5538,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q0-字段缺口无候选阻断,再选科目；专业计划数；学费,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,SNA-同校不在80条高校源任务内,LX-同校暂无高校源对齐任务,0,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-b6a318f0623edead,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,54,FIRSTNEXT-92edff312412c7b2,FIRSTDETAIL-06bdcbfe6216116c,FIRSTPAGE-b1715d7e0fecab9a,53,right,053-right,M-0948630e9c96d719,G-09c809b3416aa6ab,A185,P0人工字段任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-ec03a3413ae24a5e,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L0-三字段缺口优先阻断,Q1-字段缺口有候选待人工核验,再选科目；专业计划数；学费,P1-有机器坐标提示，仍待PDF原页人工核验,O4-无PDFOCR但有机器坐标提示,M1-有机器坐标提示可辅助定位,S0-无高校字段线索，本任务高校辅证不适用,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N2-机器坐标辅助核PDF原页,E0-冲突异常双人优先核验,SNA-同校不在80条高校源任务内,LX-同校暂无高校源对齐任务,0,,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,按机器坐标提示定位原页字段，完成人工记录后再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-dca5d4ab843e4c17,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,55,FIRSTNEXT-51b32a53f6686730,FIRSTDETAIL-10021805233b3fcd,FIRSTPAGE-4c0f16a37d308b85,56,left,056-left,M-ece9de1329c27d10,G-399026bbf2fbbc18,A195,P0人工字段任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-71d54412a464ff67,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P3-无稳定OCR提示，需人工看PDF原页,O5-无公开OCR候选提示,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C4-无可比候选，需人工看图或随页列闭环,pending_private_three_way_field_confirmation,N3-无稳定候选人工看图,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-61b164cd3c01360a,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,56,FIRSTNEXT-c4463f6f12247e86,FIRSTDETAIL-27b2b164f7a898c0,FIRSTPAGE-4c0f16a37d308b85,56,left,056-left,M-3ef576112ee9a076,G-399026bbf2fbbc18,A195,自动官网辅证任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-ad17290f3cb6b6a5,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-8feddd760c75bcbf,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,57,FIRSTNEXT-c4463f6f12247e86,FIRSTDETAIL-27b2b164f7a898c0,FIRSTPAGE-4c0f16a37d308b85,56,left,056-left,M-3ef576112ee9a076,G-399026bbf2fbbc18,A195,自动官网辅证任务,再选科目,M1-已映射字段事实核验任务,FIELDVERIFY-02dc0b1b543052e4,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-521ad9d1d3f1627f,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,58,FIRSTNEXT-c4463f6f12247e86,FIRSTDETAIL-27b2b164f7a898c0,FIRSTPAGE-4c0f16a37d308b85,56,left,056-left,M-3ef576112ee9a076,G-399026bbf2fbbc18,A195,自动官网辅证任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-4737ac3e6e52669c,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L1-两字段缺口优先补证,Q1-字段缺口有候选待人工核验,再选科目；专业计划数,P2-有PDFOCR提示，仍待PDF原页人工确认,O2-高校有线索但PDFOCR缺候选,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C1-高校补缺线索，PDF原页缺候选需人工看图,pending_private_three_way_field_confirmation,N1-高校补缺线索回PDF原页,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验,回看PDF原页补专业计划数/学费/选科，再用高校辅证作差异解释，最后核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-3cc73fa771ddedc6,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,59,FIRSTNEXT-079b07c2f9a80900,FIRSTDETAIL-3fddffa420d16af2,FIRSTPAGE-4c0f16a37d308b85,56,left,056-left,M-294c46ae6cb755d6,G-399026bbf2fbbc18,A195,自动官网辅证任务,专业计划数,M1-已映射字段事实核验任务,FIELDVERIFY-da8e31f54506a1b1,K0-字段缺口无候选需原页重读,P0-字段无候选原页重读,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；字段无稳定提示需原页重读；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-c03940de1bd09f8f,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,60,FIRSTNEXT-079b07c2f9a80900,FIRSTDETAIL-3fddffa420d16af2,FIRSTPAGE-4c0f16a37d308b85,56,left,056-left,M-294c46ae6cb755d6,G-399026bbf2fbbc18,A195,自动官网辅证任务,再选科目,M1-已映射字段事实核验任务,FIELDVERIFY-992ef99bc9a361a8,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
FIRSTFIELDSTATUS-5212269d0b22aeb9,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-field-fact-verification-tasks.csv,data/working/issue19-school-source-e0-manual-page-review-queue-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_field_verification_status,第一闭环明细任务×待核字段,拆分后的字段级公开核验状态；不保存字段读数或候选文本,false,false,false,false,false,false,false,false,61,FIRSTNEXT-079b07c2f9a80900,FIRSTDETAIL-3fddffa420d16af2,FIRSTPAGE-4c0f16a37d308b85,56,left,056-left,M-294c46ae6cb755d6,G-399026bbf2fbbc18,A195,自动官网辅证任务,学费,M1-已映射字段事实核验任务,FIELDVERIFY-90d84bf05599d9db,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,L3-单字段缺口无候选需重读,Q0-字段缺口无候选阻断,专业计划数,P0-有冲突线索，PDF原页优先人工核验,O0-PDFOCR与高校辅证冲突,M0-无机器坐标提示,S1-有高校辅证线索或自动官网任务，待私有辅证记录,pending_hubei_official_review,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧,pending_private_three_way_field_confirmation,N0-先双人核PDF原页冲突,E0-冲突异常双人优先核验,S3-同校已有结构化或diff线索可作核页提示,L3-已有湖北物理结构化或候选diff线索,2,M1-OCR补缺线索先核×1；M2-专业名归属或匹配规则先核×1,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,PDF原页未完成逐字段核页；湖北官方系统或省招办计划未核验；存在PDFOCR与高校辅证冲突线索,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,字段级公开状态只保存ID、状态桶、计数和核验动作；不保存院校名称、专业名称、字段读数、OCR正文、人工记录、图片路径或登录态。
