G0冲突字段准出门禁公开账本ID,来源G0冲突字段复核Overlay公开账本,来源G0冲突字段复核Overlay页列汇总,来源G0冲突字段复核Overlay摘要,来源私有G0字段复核Overlay,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,准出门禁序号,G0冲突字段复核Overlay公开账本ID,G0冲突动作包闭环工作台ID,高校源字段回接队列ID,W0B0执行预填明细公开审计ID,第一闭环事实范围缺口公开账本ID,第一闭环字段事实公开账本ID,第一闭环字段核验状态ID,稳定基座第一闭环明细任务ID,页码版面键,来源页码,版面列,专业行ID,专业组出现ID,院校代码,事实域,事实类型,字段名,回接泳道,回接批次,字段事实状态,字段核验优先级,PDFOCR与高校辅证关系桶,是否有PDFOCR提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,高校源桥接桶,结构化接入候选数,私有字段复核记录证据编号,私有字段复核记录SHA256,私有页列CSV证据编号,私有页列CSV_SHA256,PDF原页记录缺口,湖北官方记录缺口,高校辅证记录缺口,冲突处理缺口,双人复核缺口,三方一致性缺口,字段确认缺口,写回评审缺口,必要缺口数,准出门禁状态,主缺口桶,准出阻断等级,字段写回评审状态,G0字段Overlay状态,下一步字段准出动作,公开安全策略
G0FIELDGATE-5467571224240bfb,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,11,G0FIELDPUB-25435a67fb4b6c50,FCG0PKGCLOSE-b59b4a5eec38ddc9,W0B0FIELDLINK-ba2e7cb2134c4da3,W0B0EXEITEM-e170e3f008079577,FIRSTSCOPE-14ebf17b1d34aaf4,FIRSTFACT-72af22d721ed39ee,FIRSTFIELDSTATUS-b57d3446638dc540,FIRSTDETAIL-a19646da8920400b,037-left,37,left,M-a85b56dac30243b2,G-9fca3ce8b2adbf9c,A135,字段事实,字段事实-学费,学费,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-7d03068b1435429b,bd7838b4b32e8be91021c5d2d4204ae95f67fdde15852556bde679f48b6283a3,G0FIELD-PRIVATE-PAGE-037-left,441f20bbe84f47039486b22969ee917e0eb804a2b6708818eb83462a3f18c21f,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-c5f312f5737ef6aa,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,12,G0FIELDPUB-e1d914384e211e2d,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-b8c5a0809334b13a,W0B0EXEITEM-bbe23016ab924ef5,FIRSTSCOPE-8ab312cd14027fc8,FIRSTFACT-f029e715a7cc7f9b,FIRSTFIELDSTATUS-835295bfa9620449,FIRSTDETAIL-0dada9bf9ecaa6e1,135-left,135,left,M-4b0ca5231b5e0dda,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-ec5c40a8ac5e489a,5e455e3158f6ef738d445bc45c5568e5e7c84ba5be936215595186078a277425,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-f3cade4af60f566e,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,13,G0FIELDPUB-17e0c4bdfdafd56a,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-f5a923b784043f39,W0B0EXEITEM-0d197417b9df307c,FIRSTSCOPE-18753b9ad3a0efe8,FIRSTFACT-dbc499dac580df72,FIRSTFIELDSTATUS-79b43b92e2ac51c9,FIRSTDETAIL-0dada9bf9ecaa6e1,135-left,135,left,M-4b0ca5231b5e0dda,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-9e64c053133645c7,5ecbf24a35096efcf98ebbcf4dc8b151359c1c563a4b4aa4576d75df7ea34d2c,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-ebdf21e880c80c0a,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,14,G0FIELDPUB-ea34098e9b1d2107,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-50fcbd1cde7943e7,W0B0EXEITEM-94574eb0d886c87e,FIRSTSCOPE-e4964e5da2943b52,FIRSTFACT-bf41213f26357d30,FIRSTFIELDSTATUS-57de7c8b566ea8f1,FIRSTDETAIL-0e930ca33ab1b3b9,135-left,135,left,M-af973281700f5eb7,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-9f8d0ce4096b3ffd,8b329bd98b113975466c6bb06140cca0863226a087427c8a43a7828a21eae8b2,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-0f9b62d8716b2e94,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,15,G0FIELDPUB-2b143c6ba4b15441,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-228077e41a48fd1e,W0B0EXEITEM-be4ddd7fbe05918b,FIRSTSCOPE-cdf2408a919e944a,FIRSTFACT-e28afb3b5a592aff,FIRSTFIELDSTATUS-a0cae1ab0cea0605,FIRSTDETAIL-0e930ca33ab1b3b9,135-left,135,left,M-af973281700f5eb7,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-381a34610b79fc19,c7113368497242a0d5c4d8ee0f067980bf7e667d04c57878ac759900021c2593,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-2befca8e43a43b0e,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,16,G0FIELDPUB-eeb424bcb926e702,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-db5e19de0de489b8,W0B0EXEITEM-288daf9fd713b4e1,FIRSTSCOPE-8f0a5623d7488bf8,FIRSTFACT-ad0e20aac0166fee,FIRSTFIELDSTATUS-14407717a7491af2,FIRSTDETAIL-202127380ebfe86a,135-left,135,left,M-cf6e2346e326fb75,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-385e5a3d4bb53430,16d210cd759d9e3ff46f0994c752a9a4bbb5f7b179546a594eade3e1712be869,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-b74418a4841bd013,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,17,G0FIELDPUB-599dacbdc1583b63,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-cdbb61042e6f8bb4,W0B0EXEITEM-18e0f7b1a1396990,FIRSTSCOPE-b54035da4c9cb0c3,FIRSTFACT-a23dec25aaab8698,FIRSTFIELDSTATUS-cb8305c4950a501a,FIRSTDETAIL-202127380ebfe86a,135-left,135,left,M-cf6e2346e326fb75,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-c00e586300946245,25d0595772068ac57f7252fadf3a0f52cbbcb77ae9e3865fe27a2d899a676abd,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-2f60e45792f64f85,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,18,G0FIELDPUB-6f6ea96370197b06,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-2d5c0e3ad4b58c7d,W0B0EXEITEM-8fa00ffdafedcaa1,FIRSTSCOPE-474aa99203156821,FIRSTFACT-3464f438b32a27ef,FIRSTFIELDSTATUS-82b80d681a0d78e6,FIRSTDETAIL-28da3744d1bbd3b1,135-left,135,left,M-7af5985c525e29ba,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-91d1edd7a8e11f86,79ad6a52bbd7f1864f91f7ce28938ad2b1c30a84778faa1a469840e7c4ae7663,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-8000fa4019f9b9de,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,19,G0FIELDPUB-016b3d7f4cc2eb71,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-5e8e3778fb68ee51,W0B0EXEITEM-af6160170729988e,FIRSTSCOPE-e421b5e74982f10d,FIRSTFACT-2605da34f44b68d8,FIRSTFIELDSTATUS-8a06e533823429aa,FIRSTDETAIL-28da3744d1bbd3b1,135-left,135,left,M-7af5985c525e29ba,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-8db9e2e9be026867,473b09bc8bbdedd28e8202391dfe5dd43270699d691c04cdc6db861862fd4804,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-94435a73a22b6133,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,20,G0FIELDPUB-e3981de83539a36c,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-a069bc9de910448c,W0B0EXEITEM-74ddcd22f35b8ffa,FIRSTSCOPE-7318dcdb8cb04b0f,FIRSTFACT-6f3131a4f2572718,FIRSTFIELDSTATUS-76e0e402f88516af,FIRSTDETAIL-726fddd63013332a,135-left,135,left,M-78343e2534bdcb7c,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-6c3d3ac7aa720bda,5f2dfec8477e168897d8200f368310ec910fa0b1b2578d977b075b751a58d80d,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-27008c886fdba32d,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,21,G0FIELDPUB-21b000843036f456,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-63ddf5afcd156068,W0B0EXEITEM-7efba0b9c5000ba9,FIRSTSCOPE-19bf840a793e0d77,FIRSTFACT-e464c6d5d469f51a,FIRSTFIELDSTATUS-86374d79f2894a41,FIRSTDETAIL-726fddd63013332a,135-left,135,left,M-78343e2534bdcb7c,G-158e8a85ddd262f3,F902,字段事实,字段事实-学费,学费,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K2-OCR候选存在但三方核验未闭环,P3-OCR齐全字段三方闭环,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-56be239d4eccaa7a,d6c103b8e452872424e1b0e9f4e7667d478f6cb4e38f0d20eb2af4de0671ac42,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
G0FIELDGATE-ad615063cc472e05,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-review-overlay-v1-summary.json,g0_conflict_field_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_resolution_gate_v1,G0冲突字段事实,字段事实×准出门禁,false,false,false,false,false,false,false,false,false,22,G0FIELDPUB-cbc66937e1f3fea3,FCG0PKGCLOSE-b037afca4c680852,W0B0FIELDLINK-1aaa32d3bfacd3cf,W0B0EXEITEM-77580ff73a16cb7c,FIRSTSCOPE-4c83bf09deca4cca,FIRSTFACT-7ec9b4ddb7b1a37d,FIRSTFIELDSTATUS-dbc7c678f05868f1,FIRSTDETAIL-9008da4b792e2d9c,135-left,135,left,M-dc3b57515c994b61,G-158e8a85ddd262f3,F902,字段事实,字段事实-专业计划数,专业计划数,R1-B2冲突字段双人核页前回接高校线索,BACKLINK-02-双人复核冲突优先,K1-字段缺口有候选待PDF原页和官方核验,P1-字段有候选回看原页和官方,R0-PDFOCR与高校辅证存在冲突,true,true,true,true,true,B2-已有高校侧结构化或diff线索，待接入到事实项,0,G0FIELD-PRIVATE-G0FIELDPRIV-ea3fa7c5672686fc,8e1ea36f89c0e1ec53144222d5f8c5d8d4be0d415e33c7a01ba8f6dde91b8212,G0FIELD-PRIVATE-PAGE-135-left,fa4d3b444c96256099092de2608f255bb2fa11de39fcb413a7c9c4a78489ce65,true,true,true,true,true,true,true,true,8,blocked_missing_required_field_evidence,G0-缺PDF原页记录,L0-省招办原件或湖北官方侧未闭环,blocked_until_required_evidence_closed,R0-Overlay已生成未填写,继续补齐本地未公开复核记录中的PDF原页、湖北官方侧、高校辅证、冲突处理、双人复核、三方一致性和字段确认；全部闭环后才可进入写回评审。,公开层只保存字段ID、缺口状态、计数和SHA；字段明细、OCR文本、学校专业明细和人工记录留在本地未公开复核材料。
