year	score	code	name	req	row
2025	505	K46505	西安建筑科技大学第05组	不限	K46505 | 西安建筑科技大学第05组 | 不限 | 505 | 188 | 96 | 115 | 51 | 82 | 69
2025	506	K48704	西安航空学院第04组	化	K48704 | 西安航空学院第04组 | 化 | 506 | 201 | 101 | 119 | 50 | 73 | 63 | 12
2025	507	C10702	武汉体育学院第02组	不限	C10702 | 武汉体育学院第02组 | 不限 | 507 | 195 | 105 | 95 | 60 | 84 | 73
2025	507	C15005	武汉商学院第05组	化	C15005 | 武汉商学院第05组 | 化 | 507 | 188 | 103 | 117 | 62 | 72 | 68 | 2
2025	507	K48804	西安医学院第04组	化	K48804 | 西安医学院第04组 | 化 | 507 | 206 | 111 | 103 | 48 | 80 | 70
2025	510	C10704	武汉体育学院第04组	化	C10704 | 武汉体育学院第04组 | 化 | 510 | 204 | 104 | 92 | 68 | T7 | 69
2025	510	C12509	武汉轻工大学第09组	化	C12509 | 武汉轻工大学第09组 | 化 | 510 | 186 | 107 | 121 | 46 | 84 | 73 | 1
2025	512	K17802	成都医学院第02组	化和生	K17802 | 成都医学院第02组 | 化和生 | 512 | 205 | 112 | 99 | 42 | 84 | 82
2025	513	M00301	北京科技职业大学第01组	不限	M00301 | 北京科技职业大学第01组 | 不限 | 513 | 185 | 97 | 120 | 61 | 74 | 73 | 1
2025	513	C15004	武汉商学院第04组	化	C15004 | 武汉商学院第04组 | 化 | 513 | 188 | 101 | 120 | 57 | 76 | 72 | 16
2025	514	KI7801	成都医学院第01组	化	KI7801 | 成都医学院第01组 | 化 | 514 | 212 | 111 | 88 | 57 | 81 | 76 | 13
2025	515	K48504	西安财经大学第04组	不限	K48504 | 西安财经大学第04组 | 不限 | 515 | 210 | 112 | 107 | 45 | 78 | 75
2025	516	A03208	北京语言大学第08组	不限	A03208 | 北京语言大学第08组 | 不限 | 516 | 199 | 101 | 107 | 59 | 82 | 69 | 22
2025	516	K17903	成都师范学院第03组	化	K17903 | 成都师范学院第03组 | 化 | 516 | 193 | 105 | 97 | 60 | 83 | 83 | 3
2025	517	K48803	西安医学院第03组	不限	K48803 | 西安医学院第03组 | 不限 | 517 | 197 | 99 | 120 | 34 | 89 | 77 | 13
2025	519	C12511	武汉轻工大学第11组	化	C12511 | 武汉轻工大学第11组 | 化 | 519 | 214 | 116 | 85 | 62 | 77 | 71 | 10 | 国家专项计划
2025	520	K17905	成都师范学院第05组	化	K17905 | 成都师范学院第05组 | 化 | 520 | 198 | 100 | 86 | 63 | 88 | 85
2025	520	C12512	武汉轻工大学第12组	化	C12512 | 武汉轻工大学第12组 | 化 | 520 | 185 | 99 | 122 | 64 | 77 | 72 | 10 | 地方专项计划
2025	521	K17904	成都师范学院第04组	化	K17904 | 成都师范学院第04组 | 化 | 521 | 211 | 110 | 111 | 59 | 73 | 67 | 6
2025	521	K15109	成都理工大学第09组	不限	K15109 | 成都理工大学第09组 | 不限 | 521 | 189 | 102 | 115 | 58 | 86 | 73 | 16
2025	522	K48807	西安医学院第07组	生	K48807 | 西安医学院第07组 | 生 | 522 | 209 | 105 | 110 | 49 | 82 | 72 | 14 | 护理类
2025	522	K48103	西安文理学院第03组	化	K48103 | 西安文理学院第03组 | 化 | 522 | 204 | 109 | 108 | 54 | 84 | 72
2025	523	C12507	武汉轻工大学第07组	化	C12507 | 武汉轻工大学第07组 | 化 | 523 | 203 | 105 | 104 | 56 | 81 | 79
2025	523	K46506	西安建筑科技大学第06组	化	K46506 | 西安建筑科技大学第06组 | 化 | 523 | 183 | 96 | 124 | 63 | 77 | 76 | 15
2025	523	K48702	西安航空学院第02组	化	K48702 | 西安航空学院第02组 | 化 | 523 | 218 | 109 | 77 | 59 | 89 | 80 | 2
2025	524	K17004	成都体育学院第04组	不限	K17004 | 成都体育学院第04组 | 不限 | 524 | 204 | 108 | 88 | 56 | 90 | 86
2025	524	C12505	武汉轻工大学第05组	不限	C12505 | 武汉轻工大学第05组 | 不限 | 524 | 200 | 107 | 119 | 45 | 81 | 79 | 11
2025	525	FO0801	北京农学院第01组	化	FO0801 | 北京农学院第01组 | 化 | 525 | 191 | 101 | 122 | 44 | 87 | 81
2025	526	C10908	武汉工程大学第08组	化	C10908 | 武汉工程大学第08组 | 化 | 526 | 194 | 104 | 121 | 58 | 78 | 75
2025	527	K15906	成都中医药大学第06组	不限	K15906 | 成都中医药大学第06组 | 不限 | 527 | 191 | 97 | 111 | 62 | 87 | 76
2025	531	K46901	西安工程大学第01组	不限	K46901 | 西安工程大学第01组 | 不限 | 531 | 208 | 109 | 96 | 64 | 82 | 81 | 4
2025	531	K46503	西安建筑科技大学第03组	不限	K46503 | 西安建筑科技大学第03组 | 不限 | 531 | 198 | 101 | 112 | 55 | 84 | 82 | 21
2025	532	FO0503	北京印刷学院第03组	化	FO0503 | 北京印刷学院第03组 | 化 | 532 | 184 | 98 | 122 | 66 | 82 | 78
2025	532	C10910	武汉工程大学第10组	化	C10910 | 武汉工程大学第10组 | 化 | 532 | 205 | 104 | 111 | 45 | 89 | 82 | 地方专项计划
2025	532	C11704	武汉纺织大学第04组	不限	C11704 | 武汉纺织大学第04组 | 不限 | 532 | 204 | 105 | 107 | 56 | 87 | 78
2025	534	K46504	西安建筑科技大学第04组	化	K46504 | 西安建筑科技大学第04组 | 化 | 534 | 222 | 119 | 74 | 74 | 86 | 78 | 6
2025	535	C11708	武汉纺织大学第08组	化	C11708 | 武汉纺织大学第08组 | 化 | 535 | 208 | 109 | 119 | 57 | 77 | 74 | 3 | 地方专项计划
