稳定基座第一闭环任务复核公开账本ID,来源第一闭环明细包,来源第一闭环页列包,来源第一闭环复核公开账本,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,稳定基座第一闭环明细任务ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,第一闭环批次,第一闭环纳入原因,第一闭环页列优先级,任务级复核状态,任务级阻断原因,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,是否需要双人复核,字段名,官网辅证自动动作,官网证据强度,官网来源状态,官网证据匹配状态,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,最佳官网来源文件,最佳官网来源文件是否存在,最佳官网来源文件SHA256,自动辅证是否可作为核页提示,自动辅证是否可替代湖北官方计划,P0字段即时复核任务ID,P0即时字段确认公开账本ID,执行批次,人工核验泳道,人工核验方式,人工最小动作,裁图证据编号,裁图文件SHA256,裁图bbox归一化,私有第一闭环页列CSV证据编号,私有第一闭环页列CSV_SHA256,私有第一闭环页列HTML证据编号,私有第一闭环页列HTML_SHA256,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,官方公开计划页可定稿,数智平台可定稿,公开安全策略,下一步
FIRSTTASKREVIEW-53a6733773f89dca,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-0179bfd42b7b1ca7,FIRSTPAGE-4c8c5f6279a32c04,FIRSTREVIEW-4c8c5f6279a32c04,70,right,070-right,M-ec0d83fb4e950a93,G-facec610841ca140,C108,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,Q2-官网未匹配或高校辅证页列先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,not_applicable_no_best_school_source,,false,false,,,,,,先确认专业名和限定词归属，再决定是否继续核字段,,,,first-closure-070-right-csv,4592b37668f26f5e598f62134a7f5eee1dfaccbf5d6f05f9650e1f4d250141dd,first-closure-070-right-html,5c7dd2185cb271b7b92d5c818f50da07c6181dec321d83ed5f6429dd748d9e5f,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-4d6c79d984f94054,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-4643d67c0c0e950d,FIRSTPAGE-4c8c5f6279a32c04,FIRSTREVIEW-4c8c5f6279a32c04,70,right,070-right,M-f9c56d652fbb33cd,G-facec610841ca140,C108,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,Q2-官网未匹配或高校辅证页列先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_partial_source_needs_followup,unmatched,not_covered,官网专业未匹配；官网计划源待补强,false,,not_applicable_no_best_school_source,,false,false,,,,,,先确认专业名和限定词归属，再决定是否继续核字段,,,,first-closure-070-right-csv,4592b37668f26f5e598f62134a7f5eee1dfaccbf5d6f05f9650e1f4d250141dd,first-closure-070-right-html,5c7dd2185cb271b7b92d5c818f50da07c6181dec321d83ed5f6429dd748d9e5f,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-71bd14ab785eaaa1,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-d6b8d280a7b804f7,FIRSTPAGE-6bd94b5fb0abfec4,FIRSTREVIEW-6bd94b5fb0abfec4,80,right,080-right,M-0e83de1e95002dfd,G-43eaec6deac85123,C150,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,Q2-官网未匹配或高校辅证页列先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,,false,,not_applicable_no_best_school_source,,false,false,,,,,,先确认专业名和限定词归属，再决定是否继续核字段,,,,first-closure-080-right-csv,294c64716871cf6627b2a5ee531d809b9b7a372d2766779a7f1d4703b3eef2d6,first-closure-080-right-html,46f5aaa70395380f6139226e5f9d2847a28e645ba0bb9e2438ba96ee91bd98be,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-47870d717934929b,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-b8f81184c5e60a30,FIRSTPAGE-93ec45e4e888f97d,FIRSTREVIEW-93ec45e4e888f97d,81,left,081-left,M-41b02b5d8de0b251,G-c17bbc8198fca6e9,C150,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,Q2-官网未匹配或高校辅证页列先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,,false,,not_applicable_no_best_school_source,,false,false,,,,,,先确认专业名和限定词归属，再决定是否继续核字段,,,,first-closure-081-left-csv,7ec493cbff840557f51b1d4f428f1eb40247557db609298eac1cb733c5b9d740,first-closure-081-left-html,b1f5ba448a454d786ec54d30480a64f3f72d73bddaca59c6f28e32079e87135f,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-b054af021ca38ce4,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-18660b6d4586b693,FIRSTPAGE-4a89eabd9dcaa967,FIRSTREVIEW-4a89eabd9dcaa967,96,right,096-right,M-ba76e18b079d513f,G-954865af1940403b,F099,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网源未稳定匹配专业名，第一批确认专业归属,Q2-官网未匹配或高校辅证页列先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C7-官网源未匹配专业需人工确认专业名,unmatched,has_reusable_2026_hubei_plan_source,unmatched,not_covered,官网专业未匹配,false,,not_applicable_no_best_school_source,,false,false,,,,,,先确认专业名和限定词归属，再决定是否继续核字段,,,,first-closure-096-right-csv,558572fba57a55069da273977fc842490fce5111317cfa67e453982f4f13e17e,first-closure-096-right-html,f43a497e3211927403a4ce63cb3af2bb40add38e89cb9cc72cf9b9732e25fa53,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-789a85f53b390e71,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-7040975d5436c8a8,FIRSTPAGE-551d0b213dbd2529,FIRSTREVIEW-551d0b213dbd2529,109,left,109-left,M-51215ebfd6e9c1fb,G-3ed22abc87c8dac2,F305,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,Q1-补缺或计划数偏大页列先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/xztu-2026-hubei-physics-plan-extracted.csv,true_public_source_file_retained,d6f62d5cc5a91f0ff2751462fbddd63b10215c3c64556c0da10d8d8eb3e34389,true,false,,,,,,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,,,,first-closure-109-left-csv,83b62e3e4c1213ca52d3ad72cc882a55d2c08d1923e3c00773e5eaefd4fb9d7e,first-closure-109-left-html,229c11845f67b247fd4d5f8cfecab9acee48b2713c965786ef24a9939364e4d1,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-e7fa47854b77d98e,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-a0e1bc6648e21db0,FIRSTPAGE-551d0b213dbd2529,FIRSTREVIEW-551d0b213dbd2529,109,left,109-left,M-68e8615d3ab753b9,G-3ed22abc87c8dac2,F305,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,Q1-补缺或计划数偏大页列先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/xztu-2026-hubei-physics-plan-extracted.csv,true_public_source_file_retained,d6f62d5cc5a91f0ff2751462fbddd63b10215c3c64556c0da10d8d8eb3e34389,true,false,,,,,,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,,,,first-closure-109-left-csv,83b62e3e4c1213ca52d3ad72cc882a55d2c08d1923e3c00773e5eaefd4fb9d7e,first-closure-109-left-html,229c11845f67b247fd4d5f8cfecab9acee48b2713c965786ef24a9939364e4d1,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-97908fc9e22a23b9,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-85ebc004f0ee6aa0,FIRSTPAGE-551d0b213dbd2529,FIRSTREVIEW-551d0b213dbd2529,109,left,109-left,M-6eb339aae881b3aa,G-3ed22abc87c8dac2,F305,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,Q1-补缺或计划数偏大页列先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/xztu-2026-hubei-physics-plan-extracted.csv,true_public_source_file_retained,d6f62d5cc5a91f0ff2751462fbddd63b10215c3c64556c0da10d8d8eb3e34389,true,false,,,,,,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,,,,first-closure-109-left-csv,83b62e3e4c1213ca52d3ad72cc882a55d2c08d1923e3c00773e5eaefd4fb9d7e,first-closure-109-left-html,229c11845f67b247fd4d5f8cfecab9acee48b2713c965786ef24a9939364e4d1,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-612e46567a4a8571,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-b50d8b9170f5d692,FIRSTPAGE-551d0b213dbd2529,FIRSTREVIEW-551d0b213dbd2529,109,left,109-left,M-b11b9f49fcb51333,G-3ed22abc87c8dac2,F305,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,OCR计划数缺口但官网有补缺线索，第一批回页核,Q1-补缺或计划数偏大页列先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,false,,C1-官网补缺候选但禁止自动写回,fill_candidate,has_partial_source_needs_followup,matched,ocr_plan_missing_official_available,,false,data/external/issue19-b0-b1-official-sources/xztu-2026-hubei-physics-plan-extracted.csv,true_public_source_file_retained,d6f62d5cc5a91f0ff2751462fbddd63b10215c3c64556c0da10d8d8eb3e34389,true,false,,,,,,先看PDF原页是否为空或漏读，再核湖北官方侧；官网只作补缺候选,,,,first-closure-109-left-csv,83b62e3e4c1213ca52d3ad72cc882a55d2c08d1923e3c00773e5eaefd4fb9d7e,first-closure-109-left-html,229c11845f67b247fd4d5f8cfecab9acee48b2713c965786ef24a9939364e4d1,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-93e57d20f514130b,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-0dada9bf9ecaa6e1,FIRSTPAGE-49426baa76375e44,FIRSTREVIEW-49426baa76375e44,135,left,135-left,M-4b0ca5231b5e0dda,G-158e8a85ddd262f3,F902,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网计划数与OCR候选冲突，第一批必须回页核,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,,C0-冲突先核PDF原页和湖北官方系统,conflict_review,has_partial_source_needs_followup,matched,mismatch,计划数冲突,true,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,true_public_source_file_retained,ba44f3abaaaeccfa6179c7c5670044cca8236969c077910a5f4ab85c4f4b4826,true,false,,,,,,先核PDF原页字段列，再核湖北官方侧；官网只作冲突提示,,,,first-closure-135-left-csv,3749a224b2d361f77757e776c625bc6688aab2940536d9471d3902ed66198374,first-closure-135-left-html,31f6b15770ceec253c9ed1b8b1ca1324b255b21d36302715cbf1d1c8e4bbd97b,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-f03797c21840d98b,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-98835066fcfb9b8c,FIRSTPAGE-49426baa76375e44,FIRSTREVIEW-49426baa76375e44,135,left,135-left,M-4c1c9015c9d9aef3,G-158e8a85ddd262f3,F902,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网计划数与OCR候选冲突，第一批必须回页核,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,,C0-冲突先核PDF原页和湖北官方系统,conflict_review,has_partial_source_needs_followup,matched,mismatch,计划数冲突,true,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,true_public_source_file_retained,ba44f3abaaaeccfa6179c7c5670044cca8236969c077910a5f4ab85c4f4b4826,true,false,,,,,,先核PDF原页字段列，再核湖北官方侧；官网只作冲突提示,,,,first-closure-135-left-csv,3749a224b2d361f77757e776c625bc6688aab2940536d9471d3902ed66198374,first-closure-135-left-html,31f6b15770ceec253c9ed1b8b1ca1324b255b21d36302715cbf1d1c8e4bbd97b,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-a5608ad06a95aedb,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-726fddd63013332a,FIRSTPAGE-49426baa76375e44,FIRSTREVIEW-49426baa76375e44,135,left,135-left,M-78343e2534bdcb7c,G-158e8a85ddd262f3,F902,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网计划数与OCR候选冲突，第一批必须回页核,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,,C0-冲突先核PDF原页和湖北官方系统,conflict_review,has_partial_source_needs_followup,matched,mismatch,计划数冲突,true,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,true_public_source_file_retained,ba44f3abaaaeccfa6179c7c5670044cca8236969c077910a5f4ab85c4f4b4826,true,false,,,,,,先核PDF原页字段列，再核湖北官方侧；官网只作冲突提示,,,,first-closure-135-left-csv,3749a224b2d361f77757e776c625bc6688aab2940536d9471d3902ed66198374,first-closure-135-left-html,31f6b15770ceec253c9ed1b8b1ca1324b255b21d36302715cbf1d1c8e4bbd97b,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
FIRSTTASKREVIEW-26057f4340d64228,data/working/issue19-stable-foundation-first-closure-detail-packet.csv,data/working/issue19-stable-foundation-first-closure-page-side-packet.csv,data/working/issue19-stable-foundation-first-closure-review-public-ledger.csv,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_task_review_public_ledger,逐专业招生明细×第一闭环任务,逐任务×PDF原页×湖北官方侧×高校辅证状态,false,false,false,false,false,false,false,false,FIRSTDETAIL-28da3744d1bbd3b1,FIRSTPAGE-49426baa76375e44,FIRSTREVIEW-49426baa76375e44,135,left,135-left,M-7af5985c525e29ba,G-158e8a85ddd262f3,F902,自动官网辅证任务,FIRST-AUTO-C0-C1-C7,官网计划数与OCR候选冲突，第一批必须回页核,Q0-冲突页列第一批先核,T0-待PDF原页和湖北官方核验,高校官网辅证只能提示冲突或补缺，不能替代第19期原页和湖北官方侧,true,true,true,true,,C0-冲突先核PDF原页和湖北官方系统,conflict_review,has_partial_source_needs_followup,matched,mismatch,计划数冲突,true,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,true_public_source_file_retained,ba44f3abaaaeccfa6179c7c5670044cca8236969c077910a5f4ab85c4f4b4826,true,false,,,,,,先核PDF原页字段列，再核湖北官方侧；官网只作冲突提示,,,,first-closure-135-left-csv,3749a224b2d361f77757e776c625bc6688aab2940536d9471d3902ed66198374,first-closure-135-left-html,31f6b15770ceec253c9ed1b8b1ca1324b255b21d36302715cbf1d1c8e4bbd97b,has_page_hash_pending_manual_pdf_review,pending_hubei_official_plan_review,school_official_evidence_sidecar_only_not_replacement,pending_pdf_hubei_school_consistency_review,blocked_until_pdf_hubei_official_review,false,false,公开任务级状态、公共来源文件SHA和私有材料证据编号；不公开页图路径、OCR原文、人工读数或登录态,在私有页列材料中完成PDF原页、湖北官方侧和必要高校辅证记录后，再由公开账本同步完成计数
