G0冲突字段W0W1开核执行清单ID,来源G0冲突字段W0W1材料就绪公开账本,来源G0冲突字段W0W1材料就绪页列汇总,来源G0冲突字段W0W1材料就绪摘要,来源G0冲突字段W0W1主动工作包公开账本,来源G0冲突字段补证缺口任务公开账本,来源第一闭环字段级公开状态,来源第一闭环证据状态报告,来源G0冲突字段补证闭环结果,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,是否允许进入私有写回评审,开核序号,材料就绪公开账本ID,主动工作包ID,执行波次序号,执行波次,证据通道序号,证据通道,开核动作组,开核优先级,页码版面键,来源页码,版面列,缺口任务数,涉及字段事实数,涉及任务数,涉及专业行数,涉及院校代码数,字段名分布,私有材料就绪状态,人工补证记录状态,开核执行状态,PDF原页证据状态分布,OCR提示状态分布,机器坐标提示状态分布,高校辅证证据状态分布,湖北官方侧状态分布,冲突状态分布,三方闭环状态分布,字段写回状态分布,PDF原页待核任务数,湖北官方侧待核任务数,高校辅证线索任务数,需要双人复核任务数,PDFOCR提示任务数,机器坐标提示任务数,PDFOCR与高校辅证冲突任务数,私有页列CSV是否存在,私有核页HTML是否存在,人工记录已填合计,字段确认记录已填数,写回建议记录已填数,开核准出条件,下一步开核动作,来源缺口任务集合SHA256,来源字段状态集合SHA256,来源证据状态集合SHA256,来源闭环结果集合SHA256,公开安全策略
G0W0W1LAUNCH-3805ba1374d96101,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,11,G0W0W1MATERIAL-3805ba1374d96101,G0W0W1ACTIVE-3805ba1374d96101,W0,一手证据与辅证采集,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,056-left,56,left,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,ready_private_materials_present,blocked_missing_school_support_manual_review,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:3,O0-PDFOCR与高校辅证冲突:3,M0-无机器坐标提示:3,S1-有高校辅证线索或自动官网任务，待私有辅证记录:3,pending_hubei_official_review:3,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:3,pending_private_three_way_field_confirmation:3,blocked_until_pdf_hubei_school_three_way_closure:3,3,3,3,0,3,0,3,true,true,0,0,0,材料齐备后人工核高校辅证线索；只作double check。,打开已就绪材料，补高校辅证人工核验记录；只作为double check线索。,2df2deb58fb69221b4efcda186088082eb72383201c65a35a53aa47fb6c3eefe,6572c8d7cf5172f2798f322cac34695aa288becce692a81eec0a66e2d1d36166,208873f0ffcfcc1bab83efd03f0ba0d4b2b9d187b6c92a02712de46b461a9948,c2e116176ace850cde17fe894c6df3a1be65f46b39caf6d9218b0f2ff525f340,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-1661034d497fe999,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,12,G0W0W1MATERIAL-1661034d497fe999,G0W0W1ACTIVE-1661034d497fe999,W0,一手证据与辅证采集,01,PDF原页记录,A01-PDF原页人工核页,P0-PDF原页先核,135-left,135,left,21,21,10,10,1,专业计划数:10；再选科目:1；学费:10,ready_private_materials_present,blocked_missing_pdf_original_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:21,O0-PDFOCR与高校辅证冲突:21,M0-无机器坐标提示:21,S1-有高校辅证线索或自动官网任务，待私有辅证记录:21,pending_hubei_official_review:21,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:21,pending_private_three_way_field_confirmation:21,blocked_until_pdf_hubei_school_three_way_closure:21,21,21,21,21,21,0,21,true,true,0,0,0,材料齐备后填写PDF原页人工记录；不得直接写回字段事实。,打开已就绪材料，优先补PDF原页人工核页记录。,1e7f896ae15a2261c5ffbfbadb2b05a434c873cd9cdad86f8b6cda28b11a6a7b,4e59c5cdbdc352164ce71837cb7d474900aca4e776513187c236e19c87540e82,9ff6760820284b03b3047045a26b2c3f73bbbcc2854ce3b1f0a18bfb06358bbd,75638caaf9040cf18254fda74d90f7843ad3fa97a146855888c85e5572277935,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-7441c8a50af7e4da,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,13,G0W0W1MATERIAL-7441c8a50af7e4da,G0W0W1ACTIVE-7441c8a50af7e4da,W0,一手证据与辅证采集,02,湖北官方侧记录,A02-湖北官方侧核验,P1-湖北官方侧并行核,135-left,135,left,21,21,10,10,1,专业计划数:10；再选科目:1；学费:10,ready_private_materials_present,blocked_missing_hubei_official_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:21,O0-PDFOCR与高校辅证冲突:21,M0-无机器坐标提示:21,S1-有高校辅证线索或自动官网任务，待私有辅证记录:21,pending_hubei_official_review:21,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:21,pending_private_three_way_field_confirmation:21,blocked_until_pdf_hubei_school_three_way_closure:21,21,21,21,21,21,0,21,true,true,0,0,0,材料齐备后核湖北官方系统或省招办计划记录；高校源不得替代湖北官方侧。,打开已就绪材料，补湖北官方侧核验记录；官方侧不可用时继续保留阻断。,681ce69fc728936b515ec7c51270f00e9610ffa9e653043831f5cd3f991a044d,4e59c5cdbdc352164ce71837cb7d474900aca4e776513187c236e19c87540e82,9ff6760820284b03b3047045a26b2c3f73bbbcc2854ce3b1f0a18bfb06358bbd,75638caaf9040cf18254fda74d90f7843ad3fa97a146855888c85e5572277935,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-d6cbab38818750f1,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,14,G0W0W1MATERIAL-d6cbab38818750f1,G0W0W1ACTIVE-d6cbab38818750f1,W0,一手证据与辅证采集,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,135-left,135,left,21,21,10,10,1,专业计划数:10；再选科目:1；学费:10,ready_private_materials_present,blocked_missing_school_support_manual_review,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:21,O0-PDFOCR与高校辅证冲突:21,M0-无机器坐标提示:21,S1-有高校辅证线索或自动官网任务，待私有辅证记录:21,pending_hubei_official_review:21,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:21,pending_private_three_way_field_confirmation:21,blocked_until_pdf_hubei_school_three_way_closure:21,21,21,21,21,21,0,21,true,true,0,0,0,材料齐备后人工核高校辅证线索；只作double check。,打开已就绪材料，补高校辅证人工核验记录；只作为double check线索。,b4a6613aa2e50c2b8b658d6241dd1ece6101385b3890449f5f8de51b6533ab96,4e59c5cdbdc352164ce71837cb7d474900aca4e776513187c236e19c87540e82,9ff6760820284b03b3047045a26b2c3f73bbbcc2854ce3b1f0a18bfb06358bbd,75638caaf9040cf18254fda74d90f7843ad3fa97a146855888c85e5572277935,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-8a108a97c8ea05ef,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,15,G0W0W1MATERIAL-8a108a97c8ea05ef,G0W0W1ACTIVE-8a108a97c8ea05ef,W1,双人复核,05,双人复核,A05-双人核页复核,P0-双人复核先核,135-left,135,left,21,21,10,10,1,专业计划数:10；再选科目:1；学费:10,ready_private_materials_present,blocked_missing_double_review_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:21,O0-PDFOCR与高校辅证冲突:21,M0-无机器坐标提示:21,S1-有高校辅证线索或自动官网任务，待私有辅证记录:21,pending_hubei_official_review:21,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:21,pending_private_three_way_field_confirmation:21,blocked_until_pdf_hubei_school_three_way_closure:21,21,21,21,21,21,0,21,true,true,0,0,0,材料齐备后完成A/B双人核页一致性记录；未完成前不得定案。,打开已就绪材料，安排A/B双人核页并填写一致性记录。,6f26af18d5c065fe4ff54dedd906f3467250018b7b267b03ff52d322281ffb87,4e59c5cdbdc352164ce71837cb7d474900aca4e776513187c236e19c87540e82,9ff6760820284b03b3047045a26b2c3f73bbbcc2854ce3b1f0a18bfb06358bbd,75638caaf9040cf18254fda74d90f7843ad3fa97a146855888c85e5572277935,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-5d8843b86bf7b6ee,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,16,G0W0W1MATERIAL-5d8843b86bf7b6ee,G0W0W1ACTIVE-5d8843b86bf7b6ee,W0,一手证据与辅证采集,01,PDF原页记录,A01-PDF原页人工核页,P0-PDF原页先核,137-right,137,right,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,ready_private_materials_present,blocked_missing_pdf_original_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:3,O0-PDFOCR与高校辅证冲突:3,M0-无机器坐标提示:3,S1-有高校辅证线索或自动官网任务，待私有辅证记录:3,pending_hubei_official_review:3,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:3,pending_private_three_way_field_confirmation:3,blocked_until_pdf_hubei_school_three_way_closure:3,3,3,3,3,3,0,3,true,true,0,0,0,材料齐备后填写PDF原页人工记录；不得直接写回字段事实。,打开已就绪材料，优先补PDF原页人工核页记录。,1cd684e79014e656c07cd8fcccf5aafd8763f94ccf2d9fc9da5c209c3f8fcdf9,5499540eba94ab346adeb0400563c6525b15d0963fea6efe877403c27cc0e1ad,0cb8df72e2df4f86280f36583f71657b21d350cad49517d35f7338686864130c,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-39052975359422a8,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,17,G0W0W1MATERIAL-39052975359422a8,G0W0W1ACTIVE-39052975359422a8,W0,一手证据与辅证采集,02,湖北官方侧记录,A02-湖北官方侧核验,P1-湖北官方侧并行核,137-right,137,right,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,ready_private_materials_present,blocked_missing_hubei_official_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:3,O0-PDFOCR与高校辅证冲突:3,M0-无机器坐标提示:3,S1-有高校辅证线索或自动官网任务，待私有辅证记录:3,pending_hubei_official_review:3,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:3,pending_private_three_way_field_confirmation:3,blocked_until_pdf_hubei_school_three_way_closure:3,3,3,3,3,3,0,3,true,true,0,0,0,材料齐备后核湖北官方系统或省招办计划记录；高校源不得替代湖北官方侧。,打开已就绪材料，补湖北官方侧核验记录；官方侧不可用时继续保留阻断。,954b9e999107cf4f491b38702506265c409db8ef795f3426a3fa043e96fd5b00,5499540eba94ab346adeb0400563c6525b15d0963fea6efe877403c27cc0e1ad,0cb8df72e2df4f86280f36583f71657b21d350cad49517d35f7338686864130c,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-79e9bf6d2a1e046e,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,18,G0W0W1MATERIAL-79e9bf6d2a1e046e,G0W0W1ACTIVE-79e9bf6d2a1e046e,W0,一手证据与辅证采集,03,高校辅证人工核验,A03-高校辅证人工核验,P2-高校辅证并行核,137-right,137,right,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,ready_private_materials_present,blocked_missing_school_support_manual_review,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:3,O0-PDFOCR与高校辅证冲突:3,M0-无机器坐标提示:3,S1-有高校辅证线索或自动官网任务，待私有辅证记录:3,pending_hubei_official_review:3,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:3,pending_private_three_way_field_confirmation:3,blocked_until_pdf_hubei_school_three_way_closure:3,3,3,3,3,3,0,3,true,true,0,0,0,材料齐备后人工核高校辅证线索；只作double check。,打开已就绪材料，补高校辅证人工核验记录；只作为double check线索。,d5b2bc0bb025640b37c7f02798554de09f9e69f0835df796021afaad1e01195b,5499540eba94ab346adeb0400563c6525b15d0963fea6efe877403c27cc0e1ad,0cb8df72e2df4f86280f36583f71657b21d350cad49517d35f7338686864130c,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-5d88cdbde60cf8e6,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,19,G0W0W1MATERIAL-5d88cdbde60cf8e6,G0W0W1ACTIVE-5d88cdbde60cf8e6,W1,双人复核,05,双人复核,A05-双人核页复核,P0-双人复核先核,137-right,137,right,3,3,1,1,1,专业计划数:1；再选科目:1；学费:1,ready_private_materials_present,blocked_missing_double_review_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:3,O0-PDFOCR与高校辅证冲突:3,M0-无机器坐标提示:3,S1-有高校辅证线索或自动官网任务，待私有辅证记录:3,pending_hubei_official_review:3,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:3,pending_private_three_way_field_confirmation:3,blocked_until_pdf_hubei_school_three_way_closure:3,3,3,3,3,3,0,3,true,true,0,0,0,材料齐备后完成A/B双人核页一致性记录；未完成前不得定案。,打开已就绪材料，安排A/B双人核页并填写一致性记录。,13aca4c963804999fca56726e03b9e61d0279b38618ac5d3142f3576f598a394,5499540eba94ab346adeb0400563c6525b15d0963fea6efe877403c27cc0e1ad,0cb8df72e2df4f86280f36583f71657b21d350cad49517d35f7338686864130c,903556f2112c5011b65fa133e373a216d4b990765df3d18396ce9e56b57b25c8,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-9433463dd45adce7,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,20,G0W0W1MATERIAL-9433463dd45adce7,G0W0W1ACTIVE-9433463dd45adce7,W0,一手证据与辅证采集,01,PDF原页记录,A01-PDF原页人工核页,P0-PDF原页先核,169-right,169,right,2,2,1,1,1,专业计划数:1；学费:1,ready_private_materials_present,blocked_missing_pdf_original_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:2,O0-PDFOCR与高校辅证冲突:2,M0-无机器坐标提示:2,S1-有高校辅证线索或自动官网任务，待私有辅证记录:2,pending_hubei_official_review:2,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:2,pending_private_three_way_field_confirmation:2,blocked_until_pdf_hubei_school_three_way_closure:2,2,2,2,2,2,0,2,true,true,0,0,0,材料齐备后填写PDF原页人工记录；不得直接写回字段事实。,打开已就绪材料，优先补PDF原页人工核页记录。,894f6009c29d7e2afa7e6a941b80b0855a8cb782b68780b189b752f8ee059501,8d5bb70fdb063fb9db8970adf0b2ba2e7d96cf284d2523143c13bedfabba5061,38d3a9d3d78b2b5193d63397b8133bce859d7b5f57fa01d432a2f212cfb91f45,8e45a2928aae9dbe373b395c9bf6cb4868bca7286c11130ba4b61e6cc275927e,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
G0W0W1LAUNCH-51446b2f1591a466,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-page-summary.csv,data/working/issue19-first-closure-g0-conflict-field-w0-w1-material-readiness-v1-summary.json,data/working/issue19-first-closure-g0-conflict-field-w0-w1-active-workboard-v1-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-gap-tasks-v1-public-ledger.csv,data/working/issue19-first-closure-field-verification-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-first-closure-g0-conflict-field-evidence-closure-result-v1-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_first_closure_g0_conflict_field_w0_w1_review_launch_v1,G0冲突字段W0/W1开核执行清单,页列×证据通道,false,false,false,false,false,false,false,false,false,21,G0W0W1MATERIAL-51446b2f1591a466,G0W0W1ACTIVE-51446b2f1591a466,W0,一手证据与辅证采集,02,湖北官方侧记录,A02-湖北官方侧核验,P1-湖北官方侧并行核,169-right,169,right,2,2,1,1,1,专业计划数:1；学费:1,ready_private_materials_present,blocked_missing_hubei_official_records,ready_to_launch_human_review_not_fact,P0-有冲突线索，PDF原页优先人工核验:2,O0-PDFOCR与高校辅证冲突:2,M0-无机器坐标提示:2,S1-有高校辅证线索或自动官网任务，待私有辅证记录:2,pending_hubei_official_review:2,C0-PDFOCR与高校辅证冲突，必须回PDF原页和湖北官方侧:2,pending_private_three_way_field_confirmation:2,blocked_until_pdf_hubei_school_three_way_closure:2,2,2,2,2,2,0,2,true,true,0,0,0,材料齐备后核湖北官方系统或省招办计划记录；高校源不得替代湖北官方侧。,打开已就绪材料，补湖北官方侧核验记录；官方侧不可用时继续保留阻断。,2dde23b561185619ed92b6e0786414b7352ffa62c9ad655c82ac1f955b1c9362,8d5bb70fdb063fb9db8970adf0b2ba2e7d96cf284d2523143c13bedfabba5061,38d3a9d3d78b2b5193d63397b8133bce859d7b5f57fa01d432a2f212cfb91f45,8e45a2928aae9dbe373b395c9bf6cb4868bca7286c11130ba4b61e6cc275927e,公开层只保存开核动作、状态桶、计数、ID和SHA；不公开私有路径、识别内容、字段记录、人工内容或学校专业明细。
