第一闭环字段事实公开账本ID,来源第一闭环字段确认公开账本,来源第一闭环证据状态账本,来源第一闭环下一步动作矩阵,来源P0Top3字段公开账本,来源B0冲突页列核验状态,来源私有字段确认工作台,来源P0Top3私有字段核验表,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,字段事实序号,稳定基座第一闭环明细任务ID,第一闭环字段确认公开账本ID,第一闭环证据状态公开账本ID,第一闭环下一步动作ID,P0Top3字段公开账本ID,B0冲突页列核验状态ID,来源页码,版面列,页码版面键,专业行ID,专业组出现ID,院校代码,任务来源类型,字段名,字段候选关系桶,PDF提示字段状态,机器坐标字段状态,高校辅证字段状态,冲突类型桶,核验动作层级,人工最小核验动作,PDF原页记录状态,湖北官方记录状态,高校辅证记录状态,双人复核状态,三方一致性状态,字段事实闭环状态,字段写回评估门禁,完成证据组合,字段事实值集合SHA256,私有字段记录状态SHA256,是否P0Top3重点字段,是否B0冲突页列字段,是否需要双人复核,是否需要人工看图,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
FIRSTFACT-c66fe66dc706c06d,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,86,FIRSTDETAIL-26a4a2d46176a22b,FIRSTFCONF-0525b9b91056ad6f,FIRSTEVID-bcf42a1aafb1d18f,FIRSTNEXT-75aff2e172f23f79,,FIRSTB0STATUS-815b76bed7962001,169,right,169-right,M-13b19a3991c8159a,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-78beeb936a60dbec,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,87,FIRSTDETAIL-2bedee7b9c7f7990,FIRSTFCONF-6f5057d8480192c0,FIRSTEVID-f60e7c078862cd82,FIRSTNEXT-456f37072074e9c2,,FIRSTB0STATUS-815b76bed7962001,169,right,169-right,M-7489ddca4dfd3dd8,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-e5a9885e064a3d55,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,88,FIRSTDETAIL-352f0e7f8e92d653,FIRSTFCONF-49f12cfe5c5a44b4,FIRSTEVID-ea8ea80a242a2e1b,FIRSTNEXT-844a9c4de5c0f628,,FIRSTB0STATUS-815b76bed7962001,169,right,169-right,M-8ba195c86a925e83,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-7153ccb9130d592e,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,89,FIRSTDETAIL-46750a08eb17e822,FIRSTFCONF-2a09fefeb7f4b31c,FIRSTEVID-aaf058c80412e6b5,FIRSTNEXT-58c38d694d3cbc30,,FIRSTB0STATUS-815b76bed7962001,169,right,169-right,M-7a3695c82b5953d6,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-9ef3794b486dfc56,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,90,FIRSTDETAIL-51b2b8463ec925df,FIRSTFCONF-8345861c592e4dbf,FIRSTEVID-b4e73c17588a7d00,FIRSTNEXT-38692a676ec0bf84,,FIRSTB0STATUS-815b76bed7962001,169,right,169-right,M-4a71a2765412ac2a,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-6e4e5ebe3f71fa50,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,91,FIRSTDETAIL-655cc4d71fe13207,FIRSTFCONF-b0496ce18f471e16,FIRSTEVID-96e0d460d030b412,FIRSTNEXT-ab9b331d138b25fc,,FIRSTB0STATUS-815b76bed7962001,169,right,169-right,M-d7ad035436e7d0f7,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-9285ef284a038f1e,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,92,FIRSTDETAIL-80ab74779f516adb,FIRSTFCONF-e38659f50e5d8a5a,FIRSTEVID-a7e743e1228444e1,FIRSTNEXT-8ef9652b563b3cf6,,FIRSTB0STATUS-815b76bed7962001,169,right,169-right,M-b4b8560bd289f9b5,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-6f2aea287e10ddf8,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,93,FIRSTDETAIL-9085a434404761c6,FIRSTFCONF-6732ef3bb3eb328f,FIRSTEVID-90f8c0f5cf486ef7,FIRSTNEXT-c1216327491b5a0a,,FIRSTB0STATUS-815b76bed7962001,169,right,169-right,M-9710c4b647b66507,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-7b3695b452dab85f,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,94,FIRSTDETAIL-e796394270d8dbd9,FIRSTFCONF-46b577fd956249e1,FIRSTEVID-5301e9a4cf05c939,FIRSTNEXT-5b0c3a651f715f57,,FIRSTB0STATUS-815b76bed7962001,169,right,169-right,M-cdfe659d6ddbb7d7,G-69a8112ee16cf2ba,H450,P0人工字段任务,专业计划数,R5-无候选需人工看图,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,M1-机器坐标仍无候选需人工看图,pending_private_school_reading,C3-无稳定候选需看图,N3-无稳定候选人工看图,直接打开PDF原页所在页列人工看图，必要时同页列连带复核。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-4b5b60a8920eef51,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,95,FIRSTDETAIL-0a008f059b306a64,FIRSTFCONF-17761d3776eedd60,FIRSTEVID-f841a32701e6db43,FIRSTNEXT-a9159d1aa92823f3,,FIRSTB0STATUS-ffc90431edf15154,18,left,018-left,M-f588b8040b4edb64,G-2432826275c85956,A033,自动官网辅证任务,专业计划数,R0-PDFOCR与高校辅证存在冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-d7184b81690c695d,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,96,FIRSTDETAIL-0a008f059b306a64,FIRSTFCONF-17761d3776eedd60,FIRSTEVID-f841a32701e6db43,FIRSTNEXT-a9159d1aa92823f3,,FIRSTB0STATUS-ffc90431edf15154,18,left,018-left,M-f588b8040b4edb64,G-2432826275c85956,A033,自动官网辅证任务,学费,R0-PDFOCR与高校辅证存在冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-5a6ababf37cc2dcd,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,97,FIRSTDETAIL-0a008f059b306a64,FIRSTFCONF-17761d3776eedd60,FIRSTEVID-f841a32701e6db43,FIRSTNEXT-a9159d1aa92823f3,,FIRSTB0STATUS-ffc90431edf15154,18,left,018-left,M-f588b8040b4edb64,G-2432826275c85956,A033,自动官网辅证任务,再选科目,R0-PDFOCR与高校辅证存在冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核不要求,,307e02bb0d0710f56cf24c70b080a9a5cd0655707e9817f4a94e3e0569b3ec9b,false,true,false,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
FIRSTFACT-f4521d23bb9fc30f,data/working/issue19-stable-foundation-first-closure-field-confirmation-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-evidence-status-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-next-action-matrix.csv,data/working/issue19-p0-top3-field-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-b0-conflict-status-public-ledger.csv,first_closure_field_confirmation_private_workbench_not_public,p0_top3_private_field_review_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_stable_foundation_first_closure_field_fact_public_ledger,第一闭环字段原子,第一闭环任务×字段名×公开闭环状态,false,false,false,false,false,false,false,false,98,FIRSTDETAIL-6e2d3b4c7f4c6ceb,FIRSTFCONF-83cb8d3b6e656ecc,FIRSTEVID-bc7fd325eb5f4852,FIRSTNEXT-1a521500255b438c,,FIRSTB0STATUS-ffc90431edf15154,18,left,018-left,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,自动官网辅证任务,专业计划数,R0-PDFOCR与高校辅证存在冲突,private_pdf_ocr_candidate_seeded,M2-原已有PDFOCR候选不启用机器坐标补候选,pending_private_school_reading,C0-PDFOCR与高校辅证冲突,N0-先双人核PDF原页冲突,双人回看PDF原页，先判定PDFOCR与高校辅证冲突字段，再核湖北官方侧。,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,pending_double_review,pending_private_three_way_field_confirmation,F0-字段记录未填写,blocked_until_required_private_readings_complete,PDF原页记录待完成；湖北官方侧待完成；高校辅证待完成；双人复核待完成,,7711f2d74aabf91f3ed07bed101260d7ca5e3ec94e303f6eb51985b67fb163dd,false,true,true,true,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,只保存字段名、状态、关系桶、ID和SHA；字段明细值与人工记录只留在私有工作台。
