P0即时字段确认公开账本ID,来源P0字段即时复核包,来源P0裁图证据索引,来源P0即时三方闭环公开账本,来源P0即时裁图OCR公开审计,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,字段确认公开账本总序,人工核验优先级数值,人工核验泳道,人工核验方式,人工核验动作,必须完成证据步骤,公开升级阻断原因,字段名,专业行ID,专业组出现ID,院校代码,来源页码,版面列,P0字段即时复核任务ID,P0即时复核裁图证据索引ID,P0即时三方闭环公开账本ID,P0即时裁图OCR公开审计ID,裁图证据编号,裁图文件SHA256,裁图规格SHA256,裁图bbox归一化,裁图bbox像素,执行批次,即时复核阶段,语义多源优先桶,裁图OCR三方辅助桶,裁图OCR候选状态,裁图OCR候选置信等级,裁图OCR平均置信度区间,裁图OCR目标行定位状态,裁图OCR与机器候选关系,裁图OCR与高校辅证关系,机器候选状态,机器候选置信等级,机器候选与高校辅证关系,高校官网辅证覆盖状态,高校官网证据强度,高校官网证据匹配状态,高校官网来源状态,高校官网是否可替代湖北官方计划,是否有机器规范候选,是否有高校字段线索,是否裁图OCR有可比候选,是否裁图OCR与机器候选冲突,是否裁图OCR与高校辅证冲突,是否机器高校冲突,是否高校补缺线索,是否需要双人复核,PDF原页私有记录状态,湖北官方私有记录状态,高校辅证私有记录状态,双人复核公开状态,三方字段一致性公开状态,字段事实写回评估状态,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,私有字段确认工作台状态,公开安全策略,下一步
P0FCONF-ef8dce2f16a2b630,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,74,30,M2-裁图OCR未稳定补读人工看图,双人复核,直接回看PDF原页裁图和整页上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-52fbc829aad2ad19,G-1724d4845605b449,A056,21,left,P0IMMEDIATE-9b802743ceefbe6f,P0CROPINDEX-2c8ef262bd7d0cb7,P0CLOSURE-ef8dce2f16a2b630,P0CROPOCRAUDIT-61c817ba5d1de3f6,P0CROP-65a954a8b0ff2807,1be0ea0691586b138f246c45cc12b706bc36091d556fd904d70a01e2b1b16836,756855747d9787b3b455812309636a03a5b144ae96d35b785d718b90bfbe405a,x=0.043000-0.742193;y_bottom_origin=0.694552-0.857674,x=72-1237;y=350-751,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A3-裁图OCR未能稳定补读需人工看图,O0-未识别可比候选,low,C1-低置信,target_y_unmatched,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,false,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-7c2efa8e0387d645,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,75,30,M2-裁图OCR未稳定补读人工看图,双人复核,直接回看PDF原页裁图和整页上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-d8e2292059e6cf31,G-21a952547ae34b59,A071,22,left,P0IMMEDIATE-b242de5107e44dd6,P0CROPINDEX-2025ace2ff0c28c4,P0CLOSURE-7c2efa8e0387d645,P0CROPOCRAUDIT-ce7d93e99afcb1da,P0CROP-dc5757330cb66b9a,ce8fee95305e8d24a37de86a408daf318ec7222c9055e7d551dfd790af67249c,cc352fa093a984cce001e71e6cb92b3b1b070bd7de544dec570f6103f48113d2,x=0.043000-0.552000;y_bottom_origin=0.559477-0.729767,x=72-920;y=662-1079,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A3-裁图OCR未能稳定补读需人工看图,O1-有候选但未能贴合目标行,low,C2-中置信,target_y=0.495734;nearest_distance=0.187122,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,false,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-2a81707fab4eaebf,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,76,30,M2-裁图OCR未稳定补读人工看图,双人复核,直接回看PDF原页裁图和整页上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-574cc3372c5b57bd,G-fcda50ed8e8ccc11,A087,26,right,P0IMMEDIATE-a0a8105adea249a2,P0CROPINDEX-7689e7913a46eec5,P0CLOSURE-2a81707fab4eaebf,P0CROPOCRAUDIT-21e92daf50e13d6a,P0CROP-c7d627989dae4738,b6f7e9172b6bfdcdbee0cb4f228c608e1628566ff5ea571b08bcdc43c6057140,fc546dd65b266c51313bbe170b274c1d3796388264277faa932281bbc08cb035,x=0.448000-0.957000;y_bottom_origin=0.608750-0.780640,x=747-1595;y=537-958,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A3-裁图OCR未能稳定补读需人工看图,O1-有候选但未能贴合目标行,low,C3-中高置信,target_y=0.500422;nearest_distance=0.185256,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,false,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-df5b8716d826d0ee,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,77,30,M2-裁图OCR未稳定补读人工看图,双人复核,直接回看PDF原页裁图和整页上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-13e4cdf4466c8dd4,G-b7fe2118ce05a399,A131,36,left,P0IMMEDIATE-72f54a2e8dc058df,P0CROPINDEX-4b06b84fcc7997ed,P0CLOSURE-df5b8716d826d0ee,P0CROPOCRAUDIT-d67237844cf359aa,P0CROP-6118d6b4db96e504,62c39dca0dbc1afc483d7f3e15d1afffa8b59e776d096d8604ed3faa8d1de9b3,5ab475f1395f27ee31319bcb02e5a6a56345994f4ba7624c8392dc134425e494,x=0.043000-0.552000;y_bottom_origin=0.585408-0.719233,x=72-920;y=688-1015,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A3-裁图OCR未能稳定补读需人工看图,O1-有候选但未能贴合目标行,low,C2-中置信,target_y=0.561947;nearest_distance=0.135118,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,false,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-2ab59fb2df7d8abc,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,78,30,M2-裁图OCR未稳定补读人工看图,双人复核,直接回看PDF原页裁图和整页上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-1c12d0167a7b6abe,G-81e16980234817ef,A161,46,left,P0IMMEDIATE-ce3095a0423d93ee,P0CROPINDEX-65dd882b49595e5c,P0CLOSURE-2ab59fb2df7d8abc,P0CROPOCRAUDIT-8e78148126b5d70f,P0CROP-b79b055897acb1c3,6b5481f65ed7270c35147ff19d63d891bba4d68565edcccbd9ba8eca1372e16b,8a1b51acd38208bc302b40305ebe24802c3674b755c2b5a619eb6503a6199969,x=0.043000-0.552000;y_bottom_origin=0.435881-0.641105,x=72-920;y=879-1382,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A3-裁图OCR未能稳定补读需人工看图,O1-有候选但未能贴合目标行,low,C2-中置信,target_y=0.376177;nearest_distance=0.110304,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,false,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-1bb5a72a59d40c48,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,79,30,M2-裁图OCR未稳定补读人工看图,双人复核,直接回看PDF原页裁图和整页上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-ccbf62ec9b24d164,G-d0f660b5b7a818c7,A165,46,right,P0IMMEDIATE-001062445a486633,P0CROPINDEX-30a2fc6e6ff485f9,P0CLOSURE-1bb5a72a59d40c48,P0CROPOCRAUDIT-7a8158b4a42ee4a2,P0CROP-b843cbfe5e7d91fb,2dfdf22f3f1a67b94433d745163cadbd69f52c731aa5fe23727e01bf5a021309,75cee689279d076f750b2fcb8b1b0cdfe730c539fbce70099a00a600df401da4,x=0.448000-0.957000;y_bottom_origin=0.541952-0.816977,x=747-1595;y=448-1122,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A3-裁图OCR未能稳定补读需人工看图,O1-有候选但未能贴合目标行,low,C2-中置信,target_y=0.307250;nearest_distance=0.135143,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,false,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-3f05f68725f6944e,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,80,30,M2-裁图OCR未稳定补读人工看图,双人复核,直接回看PDF原页裁图和整页上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-c9f4a8955d56c089,G-924d5dabec1edae6,A301,60,right,P0IMMEDIATE-75d6b2d00eec2c51,P0CROPINDEX-7d2c2b15501a1f1e,P0CLOSURE-3f05f68725f6944e,P0CROPOCRAUDIT-815c6c8aaee87f73,P0CROP-f6bfa42271de5d4f,c68fdc99924c51ba5ad27a6691923156db3eaff8cf32181b4c6af4bf0369d99b,5d5917f85e8a2fd4bd3d9a903b66221df38d7607669f71c62801cb51775ff47b,x=0.448000-0.957000;y_bottom_origin=0.562143-0.703571,x=747-1595;y=726-1072,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A3-裁图OCR未能稳定补读需人工看图,O1-有候选但未能贴合目标行,low,C3-中高置信,target_y=0.505819;nearest_distance=0.112755,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,false,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-085477ff6de4f4cb,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,81,30,M2-裁图OCR未稳定补读人工看图,双人复核,直接回看PDF原页裁图和整页上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-f3b269252be10c0a,G-3fe53b9753926834,A712,64,right,P0IMMEDIATE-e466b3bc53e0efe7,P0CROPINDEX-7f4084c39d2cb4dc,P0CLOSURE-085477ff6de4f4cb,P0CROPOCRAUDIT-367d952887f9a4b8,P0CROP-75e5f0d430e86276,97fdfb7cdefebd0a6daaa6a89904750d37ee02118e2fce932af701af21e868f7,b33ec8583e432277c0fd1053c6189eeaa27ce061e5bb23b0fc4af92bfcdcd5cc,x=0.448000-0.957000;y_bottom_origin=0.547825-0.822755,x=747-1595;y=434-1107,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A3-裁图OCR未能稳定补读需人工看图,O1-有候选但未能贴合目标行,low,C3-中高置信,target_y=0.336107;nearest_distance=0.138778,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,false,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-033920f3a771cf2f,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,82,30,M2-裁图OCR未稳定补读人工看图,双人复核,直接回看PDF原页裁图和整页上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-9e79f0d440e3a08d,G-2e222a7fe79de144,C105,68,right,P0IMMEDIATE-ba5c136dc82a74eb,P0CROPINDEX-4f7f2b192dfc81cf,P0CLOSURE-033920f3a771cf2f,P0CROPOCRAUDIT-57d6a603c80bc4fd,P0CROP-de31b294767da424,d1e62ce0f60be0f6cfeb95372d1307c56ee35647f1fff31654cd9fe8c3a69846,2e4a72a6cac831b84b1e9f185709c1c7a1ed53dbf5828540f4f682b55149567f,x=0.448000-0.957000;y_bottom_origin=0.528673-0.658547,x=747-1595;y=836-1154,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A3-裁图OCR未能稳定补读需人工看图,O1-有候选但未能贴合目标行,low,C3-中高置信,target_y=0.501078;nearest_distance=0.101707,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,false,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-c5a89f0d80c30004,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,83,30,M2-裁图OCR未稳定补读人工看图,双人复核,直接回看PDF原页裁图和整页上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-9f8c6072af38cb81,G-a9bd841cc9dc84a7,F001,92,left,P0IMMEDIATE-75340778c51524f8,P0CROPINDEX-098433fb004f0d02,P0CLOSURE-c5a89f0d80c30004,P0CROPOCRAUDIT-92ab8ce0263c976e,P0CROP-66c1e3d013c288a8,fcf363ecafded3b45b74edc97cbfd4b23af1204269e7ddf6081fcd431bcd08fb,6f5e92e0519caab3357009b8bc4a08512c65133483008c00d84205f3f187caa6,x=0.043000-0.552000;y_bottom_origin=0.387965-0.524796,x=72-920;y=1164-1499,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A3-裁图OCR未能稳定补读需人工看图,O1-有候选但未能贴合目标行,low,C2-中置信,target_y=0.516042;nearest_distance=0.132113,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,false,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
P0FCONF-3dd172608d808de2,data/working/issue19-field-fact-p0-immediate-review-packet.csv,data/working/issue19-p0-immediate-pdf-crop-evidence-index.csv,data/working/issue19-p0-immediate-three-way-closure-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_field_confirmation_public_ledger,逐专业招生明细,逐专业招生明细×P0字段×字段确认公开状态,false,false,false,false,false,false,false,84,30,M2-裁图OCR未稳定补读人工看图,双人复核,直接回看PDF原页裁图和整页上下文,PDF原页人工核页；湖北官方系统或省招办计划核验；双人复核,PDF原页私有记录未完成；湖北官方私有记录未完成；双人复核未完成,专业计划数,M-018002c0f8e98c5a,G-c826002c6359ab24,F007,93,left,P0IMMEDIATE-ec2c33b0d06855a2,P0CROPINDEX-09fdafd29ee3ff28,P0CLOSURE-3dd172608d808de2,P0CROPOCRAUDIT-15ab08a0112056ca,P0CROP-dc240b10cd84d036,2c62285fe7b1cd71c6177ed0d2247f72f96af0f2f21af0bc8a22bfa21d4fd269,831ceff7ec86ef7c0bdde02b34868c372570fd1ff94b4d375abdbd09ed1bc5c5,x=0.043000-0.695083;y_bottom_origin=0.601472-0.857674,x=72-1159;y=350-980,EXEC-04-多值坐标冲突核页,IR-03-多值坐标冲突先核,S6-多值坐标冲突核页,A3-裁图OCR未能稳定补读需人工看图,O0-未识别可比候选,low,C2-中置信,target_y_unmatched,no_machine_reference,no_school_reference,P0C2-多值坐标候选冲突待人工核页,low,R0-无高校官网辅证行,no_b0b1_school_sidecar,,,,,false,false,false,false,false,false,false,true,pending_private_pdf_reading,pending_private_hubei_reading,not_applicable_no_school_field_clue,pending_double_review,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,not_applicable_no_school_field_clue,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、bbox、关系状态和门禁；不保存字段记录值、候选值、识别文本、图片路径、院校名、专业名、专业代号或专业组代码。,在私有字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有字段记录；公开账本只同步状态，不同步记录值。
