页列底座核页进度公开账本ID,来源页列底座批次执行包表,来源页列底座核验批次表,来源私有批次任务CSV,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内专业行数,包内字段任务数,字段Q0无候选阻断任务数,字段Q1有候选待人工核验任务数,字段Q2待三方闭环任务数,结构风险事件数,官方查询键碰撞行数,教育部未匹配校名专业行数,官网辅证线索行数,官网计划数冲突行数,OCR行数,OCR低置信度行数,私有页图证据编号,私有页图SHA256,私有批次审阅HTML证据编号,私有批次审阅HTML_SHA256,私有批次审阅任务CSV_SHA256,私有任务CSV_SHA256匹配状态,PDF原页核页记录状态,湖北官方核验记录状态,结构和官方消歧记录状态,高校辅证记录状态,高校辅证是否需要记录,一审记录状态,二审记录状态,双人复核记录状态,私有记录必填项数,私有记录已填项数,私有记录未填项数,私有记录填写进度,页列私有记录进度桶,页列私有记录进度状态,PDF原页核页是否完成,湖北官方核验是否完成,结构和官方消歧是否完成,高校辅证是否完成,页列是否满足升级条件,字段事实写回状态,公开安全策略,下一步
PSFOUNDATIONPROG-8c6090b82e57a779,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,21,46,PSFOUNDATIONBATCHROW-ba8df79d108db417,39,right,039-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,20,60,3,54,3,22,1,0,0,0,113,57,page-039,70f856980da48501d3428f8f9902ead3c0c7e7c994a833855401ef1963c87b2b,ps-foundation-batch-02-html,68a2dae185e58aa547142de4dabe1743a8297b7e3f0fbbf574325e910d7c5e82,dda24c28b57752197b39778afd8d67e2d40ce559cc21fd80abf60ec570829b64,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-90b9bfe8d51596d9,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,22,47,PSFOUNDATIONBATCHROW-5a3997ee992671a1,54,left,054-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,18,54,36,18,0,2,0,0,0,0,141,71,page-054,a2174229e876558f2f55b8272cb56fe768975fb7de55ff91351ca24c13be47f8,ps-foundation-batch-02-html,68a2dae185e58aa547142de4dabe1743a8297b7e3f0fbbf574325e910d7c5e82,dda24c28b57752197b39778afd8d67e2d40ce559cc21fd80abf60ec570829b64,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-1888d0ca2745d484,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,23,48,PSFOUNDATIONBATCHROW-35b04fcb4169d4d3,22,left,022-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,20,60,18,42,0,4,1,0,0,0,136,64,page-022,60ce04cb6205a4e37063568d5dc2d46c529137dbcae9941f14e3559a1ac3f560,ps-foundation-batch-02-html,68a2dae185e58aa547142de4dabe1743a8297b7e3f0fbbf574325e910d7c5e82,dda24c28b57752197b39778afd8d67e2d40ce559cc21fd80abf60ec570829b64,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-821b6732496367ea,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,24,49,PSFOUNDATIONBATCHROW-1e779d25a877e82e,161,right,161-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,28,84,54,21,9,6,0,12,0,0,129,73,page-161,773d0984b41b1d6241bad310c6144451eb0b8369274ff01a248738360f1f4ea0,ps-foundation-batch-02-html,68a2dae185e58aa547142de4dabe1743a8297b7e3f0fbbf574325e910d7c5e82,dda24c28b57752197b39778afd8d67e2d40ce559cc21fd80abf60ec570829b64,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-58b6fb6a1bc2db38,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,2,PSFOUNDATIONBATCH-84dc5b84703c3a75,第02批-页列底座核验,25,50,PSFOUNDATIONBATCHROW-704e23341da332d1,127,right,127-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,31,93,12,51,30,5,1,0,0,0,146,70,page-127,6007f2c18bbd61feef217d03f7338be0c870d6d39a657cbbaa4c4f02031a7b86,ps-foundation-batch-02-html,68a2dae185e58aa547142de4dabe1743a8297b7e3f0fbbf574325e910d7c5e82,dda24c28b57752197b39778afd8d67e2d40ce559cc21fd80abf60ec570829b64,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-45c466a8f3e11a7f,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,1,51,PSFOUNDATIONBATCHROW-4a682553d718883f,22,right,022-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,22,66,51,12,3,12,1,0,0,0,115,62,page-022,60ce04cb6205a4e37063568d5dc2d46c529137dbcae9941f14e3559a1ac3f560,ps-foundation-batch-03-html,1a74483feb67360531472a15178183a85da62a824ca6d626741d9cb0add4fce4,b9bb1c5b0786649fc5db7e8b11f1335201739a8bdc00399c5fc598fd5d4ee8af,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-1c5d1e1bcdae2b4f,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,2,52,PSFOUNDATIONBATCHROW-cf8b9861e6f0a8f3,88,left,088-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,43,129,18,96,15,5,0,0,0,0,179,105,page-088,38b7762c0e3e00e2360239288f428d383ceab356ed1c94d8c6fb89291791eb4d,ps-foundation-batch-03-html,1a74483feb67360531472a15178183a85da62a824ca6d626741d9cb0add4fce4,b9bb1c5b0786649fc5db7e8b11f1335201739a8bdc00399c5fc598fd5d4ee8af,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-e30e2c5a4f529e1f,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,3,53,PSFOUNDATIONBATCHROW-70c1ff02d73e1b56,117,right,117-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,34,102,63,36,3,17,0,0,0,0,125,79,page-117,06af8c2e9ef994c40124332658c967af7878247187c1d1f074d6f383f83ac2c5,ps-foundation-batch-03-html,1a74483feb67360531472a15178183a85da62a824ca6d626741d9cb0add4fce4,b9bb1c5b0786649fc5db7e8b11f1335201739a8bdc00399c5fc598fd5d4ee8af,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-d6a485634db68ae3,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,4,54,PSFOUNDATIONBATCHROW-601f7bbd3f9c4446,94,right,094-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,40,120,39,78,3,3,0,0,0,0,142,66,page-094,1c61807ddc0bbd8abcea3792c3516b2f14bcfe9b75ca24ac7d3f6717f3499387,ps-foundation-batch-03-html,1a74483feb67360531472a15178183a85da62a824ca6d626741d9cb0add4fce4,b9bb1c5b0786649fc5db7e8b11f1335201739a8bdc00399c5fc598fd5d4ee8af,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-d2cfeb28cb7d58e4,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,5,55,PSFOUNDATIONBATCHROW-f8b13202d8ee08e7,204,right,204-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,36,108,12,93,3,0,0,15,0,0,135,72,page-204,34ff7b9ea977a2fc9a1143f8c51421ef9d20a5013a5714927d4716877e556305,ps-foundation-batch-03-html,1a74483feb67360531472a15178183a85da62a824ca6d626741d9cb0add4fce4,b9bb1c5b0786649fc5db7e8b11f1335201739a8bdc00399c5fc598fd5d4ee8af,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-e388795b64db86c5,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,6,56,PSFOUNDATIONBATCHROW-d55541b1c695869e,211,right,211-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,37,111,6,93,12,1,0,0,0,0,143,76,page-211,a236562fc7814f070548aa41f696b6b7babb19473ef7ab84b5e84ad6e313ea9a,ps-foundation-batch-03-html,1a74483feb67360531472a15178183a85da62a824ca6d626741d9cb0add4fce4,b9bb1c5b0786649fc5db7e8b11f1335201739a8bdc00399c5fc598fd5d4ee8af,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-cff5908da994361d,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,7,57,PSFOUNDATIONBATCHROW-9b494498421d6a12,135,right,135-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,37,111,15,90,6,10,0,4,5,0,117,64,page-135,c6bdb619e23f376d0be395e803de9ece928e0219c77a08dfad956006dc4773cd,ps-foundation-batch-03-html,1a74483feb67360531472a15178183a85da62a824ca6d626741d9cb0add4fce4,b9bb1c5b0786649fc5db7e8b11f1335201739a8bdc00399c5fc598fd5d4ee8af,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,true,S0-未记录,S0-未记录,D0-未记录,4,0,4,0/4,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-8b995a3e5db59d7c,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,8,58,PSFOUNDATIONBATCHROW-ca823815c39106b1,201,left,201-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,48,24,15,30,0,0,0,0,147,77,page-201,5080967614c8c5a15dd268c0fbc4c993925ad68ead3b3fe859f0fc00bcee24de,ps-foundation-batch-03-html,1a74483feb67360531472a15178183a85da62a824ca6d626741d9cb0add4fce4,b9bb1c5b0786649fc5db7e8b11f1335201739a8bdc00399c5fc598fd5d4ee8af,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-ccbcb61c3513899b,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,9,59,PSFOUNDATIONBATCHROW-bd9792b43f376145,80,right,080-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,54,24,9,36,0,0,29,0,135,59,page-080,19aa99b47345c817b0477ca2ec84bbf4d25ea260340fd9d33b96c4132d579389,ps-foundation-batch-03-html,1a74483feb67360531472a15178183a85da62a824ca6d626741d9cb0add4fce4,b9bb1c5b0786649fc5db7e8b11f1335201739a8bdc00399c5fc598fd5d4ee8af,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,true,S0-未记录,S0-未记录,D0-未记录,4,0,4,0/4,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-f0c2d1f7094b279d,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,10,60,PSFOUNDATIONBATCHROW-6f2c488636e89423,230,left,230-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,35,105,42,60,3,0,0,0,0,0,139,73,page-230,94cda150b5c24fe4db4b31a3e713a39975547367ed6a179a27c2e9c20503e0b0,ps-foundation-batch-03-html,1a74483feb67360531472a15178183a85da62a824ca6d626741d9cb0add4fce4,b9bb1c5b0786649fc5db7e8b11f1335201739a8bdc00399c5fc598fd5d4ee8af,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-7336ee3be8eaa52e,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,11,61,PSFOUNDATIONBATCHROW-477797ce8ff45d71,119,left,119-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,38,114,39,51,24,2,0,0,33,0,144,78,page-119,1176df2fbe89e1d8593c5794e94884b799675f23848c0551482f4a9e234f0156,ps-foundation-batch-03-html,1a74483feb67360531472a15178183a85da62a824ca6d626741d9cb0add4fce4,b9bb1c5b0786649fc5db7e8b11f1335201739a8bdc00399c5fc598fd5d4ee8af,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,true,S0-未记录,S0-未记录,D0-未记录,4,0,4,0/4,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
PSFOUNDATIONPROG-53e48b0faee1aef4,data/working/issue19-page-side-foundation-batch-execution-packets.csv,data/working/issue19-page-side-foundation-verification-batches.csv,private_batch_task_csv_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_review_progress_public_ledger,PDF页码×版面列,PDF页码×版面列×私有核页记录进度,false,false,false,false,false,false,3,PSFOUNDATIONBATCH-624cbb5690223e09,第03批-页列底座核验,12,62,PSFOUNDATIONBATCHROW-c00224ba66dabe73,204,left,204-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,28,84,27,45,12,5,0,0,0,0,141,79,page-204,34ff7b9ea977a2fc9a1143f8c51421ef9d20a5013a5714927d4716877e556305,ps-foundation-batch-03-html,1a74483feb67360531472a15178183a85da62a824ca6d626741d9cb0add4fce4,b9bb1c5b0786649fc5db7e8b11f1335201739a8bdc00399c5fc598fd5d4ee8af,matched_execution_packet_sha,S0-未记录,S0-未记录,S0-未记录,S0-未记录,false,S0-未记录,S0-未记录,D0-未记录,3,0,3,0/3,R0-未开始私有核页记录,pending_private_review_records,false,false,false,false,false,blocked_until_private_records_and_fact_review_closed,公开账本只保存页列状态、计数、证据编号和SHA；不公开识别行内容、页图路径、学校专业明细、字段值、核页记录内容或补充记录内容。,在本地私有任务CSV/HTML中补 PDF 原页、湖北官方、结构消歧和必要高校辅证记录；公开账本只同步填写状态，不自动认定字段事实。
