页列底座字段线索公开审计ID,来源页列底座公开核页进度账本,来源字段事实核验任务队列,来源私有字段线索模板,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,页列底座核页进度公开账本ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内专业行数,包内字段任务数,字段任务回链数,字段任务缺失数,专业行覆盖数,字段名任务分布,字段核验优先级分布,字段事实状态分布,字段事实阻断等级分布,字段线索状态分布,三字段OCR完整状态分布,字段线索非空任务数,字段线索缺失任务数,字段线索多值或冲突任务数,字段PDF待核任务数,湖北官方待核任务数,高校官网线索任务数,私有字段线索模板批次证据编号,私有字段线索模板CSV_SHA256,私有字段线索模板页列记录数,私有字段线索模板批次记录数,私有字段线索材料状态,PDF原页人工确认完成字段数,湖北官方字段完成字段数,高校辅证字段完成字段数,三方一致性可评估字段数,字段事实写回复查可进入字段数,页列是否满足字段复查条件,字段事实写回状态,公开安全策略,下一步
PSFIELDCLUE-c06676bdd52972a9,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,5,PSFOUNDATIONBATCH-abae03899d272d2c,第05批-页列底座核验,22,122,PSFOUNDATIONBATCHROW-c07cb27917304a9c,PSFOUNDATIONPROG-c06676bdd52972a9,129,right,129-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,27,81,81,0,27,专业计划数:27；再选科目:27；学费:27,P0:27；P1:35；P3:19,K0:27；K1:35；K2:19,Q0:9；Q1:69；Q2:3,C0-无单独线索状态:19；C1-缺线索:27；C2-冲突或疑似线索:15；C4-组级线索:20,T0-三字段线索齐全:3；T1-缺1项:15；T2-缺2项:63,54,27,15,81,81,0,ps-field-clue-batch-05-csv,ce4aa234b2aeb1ac40007de5a82b1e03993d59ca4def88e5af298eda7f0606b0,81,2364,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-d9ae57f04424b4ed,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,5,PSFOUNDATIONBATCH-abae03899d272d2c,第05批-页列底座核验,23,123,PSFOUNDATIONBATCHROW-c95a1c8eae5e2d43,PSFOUNDATIONPROG-d9ae57f04424b4ed,179,right,179-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,50,150,150,0,50,专业计划数:50；再选科目:50；学费:50,P0:30；P1:21；P3:99,K0:30；K1:21；K2:99,Q0:75；Q1:63；Q2:12,C0-无单独线索状态:99；C1-缺线索:30；C4-组级线索:21,T0-三字段线索齐全:12；T1-缺1项:123；T2-缺2项:15,120,30,0,150,150,0,ps-field-clue-batch-05-csv,ce4aa234b2aeb1ac40007de5a82b1e03993d59ca4def88e5af298eda7f0606b0,150,2364,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-528ad64ae5ca9b33,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,5,PSFOUNDATIONBATCH-abae03899d272d2c,第05批-页列底座核验,24,124,PSFOUNDATIONBATCHROW-828addf4e6386d13,PSFOUNDATIONPROG-528ad64ae5ca9b33,223,left,223-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,34,102,102,0,34,专业计划数:34；再选科目:34；学费:34,P0:32；P1:10；P3:60,K0:32；K1:10；K2:60,Q0:63；Q1:30；Q2:9,C0-无单独线索状态:60；C1-缺线索:32；C2-冲突或疑似线索:2；C4-组级线索:8,T0-三字段线索齐全:9；T1-缺1项:60；T2-缺2项:33,70,32,2,102,102,42,ps-field-clue-batch-05-csv,ce4aa234b2aeb1ac40007de5a82b1e03993d59ca4def88e5af298eda7f0606b0,102,2364,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-3a8c158f6d973d22,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,5,PSFOUNDATIONBATCH-abae03899d272d2c,第05批-页列底座核验,25,125,PSFOUNDATIONBATCHROW-93074a929056f923,PSFOUNDATIONPROG-3a8c158f6d973d22,99,right,099-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,34,102,102,0,34,专业计划数:34；再选科目:34；学费:34,P0:22；P1:11；P3:69,K0:22；K1:11；K2:69,Q0:54；Q1:33；Q2:15,C0-无单独线索状态:69；C1-缺线索:22；C4-组级线索:11,T0-三字段线索齐全:15；T1-缺1项:75；T2-缺2项:12,80,22,0,102,102,0,ps-field-clue-batch-05-csv,ce4aa234b2aeb1ac40007de5a82b1e03993d59ca4def88e5af298eda7f0606b0,102,2364,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-c60777a36c86ffeb,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,1,126,PSFOUNDATIONBATCHROW-32e2266ebdfbbbbc,PSFOUNDATIONPROG-c60777a36c86ffeb,157,right,157-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,24,72,72,0,24,专业计划数:24；再选科目:24；学费:24,P0:31；P1:4；P3:37,K0:31；K1:4；K2:37,Q0:51；Q1:12；Q2:9,C0-无单独线索状态:37；C1-缺线索:31；C4-组级线索:1；C9-其他线索状态:3,T0-三字段线索齐全:9；T1-缺1项:30；T2-缺2项:24；T3-缺3项:9,41,31,0,72,72,0,ps-field-clue-batch-06-csv,4eb45c0f61c5503182bc1511b76a9c1660735dc8ede2960353bf8e38c79be6b4,72,2676,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-4112949e2dfd2355,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,2,127,PSFOUNDATIONBATCHROW-3a6a2610ce7b37ac,PSFOUNDATIONPROG-4112949e2dfd2355,151,right,151-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,39,117,117,0,39,专业计划数:39；再选科目:39；学费:39,P0:23；P1:21；P3:73,K0:23；K1:21；K2:73,Q0:48；Q1:63；Q2:6,C0-无单独线索状态:73；C1-缺线索:23；C2-冲突或疑似线索:3；C4-组级线索:18,T0-三字段线索齐全:6；T1-缺1项:93；T2-缺2项:15；T3-缺3项:3,94,23,3,117,117,0,ps-field-clue-batch-06-csv,4eb45c0f61c5503182bc1511b76a9c1660735dc8ede2960353bf8e38c79be6b4,117,2676,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-82e2b66e5a31abb5,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,3,128,PSFOUNDATIONBATCHROW-0f018ba9769fd669,PSFOUNDATIONPROG-82e2b66e5a31abb5,186,right,186-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,23,69,69,0,23,专业计划数:23；再选科目:23；学费:23,P0:27；P1:8；P3:34,K0:27；K1:8；K2:34,Q0:42；Q1:24；Q2:3,C0-无单独线索状态:34；C1-缺线索:27；C4-组级线索:8,T0-三字段线索齐全:3；T1-缺1项:27；T2-缺2项:39,42,27,0,69,69,0,ps-field-clue-batch-06-csv,4eb45c0f61c5503182bc1511b76a9c1660735dc8ede2960353bf8e38c79be6b4,69,2676,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-912fa0a319c7e79b,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,4,129,PSFOUNDATIONBATCHROW-736ebf4b3c23720c,PSFOUNDATIONPROG-912fa0a319c7e79b,205,left,205-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,32,96,96,0,32,专业计划数:32；再选科目:32；学费:32,P0:24；P1:18；P3:54,K0:24；K1:18；K2:54,Q0:33；Q1:54；Q2:9,C0-无单独线索状态:54；C1-缺线索:24；C4-组级线索:18,T0-三字段线索齐全:9；T1-缺1项:48；T2-缺2项:39,72,24,0,96,96,0,ps-field-clue-batch-06-csv,4eb45c0f61c5503182bc1511b76a9c1660735dc8ede2960353bf8e38c79be6b4,96,2676,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-cf73be364068c4bb,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,5,130,PSFOUNDATIONBATCHROW-adfff34e11b4e3e4,PSFOUNDATIONPROG-cf73be364068c4bb,218,left,218-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,33,99,99,0,33,专业计划数:33；再选科目:33；学费:33,P0:15；P1:16；P3:68,K0:15；K1:16；K2:68,Q0:24；Q1:48；Q2:27,C0-无单独线索状态:68；C1-缺线索:15；C4-组级线索:16,T0-三字段线索齐全:27；T1-缺1项:57；T2-缺2项:9；T3-缺3项:6,84,15,0,99,99,39,ps-field-clue-batch-06-csv,4eb45c0f61c5503182bc1511b76a9c1660735dc8ede2960353bf8e38c79be6b4,99,2676,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-b3f11d255e57d61b,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,6,131,PSFOUNDATIONBATCHROW-eb9a945ddc047f59,PSFOUNDATIONPROG-b3f11d255e57d61b,195,left,195-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,24,72,72,0,24,专业计划数:24；再选科目:24；学费:24,P0:20；P1:25；P3:27,K0:20；K1:25；K2:27,Q0:15；Q1:54；Q2:3,C0-无单独线索状态:27；C1-缺线索:20；C2-冲突或疑似线索:12；C4-组级线索:13,T0-三字段线索齐全:6；T1-缺1项:33；T2-缺2项:33,52,20,12,72,72,0,ps-field-clue-batch-06-csv,4eb45c0f61c5503182bc1511b76a9c1660735dc8ede2960353bf8e38c79be6b4,72,2676,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-0ffbb516a3c8f39b,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,7,132,PSFOUNDATIONBATCHROW-d9eab80ce5f2a1aa,PSFOUNDATIONPROG-0ffbb516a3c8f39b,183,left,183-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,44,132,132,0,44,专业计划数:44；再选科目:44；学费:44,P0:8；P1:36；P3:88,K0:8；K1:36；K2:88,Q0:12；Q1:108；Q2:12,C0-无单独线索状态:88；C1-缺线索:8；C4-组级线索:36,T0-三字段线索齐全:12；T1-缺1项:108；T2-缺2项:12,124,8,0,132,132,0,ps-field-clue-batch-06-csv,4eb45c0f61c5503182bc1511b76a9c1660735dc8ede2960353bf8e38c79be6b4,132,2676,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-808529ed769366ad,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,8,133,PSFOUNDATIONBATCHROW-32b719bcb3dc1d0b,PSFOUNDATIONPROG-808529ed769366ad,178,right,178-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,49,147,147,0,49,专业计划数:49；再选科目:49；学费:49,P0:33；P1:42；P3:72,K0:33；K1:42；K2:72,Q0:9；Q1:126；Q2:12,C0-无单独线索状态:72；C1-缺线索:33；C2-冲突或疑似线索:36；C4-组级线索:6,T0-三字段线索齐全:12；T1-缺1项:45；T2-缺2项:90,114,33,36,147,147,0,ps-field-clue-batch-06-csv,4eb45c0f61c5503182bc1511b76a9c1660735dc8ede2960353bf8e38c79be6b4,147,2676,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-8d1f28647c1c70d0,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,9,134,PSFOUNDATIONBATCHROW-c1c0c77d4a85b89c,PSFOUNDATIONPROG-8d1f28647c1c70d0,167,left,167-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,34,102,102,0,34,专业计划数:34；再选科目:34；学费:34,P0:36；P1:42；P3:24,K0:36；K1:42；K2:24,Q0:9；Q1:90；Q2:3,C0-无单独线索状态:24；C1-缺线索:36；C2-冲突或疑似线索:29；C4-组级线索:13,T0-三字段线索齐全:3；T1-缺1项:33；T2-缺2项:66,66,36,29,102,102,0,ps-field-clue-batch-06-csv,4eb45c0f61c5503182bc1511b76a9c1660735dc8ede2960353bf8e38c79be6b4,102,2676,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-32282cfdb5c297f4,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,10,135,PSFOUNDATIONBATCHROW-5a76b388bfbd44ca,PSFOUNDATIONPROG-32282cfdb5c297f4,75,right,075-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,40,120,120,0,40,专业计划数:40；再选科目:40；学费:40,P0:2；P1:31；P3:87,K0:2；K1:31；K2:87,Q0:6；Q1:93；Q2:21,C0-无单独线索状态:87；C1-缺线索:2；C4-组级线索:31,T0-三字段线索齐全:21；T1-缺1项:99,118,2,0,120,120,0,ps-field-clue-batch-06-csv,4eb45c0f61c5503182bc1511b76a9c1660735dc8ede2960353bf8e38c79be6b4,120,2676,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-14a8ade3049d6bea,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,11,136,PSFOUNDATIONBATCHROW-abf73025fd6c9bbe,PSFOUNDATIONPROG-14a8ade3049d6bea,173,left,173-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,38,114,114,0,38,专业计划数:38；再选科目:38；学费:38,P0:8；P1:37；P3:69,K0:8；K1:37；K2:69,Q1:111；Q2:3,C0-无单独线索状态:69；C1-缺线索:8；C4-组级线索:37,T0-三字段线索齐全:3；T1-缺1项:87；T2-缺2项:24,106,8,0,114,114,0,ps-field-clue-batch-06-csv,4eb45c0f61c5503182bc1511b76a9c1660735dc8ede2960353bf8e38c79be6b4,114,2676,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-2890560d9ce1d3c0,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,12,137,PSFOUNDATIONBATCHROW-e835e71acb767eaf,PSFOUNDATIONPROG-2890560d9ce1d3c0,165,right,165-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,51,153,153,0,51,专业计划数:51；再选科目:51；学费:51,P0:66；P1:14；P3:73,K0:66；K1:14；K2:73,Q0:111；Q1:42,C0-无单独线索状态:73；C1-缺线索:66；C2-冲突或疑似线索:14,T1-缺1项:108；T2-缺2项:45,87,66,14,153,153,0,ps-field-clue-batch-06-csv,4eb45c0f61c5503182bc1511b76a9c1660735dc8ede2960353bf8e38c79be6b4,153,2676,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
PSFIELDCLUE-9abf33f280933750,data/working/issue19-page-side-foundation-review-progress-public-ledger.csv,data/working/issue19-field-fact-verification-tasks.csv,private_field_clue_templates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_field_clue_public_audit,PDF页码×版面列,PDF页码×版面列×字段线索状态审计,false,false,false,false,false,false,6,PSFOUNDATIONBATCH-7d5be7027274369a,第06批-页列底座核验,13,138,PSFOUNDATIONBATCHROW-347de0a2e638e2b3,PSFOUNDATIONPROG-9abf33f280933750,140,right,140-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,34,102,102,0,34,专业计划数:34；再选科目:34；学费:34,P0:66；P1:2；P3:34,K0:66；K1:2；K2:34,Q0:96；Q1:6,C0-无单独线索状态:34；C1-缺线索:66；C4-组级线索:1；C5-OCR线索:1,T1-缺1项:3；T2-缺2项:99,36,66,0,102,102,0,ps-field-clue-batch-06-csv,4eb45c0f61c5503182bc1511b76a9c1660735dc8ede2960353bf8e38c79be6b4,102,2676,private_field_clue_template_generated,0,0,0,0,0,false,blocked_until_pdf_hubei_and_required_school_evidence_closed,公开表只保存页列字段任务计数、状态分布、证据编号和SHA；不公开具体读数、识别行内容、页图路径、学校专业明细或人工填写内容。,在本地私有字段线索模板中核 PDF 原页和湖北官方侧；所有线索都保持待人工核验，不自动写回字段事实。
