页列底座全批次公开审计ID,来源页列底座字段线索公开审计,来源私有字段线索模板,来源私有人工复核Overlay,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动标记核验完成,是否允许作为志愿推荐依据,是否允许生成学校专业建议,批次总序,批次ID,批次名称,批内页列序号,页列全局风险总序,页列底座核验批次行ID,页列底座字段线索公开审计ID,来源页码,版面列,页码版面键,综合风险优先级桶,页列首要核验动作,包内专业行数,包内字段任务数,批次字段任务数,批次专业行覆盖数,批次字段名分布,批次阻断等级分布,批次字段状态分布,批次规范线索非空任务数,批次OCR线索非空任务数,批次多值线索任务数,批次疑似错位线索任务数,批次需PDF原页核验任务数,批次需湖北官方核验任务数,批次需高校辅证任务数,批次可自动写入正式Overlay任务数,批次建议动作分布,批次页列状态,私有批次明细证据编号,私有批次明细CSV_SHA256,私有批次页列记录数,私有批次总记录数,公开安全策略,下一步
PSALLBATCHPUB-afa5cd23a4222823,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,1,76,PSFOUNDATIONBATCHROW-bb59dbd3b247f9f6,PSFIELDCLUE-486014de20ea1bf9,166,right,166-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,24,72,72,24,专业计划数:24；再选科目:24；学费:24,Q0-字段缺口无候选阻断:54；Q1-字段缺口有候选待人工核验:18,K0-字段缺口无候选需原页重读:40；K1-字段缺口有候选待PDF原页和官方核验:6；K2-OCR候选存在但三方核验未闭环:26,6,26,0,0,72,72,0,0,A1-无线索先人工读PDF原页:54；A2-带线索核PDF原页再核湖北官方:18,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,72,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-8f82b1de76f74e17,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,2,77,PSFOUNDATIONBATCHROW-5e4b7053604af01c,PSFIELDCLUE-0920d590187ca52e,158,left,158-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,25,75,75,25,专业计划数:25；再选科目:25；学费:25,Q0-字段缺口无候选阻断:51；Q1-字段缺口有候选待人工核验:24,K0-字段缺口无候选需原页重读:35；K1-字段缺口有候选待PDF原页和官方核验:8；K2-OCR候选存在但三方核验未闭环:32,8,32,0,0,75,75,0,0,A1-无线索先人工读PDF原页:51；A2-带线索核PDF原页再核湖北官方:24,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,75,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-80e1a747eb95836a,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,3,78,PSFOUNDATIONBATCHROW-22f3d6cf15ea6847,PSFIELDCLUE-20b0605de1de151a,164,left,164-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,43,129,129,43,专业计划数:43；再选科目:43；学费:43,Q0-字段缺口无候选阻断:48；Q1-字段缺口有候选待人工核验:81,K0-字段缺口无候选需原页重读:57；K1-字段缺口有候选待PDF原页和官方核验:27；K2-OCR候选存在但三方核验未闭环:45,27,45,0,0,129,129,0,0,A1-无线索先人工读PDF原页:48；A2-带线索核PDF原页再核湖北官方:81,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,129,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-12b8f7096af59055,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,4,79,PSFOUNDATIONBATCHROW-c8308a01b1bfec01,PSFIELDCLUE-11bbd348fcbf2706,109,left,109-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,32,96,96,32,专业计划数:32；再选科目:32；学费:32,Q0-字段缺口无候选阻断:45；Q1-字段缺口有候选待人工核验:45；Q2-OCR字段齐全但PDF和官方未闭环:6,K0-字段缺口无候选需原页重读:29；K1-字段缺口有候选待PDF原页和官方核验:15；K2-OCR候选存在但三方核验未闭环:52,15,52,0,0,96,96,36,0,A1-无线索先人工读PDF原页:45；A2-带线索核PDF原页再核湖北官方:45；A3-OCR齐全但仍需PDF和湖北官方闭环:6,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,96,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-3cc9685229f5df0c,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,5,80,PSFOUNDATIONBATCHROW-d0a9e7ff2f5ea9f1,PSFIELDCLUE-34d31177a261a476,189,left,189-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,28,84,84,28,专业计划数:28；再选科目:28；学费:28,Q0-字段缺口无候选阻断:30；Q1-字段缺口有候选待人工核验:33；Q2-OCR字段齐全但PDF和官方未闭环:21,K0-字段缺口无候选需原页重读:13；K1-字段缺口有候选待PDF原页和官方核验:11；K2-OCR候选存在但三方核验未闭环:60,11,60,0,0,84,84,0,0,A1-无线索先人工读PDF原页:30；A2-带线索核PDF原页再核湖北官方:33；A3-OCR齐全但仍需PDF和湖北官方闭环:21,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,84,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-1881c42f5353362d,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,6,81,PSFOUNDATIONBATCHROW-c2a8227b39ad8caa,PSFIELDCLUE-ea95b6c6f26d5b6c,57,left,057-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,34,102,102,34,专业计划数:34；再选科目:34；学费:34,Q0-字段缺口无候选阻断:30；Q1-字段缺口有候选待人工核验:42；Q2-OCR字段齐全但PDF和官方未闭环:30,K0-字段缺口无候选需原页重读:14；K1-字段缺口有候选待PDF原页和官方核验:14；K2-OCR候选存在但三方核验未闭环:74,14,74,0,0,102,102,93,0,A1-无线索先人工读PDF原页:30；A2-带线索核PDF原页再核湖北官方:42；A3-OCR齐全但仍需PDF和湖北官方闭环:30,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,102,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-0f02d2d25d84a862,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,7,82,PSFOUNDATIONBATCHROW-11c02d921c687930,PSFIELDCLUE-9373aae7a68b4e35,78,right,078-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,39,117,117,39,专业计划数:39；再选科目:39；学费:39,Q0-字段缺口无候选阻断:21；Q1-字段缺口有候选待人工核验:60；Q2-OCR字段齐全但PDF和官方未闭环:36,K0-字段缺口无候选需原页重读:7；K1-字段缺口有候选待PDF原页和官方核验:20；K2-OCR候选存在但三方核验未闭环:90,20,90,0,0,117,117,45,0,A1-无线索先人工读PDF原页:21；A2-带线索核PDF原页再核湖北官方:60；A3-OCR齐全但仍需PDF和湖北官方闭环:36,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,117,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-e7923b628fa63ba5,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,8,83,PSFOUNDATIONBATCHROW-a2ad1496c98b8acf,PSFIELDCLUE-43528045853ce82f,208,right,208-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,43,129,129,43,专业计划数:43；再选科目:43；学费:43,Q0-字段缺口无候选阻断:21；Q1-字段缺口有候选待人工核验:99；Q2-OCR字段齐全但PDF和官方未闭环:9,K0-字段缺口无候选需原页重读:30；K1-字段缺口有候选待PDF原页和官方核验:33；K2-OCR候选存在但三方核验未闭环:66,33,66,0,0,129,129,129,0,A1-无线索先人工读PDF原页:21；A2-带线索核PDF原页再核湖北官方:99；A3-OCR齐全但仍需PDF和湖北官方闭环:9,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,129,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-fd23b1c86c71b242,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,9,84,PSFOUNDATIONBATCHROW-376166c026a9945e,PSFIELDCLUE-ab586b96d745989d,146,right,146-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,39,117,117,39,专业计划数:39；再选科目:39；学费:39,Q0-字段缺口无候选阻断:15；Q1-字段缺口有候选待人工核验:90；Q2-OCR字段齐全但PDF和官方未闭环:12,K0-字段缺口无候选需原页重读:25；K1-字段缺口有候选待PDF原页和官方核验:30；K2-OCR候选存在但三方核验未闭环:62,30,62,0,0,117,117,0,0,A1-无线索先人工读PDF原页:15；A2-带线索核PDF原页再核湖北官方:90；A3-OCR齐全但仍需PDF和湖北官方闭环:12,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,117,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-c5e9f00fc87b3bc8,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,10,85,PSFOUNDATIONBATCHROW-bf0ab91b2276006c,PSFIELDCLUE-0810681dc10cec7d,146,left,146-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,37,111,111,37,专业计划数:37；再选科目:37；学费:37,Q0-字段缺口无候选阻断:15；Q1-字段缺口有候选待人工核验:81；Q2-OCR字段齐全但PDF和官方未闭环:15,K0-字段缺口无候选需原页重读:11；K1-字段缺口有候选待PDF原页和官方核验:27；K2-OCR候选存在但三方核验未闭环:73,27,73,15,0,111,111,0,0,A1-无线索先人工读PDF原页:15；A2-带线索核PDF原页再核湖北官方:81；A3-OCR齐全但仍需PDF和湖北官方闭环:15,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,111,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-562c995dd2e7b1f3,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,11,86,PSFOUNDATIONBATCHROW-835cb93ba45cff31,PSFIELDCLUE-2393bd1133e69ff0,91,left,091-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,29,87,87,29,专业计划数:29；再选科目:29；学费:29,Q0-字段缺口无候选阻断:6；Q1-字段缺口有候选待人工核验:78；Q2-OCR字段齐全但PDF和官方未闭环:3,K0-字段缺口无候选需原页重读:23；K1-字段缺口有候选待PDF原页和官方核验:35；K2-OCR候选存在但三方核验未闭环:29,35,38,2,0,87,87,0,0,A1-无线索先人工读PDF原页:6；A2-带线索核PDF原页再核湖北官方:78；A3-OCR齐全但仍需PDF和湖北官方闭环:3,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,87,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-510a0f464847ab7e,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,12,87,PSFOUNDATIONBATCHROW-7c40a54436281aa8,PSFIELDCLUE-190996662c271200,229,left,229-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,26,78,78,26,专业计划数:26；再选科目:26；学费:26,Q0-字段缺口无候选阻断:6；Q1-字段缺口有候选待人工核验:66；Q2-OCR字段齐全但PDF和官方未闭环:6,K0-字段缺口无候选需原页重读:13；K1-字段缺口有候选待PDF原页和官方核验:25；K2-OCR候选存在但三方核验未闭环:40,25,44,0,0,78,78,0,0,A1-无线索先人工读PDF原页:6；A2-带线索核PDF原页再核湖北官方:66；A3-OCR齐全但仍需PDF和湖北官方闭环:6,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,78,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-e1e5a16327dfee7e,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,13,88,PSFOUNDATIONBATCHROW-f2897e7e5f60911d,PSFIELDCLUE-c9dce357203b5952,210,left,210-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,39,117,117,39,专业计划数:39；再选科目:39；学费:39,Q0-字段缺口无候选阻断:3；Q1-字段缺口有候选待人工核验:96；Q2-OCR字段齐全但PDF和官方未闭环:18,K0-字段缺口无候选需原页重读:5；K1-字段缺口有候选待PDF原页和官方核验:32；K2-OCR候选存在但三方核验未闭环:80,32,80,0,0,117,117,3,0,A1-无线索先人工读PDF原页:3；A2-带线索核PDF原页再核湖北官方:96；A3-OCR齐全但仍需PDF和湖北官方闭环:18,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,117,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-ea5f90d874b114d3,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,14,89,PSFOUNDATIONBATCHROW-300badb38ba01206,PSFIELDCLUE-2f382665163aea27,225,right,225-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,31,93,93,31,专业计划数:31；再选科目:31；学费:31,Q0-字段缺口无候选阻断:81；Q1-字段缺口有候选待人工核验:9；Q2-OCR字段齐全但PDF和官方未闭环:3,K0-字段缺口无候选需原页重读:47；K1-字段缺口有候选待PDF原页和官方核验:3；K2-OCR候选存在但三方核验未闭环:43,3,45,0,0,93,93,0,0,A1-无线索先人工读PDF原页:81；A2-带线索核PDF原页再核湖北官方:9；A3-OCR齐全但仍需PDF和湖北官方闭环:3,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,93,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-b5df1397be6bae7b,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,15,90,PSFOUNDATIONBATCHROW-25ae680b8ff640ac,PSFIELDCLUE-2cf0d29d3bac453b,166,left,166-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,25,75,75,25,专业计划数:25；再选科目:25；学费:25,Q0-字段缺口无候选阻断:72；Q1-字段缺口有候选待人工核验:3,K0-字段缺口无候选需原页重读:40；K1-字段缺口有候选待PDF原页和官方核验:1；K2-OCR候选存在但三方核验未闭环:34,1,34,0,0,75,75,0,0,A1-无线索先人工读PDF原页:72；A2-带线索核PDF原页再核湖北官方:3,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,75,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-2f3ffb6a856cf3d1,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,16,91,PSFOUNDATIONBATCHROW-3094af9b77b04315,PSFIELDCLUE-68766cb52ebfc1b2,220,right,220-right,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,34,102,102,34,专业计划数:34；再选科目:34；学费:34,Q0-字段缺口无候选阻断:66；Q1-字段缺口有候选待人工核验:33；Q2-OCR字段齐全但PDF和官方未闭环:3,K0-字段缺口无候选需原页重读:48；K1-字段缺口有候选待PDF原页和官方核验:11；K2-OCR候选存在但三方核验未闭环:43,11,43,0,0,102,102,0,0,A1-无线索先人工读PDF原页:66；A2-带线索核PDF原页再核湖北官方:33；A3-OCR齐全但仍需PDF和湖北官方闭环:3,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,102,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
PSALLBATCHPUB-129aa69bde2fbcc6,data/working/issue19-page-side-foundation-field-clue-public-audit.csv,private_field_clue_templates_not_public,private_human_review_overlay_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_page_side_foundation_all_batch_review_public_ledger,PDF页码×版面列,PDF页码×版面列×全批次复核审计,false,false,false,false,false,false,4,PSFOUNDATIONBATCH-57cdc99e66824607,第04批-页列底座核验,17,92,PSFOUNDATIONBATCHROW-a44644b8433fbfa3,PSFIELDCLUE-0fd3da08237971f7,155,left,155-left,Z0-结构源证据或官方消歧阻断页列先核,先核结构边界、源证据和官方查询键消歧，再处理字段读数。,28,84,84,28,专业计划数:28；再选科目:28；学费:28,Q0-字段缺口无候选阻断:60；Q1-字段缺口有候选待人工核验:15；Q2-OCR字段齐全但PDF和官方未闭环:9,K0-字段缺口无候选需原页重读:31；K1-字段缺口有候选待PDF原页和官方核验:5；K2-OCR候选存在但三方核验未闭环:48,5,48,0,0,84,84,0,0,A1-无线索先人工读PDF原页:60；A2-带线索核PDF原页再核湖北官方:15；A3-OCR齐全但仍需PDF和湖北官方闭环:9,S0-批次已生成但未事实核准,batch-04-review-detail,c5cc12d25d2788269133afb2a880d54db526d2b84a2545e6de78939f1f048671,84,2406,公开表只保存计数、状态分布、SHA和非最终门禁；字段线索、学校专业明细和复核明细只在私有批次详表。,按页列回看PDF原页并核湖北官方系统或省招办计划；通过后再写入正式Overlay。
