P0即时PDF原页候选公开审计ID,来源P0即时字段确认公开账本,来源P0即时裁图OCR公开审计,来源P0即时按页核页包,来源私有裁图OCR读数候选,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,机器是否允许自动写回主表,机器是否允许自动回填候选,是否允许写回字段,是否允许作为志愿推荐依据,是否允许生成学校专业建议,PDF原页候选公开审计总序,字段确认公开账本总序,裁图OCR公开审计总序,P0字段即时复核任务ID,P0即时字段确认公开账本ID,P0即时裁图OCR公开审计ID,P0即时按页核页包ID,专业行ID,专业组出现ID,院校代码,字段名,来源页码,版面列,裁图证据编号,裁图文件SHA256,裁图规格SHA256,裁图bbox归一化,裁图bbox像素,私有PDF原页候选记录证据编号,私有PDF原页候选记录状态,PDF原页候选审阅桶,PDF原页候选来源状态,PDF原页候选置信等级,裁图OCR候选状态,裁图OCR三方辅助桶,裁图OCR与机器候选关系,裁图OCR与高校辅证关系,是否已有私有PDF原页候选,是否候选与机器线索一致,是否候选与机器线索冲突,是否候选与高校线索一致,是否候选与高校线索冲突,是否有机器规范线索,是否有高校字段线索,是否需要人工直接看图,是否需要双人复核,是否可自动写入人工读数,是否仍需PDF原页人工核页,是否仍需湖北官方核验,是否仍需高校辅证核验,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,公开安全策略,下一步
P0PDFCAND-22ef7c8aa68381e8,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,53,53,59,P0IMMEDIATE-9479653059e56f13,P0FCONF-409d9940cbbf1bf4,P0CROPOCRAUDIT-22ef7c8aa68381e8,P0PAGEPACK-00f3def34f5a054e,M-13e7d081c377eb5c,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-f6cf52760acaca33,21fce0638e398258f8188329a8007aa526aa06e3478fc6d844134e437f229863,cd8ea35bbf54b032e5726bb3ea38e95ba0d0270f7550fdac108cf4f0b0ddf54c,x=0.448000-0.957000;y_bottom_origin=0.435881-0.531348,x=747-1595;y=1148-1382,PRIVATEPDFCAND-P0PDFCAND-22ef7c8aa68381e8,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O0-未识别可比候选,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
P0PDFCAND-ead0a626395cc0e1,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,54,54,60,P0IMMEDIATE-7d1f9e1b58febd58,P0FCONF-0402f0d1aa7109c5,P0CROPOCRAUDIT-ead0a626395cc0e1,P0PAGEPACK-00f3def34f5a054e,M-1501281b42200eee,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-2bd0e20b1562ce05,a12c18ac41232dfcd2448a43de8a88ea7fd245306e330e68b4a5083b57759ec8,f1b5e6b48ed9401a23e90b622ea9e4f434b8c7d2ed96af729540581ba1b78be1,x=0.448000-0.957000;y_bottom_origin=0.684402-0.781733,x=747-1595;y=535-773,PRIVATEPDFCAND-P0PDFCAND-ead0a626395cc0e1,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O0-未识别可比候选,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
P0PDFCAND-6fc133f90c5b2346,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,55,55,61,P0IMMEDIATE-0fa77a3d494cf537,P0FCONF-f323bc0576eef13a,P0CROPOCRAUDIT-6fc133f90c5b2346,P0PAGEPACK-00f3def34f5a054e,M-25748538eda5066c,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-122215907444f459,1087ce3539e62a76d5a6516c9a1297e13b2f0c7dfb052daa4e8fc1cf9166c97f,5d0bd0ebd704800ac510f7d5ee9f19eb7a58a8bed8b7183b0f0d96ab61c70dcc,x=0.448000-0.957000;y_bottom_origin=0.528866-0.645105,x=747-1595;y=869-1154,PRIVATEPDFCAND-P0PDFCAND-6fc133f90c5b2346,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O0-未识别可比候选,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
P0PDFCAND-317b01fd3bcb2c41,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,56,56,62,P0IMMEDIATE-7e9d8d38b802c31c,P0FCONF-3fa0121cbdb5523f,P0CROPOCRAUDIT-317b01fd3bcb2c41,P0PAGEPACK-00f3def34f5a054e,M-2ce4650e19004f47,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-f244d7fc793995f5,5849a53bbbdf0518391413ebc086e0e46e6ffac2f7735b62ccf52cb25f1c6251,1c8b5bfe5c171aa999d82bf5e1afac6b9f887f5e3b6052dbbe3d8635d9c1a68d,x=0.448000-0.957000;y_bottom_origin=0.482373-0.579698,x=747-1595;y=1029-1268,PRIVATEPDFCAND-P0PDFCAND-317b01fd3bcb2c41,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O0-未识别可比候选,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
P0PDFCAND-816e78a3135bc0f1,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,57,57,63,P0IMMEDIATE-57d1d09faa17b44e,P0FCONF-ebc9bf0a64ff54cd,P0CROPOCRAUDIT-816e78a3135bc0f1,P0PAGEPACK-00f3def34f5a054e,M-552d949cc667dec8,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-1a90c44c85c97a36,be215df3519584963dc2e959c3fb9148a37cbaf33e3871c39b9ef3a5c4ba9e9e,33c1d86725666961123048bb02ce2da5e51e1c5cbdcb888e28a8dc65a9098acb,x=0.448000-0.957000;y_bottom_origin=0.600174-0.688709,x=747-1595;y=762-979,PRIVATEPDFCAND-P0PDFCAND-816e78a3135bc0f1,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O0-未识别可比候选,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
P0PDFCAND-6b7a726c49867242,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,58,58,64,P0IMMEDIATE-6d6e421367c0e05f,P0FCONF-e6c1b19f2154b63e,P0CROPOCRAUDIT-6b7a726c49867242,P0PAGEPACK-00f3def34f5a054e,M-5def93e8f6b082ed,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-e1c05d103393cfdc,e261226b59010f02ded6170ef8c70dadd6fe37f2699d940983620e28aad757e2,ca0f30b9298be164f3ec3ec9985627e55348aac927400cb2e8f0e768dc00e2e4,x=0.448000-0.957000;y_bottom_origin=0.387965-0.486674,x=747-1595;y=1257-1499,PRIVATEPDFCAND-P0PDFCAND-6b7a726c49867242,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O0-未识别可比候选,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
P0PDFCAND-990c9001e79c874e,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,59,59,65,P0IMMEDIATE-de6807e6e469619c,P0FCONF-903316c963a3a1aa,P0CROPOCRAUDIT-990c9001e79c874e,P0PAGEPACK-00f3def34f5a054e,M-608ab460a72422a3,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-4c7eb2008e4e5dec,48c31573fac3708a5890756d202a24fb75f73983a69438bc15aceeed51947aaf,2678936b6d024b95fc4a5cfbc4fa82a1aeea1a4832b3e12fd10a90a8bd032120,x=0.448000-0.957000;y_bottom_origin=0.412634-0.509930,x=747-1595;y=1200-1438,PRIVATEPDFCAND-P0PDFCAND-990c9001e79c874e,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O0-未识别可比候选,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
P0PDFCAND-9ca089d188d5cdc3,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,60,60,66,P0IMMEDIATE-78c3924d89fc428e,P0FCONF-edf1d5b640e57703,P0CROPOCRAUDIT-9ca089d188d5cdc3,P0PAGEPACK-00f3def34f5a054e,M-a961ae6bda479290,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-65b5c3d2e813dc15,95465e1d765a3fda60593691ea4d4a4b45e4b70bb74a4e12078ec19e69280d61,1e365da53bb3cb173a3096302d324da023fecd05579e11ff9932e30379323484,x=0.448000-0.957000;y_bottom_origin=0.614663-0.713286,x=747-1595;y=702-944,PRIVATEPDFCAND-P0PDFCAND-9ca089d188d5cdc3,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O0-未识别可比候选,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
P0PDFCAND-066ec50169039f6a,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,61,61,67,P0IMMEDIATE-2db61cc38cf64a4f,P0FCONF-627546e2a72b0d79,P0CROPOCRAUDIT-066ec50169039f6a,P0PAGEPACK-00f3def34f5a054e,M-acb482f3064a0583,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-baca1e5be568d2e2,b6c2b13fd19b0f026c0bb51b24abc23fac3dbad5c7b69dda44dfe04b57d9cb83,f6232393d1dc17910aa686cfa18383567f6c5e0d1c41018107b6ee667ffc28b2,x=0.448000-0.957000;y_bottom_origin=0.707648-0.803448,x=747-1595;y=481-716,PRIVATEPDFCAND-P0PDFCAND-066ec50169039f6a,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O0-未识别可比候选,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
P0PDFCAND-96f872644ce2892c,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,62,62,69,P0IMMEDIATE-fdefc4abb1204c04,P0FCONF-37f8f3de43e92dc5,P0CROPOCRAUDIT-96f872644ce2892c,P0PAGEPACK-00f3def34f5a054e,M-e16a5921623c531f,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-aeceaef99aa0503b,af2fb149031761963bf52651a72be91598255029e6edc2b16f7a6b2f385e5d14,5f10ea28ae6a8c9ca118333a7fd73eb1b52154fb1b3435d0b13c8ee6d11bca45,x=0.448000-0.957000;y_bottom_origin=0.730895-0.825337,x=747-1595;y=428-659,PRIVATEPDFCAND-P0PDFCAND-96f872644ce2892c,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O0-未识别可比候选,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
P0PDFCAND-bd4265aad61add14,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,63,63,70,P0IMMEDIATE-14ac3faad5cbbdbb,P0FCONF-869a05ca06f70028,P0CROPOCRAUDIT-bd4265aad61add14,P0PAGEPACK-00f3def34f5a054e,M-e307bfb7c77d59c7,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-1d4e9f082807c2f4,3b3908cd0800467abbb066ae6c2546535b3eeb34654bc68dd16bd31b51e6d157,11906bd7096749b2b73db685b712b6b60ea5b29afad0d051b96ae60e5dc7deaf,x=0.448000-0.957000;y_bottom_origin=0.505619-0.601449,x=747-1595;y=976-1211,PRIVATEPDFCAND-P0PDFCAND-bd4265aad61add14,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O0-未识别可比候选,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
P0PDFCAND-537ffb03d127f15c,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,64,64,71,P0IMMEDIATE-bc506848dafdb932,P0FCONF-630496177eb53db9,P0CROPOCRAUDIT-537ffb03d127f15c,P0PAGEPACK-00f3def34f5a054e,M-ee8edcf5d811b7c5,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-2f4f2eb43138132d,c7b1ddd9b105d18128f27955ddbc272d75ce2acb222e83f78652b203af8a7752,9ff455fb14bc660dbb5620b30ed78a576a8755d534dd1f46a8b70e43704ddc71,x=0.448000-0.957000;y_bottom_origin=0.459126-0.554918,x=747-1595;y=1090-1325,PRIVATEPDFCAND-P0PDFCAND-537ffb03d127f15c,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O0-未识别可比候选,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
P0PDFCAND-8b0a06fb6f45093b,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,65,65,72,P0IMMEDIATE-ce5d9dfabfa3ff10,P0FCONF-e45a6b4e88004b74,P0CROPOCRAUDIT-8b0a06fb6f45093b,P0PAGEPACK-00f3def34f5a054e,M-f06016c6a1718579,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-c970d68679886aed,9c9a82905dc39d40249c1aaf632e7f365cffd022e0b296e16f2c513abed1bc1c,d5495d9a9bdecb719d2a6e838e4d6107c175f61141be438016532de94d065a76,x=0.448000-0.957000;y_bottom_origin=0.367041-0.463419,x=747-1595;y=1314-1550,PRIVATEPDFCAND-P0PDFCAND-8b0a06fb6f45093b,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O1-有候选但未能贴合目标行,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
P0PDFCAND-39ec57cfdaa13985,data/working/issue19-p0-immediate-field-confirmation-public-ledger.csv,data/working/issue19-p0-immediate-crop-ocr-public-audit.csv,data/working/issue19-p0-immediate-page-review-packets.csv,private_crop_ocr_reading_candidates_not_public,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_p0_immediate_pdf_reading_candidate_public_audit,逐专业招生明细,逐专业招生明细×P0字段×PDF原页读数候选公开状态,false,false,false,false,false,false,false,66,66,73,P0IMMEDIATE-9058b91ecc8fae08,P0FCONF-3ced2ac913322b5d,P0CROPOCRAUDIT-39ec57cfdaa13985,P0PAGEPACK-00f3def34f5a054e,M-f68c394eeefc5273,G-43eaec6deac85123,C150,再选科目,80,right,P0CROP-bba9cca64ff60516,f42f73f8b039112a09646001ef9845f249b279aaf43722419f578538f4504c71,4a07bfc4926d8c7ca469d57f2e5967026fe5063f5aa3c3996add6dcf2d0bab9e,x=0.448000-0.957000;y_bottom_origin=0.661155-0.758477,x=747-1595;y=591-830,PRIVATEPDFCAND-P0PDFCAND-39ec57cfdaa13985,private_pdf_reading_candidate_unavailable_needs_manual_image_review,P3-无稳定候选需人工看图,private_crop_ocr_candidate_unavailable,low,O0-未识别可比候选,A3-裁图OCR未能稳定补读需人工看图,no_machine_reference,crop_ocr_no_comparable_candidate,false,false,false,false,false,false,true,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,公开表只保存候选存在性、关系桶、证据编号、SHA、bbox和门禁；私有候选明细、识别行文本、图片路径和人工记录不进入公开仓库。,打开私有候选表和页列核页包，人工回看PDF原页；完成湖北官方核验和必要高校辅证后再更新字段确认工作台。
