未匹配校名解析ID,来源教育部学校属性逐专业核验表,来源教育部未匹配学校支持清单,来源三年投档线索旁挂表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,专业代号OCR,专业名称及备注短摘,涉及同校名专业明细数,涉及同校名专业组数,同校名来源页码集合,原未匹配疑似风险类型,历史同代码校名候选,历史候选命中年份,教育部相似校名候选,最高教育部相似度,OCR规则修正候选,候选综合等级,机器能否自动替换校名,不得进入原因,下一步核验动作
UNMATCHEDSCHOOL-cdb85cb6b2ff2aeb,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-b8303eeb79cb9e70,G-284dcd37c5e9db61,C137,湖北,C13714,79,left,3,56,人工智能,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-644c4a428fd97c9e,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-6d14ecbbd0b3c1cf,G-284dcd37c5e9db61,C137,湖北,C13714,79,left,4,57,人工智能（机器人方向）,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-48a5a09b1c558baa,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-dfdfc78e5369f9fa,G-02f4c05635e1ae1b,C137,湖北,C13715,79,left,1,58,计算机类（含计算机科学与技术、软件工程、数据科学与大数据技术专业）,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-2dd7f1994995d8bf,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-e6c05bb3051ed9c0,G-c17417e5a93221b4,C137,湖北,C13716,79,left,1,59,材料物理（新能源电池方向）,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-079323832a04477e,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-832248322cdd0c0d,G-c17417e5a93221b4,C137,湖北,C13716,79,left,2,60,材料科学与工程（绿色储能方向）6］新能源材料与器件,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2023；2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-0be18182da898028,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-9ebec0ed1ebf0f9c,G-041970f6b6d65ad6,C137,湖北,C13717,79,left,1,62,应用统计学,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-41969d0cac8e41db,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-f846f00741a9ae20,G-041970f6b6d65ad6,C137,湖北,C13717,79,left,2,63,数据计算及应用,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-50383e20949892f5,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-9335c47c1b4d25b6,G-041970f6b6d65ad6,C137,湖北,C13717,79,left,3,64,智能建造,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-c843bb719da2eeb2,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-b67c29366b0aa1bf,G-041970f6b6d65ad6,C137,湖北,C13717,79,left,4,65,生木工程（BIM 智慧建造方向）,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-ea4dcd9f5253e49e,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-f5dc18e14cb09c78,G-041970f6b6d65ad6,C137,湖北,C13717,79,left,5,66,应用化学,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-fd8b04e0e876aade,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-4814a3adb1385483,G-041970f6b6d65ad6,C137,湖北,C13717,79,left,6,67,生物制药,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-6eef821e28502d9a,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-4f7f15b280fbdc51,G-e8fd22b18d777d1a,C137,湖北,C13718,79,left,1,68,思想政治教育（师范类）,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2024；2025,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-deb232b564173cf6,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-aefc1024fe1ca4a6,G-ae6d3e4e84c3f4d4,C137,湖北,C13719,79,left,1,69,计算机科学与技术（中外合作办学）（与新西兰南方理工学院合作，非英语语种慎报）,40,12,78；79,校名未匹配待人工核验,湖北第二师范学院,2024,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-0ab636985c6d0af3,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-5b4b45daa4cf8c99,G-d54417eaf46051ff,C137,湖北,C13720,79,left,1,70,电子信息科学与技术（中外仓作办学）（与德国米特韦达应用技术大学合作，非英语或德语语种考生慎报）,40,12,78；79,校名未匹配待人工核验,,,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-97f242f3631f460f,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-1edc85507f6d324f,G-d54417eaf46051ff,C137,湖北,C13720,79,left,2,71,生木工程（中外合作办学）（与意大利萨兰托大学合作，非英语语种考生慎C138 湖北理工学院（公办）（湖北）,40,12,78；79,校名未匹配待人工核验,,,,,,R1-校名截断，优先用历史同代码候选和PDF原页核名,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-0e13f37da74540b4,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-2e2cc82820ce6c9e,G-9a4e970fd3273ace,C171,襄阳职业技术大学,C17101,81,right,1,01,工业互联网工程（办学地点：隆中路校,5,2,81,职业本科/职业大学或新增学校待核；特殊院校或校名OCR待核,,,襄阳职业技术学院:0.88；襄阳汽车职业技术学院:0.78；信阳职业技术学院:0.75；兴安职业技术大学:0.75；南宁职业技术大学:0.75,0.88,,R1-职业本科/职业大学线索，必须核2026计划和招生章程,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-b2cff49079a12a89,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-0ae4886ad0bbc70d,G-9a4e970fd3273ace,C171,襄阳职业技术大学,C17101,81,right,2,02,新能源汽车工程技术（办学地点：隆中路校区）,5,2,81,职业本科/职业大学或新增学校待核；特殊院校或校名OCR待核,,,襄阳职业技术学院:0.88；襄阳汽车职业技术学院:0.78；信阳职业技术学院:0.75；兴安职业技术大学:0.75；南宁职业技术大学:0.75,0.88,,R1-职业本科/职业大学线索，必须核2026计划和招生章程,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-20e70a41a6b124d7,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-58a51bb805b773d5,G-9a4e970fd3273ace,C171,襄阳职业技术大学,C17101,81,right,3,03,智慧农业技术（办学地点：高铁南路校,5,2,81,职业本科/职业大学或新增学校待核；特殊院校或校名OCR待核,,,襄阳职业技术学院:0.88；襄阳汽车职业技术学院:0.78；信阳职业技术学院:0.75；兴安职业技术大学:0.75；南宁职业技术大学:0.75,0.88,,R1-职业本科/职业大学线索，必须核2026计划和招生章程,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-cea5f35e45e431ba,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-c9363f7398fe50e4,G-9a4e970fd3273ace,C171,襄阳职业技术大学,C17101,81,right,4,04,现代畜牧（办学地点：高铁南路校区）,5,2,81,职业本科/职业大学或新增学校待核；特殊院校或校名OCR待核,,,襄阳职业技术学院:0.88；襄阳汽车职业技术学院:0.78；信阳职业技术学院:0.75；兴安职业技术大学:0.75；南宁职业技术大学:0.75,0.88,,R1-职业本科/职业大学线索，必须核2026计划和招生章程,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-b043837afe8eefde,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-ef4b33a2c3a94263,G-4a0ffd0ecbf813bd,C171,襄阳职业技术大学,C17102,81,right,1,05,医学检验技术（办学地点：高铁南路校C172 黄冈职业技术大学（公办）（湖北）,5,2,81,职业本科/职业大学或新增学校待核；特殊院校或校名OCR待核,,,襄阳职业技术学院:0.88；襄阳汽车职业技术学院:0.78；信阳职业技术学院:0.75；兴安职业技术大学:0.75；南宁职业技术大学:0.75,0.88,,R1-职业本科/职业大学线索，必须核2026计划和招生章程,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-6d45d11d2cf37653,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-7451169b02237d69,G-074576dfad1668cb,C172,黄冈职业技术大学,C17202,81,right,1,04,智能建造工程,3,1,81,职业本科/职业大学或新增学校待核；特殊院校或校名OCR待核,,,黄冈职业技术学院:0.88；黄河水利职业技术大学:0.78；兴安职业技术大学:0.75；南宁职业技术大学:0.75；宁夏职业技术大学:0.75,0.88,,R1-职业本科/职业大学线索，必须核2026计划和招生章程,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-81c9448e9f487988,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-b85581fefb04c281,G-074576dfad1668cb,C172,黄冈职业技术大学,C17202,81,right,2,05,物流工程技术,3,1,81,职业本科/职业大学或新增学校待核；特殊院校或校名OCR待核,,,黄冈职业技术学院:0.88；黄河水利职业技术大学:0.78；兴安职业技术大学:0.75；南宁职业技术大学:0.75；宁夏职业技术大学:0.75,0.88,,R1-职业本科/职业大学线索，必须核2026计划和招生章程,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-a7213325418c2ff7,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-b69bb81494a440ac,G-074576dfad1668cb,C172,黄冈职业技术大学,C17202,81,right,3,07,中药制药（不招色盲、色弱、单色识别［C173 湖北三峡职业技术大学（公办）（湖北）,3,1,81,职业本科/职业大学或新增学校待核；特殊院校或校名OCR待核,,,黄冈职业技术学院:0.88；黄河水利职业技术大学:0.78；兴安职业技术大学:0.75；南宁职业技术大学:0.75；宁夏职业技术大学:0.75,0.88,,R1-职业本科/职业大学线索，必须核2026计划和招生章程,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-3b7abfbc3c5b12f4,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-420daabefc6547d6,G-f4e0f74aba15b6a9,C173,湖北三峡职业技术大学,C17302,81,right,1,03,旅游管理（办学地点：江南校区）,5,2,81,职业本科/职业大学或新增学校待核；特殊院校或校名OCR待核,,,三门峡职业技术学院:0.82；三峡旅游职业技术学院:0.78；湖北三峡职业技术学院:0.78；兴安职业技术大学:0.75；南宁职业技术大学:0.75,0.82,,R1-职业本科/职业大学线索，必须核2026计划和招生章程,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-d6c12cfe8e063f85,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-bb8dca5d7fbb2852,G-f4e0f74aba15b6a9,C173,湖北三峡职业技术大学,C17302,81,right,2,04,现代物流管理（办学地点：江南校区）,5,2,81,职业本科/职业大学或新增学校待核；特殊院校或校名OCR待核,,,三门峡职业技术学院:0.82；三峡旅游职业技术学院:0.78；湖北三峡职业技术学院:0.78；兴安职业技术大学:0.75；南宁职业技术大学:0.75,0.82,,R1-职业本科/职业大学线索，必须核2026计划和招生章程,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-f6ba168dd48e65f5,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-b4c045125cf9c8f2,G-75ab0710f370577e,C173,湖北三峡职业技术大学,C17303,81,right,1,05,动物医学（不招色盲、色弱；办学地点：,5,2,81,职业本科/职业大学或新增学校待核；特殊院校或校名OCR待核,,,三门峡职业技术学院:0.82；三峡旅游职业技术学院:0.78；湖北三峡职业技术学院:0.78；兴安职业技术大学:0.75；南宁职业技术大学:0.75,0.82,,R1-职业本科/职业大学线索，必须核2026计划和招生章程,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-94466cb5de89b261,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-798e6711fdeeef8f,G-75ab0710f370577e,C173,湖北三峡职业技术大学,C17303,81,right,2,06,盛用化工技术（不招色盲、色弱：办学地点：江南校区）,5,2,81,职业本科/职业大学或新增学校待核；特殊院校或校名OCR待核,,,三门峡职业技术学院:0.82；三峡旅游职业技术学院:0.78；湖北三峡职业技术学院:0.78；兴安职业技术大学:0.75；南宁职业技术大学:0.75,0.82,,R1-职业本科/职业大学线索，必须核2026计划和招生章程,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-620c46b87808209c,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-f976dc8e00cc73fd,G-75ab0710f370577e,C173,湖北三峡职业技术大学,C17303,81,right,3,07,药学（不招色盲、色弱；办学地点：江南校区）C201 武汉东湖学院（民办）（湖北）,5,2,81,职业本科/职业大学或新增学校待核；特殊院校或校名OCR待核,,,三门峡职业技术学院:0.82；三峡旅游职业技术学院:0.78；湖北三峡职业技术学院:0.78；兴安职业技术大学:0.75；南宁职业技术大学:0.75,0.82,,R1-职业本科/职业大学线索，必须核2026计划和招生章程,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
