高校源缺口优先级ID,来源高校源最新证据对齐账本,来源高校官网辅证状态快照,来源高校官网辅证自动执行批次,来源C4C6结构化候选diff账本,来源C4C6补源尝试账本,来源期号,来源PDF_SHA256,生成日期,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,缺口优先级序号,高校源最新对齐ID,高校官网辅证状态快照ID,高校官网辅证自动执行批次ID,院校代码,任务学校键SHA16,原自动执行泳道,原结构化输出状态桶,原候选diff状态桶,原补源状态桶,最新高校侧证据层级,相对原自动账本推进状态,缺口主类,缺口子类,执行优先级,执行优先级分,自动推进泳道,人工核验泳道,是否需要自动补结构化,是否需要继续补源,是否需要回PDF原页,是否需要湖北官方侧核验,是否只核章程规则,是否已有可用于提示的高校侧线索,涉及招生明细数,涉及专业组数,next20任务数,C4C6结构化diff包数,C4C6可生成候选diff明细数,C4C6计划数冲突候选数,C4C6官网可补OCR计划数候选数,C4C6补源尝试记录数,最新公开证据集合SHA16,缺口原因桶,最小自动动作,最小人工动作,完成条件,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源状态,字段事实写回状态,公开安全策略
SCHOOLGAP-c4b92d15b9536632,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,11,SOURCESYNC-b067259cf4055507,SCHOOLSRCSTATUS-7b7a9f60ee0864fd,SCHOOLSRCEXEC-b9ecf78b5852339f,H945,731cb30b7cd53664,A0-冲突回页和官方侧核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G0-冲突差异回页核验,D0-计划数冲突或高校侧差异线索,E0-人工先核回页,1000,H0-整理冲突线索供核页,R0-双人核PDF原页和湖北官方侧,false,false,true,true,false,true,3,1,1,1,15,7,8,0,b35ee20eafbd4930,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-216992521bc5f5ad,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,12,SOURCESYNC-fa6fda8982e53327,SCHOOLSRCSTATUS-d59b7cd4bdc243c1,SCHOOLSRCEXEC-44124773028f488c,F902,251a8f106ca3efe4,A0-冲突回页和官方侧核验,T0-需补结构化或补湖北行,D0-可生成diff且有计划数冲突线索,S1-已有来源待结构化,L3-已有湖北物理结构化或候选diff线索,P1-保持原执行泳道,G0-冲突差异回页核验,D0-计划数冲突或高校侧差异线索,E0-人工先核回页,1000,H0-整理冲突线索供核页,R0-双人核PDF原页和湖北官方侧,false,false,true,true,false,true,2,1,1,1,2,1,1,0,0ea58c7176b523bf,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-0668ef9a2282164d,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,13,SOURCESYNC-64d12456bb49c1df,SCHOOLSRCSTATUS-845a923e97a614c2,SCHOOLSRCEXEC-0eacc6fe15c31514,K153,4eccb92dc1120f80,A0-冲突回页和官方侧核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G0-冲突差异回页核验,D0-计划数冲突或高校侧差异线索,E0-人工先核回页,1000,H0-整理冲突线索供核页,R0-双人核PDF原页和湖北官方侧,false,false,true,true,false,true,2,1,0,1,6,0,4,0,b83a3fb30ad54207,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-24a110d1fb0fe74b,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,14,SOURCESYNC-ba20e8f374377ce9,SCHOOLSRCSTATUS-2703578c4b738fb6,SCHOOLSRCEXEC-0ba4001dc5dd238d,A033,2f91bd63ea42cc09,A0-冲突回页和官方侧核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G0-冲突差异回页核验,D0-计划数冲突或高校侧差异线索,E0-人工先核回页,1000,H0-整理冲突线索供核页,R0-双人核PDF原页和湖北官方侧,false,false,true,true,false,true,1,1,1,1,5,0,2,0,b0830e7ae227d08b,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-02ead669a3e46809,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,15,SOURCESYNC-93cc81f9669a64d7,SCHOOLSRCSTATUS-01ee7f24cc31e9d3,SCHOOLSRCEXEC-fdf9e0ae74a29559,A135,563b5cfc9d512c65,A0-冲突回页和官方侧核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G0-冲突差异回页核验,D0-计划数冲突或高校侧差异线索,E0-人工先核回页,1000,H0-整理冲突线索供核页,R0-双人核PDF原页和湖北官方侧,false,false,true,true,false,true,1,1,0,1,10,0,7,0,56a73fe94c5eb95a,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-20ad48fc13adef53,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,16,SOURCESYNC-d6edfc0999dfd645,SCHOOLSRCSTATUS-b13d6615f966cafb,SCHOOLSRCEXEC-042c2c4bd322ce21,H002,4fce314c0c012065,A0-冲突回页和官方侧核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G0-冲突差异回页核验,D0-计划数冲突或高校侧差异线索,E0-人工先核回页,1000,H0-整理冲突线索供核页,R0-双人核PDF原页和湖北官方侧,false,false,true,true,false,true,1,1,0,1,3,1,0,0,025b255bdc06dab8,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-c453ab1a167ee604,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,17,SOURCESYNC-2d5515f598bad2fa,SCHOOLSRCSTATUS-04d367f213ff53d3,SCHOOLSRCEXEC-450efd8308777476,H450,e1a80ecfe1e054d0,A0-冲突回页和官方侧核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G0-冲突差异回页核验,D0-计划数冲突或高校侧差异线索,E0-人工先核回页,1000,H0-整理冲突线索供核页,R0-双人核PDF原页和湖北官方侧,false,false,true,true,false,true,1,1,2,1,8,2,1,0,880daf4540a572fb,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-00a84511e7d90daf,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,18,SOURCESYNC-feabdcbeadcbc18d,SCHOOLSRCSTATUS-1e8535a9a1d485bf,SCHOOLSRCEXEC-c88d1469a849990d,K486,aeb6a69c24c6cb25,A1-官网补缺线索回页核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G1-OCR补缺线索回页核验,D1-高校侧可补OCR缺口线索,E0-人工先核回页,900,H1-整理补缺线索供核页,R1-核PDF原页缺失字段和湖北官方侧,false,false,true,true,false,true,19,1,1,1,5,0,5,0,0ce51b79e2541f0f,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-75d3408190cd4750,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,19,SOURCESYNC-7fcf41bab656b591,SCHOOLSRCSTATUS-50de0fcaa0352d5f,SCHOOLSRCEXEC-9ece90ee7f6910b4,H450,c29c5ab2df850ceb,A1-官网补缺线索回页核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G1-OCR补缺线索回页核验,D1-高校侧可补OCR缺口线索,E0-人工先核回页,900,H1-整理补缺线索供核页,R1-核PDF原页缺失字段和湖北官方侧,false,false,true,true,false,true,10,1,2,1,8,2,1,0,880daf4540a572fb,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-209cb1479eb77823,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,20,SOURCESYNC-c0aa0f15265b5815,SCHOOLSRCSTATUS-35ff2fd853b7d16d,SCHOOLSRCEXEC-91b15bf4b9b7bcd4,A033,c1c29ceaa1705c94,A1-官网补缺线索回页核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G1-OCR补缺线索回页核验,D1-高校侧可补OCR缺口线索,E0-人工先核回页,900,H1-整理补缺线索供核页,R1-核PDF原页缺失字段和湖北官方侧,false,false,true,true,false,true,8,2,1,1,5,0,2,0,b0830e7ae227d08b,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-ec1198b6dd06232a,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,21,SOURCESYNC-690d6b57b148f392,SCHOOLSRCSTATUS-fcd92caf5ce8b68a,SCHOOLSRCEXEC-3854fd9e116fc4f7,A195,57184e84d261dafa,A1-官网补缺线索回页核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G1-OCR补缺线索回页核验,D1-高校侧可补OCR缺口线索,E0-人工先核回页,900,H1-整理补缺线索供核页,R1-核PDF原页缺失字段和湖北官方侧,false,false,true,true,false,true,7,1,0,1,42,0,42,0,a6f868f919d65205,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-b8717e140aaf5978,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,22,SOURCESYNC-b9aa1bc541ff54ba,SCHOOLSRCSTATUS-9b1347b7b6c3fc44,SCHOOLSRCEXEC-1e2931668ea34426,F305,8c4e7b5d4957d125,A1-官网补缺线索回页核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G1-OCR补缺线索回页核验,D1-高校侧可补OCR缺口线索,E0-人工先核回页,900,H1-整理补缺线索供核页,R1-核PDF原页缺失字段和湖北官方侧,false,false,true,true,false,true,4,1,0,1,7,0,7,0,5850f74ee5007c42,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-1d61ae6070fa39ad,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,23,SOURCESYNC-331f7b078fb5f167,SCHOOLSRCSTATUS-2ce011159cf7d5a9,SCHOOLSRCEXEC-b4497f4a74fa5a68,K153,af2db404b786bae5,A1-官网补缺线索回页核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G1-OCR补缺线索回页核验,D1-高校侧可补OCR缺口线索,E0-人工先核回页,900,H1-整理补缺线索供核页,R1-核PDF原页缺失字段和湖北官方侧,false,false,true,true,false,true,4,1,0,1,6,0,4,0,b83a3fb30ad54207,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
SCHOOLGAP-258b274833393eb8,data/working/issue19-school-source-latest-reconciliation-public-ledger.csv,data/working/issue19-school-source-status-snapshot-public-ledger.csv,data/working/issue19-school-source-auto-execution-batches-public-ledger.csv,data/working/issue19-c4-c6-structured-candidate-diff-public-ledger.csv,data/working/issue19-c4-c6-school-source-acquisition-attempts-public-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,2026-06-29,issue19_school_source_gap_priority_public_ledger,高校侧辅证任务×缺口优先级,公开任务级缺口；不保存学校文本、专业文本、字段读数、OCR正文或私有材料,false,false,false,false,false,false,false,false,24,SOURCESYNC-dea4eaf6999a71f0,SCHOOLSRCSTATUS-50b2f05188988e64,SCHOOLSRCEXEC-eb1136dfa39bae19,K488,773390237a2b1ab8,A1-官网补缺线索回页核验,T2-有公开来源待解析,D5-不适用,S2-已有可复用高校官网源,L3-已有湖北物理结构化或候选diff线索,P2-原任务已有高校侧来源继续回页,G1-OCR补缺线索回页核验,D1-高校侧可补OCR缺口线索,E0-人工先核回页,900,H1-整理补缺线索供核页,R1-核PDF原页缺失字段和湖北官方侧,false,false,true,true,false,true,2,2,0,1,3,0,3,0,997b449745693858,已有高校侧线索，缺的是PDF原页、湖北官方侧和人工确认闭环。,把已有高校侧结构化或diff线索用于核页提示；仍必须回第19期PDF原页和湖北官方侧。,人工最小核验集中在计划数冲突、OCR补缺、专业组边界和湖北官方侧。,PDF原页、湖北官方侧和高校侧差异线索三方闭环一致后，仍需人工决定是否写回。,pending_pdf_page_review,pending_hubei_official_plan_review,for_double_check_only_not_official_plan_replacement,blocked_until_pdf_hubei_school_three_way_closure,公开层只保存任务ID、院校代码、状态桶、计数和SHA；不保存学校文本、专业文本、字段读数、OCR正文、URL、截图或私有路径。
