第一闭环字段确认公开账本ID,来源第一闭环任务复核公开账本,来源第一闭环PDFOCR候选公开审计,来源第一闭环机器坐标候选公开审计,来源第一闭环页列候选看板,来源私有字段确认工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,字段确认公开账本总序,第一闭环执行顺序,执行泳道,第一闭环页列优先级,人工核验优先级数值,人工核验泳道,人工核验方式,人工核验动作,必须完成证据步骤,公开升级阻断原因,字段名,字段审计范围,专业行ID,专业组出现ID,院校代码,来源页码,版面列,页码版面键,稳定基座第一闭环明细任务ID,稳定基座第一闭环任务复核公开账本ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,第一闭环PDFOCR候选公开审计ID,第一闭环机器坐标候选公开审计ID,第一闭环页列候选看板ID,任务来源类型,PDFOCR提示记录状态,PDFOCR提示审阅桶,PDFOCR与高校辅证关系桶,PDFOCR提示字段数,高校辅证提示字段数,PDFOCR与高校辅证冲突字段数,PDFOCR与高校辅证一致字段数,机器坐标提示记录状态,机器坐标提示审阅桶,机器坐标提示关系桶,机器坐标是否可辅助核页,机器坐标提示字段数,候选提示综合桶,是否有PDFOCR提示,是否有机器坐标提示,是否有高校辅证线索,是否存在PDFOCR与高校冲突,是否需要人工直接看图,是否需要双人复核,PDF原页私有记录状态,湖北官方私有记录状态,高校辅证私有记录状态,双人复核公开状态,三方字段一致性公开状态,字段事实写回评估状态,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,私有字段确认工作台状态,公开安全策略,下一步
FIRSTFCONF-3942aec82a357e63,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,53,5,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,10,F0-PDFOCR与高校辅证冲突双人核页,双人复核,先核PDF原页，再核湖北官方侧，最后对照高校辅证,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-93d6111287b31e95,G-2432826275c85956,A033,18,left,018-left,FIRSTDETAIL-8bf313b58dad8c1d,FIRSTTASKREVIEW-3942aec82a357e63,FIRSTPAGE-ffc90431edf15154,FIRSTREVIEW-ffc90431edf15154,FIRSTPDFOCR-3942aec82a357e63,FIRSTMCOORD-3942aec82a357e63,FIRSTPAGECAND-9d09fa448802d3c6,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,2,3,2,0,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H0-PDFOCR与高校辅证冲突,true,false,true,true,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-bcb1e24de45ad9fc,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,54,5,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,10,F0-PDFOCR与高校辅证冲突双人核页,双人复核,先核PDF原页，再核湖北官方侧，最后对照高校辅证,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,18,left,018-left,FIRSTDETAIL-ab6063ed0b37268b,FIRSTTASKREVIEW-bcb1e24de45ad9fc,FIRSTPAGE-ffc90431edf15154,FIRSTREVIEW-ffc90431edf15154,FIRSTPDFOCR-bcb1e24de45ad9fc,FIRSTMCOORD-bcb1e24de45ad9fc,FIRSTPAGECAND-9d09fa448802d3c6,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,2,3,1,1,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H0-PDFOCR与高校辅证冲突,true,false,true,true,true,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-8c1e59bfd7e3e7f7,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,55,5,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,20,F1-机器坐标候选辅助核页,单人初核加抽检,按机器坐标提示回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数,专业计划数,M-fddc2e8a1a4582a1,G-2432826275c85956,A033,18,left,018-left,FIRSTDETAIL-18f6e592f362a091,FIRSTTASKREVIEW-8c1e59bfd7e3e7f7,FIRSTPAGE-ffc90431edf15154,FIRSTREVIEW-ffc90431edf15154,FIRSTPDFOCR-8c1e59bfd7e3e7f7,FIRSTMCOORD-8c1e59bfd7e3e7f7,FIRSTPAGECAND-9d09fa448802d3c6,P0人工字段任务,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,1,H1-原缺PDFOCR但有机器坐标候选,false,true,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-7b42fa23376383cc,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,56,5,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,20,F1-机器坐标候选辅助核页,单人初核加抽检,按机器坐标提示回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数,专业计划数,M-93d6111287b31e95,G-2432826275c85956,A033,18,left,018-left,FIRSTDETAIL-5386851502856401,FIRSTTASKREVIEW-7b42fa23376383cc,FIRSTPAGE-ffc90431edf15154,FIRSTREVIEW-ffc90431edf15154,FIRSTPDFOCR-7b42fa23376383cc,FIRSTMCOORD-7b42fa23376383cc,FIRSTPAGECAND-9d09fa448802d3c6,P0人工字段任务,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,1,H1-原缺PDFOCR但有机器坐标候选,false,true,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-f3e1b56fabe4295a,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,57,5,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,20,F1-机器坐标候选辅助核页,单人初核加抽检,按机器坐标提示回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数,专业计划数,M-84b7a37c3bcb4125,G-df1242f8618d3971,A033,18,left,018-left,FIRSTDETAIL-72a68e80599c0d0d,FIRSTTASKREVIEW-f3e1b56fabe4295a,FIRSTPAGE-ffc90431edf15154,FIRSTREVIEW-ffc90431edf15154,FIRSTPDFOCR-f3e1b56fabe4295a,FIRSTMCOORD-f3e1b56fabe4295a,FIRSTPAGECAND-9d09fa448802d3c6,P0人工字段任务,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,1,H1-原缺PDFOCR但有机器坐标候选,false,true,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-1bfc913708d9e3b7,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,58,5,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,20,F1-机器坐标候选辅助核页,单人初核加抽检,按机器坐标提示回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数,专业计划数,M-d52b9b951aa3b3b1,G-2432826275c85956,A033,18,left,018-left,FIRSTDETAIL-83d8fa6dcdc1b3f9,FIRSTTASKREVIEW-1bfc913708d9e3b7,FIRSTPAGE-ffc90431edf15154,FIRSTREVIEW-ffc90431edf15154,FIRSTPDFOCR-1bfc913708d9e3b7,FIRSTMCOORD-1bfc913708d9e3b7,FIRSTPAGECAND-9d09fa448802d3c6,P0人工字段任务,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,1,H1-原缺PDFOCR但有机器坐标候选,false,true,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-f324b32acc9e5ec2,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,59,5,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,20,F1-机器坐标候选辅助核页,单人初核加抽检,按机器坐标提示回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数,专业计划数,M-f588b8040b4edb64,G-2432826275c85956,A033,18,left,018-left,FIRSTDETAIL-bbe99b50911e7f34,FIRSTTASKREVIEW-f324b32acc9e5ec2,FIRSTPAGE-ffc90431edf15154,FIRSTREVIEW-ffc90431edf15154,FIRSTPDFOCR-f324b32acc9e5ec2,FIRSTMCOORD-f324b32acc9e5ec2,FIRSTPAGECAND-9d09fa448802d3c6,P0人工字段任务,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,M0-机器坐标单一候选可作为人工核页提示,MC0-机器坐标候选可辅助PDF原页核页,MR0-缺PDFOCR但机器坐标可补候选,true,1,H1-原缺PDFOCR但有机器坐标候选,false,true,false,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-f4971af13ac69612,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,60,5,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-83af574ae53d478b,G-df1242f8618d3971,A033,18,left,018-left,FIRSTDETAIL-06b9748c821af613,FIRSTTASKREVIEW-f4971af13ac69612,FIRSTPAGE-ffc90431edf15154,FIRSTREVIEW-ffc90431edf15154,FIRSTPDFOCR-f4971af13ac69612,FIRSTMCOORD-f4971af13ac69612,FIRSTPAGECAND-9d09fa448802d3c6,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P2-候选一致仍需官方闭环,R1-PDFOCR与高校辅证存在一致字段,1,3,0,1,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,true,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-208001f43250728c,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,61,5,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-03be14d5008a95f0,G-2432826275c85956,A033,18,left,018-left,FIRSTDETAIL-400b9fb6c1658bc2,FIRSTTASKREVIEW-208001f43250728c,FIRSTPAGE-ffc90431edf15154,FIRSTREVIEW-ffc90431edf15154,FIRSTPDFOCR-208001f43250728c,FIRSTMCOORD-208001f43250728c,FIRSTPAGECAND-9d09fa448802d3c6,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P2-候选一致仍需官方闭环,R1-PDFOCR与高校辅证存在一致字段,1,3,0,1,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,true,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
FIRSTFCONF-7832e0ea3c6c0571,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-pdf-ocr-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-machine-coordinate-candidate-public-audit.csv,data/working/issue19-stable-foundation-first-closure-page-side-candidate-dashboard.csv,first_closure_field_confirmation_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_field_confirmation_public_ledger,逐专业招生明细×第一闭环任务,逐任务×第一闭环字段确认公开状态,false,false,false,false,false,false,false,false,62,5,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,30,F2-PDFOCR候选人工确认,单人初核加抽检,按PDFOCR候选回看PDF原页，再核湖北官方侧,PDF原页人工核页；湖北官方系统或省招办计划核验；高校官网或招生章程辅证对照,PDF原页私有记录未完成；湖北官方私有记录未完成；高校辅证私有记录未完成,专业计划数；学费；再选科目,专业计划数；学费；再选科目,M-fddc2e8a1a4582a1,G-2432826275c85956,A033,18,left,018-left,FIRSTDETAIL-4a2ece3f20087581,FIRSTTASKREVIEW-7832e0ea3c6c0571,FIRSTPAGE-ffc90431edf15154,FIRSTREVIEW-ffc90431edf15154,FIRSTPDFOCR-7832e0ea3c6c0571,FIRSTMCOORD-7832e0ea3c6c0571,FIRSTPAGECAND-9d09fa448802d3c6,自动官网辅证任务,private_pdf_ocr_candidate_seeded,P2-候选一致仍需官方闭环,R1-PDFOCR与高校辅证存在一致字段,1,3,0,1,M2-原已有PDFOCR候选不启用机器坐标补候选,MC2-原已有PDFOCR候选按原流程人工核页,MR2-原PDFOCR已有候选无需坐标补候选,false,0,H2-已有PDFOCR候选,true,false,true,false,false,false,pending_private_pdf_reading,pending_private_hubei_reading,pending_private_school_reading,double_review_not_required,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,pending_manual_pdf_review,pending_hubei_official_review,pending_private_school_reading,pending_private_three_way_field_confirmation,blocked_until_required_private_readings_complete,private_first_closure_field_confirmation_workbench_generated,公开表只保存字段确认状态、证据编号、SHA、关系状态和门禁；不保存字段读数明细、候选明细、识别文本、私有路径、院校名或专业名。,在私有第一闭环字段确认工作台补齐PDF原页、湖北官方系统或省招办计划、高校官网或章程的私有记录；公开账本只同步状态，不同步记录值。
