C4C6官网源复用审计ID,来源C4C6执行包表,来源C4C6执行包摘要,来源官网标准化证据表,来源全量字段保真总账,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,C4C6高校源刷新执行包ID,执行总序,执行泳道,院校代码,院校名称OCR,官网辅证自动动作,涉及私有明细数,已有标准化官网证据行数,已有标准化官网来源文件数,已有标准化官网证据类型集合,本轮官网专业名匹配明细数,本轮官网疑似匹配明细数,本轮官网未匹配明细数,本轮无留存结构化官网源明细数,计划数一致候选数,官网可补OCR计划数候选数,计划数冲突候选数,计划数未覆盖数,已有源可生成候选diff明细数,结构化复用优先级,建议下一步自动动作,本地未公开明细CSV证据编号,本地未公开明细CSV_SHA256,本地未公开明细行数,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网源复用状态,字段事实写回状态,公开安全策略,下一步
C4C6REUSE-b5fc0d16483af2c3,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-35b583747a6aaa57,11,X3-C4已有部分来源待结构化,H001,杭州电子科技大学,C4-已有部分来源需补结构化或补湖北行,9,21,1,official_attachment_xlsx_row_plan,8,0,1,0,6,1,1,1,8,R0-已有官网源且存在计划数一致候选,生成候选diff并优先回看PDF原页与湖北官方侧，不写回主表。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,9,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-997f5a5160f66012,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-e39eef6215c6bdfd,12,X3-C4已有部分来源待结构化,H439,山东财经大学,C4-已有部分来源需补结构化或补湖北行,14,0,0,,0,0,0,14,0,0,0,14,0,R3-无留存标准化源但有入口需抓取或补parser,先抓取入口指向的2026湖北物理普通本科计划源，再结构化。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,14,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-a9b106a2cf0bb69d,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-cab877306bfff206,13,X3-C4已有部分来源待结构化,H450,山东工商学院,C4-已有部分来源需补结构化或补湖北行,19,24,1,official_pdf_table_extracted_csv,8,0,11,0,5,1,2,11,8,R0-已有官网源且存在计划数一致候选,生成候选diff并优先回看PDF原页与湖北官方侧，不写回主表。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,19,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-10611d283e77c269,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-ba66b7e2cdc31adc,14,X3-C4已有部分来源待结构化,H945,南宁学院,C4-已有部分来源需补结构化或补湖北行,15,20,1,official_static_html_table,14,0,1,0,0,7,7,1,14,R1-已有官网源但计划数需核页或OCR补缺,保留官网候选值，优先核PDF原页计划数和OCR漏识。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,15,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-0ba33b5fc1e260d6,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-908474412ebd1043,15,X3-C4已有部分来源待结构化,K151,成都理工大学,C4-已有部分来源需补结构化或补湖北行,50,0,0,,0,0,0,50,0,0,0,50,0,R3-无留存标准化源但有入口需抓取或补parser,先抓取入口指向的2026湖北物理普通本科计划源，再结构化。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,50,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-5212c89fbc981962,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-65cb7196dfff9b14,16,X3-C4已有部分来源待结构化,K153,成都信息工程大学,C4-已有部分来源需补结构化或补湖北行,9,38,1,official_static_html_table,6,0,3,0,2,4,0,3,6,R0-已有官网源且存在计划数一致候选,生成候选diff并优先回看PDF原页与湖北官方侧，不写回主表。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,9,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-e3c580f33c3809dc,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-cc23b5f044f2b56b,17,X3-C4已有部分来源待结构化,K345,云南大学,C4-已有部分来源需补结构化或补湖北行,35,0,0,,0,0,0,35,0,0,0,35,0,R3-无留存标准化源但有入口需抓取或补parser,先抓取入口指向的2026湖北物理普通本科计划源，再结构化。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,35,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-ac0f04d0ebe6d327,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-64e029988f599939,18,X3-C4已有部分来源待结构化,K465,西安建筑科技大学,C4-已有部分来源需补结构化或补湖北行,18,0,0,,0,0,0,18,0,0,0,18,0,R3-无留存标准化源但有入口需抓取或补parser,先抓取入口指向的2026湖北物理普通本科计划源，再结构化。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,18,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-2ae830991322fec7,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-d381226df23a1543,19,X3-C4已有部分来源待结构化,K485,西安财经大学,C4-已有部分来源需补结构化或补湖北行,6,8,1,official_dynamic_api_json,6,0,0,0,0,6,0,0,6,R1-已有官网源但计划数需核页或OCR补缺,保留官网候选值，优先核PDF原页计划数和OCR漏识。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,6,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-664a32ee5d251a4d,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-cc1e5840b849f800,20,X2-C4有入口但未留存结果,K486,西安邮电大学,C4-已有部分来源需补结构化或补湖北行,6,25,2,official_dynamic_api_json,5,0,1,0,0,5,0,1,5,R1-已有官网源但计划数需核页或OCR补缺,保留官网候选值，优先核PDF原页计划数和OCR漏识。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,6,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-c68c297b64eb704e,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-ac9b4296809abf93,21,X3-C4已有部分来源待结构化,K488,西安医学院,C4-已有部分来源需补结构化或补湖北行,3,5,1,official_dynamic_api_json,3,0,0,0,0,3,0,0,3,R1-已有官网源但计划数需核页或OCR补缺,保留官网候选值，优先核PDF原页计划数和OCR漏识。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,3,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-52458e220216eb9d,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-702f7a623570f934,22,X3-C4已有部分来源待结构化,K753,喀什大学,C4-已有部分来源需补结构化或补湖北行,17,31,1,official_attachment_xlsx_province_table,13,0,4,0,8,3,2,4,13,R0-已有官网源且存在计划数一致候选,生成候选diff并优先回看PDF原页与湖北官方侧，不写回主表。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,17,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-1d6e91977a9ecab3,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-16eabaacfe2d39b3,23,X1-C6有入口待获取湖北计划,A022,北京林业大学,C6-继续搜索高校官网2026湖北计划源,8,0,0,,0,0,0,8,0,0,0,8,0,R3-无留存标准化源但有入口需抓取或补parser,先抓取入口指向的2026湖北物理普通本科计划源，再结构化。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,8,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-6eaace646cf27208,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-122c97b755de364b,24,X1-C6有入口待获取湖北计划,A032,北京语言大学,C6-继续搜索高校官网2026湖北计划源,1,0,0,,0,0,0,1,0,0,0,1,0,R3-无留存标准化源但有入口需抓取或补parser,先抓取入口指向的2026湖北物理普通本科计划源，再结构化。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,1,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-dedb6db625498332,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-6987fccf84c19a99,25,X0-C6无官网计划入口需搜索,C125,武汉轻工大学,C6-继续搜索高校官网2026湖北计划源,41,0,0,,0,0,0,41,0,0,0,41,0,R4-无入口需搜索高校官网计划源,先搜索高校招生官网2026湖北招生计划，找到官方PDF/XLSX/HTML/API后再入库。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,41,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-3677bba37c1333b1,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-a478cee56cfc9830,26,X0-C6无官网计划入口需搜索,C133,湖北师范大学,C6-继续搜索高校官网2026湖北计划源,36,0,0,,0,0,0,36,0,0,0,36,0,R4-无入口需搜索高校官网计划源,先搜索高校招生官网2026湖北招生计划，找到官方PDF/XLSX/HTML/API后再入库。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,36,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-f3fe31f8bb6f062f,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-943e235d1b5b50f7,27,X0-C6无官网计划入口需搜索,F582,长春工业大学,C6-继续搜索高校官网2026湖北计划源,41,0,0,,0,0,0,41,0,0,0,41,0,R4-无入口需搜索高校官网计划源,先搜索高校招生官网2026湖北招生计划，找到官方PDF/XLSX/HTML/API后再入库。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,41,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-3c6fbb592d3be4eb,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-ad45b937fc49398e,28,X0-C6无官网计划入口需搜索,H002,浙江工业大学,C6-继续搜索高校官网2026湖北计划源,10,0,0,,0,0,0,10,0,0,0,10,0,R4-无入口需搜索高校官网计划源,先搜索高校招生官网2026湖北招生计划，找到官方PDF/XLSX/HTML/API后再入库。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,10,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-415a6fa6520bc7d2,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-a4be848a661bd050,29,X0-C6无官网计划入口需搜索,H026,浙江传媒学院,C6-继续搜索高校官网2026湖北计划源,22,0,0,,0,0,0,22,0,0,0,22,0,R4-无入口需搜索高校官网计划源,先搜索高校招生官网2026湖北招生计划，找到官方PDF/XLSX/HTML/API后再入库。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,22,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
C4C6REUSE-6a9ffba1eb0777cd,data/working/issue19-c4-c6-school-source-refresh-execution-packets.csv,data/working/issue19-c4-c6-school-source-refresh-execution-packets-summary.json,data/working/issue19-b0-b1-retained-official-plan-normalized.csv,data/working/issue19-full-major-field-fidelity-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_c4_c6_retained_source_reuse_audit,C4/C6高校源刷新执行包×已留存官网标准化证据复用,公开包级审计；逐专业匹配候选仅保存在本地未公开明细,false,false,false,false,false,false,false,false,C4C6PACKET-2d228141ef00d19d,30,X1-C6有入口待获取湖北计划,H439,山东财经大学,C6-继续搜索高校官网2026湖北计划源,5,0,0,,0,0,0,5,0,0,0,5,0,R3-无留存标准化源但有入口需抓取或补parser,先抓取入口指向的2026湖北物理普通本科计划源，再结构化。,local_c4_c6_retained_source_reuse_detail_csv_not_public,234932bf053b796bfa5af1d1c2b94d0a4633c9067849e378b22084db469b4d41,5,pending_manual_pdf_review,pending_hubei_official_review,retained_source_reuse_audit_not_verified,blocked_until_pdf_hubei_official_review,公开层只保留包级计数、优先级和SHA；逐专业字段值、官网候选值和复核正文不公开。,用本地未公开明细生成候选diff；所有字段仍需PDF原页、湖北官方侧和必要高校辅证闭环。
