来源期号,来源PDF_SHA256,数据阶段,最终可用,核验状态,官方交叉校验任务ID,候选V3入口ID,复核批次,入口类型,院校代码,院校名称OCR,2026院校专业组代码,来源页码,专业明细来源,专业明细行数,逐专业核验任务数,风险线索,历史线使用口径,官网来源状态,官网URL,本地留存路径,可核字段,官网来源局限,官方源缺口,必须核验字段,湖北官方系统核验状态,高校官网计划核验状态,招生章程核验状态,PDF原页核验状态,家庭接受度核验状态,调剂结论状态,交叉校验结论,可进入下一阶段,高校官网计划检索式,招生章程检索式,下一步
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-5ddbc5cac7928595,V3-4b5172b7d55161f8,B0-历史候选和组号问题优先核页,历史候选,K488,西安医学院,K48805,226,candidate_v2_review_seed,1,1,医学护理排除方向,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,未留存,暂无,未定位官方湖北2026招生计划页,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,西安医学院 2026 湖北 招生计划 本科 专业组 招生网,西安医学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-503a1ee393f079e7,V3-a444f274289a293e,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10702,69,candidate_v2_review_seed,0,1,0明细组；历史线不得直接沿用,2026组号或结构化存在变化/补种问题，历史线不得直接沿用。,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-6a4488d7769fddc2,V3-1c440347b3330d32,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10703,69,candidate_v2_review_seed,7,7,医学护理排除方向；历史线不得直接沿用,2026组号或结构化存在变化/补种问题，历史线不得直接沿用。,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-516244211fbbc9d5,V3-7b8d832f9e7bf0a2,B0-历史候选和组号问题优先核页,历史候选,C107,武汉体育学院,C10704,69,candidate_v2_review_seed,3,3,历史线不得直接沿用,2026组号或结构化存在变化/补种问题，历史线不得直接沿用。,charter_or_rules_only_no_plan,https://zs.whsu.edu.cn/info/1151/22357.htm,未留存,招生章程；录取规则；专业范围,未找到湖北专业组计划页,当前只可辅助核招生章程或规则，不能核湖北2026专业组计划,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,武汉体育学院 2026 湖北 招生计划 本科 专业组 招生网,武汉体育学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-d13191f11ce9c413,V3-fb6949a17903b9d0,B0-历史候选和组号问题优先核页,历史候选,C125,武汉轻工大学,C12508,74,candidate_v2_review_seed,21,21,医学护理排除方向,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,needs_official_plan_source_search,,未留存,暂无,未定位官方2026湖北普通本科计划页,未定位可复用的高校官网湖北2026普通本科物理招生计划，需要优先补源,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,武汉轻工大学 2026 湖北 招生计划 本科 专业组 招生网,武汉轻工大学 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-de47dee5eb83c755,V3-b4bd097ae1e5398b,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15003,80,candidate_v2_review_seed,22,22,特殊限制待核,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,has_reusable_2026_hubei_plan_source,https://zs.wbu.edu.cn/2026/0618/c1351a89857/page.htm；https://zs.wbu.edu.cn/2026/0618/c1351a89856/page.htm,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,湖北分专业计划；计划数；学费；选科,不含院校专业组代码和专业代号，需与第19期对齐,需逐字段比对第19期、湖北官方系统和高校官网字段,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,武汉商学院 2026 湖北 招生计划 本科 专业组 招生网,武汉商学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-bcc3d582bb2f421a,V3-88b34060565de38e,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15004,80,candidate_v2_review_seed,4,4,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,has_reusable_2026_hubei_plan_source,https://zs.wbu.edu.cn/2026/0618/c1351a89857/page.htm；https://zs.wbu.edu.cn/2026/0618/c1351a89856/page.htm,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,湖北分专业计划；计划数；学费；选科,不含院校专业组代码和专业代号，需与第19期对齐,需逐字段比对第19期、湖北官方系统和高校官网字段,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,武汉商学院 2026 湖北 招生计划 本科 专业组 招生网,武汉商学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-600204d9556f127c,V3-c56f937a0ff902cb,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15005,80,candidate_v2_review_seed,4,4,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,has_reusable_2026_hubei_plan_source,https://zs.wbu.edu.cn/2026/0618/c1351a89857/page.htm；https://zs.wbu.edu.cn/2026/0618/c1351a89856/page.htm,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,湖北分专业计划；计划数；学费；选科,不含院校专业组代码和专业代号，需与第19期对齐,需逐字段比对第19期、湖北官方系统和高校官网字段,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,武汉商学院 2026 湖北 招生计划 本科 专业组 招生网,武汉商学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-6865decf6ce45312,V3-98af05c3bb0e0b27,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15006,80,candidate_v2_review_seed,3,3,无,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,has_reusable_2026_hubei_plan_source,https://zs.wbu.edu.cn/2026/0618/c1351a89857/page.htm；https://zs.wbu.edu.cn/2026/0618/c1351a89856/page.htm,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,湖北分专业计划；计划数；学费；选科,不含院校专业组代码和专业代号，需与第19期对齐,需逐字段比对第19期、湖北官方系统和高校官网字段,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,武汉商学院 2026 湖北 招生计划 本科 专业组 招生网,武汉商学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_candidate_v3_b0_b1_official_crosscheck_queue,false,pending_group_official_crosscheck,OCQ-8eb95a44367297d4,V3-b06feb8b3e530857,B0-历史候选和组号问题优先核页,历史候选,C150,武汉商学院,C15007,81,candidate_v2_review_seed,2,2,高收费或超预算,仅作同组代码历史线索，不能直接证明2026组内专业和投档位次可沿用。,has_reusable_2026_hubei_plan_source,https://zs.wbu.edu.cn/2026/0618/c1351a89857/page.htm；https://zs.wbu.edu.cn/2026/0618/c1351a89856/page.htm,data/external/issue19-sample-school-official/wbu-2026-source-plan.html；data/external/issue19-sample-school-official/wbu-2026-undergraduate-plan.html,湖北分专业计划；计划数；学费；选科,不含院校专业组代码和专业代号，需与第19期对齐,需逐字段比对第19期、湖北官方系统和高校官网字段,院校代码；院校名称；院校专业组代码；专业组边界和组内全部专业；专业代号；专业名称及备注；专业计划数；学费；学制；校区；再选科目；特殊备注；招生章程录取规则；体检/语种/单科限制；办学性质和高收费/中外合作,pending_hubei_official_plan_review,pending_school_plan_review,pending_school_charter_review,pending_original_pdf_page_review,pending_family_acceptance_review,pending_transfer_decision,pending,false,武汉商学院 2026 湖北 招生计划 本科 专业组 招生网,武汉商学院 2026 普通本科 招生章程,先补高校官网/章程来源，再按必须核验字段逐项比对第19期、湖北官方系统和高校官网；不一致时以省招办渠道为准并记录差异。
