官网证据旁挂ID,来源招生明细主表行ID,来源公开官网差异账ID,来源底座闭环批次ID,来源逐专业闭环主表,来源公开官网差异账,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,能否替代湖北官方计划,官网证据强度,官网证据说明,建议动作,闭环执行总序,闭环执行批次,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,OCR计划数,OCR学费,OCR再选科目,官网来源状态,官网证据匹配状态,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,仍需核验,下一步
B0B1SIDE-7ba57f8270d8228f,ADM-7eb17efda1ec08b9,B0B1DIFF-7ba57f8270d8228f,CLOSEMAJOR-7ba57f8270d8228f,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,97,C0-P0证据闭环先核,M-68e8615d3ab753b9,G-3ed22abc87c8dac2,F305,忻州师范学院,F30508,109,3,17,数据科学与大数据技术,,4800,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xztu-2026-hubei-physics-plan-extracted.csv,数据科学与大数据技术,,1,4800,,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-708a815b7cb8e997,ADM-f85619b8e51647c7,B0B1DIFF-708a815b7cb8e997,CLOSEMAJOR-708a815b7cb8e997,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,98,C0-P0证据闭环先核,M-03be14d5008a95f0,G-2432826275c85956,A033,中国传媒大学,A03313,18,2,27,智能科学与技术,,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,智能科学与技术,60,3,5500,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-f48f88089c63bbab,ADM-d2a99f00d5d32f38,B0B1DIFF-f48f88089c63bbab,CLOSEMAJOR-f48f88089c63bbab,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,102,C0-P0证据闭环先核,M-1fb605576ebe5318,G-df1242f8618d3971,A033,中国传媒大学,A03312,18,3,24,人工智能（数字演艺工程方向）,,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,人工智能（数字演艺工程方向）,58,2,5500,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-66d515ecd6610630,ADM-75060d0223b4a43b,B0B1DIFF-66d515ecd6610630,CLOSEMAJOR-66d515ecd6610630,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,103,C0-P0证据闭环先核,M-f588b8040b4edb64,G-2432826275c85956,A033,中国传媒大学,A03313,18,3,28,数据科学与大数据技术,,2,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,数据科学与大数据技术,61,2,5500,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-af3a78851ae0a1fc,ADM-398f28e4e7cb603e,B0B1DIFF-af3a78851ae0a1fc,CLOSEMAJOR-af3a78851ae0a1fc,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,131,C0-P0证据闭环先核,M-90b2fc54c5bc2e5c,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,2,40,人工智能,,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,人工智能,,3,,,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-156b75fea3959e19,ADM-b6c910a13a66ac3c,B0B1DIFF-156b75fea3959e19,CLOSEMAJOR-156b75fea3959e19,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,139,C0-P0证据闭环先核,M-cdfe659d6ddbb7d7,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,9,47,计算机科学与技术,,6600,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,计算机科学与技术,,3,,,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-4acab117b1e162a1,ADM-8cf88a24af1765fa,B0B1DIFF-4acab117b1e162a1,CLOSEMAJOR-4acab117b1e162a1,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,142,C0-P0证据闭环先核,M-d7ad035436e7d0f7,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,15,53,数据科学与大数据技术,,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,数据科学与大数据技术,,1,,,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-4e425fb988f9965e,ADM-3906ed2d6943a7f4,B0B1DIFF-4e425fb988f9965e,CLOSEMAJOR-4e425fb988f9965e,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,169,C0-P0证据闭环先核,M-b23da168ecf3a69d,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,1,08,计算机科学与技术（办学地点：长安校,,6480,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,计算机科学与技术,A1,1,,18418；物理+化学,contains_after_normalization,85,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-bd05bc761e3fa3e7,ADM-a4dcf54dfb3f117e,B0B1DIFF-bd05bc761e3fa3e7,CLOSEMAJOR-bd05bc761e3fa3e7,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,178,C0-P0证据闭环先核,M-896f6185282057cc,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,9,16,软件工程（办学地点：长安校区）,,6480,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,软件工程,B8,3,,18888；物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-5979f1b29594d977,ADM-74a991e3f09a95e9,B0B1DIFF-5979f1b29594d977,CLOSEMAJOR-5979f1b29594d977,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,179,C0-P0证据闭环先核,M-ba5cee9e156ea062,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,10,17,网络工程（办学地点：长安校区）,,2,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,网络工程,B9,2,,/；物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-bbe68717d9c250ee,ADM-0f87c07c1f0c4b2c,B0B1DIFF-bbe68717d9c250ee,CLOSEMAJOR-bbe68717d9c250ee,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,180,C0-P0证据闭环先核,M-eb18c68df6af2f4d,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,11,18,数据科学与大数据技术（办学地点：长,,6480,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,数据科学与大数据技术,C1,1,,19885；物理+化学,contains_after_normalization,85,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-545c0eef18eaa7ee,ADM-34145bb901557b3c,B0B1DIFF-545c0eef18eaa7ee,CLOSEMAJOR-545c0eef18eaa7ee,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,184,C0-P0证据闭环先核,M-a83566d233468121,G-01338c1d774310d5,K486,西安邮电大学,K48603,226,14,21,信息安全（办学地点：长安校区）,,6480,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xupt-2026-hubei-physics-normal.json,信息安全,C9,2,,/；物理+化学,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
