来源期号,来源PDF_SHA256,数据阶段,最终可用,源文件,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,专业组标题OCR原文,版面列,专业代号OCR,专业名称及备注OCR,来源页码,再选科目OCR候选,专业计划数OCR候选,专业计划数OCR数字候选,学费OCR候选,学费OCR数字候选,字段完整性标记,异常规则ID,异常类型,严重程度,异常证据,核验状态,下一步
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H657,湘潭大学,H65705,05,H65705/湘潭大学第 05组,right,53,机械设计制造及其自动化（中外合作办学）H658 吉首大学（公办）（湖南）,178,化学,,,3,3,missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H658吉首大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H657,湘潭大学,H65705,05,H65705/湘潭大学第 05组,right,53,机械设计制造及其自动化（中外合作办学）H658 吉首大学（公办）（湖南）,178,化学,,,3,3,missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H658,吉首大学,H65803,03,［H65803 吉首大学第 03组,right,07,中药学（办学地点：吉首校区）,178,「化学,,,2,2,missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H658,吉首大学,H65804,04,H65804 吉首大学第04组,right,14,本科顶科班（少数民族预科班；办学地点：张冢界校区；学制：一年）H659 湖南科技大学（公办）（湖南）,178,不限,10,10,4000,4000,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H659湖南科技大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H659,湖南科技大学,H65903,03,H65903湖南科技大学第03 组,right,HG,5904/湖南科技大学第 04 组,178,化学,105,105,2,2,low_ocr_confidence,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H659,湖南科技大学,H65903,03,H65903湖南科技大学第03 组,left,71,遥感科学与技术H660 长沙理工大学（公办）（湖南）,179,,2,2,5900,5900,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H660长沙理工大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H660,长沙理工大学,H66006,06,H66006/长沙理工大学第 06组,right,75,机械设计制造及其自动化（中外合作办学）H661湖南农业大学（公办）（湖南）,179,化学,3,3,28000,28000,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H661湖南农业大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A033,中国传媒大学,A03311,11,A03311|中国传媒大学第 11组,left,21,人工智能（智能视听卓越人才实验班）,18,化学,12,12,2,2,,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A033,中国传媒大学,A03312,12,A03312|中国传媒大学第12组,left,25,数字媒体技术,18,,12,12,3,3,missing_subject_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A033,中国传媒大学,A03313,13,A03313中国传媒大学第 13组,left,26,数字媒体技术（游戏科学与技术方向）,18,【化学,,,3,3,missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A033,中国传媒大学,A03313,13,A03313中国传媒大学第 13组,left,28,数据科学与大数据技术,18,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A033,中国传媒大学,A03315,15,A03315 中国传媒大学第15组,left,32,数字媒体技术（中外合作办学）（与英国阿伯泰大学合作；办学地点：海南省陵水黎族自治县黎安国际教育创新试验区）,18,「化学,,,10万,10,missing_plan_count_candidate;tuition_not_plain_number,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,10万,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A033,中国传媒大学,A03315,15,A03315 中国传媒大学第15组,left,32,数字媒体技术（中外合作办学）（与英国阿伯泰大学合作；办学地点：海南省陵水黎族自治县黎安国际教育创新试验区）,18,「化学,,,10万,10,missing_plan_count_candidate;tuition_not_plain_number,tuition_not_plain_number,学费字段非纯数字,高,10万,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A033,中国传媒大学,A03315,15,A03315 中国传媒大学第15组,left,33,智能科学与技术（中外合作办学）（与英国考文垂大学合作；办学地点：海南省陵水黎族自治县黎安国际教育创新试验区）A034 中央財经大学（公办）（北京）,18,,,,10万,10,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,A034中央財经大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A033,中国传媒大学,A03315,15,A03315 中国传媒大学第15组,left,33,智能科学与技术（中外合作办学）（与英国考文垂大学合作；办学地点：海南省陵水黎族自治县黎安国际教育创新试验区）A034 中央財经大学（公办）（北京）,18,,,,10万,10,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,10万,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A033,中国传媒大学,A03315,15,A03315 中国传媒大学第15组,left,33,智能科学与技术（中外合作办学）（与英国考文垂大学合作；办学地点：海南省陵水黎族自治县黎安国际教育创新试验区）A034 中央財经大学（公办）（北京）,18,,,,10万,10,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,tuition_not_plain_number,学费字段非纯数字,高,10万,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A034,中央财经大学,A03405,05,A03405 中央财经大学第05组,left,12,财政学类（财政学、税收学、资产评估【数智估值菩英班）、财政学（财政基础理论基地班）、税收学（北京外国语大学英语专业联培）：办学地点：按学校两校区建设规划和办学实际确定）,18,不限,,,4,4,missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,4,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A034,中央财经大学,A03408,08,A03408/中央财经大学第08组,right,23,统计学类（统计学、统计学（统计学、金融学双学位项目）、应用统计学、应用统计学（国际贸易、应统双学位项目）、经济统计学、经济统计学（供应链、经统双学位项目）：办学地点：按学校两校区建设规划和办学实际确定）,18,,,,6,6,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,6,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A034,中央财经大学,A03408,08,A03408/中央财经大学第08组,right,24,数学类（数学与应用数学、信息与计算科学：办学地点：按学校两校区建设规划和办学实际确定）,18,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A034,中央财经大学,A03409,09,A03409 中央财经大学第09组,right,26,国际经济与贸易（中外合作办学）（国际贸易、金融风险管理；办学地点：找学校两校区建设规划和办学实际确定）A036 对外经济贸易大学（公办）（北京）,18,不限,,,10万,10,missing_plan_count_candidate;tuition_not_plain_number,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,A036对外经济贸易大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A034,中央财经大学,A03409,09,A03409 中央财经大学第09组,right,26,国际经济与贸易（中外合作办学）（国际贸易、金融风险管理；办学地点：找学校两校区建设规划和办学实际确定）A036 对外经济贸易大学（公办）（北京）,18,不限,,,10万,10,missing_plan_count_candidate;tuition_not_plain_number,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,10万,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A034,中央财经大学,A03409,09,A03409 中央财经大学第09组,right,26,国际经济与贸易（中外合作办学）（国际贸易、金融风险管理；办学地点：找学校两校区建设规划和办学实际确定）A036 对外经济贸易大学（公办）（北京）,18,不限,,,10万,10,missing_plan_count_candidate;tuition_not_plain_number,tuition_not_plain_number,学费字段非纯数字,高,10万,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A036,对外经济贸易大学,A03609,09,A03609 对外经济贸易大学第 09组,right,26,金融学类（含金融学、金融学（国际金融与市场）、经济与金融、投资学、保险学专业；按成绩和志愿分入学院内可类内专业任选，保险学分流原则上反接收第一志愿的学生）,18,不限,,,3,3,missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A036,对外经济贸易大学,A03611,11,A03611 对外经济贸易大学第 11组,right,36,精算学（中外合作办学）（合作院校：英国伦敦玛丽女王大学：学习方式：4+0）,18,,,,10万,10,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,10万,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A036,对外经济贸易大学,A03611,11,A03611 对外经济贸易大学第 11组,right,36,精算学（中外合作办学）（合作院校：英国伦敦玛丽女王大学：学习方式：4+0）,18,,,,10万,10,missing_subject_candidate;missing_plan_count_candidate;tuition_not_plain_number,tuition_not_plain_number,学费字段非纯数字,高,10万,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A036,对外经济贸易大学,A03613,13,A03613 对外经济贸易大学第 13 组,right,38,本科预科班（少数民族预科班；学制：A043 北京体育大学（公办）（北京）,18,,,,5000,5000,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,A043北京体育大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A043,北京体育大学,A04306,06,A04306 北京体育大学第06组,right,10,运动人体科学（色盲、色弱者，不予录,18,,,,1,1,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,1,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H661,湖南农业大学,H66106,06,H66106湖南农业大学第 06组,left,33,食品科学与工程（中外合作办学）H662 中南林业科技大学（公办）（湖南）,180,,7,7,21000,21000,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H662中南林业科技大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H662,中南林业科技大学,H66207,07,H66207中南林业科技大学第07组,right,57,林学（中外合作办学）（与英国班戈大学联合举办，绝大部分专业课采用全英文教学和考核，要求外语成绩不低于100分，非英语语种考生慎重填报，录取学生不得转专业；考生务必详见该项目当年招生简章）H663 湖南中医药大学（公办）（湖南）,180,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H663湖南中医药大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H662,中南林业科技大学,H66207,07,H66207中南林业科技大学第07组,right,57,林学（中外合作办学）（与英国班戈大学联合举办，绝大部分专业课采用全英文教学和考核，要求外语成绩不低于100分，非英语语种考生慎重填报，录取学生不得转专业；考生务必详见该项目当年招生简章）H663 湖南中医药大学（公办）（湖南）,180,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H663,湖南中医药大学,H66303,03,H66303 湖南中医药大学第03组,right,08,中医学（不招色直色弱且不招单色识别不全者：学制：五年）,180,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H663,湖南中医药大学,H66303,03,H66303 湖南中医药大学第03组,right,09,针灸推拿学（不招色盲色弱且不招单色识别不全者：学制：五年）,180,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H663,湖南中医药大学,H66303,03,H66303 湖南中医药大学第03组,right,10,中医骨伤科学（不招色宜色弱且不招单色识别不全者：学制：五年）,180,,,,1,1,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,1,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H663,湖南中医药大学,H66306,06,H66306 湖南中医药大学第 06组,right,17,生物制药（不招色盲色弱且不招单色识别不全者）,180,,2,2,'5900,5900,missing_subject_candidate;tuition_not_plain_number,tuition_not_plain_number,学费字段非纯数字,高,'5900,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H663,湖南中医药大学,H66306,06,H66306 湖南中医药大学第 06组,right,18,护理学（不招色盲色弱且不招单色识别不全者）H667 湖南师范大学（公办）（湖南）,180,,3,3,7500,7500,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H667湖南师范大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H667,湖南师范大学,H66707,07,H66707 湖南师范大学第07 组,left,41,顶防医学（医学部，咸嘉湖校区：办学地点：湖南长沙：学制：五年）H668 湖南理工大学（公办）（湖南）,181,,2,2,7800,7800,missing_subject_candidate;low_ocr_confidence,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H668湖南理工大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H668,湖南理工大学,H66802,02,H66802 湖南理工大学第 02 组,left,07,机械设计制造及其自动化H669 湘南学院（公办）（湖南）,181,,18,18,5900,5900,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H669湘南学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H669,湘南学院,H66902,02,H66902/湘南学院第 02组,left,06,医学影像学（办学地点：王仙校区；学制：五年）,181,,2,2,7150.,7150,missing_subject_candidate;tuition_not_plain_number,tuition_not_plain_number,学费字段非纯数字,高,7150.,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H669,湘南学院,H66904,04,H66904湘南学院第 04组,left,09,数学与应用数学（师范类；办学地点：王仙校区）10𠊿息与计算科学（办学地点：王仙校,181,化学,2,2,'4000,4000,tuition_not_plain_number,tuition_not_plain_number,学费字段非纯数字,高,'4000,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H669,湘南学院,H66904,04,H66904湘南学院第 04组,left,13,智能制造工程（办学地点：王仙校区）H670衡阳师范学院（公办）（湖南）,181,,2,2,4800,4800,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H670衡阳师范学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H670,衡阳师范学院,H67006,06,H67006/衡阳师范学院第06 组,right,11,地理科学（师范类；办学地点：东校区）H671 邵阳学院（公办）（湖南）,181,,45,45,4000,4000,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H671邵阳学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H671,邵阳学院,H67105,05,H67105 邵阳学院第 05组,right,20,智能建造（办学地点：七里坪校区）H672 怀化学院（公办）（湖南）,181,,2,2,5900,5900,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H672怀化学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H672,怀化学院,H67202,02,FH67202 |怀化学院第 02组,right,07,材料化学（不招色盲色弱）H673 湖南文理学院（公办）（湖南）,181,,3,3,4800,4800,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H673湖南文理学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,H673,湖南文理学院,H67306,06,H67306湖南文理学院第06组,left,09,机械设计制造及其自动化（中外合作办学）（一年级学生在东校区入学车级转入西校区菲英语语种考生慎重填报.合作高校：美国科罗拉多州立大学普韦布洛分校；办学地点：东校区）H674 湖南科技学院（公办）（湖南）,182,,,,18000,18000,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,H674湖南科技学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
