官网证据旁挂ID,来源招生明细主表行ID,来源公开官网差异账ID,来源底座闭环批次ID,来源逐专业闭环主表,来源公开官网差异账,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,能否替代湖北官方计划,官网证据强度,官网证据说明,建议动作,闭环执行总序,闭环执行批次,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,专业组内专业序号,专业代号OCR,专业名称及备注OCR短摘,OCR计划数,OCR学费,OCR再选科目,官网来源状态,官网证据匹配状态,最佳官网来源文件,最佳官网专业名称,最佳官网专业代号,最佳官网计划数,最佳官网学费,最佳官网选科,专业名称匹配方式,专业名称匹配分,计划数核验状态,差异字段集合,疑似OCR把学费读入计划数,仍需核验,下一步
B0B1SIDE-e479f23b6169156b,,B0B1DIFF-e479f23b6169156b,CLOSEMAJOR-e479f23b6169156b,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,partial_source,已有部分官网线索但不足以逐专业匹配。,补结构化高校计划源；PDF原页和湖北官方系统交叉,29,C0-P0证据闭环先核,M-3f16aefdd791acf7,G-790dc31efffcc01f,A033,中国传媒大学,A03315,18,1,32,数字媒体技术（中外合作办学）（与英国阿伯泰大学合作；办学地点：海南省陵水黎族自治县黎安国际教育创新试验区）,,10万,「化学,has_reusable_2026_hubei_plan_source,,,,,,,,,,,,false,PDF原页；湖北官方系统；高校官网/章程；家庭接受度；调剂范围,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-46bea5a48496f7ea,ADM-b3e3aea311ce8285,B0B1DIFF-46bea5a48496f7ea,CLOSEMAJOR-46bea5a48496f7ea,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,PDF原页计划数列；湖北官方系统/省招办计划；OCR字段错位排查,30,C0-P0证据闭环先核,M-1313bee178d7d0ee,G-df1242f8618d3971,A033,中国传媒大学,A03312,18,4,25,数字媒体技术,12,3,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/cuc-2026-hubei-physics-normal-zsjh.json,数字媒体技术,59,3,5500,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,mismatch,计划数冲突,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-4edae2bc3425a648,ADM-f23a49818ee7f3eb,B0B1DIFF-4edae2bc3425a648,CLOSEMAJOR-4edae2bc3425a648,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,34,C0-P0证据闭环先核,M-42afb95cc4899dd4,G-2518db829eecd796,F582,长春工业大学,F58204,119,10,26,数字媒体技术（办学地点：北湖校区）,2,5400,,needs_official_plan_source_search,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-fd95312d0c96527c,ADM-4fd59d746556617c,B0B1DIFF-fd95312d0c96527c,CLOSEMAJOR-fd95312d0c96527c,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,36,C0-P0证据闭环先核,M-b68a6418a68cfb85,G-d202caf3a5b24060,H001,杭州电子科技大学,H00104,137,2,14,数字媒体技术（办学地点：第一学年在绍兴校区，第二学年起在下沙校区）,2,6000,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/hdu-2026-hubei-plan.xlsx,数字媒体技术,,2,,"物理,化学(2门科目考生均须选考方可报考)",exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-9b89851af0fe5f0f,ADM-6f9830a78dd664d3,B0B1DIFF-9b89851af0fe5f0f,CLOSEMAJOR-9b89851af0fe5f0f,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,conflict_review,官网专业名匹配但计划数冲突，优先回看原页和字段列。,PDF原页计划数列；湖北官方系统/省招办计划；OCR字段错位排查,37,C0-P0证据闭环先核,M-bf093921a5df7b57,G-158e8a85ddd262f3,F902,江苏理工学院,F90202,135,8,10,数字媒体技术,5800,,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/jsut-2026-hubei-physics-plan-extracted.csv,数字媒体技术,,2,5800,,exact_after_normalization,100,mismatch,计划数冲突,true,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-72cf6560fc4ff677,ADM-0bd8f02bb42d0428,B0B1DIFF-72cf6560fc4ff677,CLOSEMAJOR-72cf6560fc4ff677,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,38,C0-P0证据闭环先核,M-bf0983f360150462,G-74160594692a9e74,H026,浙江传媒学院,H02606,141,3,33,数字媒体技术（办学地点：杭州钱塘校,2,5500,,needs_official_plan_source_search,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-58f9b7327b1e31da,ADM-711eb307130e7547,B0B1DIFF-58f9b7327b1e31da,CLOSEMAJOR-58f9b7327b1e31da,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,strong_support,官网专业名和计划数匹配，可作为强辅证；仍需 PDF 原页和湖北官方系统复核。,PDF原页；湖北官方系统/省招办计划；专业组边界；家庭接受度；调剂范围,40,C0-P0证据闭环先核,M-1d96359ea44be968,G-3e1e79ed3becc5d0,A197,西北民族大学,A19722,57,1,33,数字媒体技术（办学地点：榆中校区）,2,5600,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/xbmu-2026-hubei-physics-normal-zsjh.json,数字媒体技术,,2,,,exact_after_normalization,100,match,,false,PDF原页；湖北官方系统；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-cb51e31ee106b103,ADM-aa1045185ffe2f6e,B0B1DIFF-cb51e31ee106b103,CLOSEMAJOR-cb51e31ee106b103,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,unmatched,已有学校来源但专业未匹配，需核专业名、限定词和是否串校串行。,PDF原页；高校官网原始计划；专业名称限定词人工比对,42,C0-P0证据闭环先核,M-b1b11d1758e31fc0,G-facec610841ca140,C108,江汉大学,C10820,70,1,A9,数字媒体技术（面向武汉）,51,4000,要求,has_partial_source_needs_followup,unmatched,,,,,,,unmatched_missing_key_qualifier,55,not_covered,官网专业未匹配；官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-eb28409600e9f604,ADM-02fd19fd8dbc4396,B0B1DIFF-eb28409600e9f604,CLOSEMAJOR-eb28409600e9f604,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,43,C0-P0证据闭环先核,M-f84d4ef7e78d900f,G-3003274e4622ca03,H439,山东财经大学,H43904,168,5,30,数字媒体技术（办学地点：章丘校区）H440 山东体育学院（公办）（山东）,,6600,,has_partial_source_needs_followup,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-6a9b6d6e3874808b,ADM-742be4a168e07e4a,B0B1DIFF-6a9b6d6e3874808b,CLOSEMAJOR-6a9b6d6e3874808b,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,fill_candidate,OCR计划数缺失但官网有计划数，可作为计划数补缺候选。,PDF原页计划数列；湖北官方系统/省招办计划；高校官网原始证据,45,C0-P0证据闭环先核,M-13b19a3991c8159a,G-69a8112ee16cf2ba,H450,山东工商学院,H45004,169,10,48,数字媒体技术,,5500,,has_reusable_2026_hubei_plan_source,matched,data/external/issue19-b0-b1-official-sources/sdtbu-2026-hubei-physics-plan-extracted.csv,数字媒体技术,,2,,,exact_after_normalization,100,ocr_plan_missing_official_available,,false,PDF原页；湖北官方系统；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-916d3f66c2b588ad,ADM-1029cf596d7a1bd4,B0B1DIFF-916d3f66c2b588ad,CLOSEMAJOR-916d3f66c2b588ad,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,needs_source,尚无可匹配的高校逐专业计划源。,补高校招生网/计划查询/章程来源；再回到逐专业核验,49,C0-P0证据闭环先核,M-4b0cc9d74eef3c59,G-aed32fc724b7746b,H775,韶关学院,H77505,187,1,05,数字媒体技术（办学地点：韶乐园校,10,5710,化学,needs_official_plan_source_search,no_school_source,,,,,,,no_retained_official_plan_for_school,0,not_covered,官网计划源待补强,false,PDF原页；湖北官方系统；高校官网/章程补强；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
B0B1SIDE-5a5e4ff2afce574c,ADM-490bd504c724a844,B0B1DIFF-5a5e4ff2afce574c,CLOSEMAJOR-5a5e4ff2afce574c,data/working/issue19-foundation-closure-major-batches.csv,data/working/issue19-b0-b1-public-official-diff-ledger.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_b0_b1_official_evidence_sidecar,逐专业招生明细,false,false,false,unmatched,已有学校来源但专业未匹配，需核专业名、限定词和是否串校串行。,PDF原页；高校官网原始计划；专业名称限定词人工比对,50,C0-P0证据闭环先核,M-ba76e18b079d513f,G-954865af1940403b,F099,天津外国语大学,F09910,96,1,28,数字媒体技术（可参与中国文化传播人才创新班选拔：滨海校区）F100天津商业大学（公办）（天津）,,5400,,has_reusable_2026_hubei_plan_source,unmatched,,,,,,,unmatched_embedded_other_school_marker,0,not_covered,官网专业未匹配,false,PDF原页；湖北官方系统；专业名人工复核；计划数人工复核；专业组边界；调剂范围；家庭接受度,官网证据只作辅证；必须回到 PDF 原页、湖北官方系统/省招办计划、招生章程、家庭接受度和同组调剂结论。
