第一闭环PDFOCR候选公开审计ID,来源第一闭环执行队列,来源第一闭环任务复核公开账本,来源第一闭环私有预填公开审计,来源第一闭环私有复核材料,来源第一闭环PDFOCR候选私有工作台,来源湖北官方公开入口状态快照,来源期号,来源PDF_SHA256,数据阶段,主表粒度,任务粒度,最终可用,可进入下一阶段,可否进入最终志愿方案,是否允许作为志愿推荐依据,是否允许自动写回主表,是否允许官网证据替代湖北官方计划,是否允许生成学校专业建议,是否允许写回字段事实,PDFOCR候选审计总序,第一闭环执行顺序,执行泳道,第一闭环页列优先级,稳定基座第一闭环明细任务ID,稳定基座第一闭环任务复核公开账本ID,稳定基座第一闭环页列包ID,稳定基座第一闭环复核公开账本ID,第一闭环私有预填公开审计ID,来源页码,版面列,页码版面键,任务来源类型,字段审计范围,PDFOCR候选记录证据编号,PDFOCR候选记录状态,PDFOCR候选审阅桶,PDFOCR与高校辅证关系桶,PDFOCR候选字段数,高校辅证候选字段数,可比字段数,一致字段数,冲突字段数,缺PDFOCR但有高校线索字段数,是否有PDFOCR计划数候选,是否有PDFOCR学费候选,是否有PDFOCR选科候选,是否有高校计划数线索,是否有高校学费线索,是否有高校选科线索,是否存在PDFOCR与高校冲突,是否存在PDFOCR与高校一致字段,是否需要人工直接看图,是否需要双人复核,是否可自动写入私有记录值,PDF原页是否必核,湖北官方侧是否必核,高校辅证是否需要复核,PDF原页核页状态,湖北官方系统或省招办计划核验状态,高校官网或招生章程辅证状态,三方字段一致性状态,字段事实写回状态,公开安全策略,下一步
FIRSTPDFOCR-51ccb4649f27aac4,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,33,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-2805b5347b8e40ae,FIRSTTASKREVIEW-51ccb4649f27aac4,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,自动官网辅证任务,专业计划数；学费,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-51ccb4649f27aac4,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,1,0,0,0,1,false,true,false,true,false,false,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-6f5057d8480192c0,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,34,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-2bedee7b9c7f7990,FIRSTTASKREVIEW-6f5057d8480192c0,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-6f5057d8480192c0,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-c40a4a43ae928501,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,35,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-2f3d5f6bcb8b8c58,FIRSTTASKREVIEW-c40a4a43ae928501,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,自动官网辅证任务,专业计划数；学费,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-c40a4a43ae928501,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,1,0,0,0,1,false,true,false,true,false,false,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-8ea5db5ce18c96f6,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,36,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-2fc55fcaedc06c57,FIRSTTASKREVIEW-8ea5db5ce18c96f6,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,自动官网辅证任务,专业计划数；学费,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-8ea5db5ce18c96f6,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,1,0,0,0,1,false,true,false,true,false,false,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-787bfb9a93c62a4c,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,37,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-32bdf82346802bf7,FIRSTTASKREVIEW-787bfb9a93c62a4c,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,自动官网辅证任务,专业计划数；学费,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-787bfb9a93c62a4c,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,1,0,0,0,1,false,true,false,true,false,false,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-49f12cfe5c5a44b4,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,38,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-352f0e7f8e92d653,FIRSTTASKREVIEW-49f12cfe5c5a44b4,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-49f12cfe5c5a44b4,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-8d1cde127fe0e238,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,39,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-391717603ff99852,FIRSTTASKREVIEW-8d1cde127fe0e238,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,自动官网辅证任务,专业计划数；学费,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-8d1cde127fe0e238,private_pdf_ocr_candidate_seeded,P3-有候选但需人工确认,R3-仅PDFOCR候选待人工核页,2,0,0,0,0,0,true,true,false,false,false,false,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-2a09fefeb7f4b31c,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,40,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-46750a08eb17e822,FIRSTTASKREVIEW-2a09fefeb7f4b31c,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-2a09fefeb7f4b31c,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-fd57d8399846a407,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,41,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-4a3b29ecc48bcddc,FIRSTTASKREVIEW-fd57d8399846a407,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,自动官网辅证任务,专业计划数；学费；再选科目,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-fd57d8399846a407,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,2,1,0,0,0,1,false,true,true,true,false,false,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-8345861c592e4dbf,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,42,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-51b2b8463ec925df,FIRSTTASKREVIEW-8345861c592e4dbf,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-8345861c592e4dbf,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-dc7df8a12b2bb956,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,43,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-55c641ecf7db1022,FIRSTTASKREVIEW-dc7df8a12b2bb956,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,自动官网辅证任务,专业计划数；学费,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-dc7df8a12b2bb956,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,1,0,0,0,1,false,true,false,true,false,false,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-2d9b5efb819d8af7,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,44,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-5bf24e503db69e71,FIRSTTASKREVIEW-2d9b5efb819d8af7,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,自动官网辅证任务,专业计划数；学费,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-2d9b5efb819d8af7,private_pdf_ocr_candidate_seeded,P1-缺PDFOCR候选需人工看图,R2-高校有线索但PDFOCR缺候选,1,1,0,0,0,1,false,true,false,true,false,false,false,false,false,false,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-b0496ce18f471e16,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,45,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-655cc4d71fe13207,FIRSTTASKREVIEW-b0496ce18f471e16,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-b0496ce18f471e16,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-e38659f50e5d8a5a,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,46,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-80ab74779f516adb,FIRSTTASKREVIEW-e38659f50e5d8a5a,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,P0人工字段任务,专业计划数,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-e38659f50e5d8a5a,private_pdf_ocr_candidate_unavailable_needs_manual_image_review,P1-缺PDFOCR候选需人工看图,R5-无候选需人工看图,0,0,0,0,0,0,false,false,false,false,false,false,false,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
FIRSTPDFOCR-3a0ca42b8585f070,data/working/issue19-stable-foundation-first-closure-execution-queue.csv,data/working/issue19-stable-foundation-first-closure-task-review-public-ledger.csv,data/working/issue19-stable-foundation-first-closure-triage-prefill-public-audit.csv,first_closure_private_review_material_not_public,first_closure_pdf_ocr_candidate_private_workbench_not_public,data/working/issue19-official-public-entry-status.json,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_stable_foundation_first_closure_pdf_ocr_candidate_public_audit,逐专业招生明细×第一闭环任务,逐任务×PDF原页OCR候选公开状态,false,false,false,false,false,false,false,false,47,4,E0-冲突异常双人优先核验,Q0-冲突页列第一批先核,FIRSTDETAIL-8991edc6731114ee,FIRSTTASKREVIEW-3a0ca42b8585f070,FIRSTPAGE-815b76bed7962001,FIRSTREVIEW-815b76bed7962001,FIRSTPREFILLAUDIT-815b76bed7962001,169,right,169-right,自动官网辅证任务,专业计划数；学费,FIRST-CLOSURE-PDFOCR-CAND-FIRSTPDFOCR-3a0ca42b8585f070,private_pdf_ocr_candidate_seeded,P0-候选冲突优先核PDF原页,R0-PDFOCR与高校辅证存在冲突,2,1,1,0,1,0,true,true,false,true,false,false,true,false,true,true,false,true,true,true,pending_manual_pdf_review,pending_hubei_official_review,pending_if_school_clue_present,pending_private_three_way_field_confirmation,blocked_until_private_pdf_hubei_review_confirms_values,公开表只保存候选存在性、关系桶、计数、证据编号和门禁；私有候选明细、识别正文、私有路径和人工记录不进入公开仓库。,打开私有PDFOCR候选工作台和页列复核材料，人工回看PDF原页；完成湖北官方侧和必要高校辅证后再更新私有复核记录。
